Date,ProShares Ultra Oil & Gas_etf_Open_average,ProShares Ultra Oil & Gas_etf_Open_max,ProShares Ultra Oil & Gas_etf_Open_min,ProShares Ultra Oil & Gas_etf_Open_volatility,ProShares Ultra Oil & Gas_etf_Open_change,ProShares Ultra Oil & Gas_etf_High_average,ProShares Ultra Oil & Gas_etf_High_max,ProShares Ultra Oil & Gas_etf_High_min,ProShares Ultra Oil & Gas_etf_High_volatility,ProShares Ultra Oil & Gas_etf_High_change,ProShares Ultra Oil & Gas_etf_Low_average,ProShares Ultra Oil & Gas_etf_Low_max,ProShares Ultra Oil & Gas_etf_Low_min,ProShares Ultra Oil & Gas_etf_Low_volatility,ProShares Ultra Oil & Gas_etf_Low_change,ProShares Ultra Oil & Gas_etf_Close_average,ProShares Ultra Oil & Gas_etf_Close_max,ProShares Ultra Oil & Gas_etf_Close_min,ProShares Ultra Oil & Gas_etf_Close_volatility,ProShares Ultra Oil & Gas_etf_Close_change
2019-03-03,288.8,288.8,288.8,0.0,0.0,288.8,288.8,288.8,0.0,0.0,280.8,280.8,280.8,0.0,0.0,286.2,286.2,286.2,0.0,0.0
2019-03-10,304.5,304.5,304.5,0.0,0.0,307.5,307.5,307.5,0.0,0.0,303.7,303.7,303.7,0.0,0.0,305.8,305.8,305.8,0.0,0.0
2019-03-17,316.1,316.1,316.1,0.0,0.0,316.18,316.18,316.18,0.0,0.0,301.49,301.49,301.49,0.0,0.0,303.4,303.4,303.4,0.0,0.0
2019-03-24,316.0,316.0,316.0,0.0,0.0,317.5,317.5,317.5,0.0,0.0,307.7,307.7,307.7,0.0,0.0,310.0,310.0,310.0,0.0,0.0
2019-03-31,314.0,314.0,314.0,0.0,0.0,323.7,323.7,323.7,0.0,0.0,314.0,314.0,314.0,0.0,0.0,323.0,323.0,323.0,0.0,0.0
2019-04-07,329.7,329.7,329.7,0.0,0.0,329.7,329.7,329.7,0.0,0.0,320.6,320.6,320.6,0.0,0.0,321.9,321.9,321.9,0.0,0.0
2019-04-14,322.3,322.3,322.3,0.0,0.0,323.8,323.8,323.8,0.0,0.0,316.7,316.7,316.7,0.0,0.0,317.5,317.5,317.5,0.0,0.0
2019-04-21,311.9,311.9,311.9,0.0,0.0,311.9,311.9,311.9,0.0,0.0,302.9,302.9,302.9,0.0,0.0,309.5,309.5,309.5,0.0,0.0
2019-04-28,288.9,288.9,288.9,0.0,0.0,293.3,293.3,293.3,0.0,0.0,288.1,288.1,288.1,0.0,0.0,288.6,288.6,288.6,0.0,0.0
2019-05-05,283.9,283.9,283.9,0.0,0.0,288.55,288.55,288.55,0.0,0.0,276.4,276.4,276.4,0.0,0.0,287.4,287.4,287.4,0.0,0.0
2019-05-12,286.3,286.3,286.3,0.0,0.0,288.7,288.7,288.7,0.0,0.0,283.1,283.1,283.1,0.0,0.0,283.9,283.9,283.9,0.0,0.0
2019-05-19,265.8,265.8,265.8,0.0,0.0,266.2,266.2,266.2,0.0,0.0,258.7,258.7,258.7,0.0,0.0,262.6,262.6,262.6,0.0,0.0
2019-05-26,240.8,240.8,240.8,0.0,0.0,244.6,244.6,244.6,0.0,0.0,238.6,238.6,238.6,0.0,0.0,239.4,239.4,239.4,0.0,0.0
2019-06-02,258.0,258.0,258.0,0.0,0.0,261.7,261.7,261.7,0.0,0.0,256.4,256.4,256.4,0.0,0.0,258.6,258.6,258.6,0.0,0.0
2019-06-09,259.4,259.4,259.4,0.0,0.0,259.4,259.4,259.4,0.0,0.0,253.2,253.2,253.2,0.0,0.0,254.3,254.3,254.3,0.0,0.0
2019-06-16,277.7,277.7,277.7,0.0,0.0,282.8,282.8,282.8,0.0,0.0,277.7,277.7,277.7,0.0,0.0,281.1,281.1,281.1,0.0,0.0
2019-06-23,275.7,275.7,275.7,0.0,0.0,281.0,281.0,281.0,0.0,0.0,275.55,275.55,275.55,0.0,0.0,280.0,280.0,280.0,0.0,0.0
2019-06-30,271.9,271.9,271.9,0.0,0.0,275.0,275.0,275.0,0.0,0.0,270.8,270.8,270.8,0.0,0.0,275.0,275.0,275.0,0.0,0.0
2019-07-07,284.0,284.0,284.0,0.0,0.0,287.4,287.4,287.4,0.0,0.0,284.0,284.0,284.0,0.0,0.0,285.8,285.8,285.8,0.0,0.0
2019-07-14,266.6,266.6,266.6,0.0,0.0,270.3,270.3,270.3,0.0,0.0,265.0,265.0,265.0,0.0,0.0,268.7,268.7,268.7,0.0,0.0
2019-07-21,268.2,268.2,268.2,0.0,0.0,268.2,268.2,268.2,0.0,0.0,263.2,263.2,263.2,0.0,0.0,265.1,265.1,265.1,0.0,0.0
2019-07-28,256.7,256.7,256.7,0.0,0.0,259.0,259.0,259.0,0.0,0.0,242.2,242.2,242.2,0.0,0.0,247.0,247.0,247.0,0.0,0.0
2019-08-04,242.6,242.6,242.6,0.0,0.0,242.6,242.6,242.6,0.0,0.0,233.3,233.3,233.3,0.0,0.0,234.8,234.8,234.8,0.0,0.0
2019-08-11,213.8,213.8,213.8,0.0,0.0,219.6,219.6,219.6,0.0,0.0,213.4,213.4,213.4,0.0,0.0,218.7,218.7,218.7,0.0,0.0
2019-08-18,219.8,219.8,219.8,0.0,0.0,223.5,223.5,223.5,0.0,0.0,207.2,207.2,207.2,0.0,0.0,209.4,209.4,209.4,0.0,0.0
2019-08-25,222.4,222.4,222.4,0.0,0.0,226.5,226.5,226.5,0.0,0.0,218.62,218.62,218.62,0.0,0.0,221.2,221.2,221.2,0.0,0.0
2019-09-01,230.0,230.0,230.0,0.0,0.0,233.46,233.46,233.46,0.0,0.0,228.1,228.1,228.1,0.0,0.0,233.46,233.46,233.46,0.0,0.0
2019-09-08,248.9,248.9,248.9,0.0,0.0,252.21,252.21,252.21,0.0,0.0,246.8,246.8,246.8,0.0,0.0,250.2,250.2,250.2,0.0,0.0
2019-09-15,255.6,255.6,255.6,0.0,0.0,257.61,257.61,257.61,0.0,0.0,253.7,253.7,253.7,0.0,0.0,255.4,255.4,255.4,0.0,0.0
2019-09-22,235.6,235.6,235.6,0.0,0.0,242.5,242.5,242.5,0.0,0.0,235.5,235.5,235.5,0.0,0.0,239.3,239.3,239.3,0.0,0.0
2019-09-29,220.9,220.9,220.9,0.0,0.0,222.1,222.1,222.1,0.0,0.0,216.2,216.2,216.2,0.0,0.0,221.6,221.6,221.6,0.0,0.0
2019-10-06,223.6,223.6,223.6,0.0,0.0,228.6,228.6,228.6,0.0,0.0,222.94,222.94,222.94,0.0,0.0,224.9,224.9,224.9,0.0,0.0
2019-10-13,219.6,219.6,219.6,0.0,0.0,222.1,222.1,222.1,0.0,0.0,217.6,217.6,217.6,0.0,0.0,217.6,217.6,217.6,0.0,0.0
2019-10-20,232.9,232.9,232.9,0.0,0.0,237.4,237.4,237.4,0.0,0.0,232.7,232.7,232.7,0.0,0.0,236.3,236.3,236.3,0.0,0.0
2019-10-27,226.8,226.8,226.8,0.0,0.0,235.2,235.2,235.2,0.0,0.0,226.8,226.8,226.8,0.0,0.0,235.0,235.0,235.0,0.0,0.0
2019-11-03,244.3,244.3,244.3,0.0,0.0,245.4,245.4,245.4,0.0,0.0,239.7,239.7,239.7,0.0,0.0,245.2,245.2,245.2,0.0,0.0
2019-11-10,236.7,236.7,236.7,0.0,0.0,240.7,240.7,240.7,0.0,0.0,236.7,236.7,236.7,0.0,0.0,239.2,239.2,239.2,0.0,0.0
2019-11-17,238.4,238.4,238.4,0.0,0.0,240.62,240.62,240.62,0.0,0.0,235.9,235.9,235.9,0.0,0.0,236.3,236.3,236.3,0.0,0.0
2019-11-24,230.2,230.2,230.2,0.0,0.0,230.7,230.7,230.7,0.0,0.0,227.6,227.6,227.6,0.0,0.0,229.1,229.1,229.1,0.0,0.0
2019-12-01,229.97,229.97,229.97,0.0,0.0,237.0,237.0,237.0,0.0,0.0,229.4,229.4,229.4,0.0,0.0,236.2,236.2,236.2,0.0,0.0
2019-12-08,245.8,245.8,245.8,0.0,0.0,248.7,248.7,248.7,0.0,0.0,240.3,240.3,240.3,0.0,0.0,240.6,240.6,240.6,0.0,0.0
2019-12-15,250.1,250.1,250.1,0.0,0.0,254.45,254.45,254.45,0.0,0.0,250.1,250.1,250.1,0.0,0.0,253.5,253.5,253.5,0.0,0.0
2019-12-22,259.3,259.3,259.3,0.0,0.0,259.3,259.3,259.3,0.0,0.0,254.5,254.5,254.5,0.0,0.0,254.7,254.7,254.7,0.0,0.0
2019-12-29,266.4,266.4,266.4,0.0,0.0,266.4,266.4,266.4,0.0,0.0,257.0,257.0,257.0,0.0,0.0,258.7,258.7,258.7,0.0,0.0
