Date,ProShares UltraShort Yen_Open_average,ProShares UltraShort Yen_Open_max,ProShares UltraShort Yen_Open_min,ProShares UltraShort Yen_Open_volatility,ProShares UltraShort Yen_Open_change,ProShares UltraShort Yen_High_average,ProShares UltraShort Yen_High_max,ProShares UltraShort Yen_High_min,ProShares UltraShort Yen_High_volatility,ProShares UltraShort Yen_High_change,ProShares UltraShort Yen_Low_average,ProShares UltraShort Yen_Low_max,ProShares UltraShort Yen_Low_min,ProShares UltraShort Yen_Low_volatility,ProShares UltraShort Yen_Low_change,ProShares UltraShort Yen_Close_average,ProShares UltraShort Yen_Close_max,ProShares UltraShort Yen_Close_min,ProShares UltraShort Yen_Close_volatility,ProShares UltraShort Yen_Close_change
2018-09-23,78.66,78.66,78.66,0.0,0.0,78.8,78.8,78.8,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.77,78.77,78.77,0.0,0.0
2018-09-30,77.42,77.42,77.42,0.0,0.0,77.56,77.56,77.56,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2018-10-07,75.85,75.85,75.85,0.0,0.0,75.97,75.97,75.97,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.86,75.86,75.86,0.0,0.0
2018-10-14,77.21,77.21,77.21,0.0,0.0,77.36,77.36,77.36,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.34,77.34,77.34,0.0,0.0
2018-10-21,76.78,76.78,76.78,0.0,0.0,77.01,77.01,77.01,0.0,0.0,76.42,76.42,76.42,0.0,0.0,76.42,76.42,76.42,0.0,0.0
2018-10-28,77.42,77.42,77.42,0.0,0.0,78.04,78.04,78.04,0.0,0.0,77.42,77.42,77.42,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2018-11-04,78.87,78.87,78.87,0.0,0.0,78.96,78.96,78.96,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.87,78.87,78.87,0.0,0.0
2018-11-11,77.64,77.64,77.64,0.0,0.0,77.64,77.64,77.64,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.26,77.26,77.26,0.0,0.0
2018-11-18,78.46,78.46,78.46,0.0,0.0,78.83,78.83,78.83,0.0,0.0,78.46,78.46,78.46,0.0,0.0,78.6,78.6,78.6,0.0,0.0
2018-11-25,78.71,78.71,78.71,0.0,0.0,78.99,78.99,78.99,0.0,0.0,78.71,78.71,78.71,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2018-12-02,78.03,78.03,78.03,0.0,0.0,78.44,78.44,78.44,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.44,78.44,78.44,0.0,0.0
2018-12-09,78.14,78.14,78.14,0.0,0.0,78.23,78.23,78.23,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.82,77.82,77.82,0.0,0.0
2018-12-16,74.9,74.9,74.9,0.0,0.0,75.08,75.08,75.08,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-12-23,74.36,74.36,74.36,0.0,0.0,74.56,74.56,74.56,0.0,0.0,73.86,73.86,73.86,0.0,0.0,73.86,73.86,73.86,0.0,0.0
2018-12-30,72.13,72.13,72.13,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.62,72.62,72.62,0.0,0.0
2019-01-06,71.98,71.98,71.98,0.0,0.0,72.2,72.2,72.2,0.0,0.0,71.86,71.86,71.86,0.0,0.0,71.86,71.86,71.86,0.0,0.0
2019-01-13,73.84,73.84,73.84,0.0,0.0,74.25,74.25,74.25,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-01-20,73.68,73.68,73.68,0.0,0.0,73.78,73.78,73.78,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2019-01-27,74.77,74.77,74.77,0.0,0.0,74.81,74.81,74.81,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.64,74.64,74.64,0.0,0.0
2019-02-03,75.25,75.25,75.25,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2019-02-10,75.59,75.59,75.59,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2019-02-17,76.0,76.0,76.0,0.0,0.0,76.47,76.47,76.47,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2019-02-24,77.75,77.75,77.75,0.0,0.0,77.75,77.75,77.75,0.0,0.0,77.33,77.33,77.33,0.0,0.0,77.39,77.39,77.39,0.0,0.0
2019-03-03,76.52,76.52,76.52,0.0,0.0,76.79,76.79,76.79,0.0,0.0,76.52,76.52,76.52,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2019-03-10,77.2,77.2,77.2,0.0,0.0,77.23,77.23,77.23,0.0,0.0,77.05,77.05,77.05,0.0,0.0,77.05,77.05,77.05,0.0,0.0
2019-03-17,75.4,75.4,75.4,0.0,0.0,75.4,75.4,75.4,0.0,0.0,74.94,74.94,74.94,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2019-03-24,76.63,76.63,76.63,0.0,0.0,77.27,77.27,77.27,0.0,0.0,76.58,76.58,76.58,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2019-03-31,77.25,77.25,77.25,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.22,77.22,77.22,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2019-04-07,78.34,78.34,78.34,0.0,0.0,78.34,78.34,78.34,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2019-04-14,78.2,78.2,78.2,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.25,78.25,78.25,0.0,0.0
2019-04-21,78.37,78.37,78.37,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.09,78.09,78.09,0.0,0.0,78.09,78.09,78.09,0.0,0.0
2019-04-28,77.02,77.02,77.02,0.0,0.0,77.07,77.07,77.07,0.0,0.0,76.86,76.86,76.86,0.0,0.0,77.0,77.0,77.0,0.0,0.0
2019-05-05,74.55,74.55,74.55,0.0,0.0,74.9,74.9,74.9,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.9,74.9,74.9,0.0,0.0
2019-05-12,75.91,75.91,75.91,0.0,0.0,75.96,75.96,75.96,0.0,0.0,75.88,75.88,75.88,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2019-05-19,75.1,75.1,75.1,0.0,0.0,75.12,75.12,75.12,0.0,0.0,74.96,74.96,74.96,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2019-05-26,73.78,73.78,73.78,0.0,0.0,73.88,73.88,73.88,0.0,0.0,73.24,73.24,73.24,0.0,0.0,73.31,73.31,73.31,0.0,0.0
2019-06-02,74.18,74.18,74.18,0.0,0.0,74.18,74.18,74.18,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2019-06-09,74.2,74.2,74.2,0.0,0.0,74.31,74.31,74.31,0.0,0.0,74.2,74.2,74.2,0.0,0.0,74.27,74.27,74.27,0.0,0.0
2019-06-16,72.74,72.74,72.74,0.0,0.0,72.76,72.76,72.76,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.57,72.57,72.57,0.0,0.0
2019-06-23,74.04,74.04,74.04,0.0,0.0,74.31,74.31,74.31,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2019-06-30,74.67,74.67,74.67,0.0,0.0,74.91,74.91,74.91,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2019-07-07,73.68,73.68,73.68,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.7,73.7,73.7,0.0,0.0
2019-07-14,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.74,73.74,73.74,0.0,0.0
2019-07-21,74.88,74.88,74.88,0.0,0.0,75.06,75.06,75.06,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.95,73.95,73.95,0.0,0.0
2019-07-28,71.42,71.42,71.42,0.0,0.0,71.53,71.53,71.53,0.0,0.0,71.26,71.26,71.26,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2019-08-04,70.33,70.33,70.33,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2019-08-11,72.11,72.11,72.11,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2019-08-18,71.44,71.44,71.44,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.64,71.64,71.64,0.0,0.0
2019-08-25,71.75,71.75,71.75,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2019-09-01,73.06,73.06,73.06,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.06,73.06,73.06,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2019-09-08,74.18,74.18,74.18,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.18,74.18,74.18,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-09-15,73.73,73.73,73.73,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.66,73.66,73.66,0.0,0.0
2019-09-22,74.68,74.68,74.68,0.0,0.0,74.73,74.73,74.73,0.0,0.0,74.63,74.63,74.63,0.0,0.0,74.69,74.69,74.69,0.0,0.0
2019-09-29,73.29,73.29,73.29,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.61,73.61,73.61,0.0,0.0
2019-10-06,75.11,75.11,75.11,0.0,0.0,75.23,75.23,75.23,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2019-10-13,75.49,75.49,75.49,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2019-10-20,75.93,75.93,75.93,0.0,0.0,76.08,76.08,76.08,0.0,0.0,75.93,75.93,75.93,0.0,0.0,76.08,76.08,76.08,0.0,0.0
2019-10-27,75.51,75.51,75.51,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.74,75.74,75.74,0.0,0.0
2019-11-03,76.4,76.4,76.4,0.0,0.0,76.4,76.4,76.4,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.33,76.33,76.33,0.0,0.0
2019-11-10,75.92,75.92,75.92,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2019-11-17,76.19,76.19,76.19,0.0,0.0,76.34,76.34,76.34,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2019-11-24,77.25,77.25,77.25,0.0,0.0,77.3,77.3,77.3,0.0,0.0,76.38,76.38,76.38,0.0,0.0,76.41,76.41,76.41,0.0,0.0
2019-12-01,75.82,75.82,75.82,0.0,0.0,75.91,75.91,75.91,0.0,0.0,75.82,75.82,75.82,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2019-12-08,77.08,77.08,77.08,0.0,0.0,77.49,77.49,77.49,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2019-12-15,77.18,77.18,77.18,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.21,77.21,77.21,0.0,0.0
2019-12-22,76.75,76.75,76.75,0.0,0.0,76.8,76.8,76.8,0.0,0.0,76.54,76.54,76.54,0.0,0.0,76.59,76.59,76.59,0.0,0.0
2019-12-29,75.72,75.72,75.72,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.49,75.49,75.49,0.0,0.0
