Date,iShares S&P Small-Cap 600 Growth_Open_average,iShares S&P Small-Cap 600 Growth_Open_max,iShares S&P Small-Cap 600 Growth_Open_min,iShares S&P Small-Cap 600 Growth_Open_volatility,iShares S&P Small-Cap 600 Growth_Open_change,iShares S&P Small-Cap 600 Growth_High_average,iShares S&P Small-Cap 600 Growth_High_max,iShares S&P Small-Cap 600 Growth_High_min,iShares S&P Small-Cap 600 Growth_High_volatility,iShares S&P Small-Cap 600 Growth_High_change,iShares S&P Small-Cap 600 Growth_Low_average,iShares S&P Small-Cap 600 Growth_Low_max,iShares S&P Small-Cap 600 Growth_Low_min,iShares S&P Small-Cap 600 Growth_Low_volatility,iShares S&P Small-Cap 600 Growth_Low_change,iShares S&P Small-Cap 600 Growth_Close_average,iShares S&P Small-Cap 600 Growth_Close_max,iShares S&P Small-Cap 600 Growth_Close_min,iShares S&P Small-Cap 600 Growth_Close_volatility,iShares S&P Small-Cap 600 Growth_Close_change
2018-07-08,195.96,195.96,195.96,0.0,0.0,195.96,195.96,195.96,0.0,0.0,193.99,193.99,193.99,0.0,0.0,194.74,194.74,194.74,0.0,0.0
2018-07-15,197.88,197.88,197.88,0.0,0.0,198.55,198.55,198.55,0.0,0.0,196.77,196.77,196.77,0.0,0.0,198.1,198.1,198.1,0.0,0.0
2018-07-22,195.56,195.56,195.56,0.0,0.0,195.56,195.56,195.56,0.0,0.0,193.04,193.04,193.04,0.0,0.0,193.1,193.1,193.1,0.0,0.0
2018-07-29,198.46,198.46,198.46,0.0,0.0,200.08,200.08,200.08,0.0,0.0,198.04,198.04,198.04,0.0,0.0,200.0,200.0,200.0,0.0,0.0
2018-08-05,200.03,200.03,200.03,0.0,0.0,200.92,200.92,200.92,0.0,0.0,198.38,198.38,198.38,0.0,0.0,198.91,198.91,198.91,0.0,0.0
2018-08-12,202.97,202.97,202.97,0.0,0.0,203.18,203.18,203.18,0.0,0.0,201.31,201.31,201.31,0.0,0.0,202.48,202.48,202.48,0.0,0.0
2018-08-19,207.47,207.47,207.47,0.0,0.0,208.41,208.41,208.41,0.0,0.0,206.91,206.91,206.91,0.0,0.0,207.14,207.14,207.14,0.0,0.0
2018-08-26,207.53,207.53,207.53,0.0,0.0,209.28,209.28,209.28,0.0,0.0,207.2,207.2,207.2,0.0,0.0,209.07,209.07,209.07,0.0,0.0
2018-09-02,206.58,206.58,206.58,0.0,0.0,207.66,207.66,207.66,0.0,0.0,206.27,206.27,206.27,0.0,0.0,206.61,206.61,206.61,0.0,0.0
2018-09-09,207.94,207.94,207.94,0.0,0.0,207.94,207.94,207.94,0.0,0.0,204.87,204.87,204.87,0.0,0.0,205.1,205.1,205.1,0.0,0.0
2018-09-16,203.12,203.12,203.12,0.0,0.0,203.9,203.9,203.9,0.0,0.0,201.85,201.85,201.85,0.0,0.0,202.98,202.98,202.98,0.0,0.0
2018-09-23,202.13,202.13,202.13,0.0,0.0,202.43,202.43,202.43,0.0,0.0,198.34,198.34,198.34,0.0,0.0,198.92,198.92,198.92,0.0,0.0
2018-09-30,191.52,191.52,191.52,0.0,0.0,192.57,192.57,192.57,0.0,0.0,189.94,189.94,189.94,0.0,0.0,191.48,191.48,191.48,0.0,0.0
2018-10-07,181.26,181.26,181.26,0.0,0.0,183.17,183.17,183.17,0.0,0.0,179.98,179.98,179.98,0.0,0.0,181.97,181.97,181.97,0.0,0.0
2018-10-14,181.16,181.16,181.16,0.0,0.0,182.44,182.44,182.44,0.0,0.0,180.3,180.3,180.3,0.0,0.0,180.92,180.92,180.92,0.0,0.0
2018-10-21,176.76,176.76,176.76,0.0,0.0,178.77,178.77,178.77,0.0,0.0,172.43,172.43,172.43,0.0,0.0,174.43,174.43,174.43,0.0,0.0
2018-10-28,184.59,184.59,184.59,0.0,0.0,185.12,185.12,185.12,0.0,0.0,182.24,182.24,182.24,0.0,0.0,183.96,183.96,183.96,0.0,0.0
2018-11-04,183.55,183.55,183.55,0.0,0.0,183.99,183.99,183.99,0.0,0.0,180.09,180.09,180.09,0.0,0.0,180.15,180.15,180.15,0.0,0.0
2018-11-11,181.54,181.54,181.54,0.0,0.0,182.03,182.03,182.03,0.0,0.0,177.86,177.86,177.86,0.0,0.0,178.35,178.35,178.35,0.0,0.0
2018-11-18,179.05,179.05,179.05,0.0,0.0,180.01,180.01,180.01,0.0,0.0,177.96,177.96,177.96,0.0,0.0,179.27,179.27,179.27,0.0,0.0
2018-11-25,185.67,185.67,185.67,0.0,0.0,186.53,186.53,186.53,0.0,0.0,182.53,182.53,182.53,0.0,0.0,185.15,185.15,185.15,0.0,0.0
2018-12-02,172.25,172.25,172.25,0.0,0.0,173.39,173.39,173.39,0.0,0.0,169.87,169.87,169.87,0.0,0.0,172.22,172.22,172.22,0.0,0.0
2018-12-09,167.13,167.13,167.13,0.0,0.0,168.29,168.29,168.29,0.0,0.0,162.86,162.86,162.86,0.0,0.0,163.85,163.85,163.85,0.0,0.0
2018-12-16,153.34,153.34,153.34,0.0,0.0,154.45,154.45,154.45,0.0,0.0,151.27,151.27,151.27,0.0,0.0,151.48,151.48,151.48,0.0,0.0
2018-12-23,161.44,161.44,161.44,0.0,0.0,161.87,161.87,161.87,0.0,0.0,159.25,159.25,159.25,0.0,0.0,161.33,161.33,161.33,0.0,0.0
2018-12-30,162.94,162.94,162.94,0.0,0.0,166.34,166.34,166.34,0.0,0.0,162.87,162.87,162.87,0.0,0.0,165.42,165.42,165.42,0.0,0.0
2019-01-06,169.5,169.5,169.5,0.0,0.0,170.36,170.36,170.36,0.0,0.0,168.81,168.81,168.81,0.0,0.0,168.83,168.83,168.83,0.0,0.0
2019-01-13,174.32,174.32,174.32,0.0,0.0,175.43,175.43,175.43,0.0,0.0,173.43,173.43,173.43,0.0,0.0,174.77,174.77,174.77,0.0,0.0
2019-01-20,172.55,172.55,172.55,0.0,0.0,173.47,173.47,173.47,0.0,0.0,171.72,171.72,171.72,0.0,0.0,172.85,172.85,172.85,0.0,0.0
2019-01-27,175.47,175.47,175.47,0.0,0.0,178.05,178.05,178.05,0.0,0.0,175.26,175.26,175.26,0.0,0.0,178.03,178.03,178.03,0.0,0.0
2019-02-03,177.01,177.01,177.01,0.0,0.0,178.12,178.12,178.12,0.0,0.0,176.41,176.41,176.41,0.0,0.0,178.12,178.12,178.12,0.0,0.0
2019-02-10,182.01,182.01,182.01,0.0,0.0,184.14,184.14,184.14,0.0,0.0,181.99,181.99,181.99,0.0,0.0,184.14,184.14,184.14,0.0,0.0
2019-02-17,186.54,186.54,186.54,0.0,0.0,187.3,187.3,187.3,0.0,0.0,185.51,185.51,185.51,0.0,0.0,185.65,185.65,185.65,0.0,0.0
2019-02-24,185.44,185.44,185.44,0.0,0.0,185.47,185.47,185.47,0.0,0.0,181.65,181.65,181.65,0.0,0.0,182.81,182.81,182.81,0.0,0.0
2019-03-03,177.25,177.25,177.25,0.0,0.0,179.84,179.84,179.84,0.0,0.0,177.24,177.24,177.24,0.0,0.0,179.84,179.84,179.84,0.0,0.0
2019-03-10,179.36,179.36,179.36,0.0,0.0,181.5,181.5,181.5,0.0,0.0,179.32,179.32,179.32,0.0,0.0,181.0,181.0,181.0,0.0,0.0
2019-03-17,174.68,174.68,174.68,0.0,0.0,176.35,176.35,176.35,0.0,0.0,173.07,173.07,173.07,0.0,0.0,175.42,175.42,175.42,0.0,0.0
2019-03-24,179.82,179.82,179.82,0.0,0.0,180.49,180.49,180.49,0.0,0.0,179.1,179.1,179.1,0.0,0.0,180.13,180.13,180.13,0.0,0.0
2019-03-31,182.6,182.6,182.6,0.0,0.0,182.74,182.74,182.74,0.0,0.0,181.63,181.63,181.63,0.0,0.0,182.61,182.61,182.61,0.0,0.0
2019-04-07,183.2,183.2,183.2,0.0,0.0,183.92,183.92,183.92,0.0,0.0,182.1,182.1,182.1,0.0,0.0,182.83,182.83,182.83,0.0,0.0
2019-04-14,179.64,179.64,179.64,0.0,0.0,180.9,180.9,180.9,0.0,0.0,179.46,179.46,179.46,0.0,0.0,180.27,180.27,180.27,0.0,0.0
2019-04-21,184.54,184.54,184.54,0.0,0.0,185.42,185.42,185.42,0.0,0.0,184.14,184.14,184.14,0.0,0.0,184.76,184.76,184.76,0.0,0.0
2019-04-28,184.37,184.37,184.37,0.0,0.0,188.1,188.1,188.1,0.0,0.0,184.37,184.37,184.37,0.0,0.0,187.77,187.77,187.77,0.0,0.0
2019-05-05,179.29,179.29,179.29,0.0,0.0,180.01,180.01,180.01,0.0,0.0,176.8,176.8,176.8,0.0,0.0,177.3,177.3,177.3,0.0,0.0
2019-05-12,176.47,176.47,176.47,0.0,0.0,177.81,177.81,177.81,0.0,0.0,176.08,176.08,176.08,0.0,0.0,176.83,176.83,176.83,0.0,0.0
2019-05-19,174.31,174.31,174.31,0.0,0.0,175.59,175.59,175.59,0.0,0.0,174.1,174.1,174.1,0.0,0.0,175.42,175.42,175.42,0.0,0.0
2019-05-26,170.81,170.81,170.81,0.0,0.0,172.32,172.32,172.32,0.0,0.0,170.23,170.23,170.23,0.0,0.0,171.35,171.35,171.35,0.0,0.0
2019-06-02,177.29,177.29,177.29,0.0,0.0,179.41,179.41,179.41,0.0,0.0,177.29,177.29,177.29,0.0,0.0,178.06,178.06,178.06,0.0,0.0
2019-06-09,177.16,177.16,177.16,0.0,0.0,178.4,178.4,178.4,0.0,0.0,177.14,177.14,177.14,0.0,0.0,177.24,177.24,177.24,0.0,0.0
2019-06-16,180.26,180.26,180.26,0.0,0.0,180.58,180.58,180.58,0.0,0.0,178.25,178.25,178.25,0.0,0.0,178.38,178.38,178.38,0.0,0.0
2019-06-23,184.4,184.4,184.4,0.0,0.0,185.38,185.38,185.38,0.0,0.0,182.23,182.23,182.23,0.0,0.0,182.85,182.85,182.85,0.0,0.0
2019-06-30,183.35,183.35,183.35,0.0,0.0,183.35,183.35,183.35,0.0,0.0,181.54,181.54,181.54,0.0,0.0,181.84,181.84,181.84,0.0,0.0
2019-07-07,183.26,183.26,183.26,0.0,0.0,183.5,183.5,183.5,0.0,0.0,181.47,181.47,181.47,0.0,0.0,181.96,181.96,181.96,0.0,0.0
2019-07-14,181.29,181.29,181.29,0.0,0.0,182.12,182.12,182.12,0.0,0.0,180.71,180.71,180.71,0.0,0.0,180.85,180.85,180.85,0.0,0.0
2019-07-21,184.2,184.2,184.2,0.0,0.0,184.84,184.84,184.84,0.0,0.0,183.46,183.46,183.46,0.0,0.0,183.97,183.97,183.97,0.0,0.0
2019-07-28,177.32,177.32,177.32,0.0,0.0,178.07,178.07,178.07,0.0,0.0,173.42,173.42,173.42,0.0,0.0,175.64,175.64,175.64,0.0,0.0
2019-08-04,178.39,178.39,178.39,0.0,0.0,178.39,178.39,178.39,0.0,0.0,177.01,177.01,177.01,0.0,0.0,177.28,177.28,177.28,0.0,0.0
2019-08-11,179.76,179.76,179.76,0.0,0.0,180.65,180.65,180.65,0.0,0.0,179.37,179.37,179.37,0.0,0.0,179.47,179.47,179.47,0.0,0.0
2019-08-18,175.49,175.49,175.49,0.0,0.0,175.49,175.49,175.49,0.0,0.0,174.04,174.04,174.04,0.0,0.0,175.33,175.33,175.33,0.0,0.0
2019-08-25,178.6,178.6,178.6,0.0,0.0,178.93,178.93,178.93,0.0,0.0,176.27,176.27,176.27,0.0,0.0,177.11,177.11,177.11,0.0,0.0
2019-09-01,179.3,179.3,179.3,0.0,0.0,180.29,180.29,180.29,0.0,0.0,178.21,178.21,178.21,0.0,0.0,180.08,180.08,180.08,0.0,0.0
2019-09-08,185.1,185.1,185.1,0.0,0.0,186.54,186.54,186.54,0.0,0.0,184.66,184.66,184.66,0.0,0.0,185.79,185.79,185.79,0.0,0.0
2019-09-15,182.03,182.03,182.03,0.0,0.0,183.53,183.53,183.53,0.0,0.0,182.03,182.03,182.03,0.0,0.0,182.66,182.66,182.66,0.0,0.0
2019-09-22,178.51,178.51,178.51,0.0,0.0,179.51,179.51,179.51,0.0,0.0,177.76,177.76,177.76,0.0,0.0,178.38,178.38,178.38,0.0,0.0
2019-09-29,175.43,175.43,175.43,0.0,0.0,176.97,176.97,176.97,0.0,0.0,174.72,174.72,174.72,0.0,0.0,175.77,175.77,175.77,0.0,0.0
2019-10-06,176.63,176.63,176.63,0.0,0.0,176.89,176.89,176.89,0.0,0.0,175.87,175.87,175.87,0.0,0.0,176.69,176.69,176.69,0.0,0.0
2019-10-13,181.65,181.65,181.65,0.0,0.0,182.67,182.67,182.67,0.0,0.0,181.32,181.32,181.32,0.0,0.0,181.37,181.37,181.37,0.0,0.0
2019-10-20,182.91,182.91,182.91,0.0,0.0,184.7,184.7,184.7,0.0,0.0,182.91,182.91,182.91,0.0,0.0,183.93,183.93,183.93,0.0,0.0
2019-10-27,185.73,185.73,185.73,0.0,0.0,186.19,186.19,186.19,0.0,0.0,185.2,185.2,185.2,0.0,0.0,185.83,185.83,185.83,0.0,0.0
2019-11-03,184.17,184.17,184.17,0.0,0.0,184.76,184.76,184.76,0.0,0.0,183.68,183.68,183.68,0.0,0.0,184.73,184.73,184.73,0.0,0.0
2019-11-10,184.41,184.41,184.41,0.0,0.0,184.5,184.5,184.5,0.0,0.0,183.49,183.49,183.49,0.0,0.0,183.97,183.97,183.97,0.0,0.0
2019-11-17,184.47,184.47,184.47,0.0,0.0,188.42,188.42,188.42,0.0,0.0,184.45,184.45,184.45,0.0,0.0,187.99,187.99,187.99,0.0,0.0
2019-11-24,188.32,188.32,188.32,0.0,0.0,188.32,188.32,188.32,0.0,0.0,185.56,185.56,185.56,0.0,0.0,185.92,185.92,185.92,0.0,0.0
2019-12-01,189.47,189.47,189.47,0.0,0.0,189.75,189.75,189.75,0.0,0.0,188.9,188.9,188.9,0.0,0.0,188.97,188.97,188.97,0.0,0.0
2019-12-08,190.35,190.35,190.35,0.0,0.0,191.66,191.66,191.66,0.0,0.0,189.95,189.95,189.95,0.0,0.0,190.34,190.34,190.34,0.0,0.0
2019-12-15,194.08,194.08,194.08,0.0,0.0,194.08,194.08,194.08,0.0,0.0,192.81,192.81,192.81,0.0,0.0,193.9,193.9,193.9,0.0,0.0
2019-12-22,193.09,193.09,193.09,0.0,0.0,193.55,193.55,193.55,0.0,0.0,191.97,191.97,191.97,0.0,0.0,192.99,192.99,192.99,0.0,0.0
2019-12-29,191.65,191.65,191.65,0.0,0.0,193.84,193.84,193.84,0.0,0.0,191.65,191.65,191.65,0.0,0.0,193.65,193.65,193.65,0.0,0.0
