Date,WisdomTree International SmallCap Dividend_Open_average,WisdomTree International SmallCap Dividend_Open_max,WisdomTree International SmallCap Dividend_Open_min,WisdomTree International SmallCap Dividend_Open_volatility,WisdomTree International SmallCap Dividend_Open_change,WisdomTree International SmallCap Dividend_High_average,WisdomTree International SmallCap Dividend_High_max,WisdomTree International SmallCap Dividend_High_min,WisdomTree International SmallCap Dividend_High_volatility,WisdomTree International SmallCap Dividend_High_change,WisdomTree International SmallCap Dividend_Low_average,WisdomTree International SmallCap Dividend_Low_max,WisdomTree International SmallCap Dividend_Low_min,WisdomTree International SmallCap Dividend_Low_volatility,WisdomTree International SmallCap Dividend_Low_change,WisdomTree International SmallCap Dividend_Close_average,WisdomTree International SmallCap Dividend_Close_max,WisdomTree International SmallCap Dividend_Close_min,WisdomTree International SmallCap Dividend_Close_volatility,WisdomTree International SmallCap Dividend_Close_change
2018-08-05,70.26,70.26,70.26,0.0,0.0,70.38,70.38,70.38,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.97,69.97,69.97,0.0,0.0
2018-08-12,70.07,70.07,70.07,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.07,70.07,70.07,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2018-08-19,71.72,71.72,71.72,0.0,0.0,72.04,72.04,72.04,0.0,0.0,71.72,71.72,71.72,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2018-08-26,71.46,71.46,71.46,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2018-09-02,70.3,70.3,70.3,0.0,0.0,70.3,70.3,70.3,0.0,0.0,69.99,69.99,69.99,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2018-09-09,71.33,71.33,71.33,0.0,0.0,71.37,71.37,71.37,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.1,71.1,71.1,0.0,0.0
2018-09-16,72.57,72.57,72.57,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.17,72.17,72.17,0.0,0.0,72.24,72.24,72.24,0.0,0.0
2018-09-23,71.45,71.45,71.45,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.29,71.29,71.29,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2018-09-30,69.0,69.0,69.0,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.8,68.8,68.8,0.0,0.0,69.31,69.31,69.31,0.0,0.0
2018-10-07,66.62,66.62,66.62,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2018-10-14,66.54,66.54,66.54,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.04,66.04,66.04,0.0,0.0,66.18,66.18,66.18,0.0,0.0
2018-10-21,64.36,64.36,64.36,0.0,0.0,64.48,64.48,64.48,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2018-10-28,66.2,66.2,66.2,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.16,66.16,66.16,0.0,0.0
2018-11-04,65.82,65.82,65.82,0.0,0.0,65.82,65.82,65.82,0.0,0.0,64.93,64.93,64.93,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2018-11-11,65.11,65.11,65.11,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2018-11-18,64.41,64.41,64.41,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2018-11-25,65.81,65.81,65.81,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2018-12-02,62.03,62.03,62.03,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.35,61.35,61.35,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2018-12-09,61.65,61.65,61.65,0.0,0.0,61.74,61.74,61.74,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2018-12-16,58.57,58.57,58.57,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-12-23,60.59,60.59,60.59,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2018-12-30,61.91,61.91,61.91,0.0,0.0,62.51,62.51,62.51,0.0,0.0,61.88,61.88,61.88,0.0,0.0,62.19,62.19,62.19,0.0,0.0
2019-01-06,62.73,62.73,62.73,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2019-01-13,64.1,64.1,64.1,0.0,0.0,64.14,64.14,64.14,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-01-20,64.06,64.06,64.06,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2019-01-27,64.63,64.63,64.63,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2019-02-03,63.82,63.82,63.82,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2019-02-10,65.0,65.0,65.0,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.15,65.15,65.15,0.0,0.0
2019-02-17,66.26,66.26,66.26,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2019-02-24,66.67,66.67,66.67,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2019-03-03,65.07,65.07,65.07,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.07,65.07,65.07,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-03-10,66.62,66.62,66.62,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2019-03-17,65.43,65.43,65.43,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2019-03-24,66.57,66.57,66.57,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2019-03-31,67.19,67.19,67.19,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2019-04-07,67.81,67.81,67.81,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-04-14,67.54,67.54,67.54,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-04-21,67.33,67.33,67.33,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2019-04-28,66.24,66.24,66.24,0.0,0.0,66.86,66.86,66.86,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.76,66.76,66.76,0.0,0.0
2019-05-05,64.71,64.71,64.71,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2019-05-12,64.71,64.71,64.71,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2019-05-19,64.85,64.85,64.85,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2019-05-26,63.78,63.78,63.78,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2019-06-02,65.87,65.87,65.87,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-06-09,64.9,64.9,64.9,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2019-06-16,64.97,64.97,64.97,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-06-23,65.75,65.75,65.75,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2019-06-30,65.49,65.49,65.49,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2019-07-07,65.36,65.36,65.36,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2019-07-14,64.65,64.65,64.65,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.7,64.7,64.7,0.0,0.0
2019-07-21,64.5,64.5,64.5,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2019-07-28,61.37,61.37,61.37,0.0,0.0,61.44,61.44,61.44,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2019-08-04,61.0,61.0,61.0,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2019-08-11,60.99,60.99,60.99,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-08-18,61.05,61.05,61.05,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-08-25,61.47,61.47,61.47,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-09-01,63.01,63.01,63.01,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-09-08,64.58,64.58,64.58,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-09-15,64.15,64.15,64.15,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-09-22,63.37,63.37,63.37,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.52,63.52,63.52,0.0,0.0
2019-09-29,62.72,62.72,62.72,0.0,0.0,62.89,62.89,62.89,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-10-06,64.03,64.03,64.03,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2019-10-13,66.1,66.1,66.1,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2019-10-20,66.17,66.17,66.17,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2019-10-27,67.41,67.41,67.41,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2019-11-03,67.66,67.66,67.66,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-11-10,67.94,67.94,67.94,0.0,0.0,68.09,68.09,68.09,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.98,67.98,67.98,0.0,0.0
2019-11-17,67.8,67.8,67.8,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2019-11-24,68.2,68.2,68.2,0.0,0.0,68.23,68.23,68.23,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.98,67.98,67.98,0.0,0.0
2019-12-01,69.38,69.38,69.38,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2019-12-08,71.61,71.61,71.61,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.56,71.56,71.56,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2019-12-15,70.4,70.4,70.4,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-12-22,71.11,71.11,71.11,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2019-12-29,70.75,70.75,70.75,0.0,0.0,71.2,71.2,71.2,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.82,70.82,70.82,0.0,0.0
