Date,ProShares UltraShort Consumer Goods_Open_average,ProShares UltraShort Consumer Goods_Open_max,ProShares UltraShort Consumer Goods_Open_min,ProShares UltraShort Consumer Goods_Open_volatility,ProShares UltraShort Consumer Goods_Open_change,ProShares UltraShort Consumer Goods_High_average,ProShares UltraShort Consumer Goods_High_max,ProShares UltraShort Consumer Goods_High_min,ProShares UltraShort Consumer Goods_High_volatility,ProShares UltraShort Consumer Goods_High_change,ProShares UltraShort Consumer Goods_Low_average,ProShares UltraShort Consumer Goods_Low_max,ProShares UltraShort Consumer Goods_Low_min,ProShares UltraShort Consumer Goods_Low_volatility,ProShares UltraShort Consumer Goods_Low_change,ProShares UltraShort Consumer Goods_Close_average,ProShares UltraShort Consumer Goods_Close_max,ProShares UltraShort Consumer Goods_Close_min,ProShares UltraShort Consumer Goods_Close_volatility,ProShares UltraShort Consumer Goods_Close_change
2018-04-22,16.25,16.25,16.25,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2018-04-29,16.67,16.67,16.67,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-05-06,16.3,16.3,16.3,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2018-05-13,16.2,16.2,16.2,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2018-05-20,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2018-05-27,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2018-06-03,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2018-06-10,15.0,15.0,15.0,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2018-06-17,15.31,15.31,15.31,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2018-06-24,15.04,15.04,15.04,0.0,0.0,15.4,15.4,15.4,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2018-07-01,14.84,14.84,14.84,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2018-07-08,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2018-07-15,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2018-07-22,14.7,14.7,14.7,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2018-07-29,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2018-08-05,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2018-08-12,14.31,14.31,14.31,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2018-08-19,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2018-08-26,14.8,14.8,14.8,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.78,14.78,14.78,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2018-09-02,14.82,14.82,14.82,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2018-09-09,14.41,14.41,14.41,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2018-09-16,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2018-09-23,14.63,14.63,14.63,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2018-09-30,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2018-10-07,16.11,16.11,16.11,0.0,0.0,16.17,16.17,16.17,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2018-10-14,15.9,15.9,15.9,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2018-10-21,15.41,15.41,15.41,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2018-10-28,14.97,14.97,14.97,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2018-11-04,14.9,14.9,14.9,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.79,14.79,14.79,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2018-11-11,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2018-11-18,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2018-11-25,15.04,15.04,15.04,0.0,0.0,15.11,15.11,15.11,0.0,0.0,14.94,14.94,14.94,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2018-12-02,16.31,16.31,16.31,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2018-12-09,16.56,16.56,16.56,0.0,0.0,17.04,17.04,17.04,0.0,0.0,16.36,16.36,16.36,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2018-12-16,19.15,19.15,19.15,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2018-12-23,18.03,18.03,18.03,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2018-12-30,17.29,17.29,17.29,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2019-01-06,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-01-13,16.19,16.19,16.19,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2019-01-20,16.58,16.58,16.58,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2019-01-27,15.41,15.41,15.41,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2019-02-03,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2019-02-10,15.0,15.0,15.0,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-02-17,14.8,14.8,14.8,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-02-24,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-03-03,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-03-10,14.62,14.62,14.62,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-03-17,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-03-24,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2019-03-31,14.01,14.01,14.01,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-04-07,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-04-14,13.51,13.51,13.51,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.56,13.56,13.56,0.0,0.0
2019-04-21,13.44,13.44,13.44,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2019-04-28,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2019-05-05,14.13,14.13,14.13,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-05-12,13.82,13.82,13.82,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-05-19,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-05-26,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2019-06-02,13.52,13.52,13.52,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2019-06-09,13.5,13.5,13.5,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2019-06-16,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2019-06-23,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2019-06-30,12.94,12.94,12.94,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.94,12.94,12.94,0.0,0.0
2019-07-07,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2019-07-14,12.72,12.72,12.72,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.94,12.94,12.94,0.0,0.0
2019-07-21,12.57,12.57,12.57,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.52,12.52,12.52,0.0,0.0
2019-07-28,13.63,13.63,13.63,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2019-08-04,13.4,13.4,13.4,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2019-08-11,12.99,12.99,12.99,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2019-08-18,13.3,13.3,13.3,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2019-08-25,12.9,12.9,12.9,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2019-09-01,12.29,12.29,12.29,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-09-08,12.6,12.6,12.6,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-09-15,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2019-09-22,12.13,12.13,12.13,0.0,0.0,12.17,12.17,12.17,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.17,12.17,12.17,0.0,0.0
2019-09-29,12.41,12.41,12.41,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2019-10-06,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-10-13,12.19,12.19,12.19,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2019-10-20,11.97,11.97,11.97,0.0,0.0,12.12,12.12,12.12,0.0,0.0,11.97,11.97,11.97,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2019-10-27,12.0,12.0,12.0,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2019-11-03,12.15,12.15,12.15,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2019-11-10,12.01,12.01,12.01,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2019-11-17,11.97,11.97,11.97,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2019-11-24,11.73,11.73,11.73,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2019-12-01,11.31,11.31,11.31,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2019-12-08,11.24,11.24,11.24,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2019-12-15,10.77,10.77,10.77,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-12-22,10.78,10.78,10.78,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-12-29,10.92,10.92,10.92,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.93,10.93,10.93,0.0,0.0
