Date,SPDR Barclays High Yield Bond_Open_average,SPDR Barclays High Yield Bond_Open_max,SPDR Barclays High Yield Bond_Open_min,SPDR Barclays High Yield Bond_Open_volatility,SPDR Barclays High Yield Bond_Open_change,SPDR Barclays High Yield Bond_High_average,SPDR Barclays High Yield Bond_High_max,SPDR Barclays High Yield Bond_High_min,SPDR Barclays High Yield Bond_High_volatility,SPDR Barclays High Yield Bond_High_change,SPDR Barclays High Yield Bond_Low_average,SPDR Barclays High Yield Bond_Low_max,SPDR Barclays High Yield Bond_Low_min,SPDR Barclays High Yield Bond_Low_volatility,SPDR Barclays High Yield Bond_Low_change,SPDR Barclays High Yield Bond_Close_average,SPDR Barclays High Yield Bond_Close_max,SPDR Barclays High Yield Bond_Close_min,SPDR Barclays High Yield Bond_Close_volatility,SPDR Barclays High Yield Bond_Close_change
2018-05-20,107.19,107.19,107.19,0.0,0.0,107.21,107.21,107.21,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.1,107.1,107.1,0.0,0.0
2018-05-27,106.71,106.71,106.71,0.0,0.0,106.86,106.86,106.86,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.83,106.83,106.83,0.0,0.0
2018-06-03,107.25,107.25,107.25,0.0,0.0,107.46,107.46,107.46,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2018-06-10,107.73,107.73,107.73,0.0,0.0,107.82,107.82,107.82,0.0,0.0,107.65,107.65,107.65,0.0,0.0,107.79,107.79,107.79,0.0,0.0
2018-06-17,107.4,107.4,107.4,0.0,0.0,107.55,107.55,107.55,0.0,0.0,107.22,107.22,107.22,0.0,0.0,107.34,107.34,107.34,0.0,0.0
2018-06-24,105.87,105.87,105.87,0.0,0.0,105.96,105.96,105.96,0.0,0.0,105.78,105.78,105.78,0.0,0.0,105.93,105.93,105.93,0.0,0.0
2018-07-01,106.77,106.77,106.77,0.0,0.0,106.92,106.92,106.92,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2018-07-08,107.1,107.1,107.1,0.0,0.0,107.1,107.1,107.1,0.0,0.0,106.95,106.95,106.95,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2018-07-15,107.19,107.19,107.19,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.07,107.07,107.07,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2018-07-22,107.58,107.58,107.58,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.46,107.46,107.46,0.0,0.0,107.61,107.61,107.61,0.0,0.0
2018-07-29,107.55,107.55,107.55,0.0,0.0,107.7,107.7,107.7,0.0,0.0,107.49,107.49,107.49,0.0,0.0,107.67,107.67,107.67,0.0,0.0
2018-08-05,107.4,107.4,107.4,0.0,0.0,107.51,107.51,107.51,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2018-08-12,107.61,107.61,107.61,0.0,0.0,107.76,107.76,107.76,0.0,0.0,107.61,107.61,107.61,0.0,0.0,107.67,107.67,107.67,0.0,0.0
2018-08-19,108.06,108.06,108.06,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.06,108.06,108.06,0.0,0.0,108.09,108.09,108.09,0.0,0.0
2018-08-26,108.0,108.0,108.0,0.0,0.0,108.12,108.12,108.12,0.0,0.0,107.94,107.94,107.94,0.0,0.0,108.0,108.0,108.0,0.0,0.0
2018-09-02,107.46,107.46,107.46,0.0,0.0,107.49,107.49,107.49,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.49,107.49,107.49,0.0,0.0
2018-09-09,108.0,108.0,108.0,0.0,0.0,108.03,108.03,108.03,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.94,107.94,107.94,0.0,0.0
2018-09-16,107.91,107.91,107.91,0.0,0.0,107.96,107.96,107.96,0.0,0.0,107.73,107.73,107.73,0.0,0.0,107.82,107.82,107.82,0.0,0.0
2018-09-23,107.82,107.82,107.82,0.0,0.0,107.97,107.97,107.97,0.0,0.0,107.76,107.76,107.76,0.0,0.0,107.97,107.97,107.97,0.0,0.0
2018-09-30,106.65,106.65,106.65,0.0,0.0,106.74,106.74,106.74,0.0,0.0,106.38,106.38,106.38,0.0,0.0,106.41,106.41,106.41,0.0,0.0
2018-10-07,106.44,106.44,106.44,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.26,106.26,106.26,0.0,0.0,106.26,106.26,106.26,0.0,0.0
2018-10-14,106.35,106.35,106.35,0.0,0.0,106.41,106.41,106.41,0.0,0.0,106.08,106.08,106.08,0.0,0.0,106.14,106.14,106.14,0.0,0.0
2018-10-21,105.57,105.57,105.57,0.0,0.0,105.58,105.58,105.58,0.0,0.0,105.03,105.03,105.03,0.0,0.0,105.27,105.27,105.27,0.0,0.0
2018-10-28,105.42,105.42,105.42,0.0,0.0,105.57,105.57,105.57,0.0,0.0,105.33,105.33,105.33,0.0,0.0,105.51,105.51,105.51,0.0,0.0
2018-11-04,105.33,105.33,105.33,0.0,0.0,105.45,105.45,105.45,0.0,0.0,104.73,104.73,104.73,0.0,0.0,104.76,104.76,104.76,0.0,0.0
2018-11-11,103.53,103.53,103.53,0.0,0.0,103.92,103.92,103.92,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.71,103.71,103.71,0.0,0.0
2018-11-18,103.62,103.62,103.62,0.0,0.0,103.77,103.77,103.77,0.0,0.0,103.46,103.46,103.46,0.0,0.0,103.65,103.65,103.65,0.0,0.0
2018-11-25,104.25,104.25,104.25,0.0,0.0,104.46,104.46,104.46,0.0,0.0,104.1,104.1,104.1,0.0,0.0,104.43,104.43,104.43,0.0,0.0
2018-12-02,103.29,103.29,103.29,0.0,0.0,103.38,103.38,103.38,0.0,0.0,102.87,102.87,102.87,0.0,0.0,103.26,103.26,103.26,0.0,0.0
2018-12-09,103.65,103.65,103.65,0.0,0.0,103.65,103.65,103.65,0.0,0.0,102.81,102.81,102.81,0.0,0.0,102.96,102.96,102.96,0.0,0.0
2018-12-16,99.69,99.69,99.69,0.0,0.0,99.84,99.84,99.84,0.0,0.0,98.85,98.85,98.85,0.0,0.0,98.85,98.85,98.85,0.0,0.0
2018-12-23,100.86,100.86,100.86,0.0,0.0,101.04,101.04,101.04,0.0,0.0,100.74,100.74,100.74,0.0,0.0,100.77,100.77,100.77,0.0,0.0
2018-12-30,102.66,102.66,102.66,0.0,0.0,103.5,103.5,103.5,0.0,0.0,102.66,102.66,102.66,0.0,0.0,103.47,103.47,103.47,0.0,0.0
2019-01-06,104.31,104.31,104.31,0.0,0.0,104.37,104.37,104.37,0.0,0.0,104.07,104.07,104.07,0.0,0.0,104.19,104.19,104.19,0.0,0.0
2019-01-13,105.12,105.12,105.12,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2019-01-20,105.0,105.0,105.0,0.0,0.0,105.09,105.09,105.09,0.0,0.0,104.78,104.78,104.78,0.0,0.0,105.0,105.0,105.0,0.0,0.0
2019-01-27,105.51,105.51,105.51,0.0,0.0,105.84,105.84,105.84,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.75,105.75,105.75,0.0,0.0
2019-02-03,105.75,105.75,105.75,0.0,0.0,105.79,105.79,105.79,0.0,0.0,105.57,105.57,105.57,0.0,0.0,105.72,105.72,105.72,0.0,0.0
2019-02-10,106.32,106.32,106.32,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.32,106.32,106.32,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2019-02-17,107.04,107.04,107.04,0.0,0.0,107.07,107.07,107.07,0.0,0.0,106.83,106.83,106.83,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2019-02-24,106.92,106.92,106.92,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.47,106.47,106.47,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2019-03-03,106.17,106.17,106.17,0.0,0.0,106.5,106.5,106.5,0.0,0.0,106.14,106.14,106.14,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2019-03-10,107.07,107.07,107.07,0.0,0.0,107.1,107.1,107.1,0.0,0.0,106.89,106.89,106.89,0.0,0.0,107.04,107.04,107.04,0.0,0.0
2019-03-17,107.07,107.07,107.07,0.0,0.0,107.19,107.19,107.19,0.0,0.0,106.89,106.89,106.89,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2019-03-24,107.55,107.55,107.55,0.0,0.0,107.7,107.7,107.7,0.0,0.0,107.43,107.43,107.43,0.0,0.0,107.49,107.49,107.49,0.0,0.0
2019-03-31,107.91,107.91,107.91,0.0,0.0,107.94,107.94,107.94,0.0,0.0,107.79,107.79,107.79,0.0,0.0,107.88,107.88,107.88,0.0,0.0
2019-04-07,108.63,108.63,108.63,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.54,108.54,108.54,0.0,0.0
2019-04-14,108.36,108.36,108.36,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.21,108.21,108.21,0.0,0.0,108.27,108.27,108.27,0.0,0.0
2019-04-21,108.78,108.78,108.78,0.0,0.0,108.84,108.84,108.84,0.0,0.0,108.72,108.72,108.72,0.0,0.0,108.75,108.75,108.75,0.0,0.0
2019-04-28,107.77,107.77,107.77,0.0,0.0,108.35,108.35,108.35,0.0,0.0,107.72,107.72,107.72,0.0,0.0,108.3,108.3,108.3,0.0,0.0
2019-05-05,107.1,107.1,107.1,0.0,0.0,107.21,107.21,107.21,0.0,0.0,106.79,106.79,106.79,0.0,0.0,106.83,106.83,106.83,0.0,0.0
2019-05-12,107.36,107.36,107.36,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.21,107.21,107.21,0.0,0.0,107.33,107.33,107.33,0.0,0.0
2019-05-19,107.35,107.35,107.35,0.0,0.0,107.45,107.45,107.45,0.0,0.0,107.02,107.02,107.02,0.0,0.0,107.06,107.06,107.06,0.0,0.0
2019-05-26,105.78,105.78,105.78,0.0,0.0,105.9,105.9,105.9,0.0,0.0,105.55,105.55,105.55,0.0,0.0,105.76,105.76,105.76,0.0,0.0
2019-06-02,107.67,107.67,107.67,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.75,107.75,107.75,0.0,0.0
2019-06-09,107.74,107.74,107.74,0.0,0.0,107.77,107.77,107.77,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.64,107.64,107.64,0.0,0.0
2019-06-16,109.16,109.16,109.16,0.0,0.0,109.19,109.19,109.19,0.0,0.0,109.08,109.08,109.08,0.0,0.0,109.08,109.08,109.08,0.0,0.0
2019-06-23,108.9,108.9,108.9,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.42,108.42,108.42,0.0,0.0
2019-06-30,108.55,108.55,108.55,0.0,0.0,108.55,108.55,108.55,0.0,0.0,108.38,108.38,108.38,0.0,0.0,108.43,108.43,108.43,0.0,0.0
2019-07-07,108.55,108.55,108.55,0.0,0.0,108.67,108.67,108.67,0.0,0.0,108.45,108.45,108.45,0.0,0.0,108.63,108.63,108.63,0.0,0.0
2019-07-14,108.24,108.24,108.24,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.47,108.47,108.47,0.0,0.0
2019-07-21,108.89,108.89,108.89,0.0,0.0,108.89,108.89,108.89,0.0,0.0,108.67,108.67,108.67,0.0,0.0,108.76,108.76,108.76,0.0,0.0
2019-07-28,107.16,107.16,107.16,0.0,0.0,107.18,107.18,107.18,0.0,0.0,106.5,106.5,106.5,0.0,0.0,106.71,106.71,106.71,0.0,0.0
2019-08-04,107.35,107.35,107.35,0.0,0.0,107.53,107.53,107.53,0.0,0.0,107.19,107.19,107.19,0.0,0.0,107.32,107.32,107.32,0.0,0.0
2019-08-11,107.77,107.77,107.77,0.0,0.0,107.88,107.88,107.88,0.0,0.0,107.68,107.68,107.68,0.0,0.0,107.84,107.84,107.84,0.0,0.0
2019-08-18,108.39,108.39,108.39,0.0,0.0,108.61,108.61,108.61,0.0,0.0,108.29,108.29,108.29,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2019-08-25,109.05,109.05,109.05,0.0,0.0,109.07,109.07,109.07,0.0,0.0,108.61,108.61,108.61,0.0,0.0,108.81,108.81,108.81,0.0,0.0
2019-09-01,108.83,108.83,108.83,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.7,108.7,108.7,0.0,0.0,108.95,108.95,108.95,0.0,0.0
2019-09-08,108.9,108.9,108.9,0.0,0.0,109.17,109.17,109.17,0.0,0.0,108.81,108.81,108.81,0.0,0.0,109.11,109.11,109.11,0.0,0.0
2019-09-15,109.1,109.1,109.1,0.0,0.0,109.2,109.2,109.2,0.0,0.0,109.05,109.05,109.05,0.0,0.0,109.11,109.11,109.11,0.0,0.0
2019-09-22,108.7,108.7,108.7,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.63,108.63,108.63,0.0,0.0,108.74,108.74,108.74,0.0,0.0
2019-09-29,107.62,107.62,107.62,0.0,0.0,107.75,107.75,107.75,0.0,0.0,107.48,107.48,107.48,0.0,0.0,107.64,107.64,107.64,0.0,0.0
2019-10-06,108.11,108.11,108.11,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.2,108.2,108.2,0.0,0.0
2019-10-13,108.6,108.6,108.6,0.0,0.0,108.6,108.6,108.6,0.0,0.0,108.52,108.52,108.52,0.0,0.0,108.53,108.53,108.53,0.0,0.0
2019-10-20,108.96,108.96,108.96,0.0,0.0,108.96,108.96,108.96,0.0,0.0,108.9,108.9,108.9,0.0,0.0,108.94,108.94,108.94,0.0,0.0
2019-10-27,108.4,108.4,108.4,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2019-11-03,108.06,108.06,108.06,0.0,0.0,108.16,108.16,108.16,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.11,108.11,108.11,0.0,0.0
2019-11-10,108.15,108.15,108.15,0.0,0.0,108.16,108.16,108.16,0.0,0.0,108.05,108.05,108.05,0.0,0.0,108.09,108.09,108.09,0.0,0.0
2019-11-17,107.94,107.94,107.94,0.0,0.0,108.25,108.25,108.25,0.0,0.0,107.94,107.94,107.94,0.0,0.0,108.22,108.22,108.22,0.0,0.0
2019-11-24,107.89,107.89,107.89,0.0,0.0,107.89,107.89,107.89,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.76,107.76,107.76,0.0,0.0
2019-12-01,108.31,108.31,108.31,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.28,108.28,108.28,0.0,0.0
2019-12-08,109.32,109.32,109.32,0.0,0.0,109.47,109.47,109.47,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.42,109.42,109.42,0.0,0.0
2019-12-15,109.31,109.31,109.31,0.0,0.0,109.38,109.38,109.38,0.0,0.0,109.28,109.28,109.28,0.0,0.0,109.34,109.34,109.34,0.0,0.0
2019-12-22,109.64,109.64,109.64,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.36,109.36,109.36,0.0,0.0,109.46,109.46,109.46,0.0,0.0
2019-12-29,109.77,109.77,109.77,0.0,0.0,109.95,109.95,109.95,0.0,0.0,109.66,109.66,109.66,0.0,0.0,109.9,109.9,109.9,0.0,0.0
