Date,iShares MSCI MalaysiaEtf_Open_average,iShares MSCI MalaysiaEtf_Open_max,iShares MSCI MalaysiaEtf_Open_min,iShares MSCI MalaysiaEtf_Open_volatility,iShares MSCI MalaysiaEtf_Open_change,iShares MSCI MalaysiaEtf_High_average,iShares MSCI MalaysiaEtf_High_max,iShares MSCI MalaysiaEtf_High_min,iShares MSCI MalaysiaEtf_High_volatility,iShares MSCI MalaysiaEtf_High_change,iShares MSCI MalaysiaEtf_Low_average,iShares MSCI MalaysiaEtf_Low_max,iShares MSCI MalaysiaEtf_Low_min,iShares MSCI MalaysiaEtf_Low_volatility,iShares MSCI MalaysiaEtf_Low_change,iShares MSCI MalaysiaEtf_Close_average,iShares MSCI MalaysiaEtf_Close_max,iShares MSCI MalaysiaEtf_Close_min,iShares MSCI MalaysiaEtf_Close_volatility,iShares MSCI MalaysiaEtf_Close_change
2018-05-13,34.49,34.49,34.49,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2018-05-20,33.64,33.64,33.64,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-05-27,32.86,32.86,32.86,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-06-03,33.52,33.52,33.52,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2018-06-10,32.9,32.9,32.9,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-06-17,31.36,31.36,31.36,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-06-24,31.04,31.04,31.04,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-07-01,30.78,30.78,30.78,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-07-08,31.46,31.46,31.46,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-07-15,32.11,32.11,32.11,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-07-22,32.47,32.47,32.47,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2018-07-29,32.6,32.6,32.6,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2018-08-05,32.82,32.82,32.82,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2018-08-12,32.12,32.12,32.12,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-08-19,32.87,32.87,32.87,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-08-26,32.43,32.43,32.43,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2018-09-02,32.11,32.11,32.11,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-09-09,32.52,32.52,32.52,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-09-16,32.61,32.61,32.61,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-09-23,32.35,32.35,32.35,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-09-30,31.77,31.77,31.77,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-10-07,30.93,30.93,30.93,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-10-14,30.74,30.74,30.74,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-10-21,29.92,29.92,29.92,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-10-28,30.67,30.67,30.67,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2018-11-04,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-11-11,30.39,30.39,30.39,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-11-18,30.23,30.23,30.23,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-11-25,30.2,30.2,30.2,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-12-02,30.2,30.2,30.2,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-12-09,29.51,29.51,29.51,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-12-16,29.04,29.04,29.04,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-12-23,29.72,29.72,29.72,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2018-12-30,29.64,29.64,29.64,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.55,29.55,29.55,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2019-01-06,30.25,30.25,30.25,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2019-01-13,30.43,30.43,30.43,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-01-20,30.57,30.57,30.57,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-01-27,30.63,30.63,30.63,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-02-03,30.58,30.58,30.58,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-02-10,30.56,30.56,30.56,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-02-17,31.13,31.13,31.13,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-02-24,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-03-03,30.22,30.22,30.22,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-03-10,30.35,30.35,30.35,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-03-17,30.39,30.39,30.39,0.0,0.0,30.42,30.42,30.42,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-03-24,29.94,29.94,29.94,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-03-31,29.84,29.84,29.84,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-04-07,29.6,29.6,29.6,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-04-14,29.16,29.16,29.16,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-04-21,29.66,29.66,29.66,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-04-28,29.5,29.5,29.5,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-05-05,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-05-12,28.38,28.38,28.38,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-05-19,28.31,28.31,28.31,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-05-26,29.46,29.46,29.46,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-06-02,29.77,29.77,29.77,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-06-09,29.31,29.31,29.31,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2019-06-16,29.86,29.86,29.86,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-06-23,29.83,29.83,29.83,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-06-30,29.9,29.9,29.9,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-07-07,29.83,29.83,29.83,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-07-14,29.72,29.72,29.72,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-07-21,29.35,29.35,29.35,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-07-28,28.52,28.52,28.52,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-08-04,28.17,28.17,28.17,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-08-11,27.87,27.87,27.87,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-08-18,27.77,27.77,27.77,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-08-25,28.02,28.02,28.02,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-09-01,28.02,28.02,28.02,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-09-08,28.28,28.28,28.28,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-09-15,28.09,28.09,28.09,0.0,0.0,28.34,28.34,28.34,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-09-22,27.86,27.86,27.86,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-09-29,27.52,27.52,27.52,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-10-06,27.51,27.51,27.51,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-10-13,27.88,27.88,27.88,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-10-20,27.71,27.71,27.71,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-10-27,28.21,28.21,28.21,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-11-03,28.78,28.78,28.78,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-11-10,28.39,28.39,28.39,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-11-17,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-11-24,27.51,27.51,27.51,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-12-01,27.67,27.67,27.67,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-12-08,27.93,27.93,27.93,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-12-15,28.33,28.33,28.33,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-12-22,28.52,28.52,28.52,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-12-29,28.68,28.68,28.68,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.58,28.58,28.58,0.0,0.0
