Date,ProShares UltraPro QQQ_Open_average,ProShares UltraPro QQQ_Open_max,ProShares UltraPro QQQ_Open_min,ProShares UltraPro QQQ_Open_volatility,ProShares UltraPro QQQ_Open_change,ProShares UltraPro QQQ_High_average,ProShares UltraPro QQQ_High_max,ProShares UltraPro QQQ_High_min,ProShares UltraPro QQQ_High_volatility,ProShares UltraPro QQQ_High_change,ProShares UltraPro QQQ_Low_average,ProShares UltraPro QQQ_Low_max,ProShares UltraPro QQQ_Low_min,ProShares UltraPro QQQ_Low_volatility,ProShares UltraPro QQQ_Low_change,ProShares UltraPro QQQ_Close_average,ProShares UltraPro QQQ_Close_max,ProShares UltraPro QQQ_Close_min,ProShares UltraPro QQQ_Close_volatility,ProShares UltraPro QQQ_Close_change
2018-04-29,51.95,51.95,51.95,0.0,0.0,52.98,52.98,52.98,0.0,0.0,51.79,51.79,51.79,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-05-06,55.85,55.85,55.85,0.0,0.0,56.83,56.83,56.83,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-05-13,54.67,54.67,54.67,0.0,0.0,55.41,55.41,55.41,0.0,0.0,53.67,53.67,53.67,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2018-05-20,55.43,55.43,55.43,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2018-05-27,58.9,58.9,58.9,0.0,0.0,60.1,60.1,60.1,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2018-06-03,59.99,59.99,59.99,0.0,0.0,61.06,61.06,61.06,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2018-06-10,61.5,61.5,61.5,0.0,0.0,62.75,62.75,62.75,0.0,0.0,60.92,60.92,60.92,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2018-06-17,59.62,59.62,59.62,0.0,0.0,59.87,59.87,59.87,0.0,0.0,55.49,55.49,55.49,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-06-24,55.66,55.66,55.66,0.0,0.0,58.46,58.46,58.46,0.0,0.0,55.28,55.28,55.28,0.0,0.0,58.39,58.39,58.39,0.0,0.0
2018-07-01,62.08,62.08,62.08,0.0,0.0,62.85,62.85,62.85,0.0,0.0,61.39,61.39,61.39,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-07-08,65.31,65.31,65.31,0.0,0.0,65.66,65.66,65.66,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.82,64.82,64.82,0.0,0.0
2018-07-15,63.97,63.97,63.97,0.0,0.0,65.23,65.23,65.23,0.0,0.0,63.2,63.2,63.2,0.0,0.0,65.1,65.1,65.1,0.0,0.0
2018-07-22,62.95,62.95,62.95,0.0,0.0,63.01,63.01,63.01,0.0,0.0,59.32,59.32,59.32,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2018-07-29,65.25,65.25,65.25,0.0,0.0,66.57,66.57,66.57,0.0,0.0,64.99,64.99,64.99,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2018-08-05,66.09,66.09,66.09,0.0,0.0,67.37,67.37,67.37,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2018-08-12,65.37,65.37,65.37,0.0,0.0,65.43,65.43,65.43,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2018-08-19,68.79,68.79,68.79,0.0,0.0,69.75,69.75,69.75,0.0,0.0,68.42,68.42,68.42,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2018-08-26,71.82,71.82,71.82,0.0,0.0,72.95,72.95,72.95,0.0,0.0,71.57,71.57,71.57,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-09-02,67.09,67.09,67.09,0.0,0.0,67.22,67.22,67.22,0.0,0.0,65.53,65.53,65.53,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2018-09-09,68.62,68.62,68.62,0.0,0.0,68.83,68.83,68.83,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2018-09-16,67.11,67.11,67.11,0.0,0.0,69.19,69.19,69.19,0.0,0.0,66.24,66.24,66.24,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2018-09-23,72.5,72.5,72.5,0.0,0.0,73.17,73.17,73.17,0.0,0.0,71.08,71.08,71.08,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2018-09-30,63.84,63.84,63.84,0.0,0.0,65.25,65.25,65.25,0.0,0.0,61.24,61.24,61.24,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2018-10-07,57.46,57.46,57.46,0.0,0.0,57.71,57.71,57.71,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2018-10-14,57.41,57.41,57.41,0.0,0.0,58.58,58.58,58.58,0.0,0.0,55.97,55.97,55.97,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2018-10-21,51.98,51.98,51.98,0.0,0.0,52.6,52.6,52.6,0.0,0.0,43.84,43.84,43.84,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2018-10-28,52.08,52.08,52.08,0.0,0.0,52.14,52.14,52.14,0.0,0.0,49.76,49.76,49.76,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-11-04,52.5,52.5,52.5,0.0,0.0,52.79,52.79,52.79,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-11-11,48.92,48.92,48.92,0.0,0.0,49.15,49.15,49.15,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2018-11-18,44.18,44.18,44.18,0.0,0.0,45.38,45.38,45.38,0.0,0.0,43.62,43.62,43.62,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2018-11-25,54.08,54.08,54.08,0.0,0.0,54.3,54.3,54.3,0.0,0.0,52.25,52.25,52.25,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2018-12-02,43.16,43.16,43.16,0.0,0.0,45.35,45.35,45.35,0.0,0.0,41.82,41.82,41.82,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-12-09,42.47,42.47,42.47,0.0,0.0,43.49,43.49,43.49,0.0,0.0,39.09,39.09,39.09,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-12-16,32.0,32.0,32.0,0.0,0.0,33.29,33.29,33.29,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-12-23,37.36,37.36,37.36,0.0,0.0,37.68,37.68,37.68,0.0,0.0,36.05,36.05,36.05,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-12-30,38.47,38.47,38.47,0.0,0.0,40.15,40.15,40.15,0.0,0.0,38.13,38.13,38.13,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-01-06,40.43,40.43,40.43,0.0,0.0,40.94,40.94,40.94,0.0,0.0,39.86,39.86,39.86,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-01-13,44.72,44.72,44.72,0.0,0.0,45.61,45.61,45.61,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-01-20,43.01,43.01,43.01,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.01,42.01,42.01,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-01-27,46.47,46.47,46.47,0.0,0.0,48.16,48.16,48.16,0.0,0.0,46.34,46.34,46.34,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-02-03,47.77,47.77,47.77,0.0,0.0,48.11,48.11,48.11,0.0,0.0,46.76,46.76,46.76,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2019-02-10,50.51,50.51,50.51,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.36,49.36,49.36,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-02-17,52.01,52.01,52.01,0.0,0.0,52.38,52.38,52.38,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-02-24,52.97,52.97,52.97,0.0,0.0,53.33,53.33,53.33,0.0,0.0,50.35,50.35,50.35,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-03-03,49.73,49.73,49.73,0.0,0.0,52.31,52.31,52.31,0.0,0.0,49.73,49.73,49.73,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2019-03-10,55.37,55.37,55.37,0.0,0.0,56.34,56.34,56.34,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2019-03-17,55.06,55.06,55.06,0.0,0.0,55.97,55.97,55.97,0.0,0.0,54.18,54.18,54.18,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2019-03-24,58.3,58.3,58.3,0.0,0.0,59.1,59.1,59.1,0.0,0.0,57.7,57.7,57.7,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2019-03-31,61.08,61.08,61.08,0.0,0.0,61.99,61.99,61.99,0.0,0.0,60.36,60.36,60.36,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2019-04-07,62.47,62.47,62.47,0.0,0.0,62.72,62.72,62.72,0.0,0.0,61.26,61.26,61.26,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2019-04-14,63.15,63.15,63.15,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.0,63.0,63.0,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2019-04-21,67.26,67.26,67.26,0.0,0.0,67.97,67.97,67.97,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2019-04-28,63.31,63.31,63.31,0.0,0.0,66.62,66.62,66.62,0.0,0.0,62.96,62.96,62.96,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-05-05,56.48,56.48,56.48,0.0,0.0,57.43,57.43,57.43,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-05-12,56.38,56.38,56.38,0.0,0.0,57.03,57.03,57.03,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2019-05-19,55.07,55.07,55.07,0.0,0.0,55.6,55.6,55.6,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2019-05-26,49.82,49.82,49.82,0.0,0.0,50.2,50.2,50.2,0.0,0.0,46.13,46.13,46.13,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-06-02,57.36,57.36,57.36,0.0,0.0,59.82,59.82,59.82,0.0,0.0,57.36,57.36,57.36,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-06-09,57.99,57.99,57.99,0.0,0.0,59.17,59.17,59.17,0.0,0.0,57.84,57.84,57.84,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2019-06-16,63.69,63.69,63.69,0.0,0.0,63.89,63.89,63.89,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2019-06-23,65.3,65.3,65.3,0.0,0.0,65.55,65.55,65.55,0.0,0.0,63.39,63.39,63.39,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2019-06-30,64.79,64.79,64.79,0.0,0.0,64.8,64.8,64.8,0.0,0.0,63.82,63.82,63.82,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-07-07,68.96,68.96,68.96,0.0,0.0,69.19,69.19,69.19,0.0,0.0,68.41,68.41,68.41,0.0,0.0,69.07,69.07,69.07,0.0,0.0
2019-07-14,66.24,66.24,66.24,0.0,0.0,67.73,67.73,67.73,0.0,0.0,66.22,66.22,66.22,0.0,0.0,67.29,67.29,67.29,0.0,0.0
2019-07-21,69.96,69.96,69.96,0.0,0.0,69.96,69.96,69.96,0.0,0.0,68.07,68.07,68.07,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2019-07-28,57.94,57.94,57.94,0.0,0.0,57.94,57.94,57.94,0.0,0.0,53.68,53.68,53.68,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2019-08-04,59.28,59.28,59.28,0.0,0.0,59.83,59.83,59.83,0.0,0.0,57.52,57.52,57.52,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2019-08-11,61.47,61.47,61.47,0.0,0.0,62.24,62.24,62.24,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2019-08-18,57.49,57.49,57.49,0.0,0.0,58.06,58.06,58.06,0.0,0.0,56.46,56.46,56.46,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2019-08-25,61.92,61.92,61.92,0.0,0.0,61.93,61.93,61.93,0.0,0.0,59.46,59.46,59.46,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-09-01,64.97,64.97,64.97,0.0,0.0,65.07,65.07,65.07,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2019-09-08,63.99,63.99,63.99,0.0,0.0,64.78,64.78,64.78,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2019-09-15,63.28,63.28,63.28,0.0,0.0,64.04,64.04,64.04,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.48,63.48,63.48,0.0,0.0
2019-09-22,60.6,60.6,60.6,0.0,0.0,61.92,61.92,61.92,0.0,0.0,60.28,60.28,60.28,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2019-09-29,60.86,60.86,60.86,0.0,0.0,62.33,62.33,62.33,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2019-10-06,63.25,63.25,63.25,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.51,63.51,63.51,0.0,0.0
2019-10-13,65.03,65.03,65.03,0.0,0.0,65.82,65.82,65.82,0.0,0.0,64.43,64.43,64.43,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2019-10-20,68.86,68.86,68.86,0.0,0.0,70.17,70.17,70.17,0.0,0.0,68.86,68.86,68.86,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2019-10-27,72.61,72.61,72.61,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.12,72.12,72.12,0.0,0.0,72.44,72.44,72.44,0.0,0.0
2019-11-03,72.57,72.57,72.57,0.0,0.0,73.46,73.46,73.46,0.0,0.0,72.25,72.25,72.25,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2019-11-10,75.11,75.11,75.11,0.0,0.0,75.98,75.98,75.98,0.0,0.0,74.18,74.18,74.18,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2019-11-17,75.12,75.12,75.12,0.0,0.0,76.82,76.82,76.82,0.0,0.0,75.1,75.1,75.1,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2019-11-24,77.74,77.74,77.74,0.0,0.0,77.79,77.79,77.79,0.0,0.0,74.03,74.03,74.03,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2019-12-01,77.09,77.09,77.09,0.0,0.0,78.13,78.13,78.13,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.4,76.4,76.4,0.0,0.0
2019-12-08,81.42,81.42,81.42,0.0,0.0,82.57,82.57,82.57,0.0,0.0,81.36,81.36,81.36,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2019-12-15,86.02,86.02,86.02,0.0,0.0,86.18,86.18,86.18,0.0,0.0,85.57,85.57,85.57,0.0,0.0,85.76,85.76,85.76,0.0,0.0
2019-12-22,87.73,87.73,87.73,0.0,0.0,87.86,87.86,87.86,0.0,0.0,84.8,84.8,84.8,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2019-12-29,87.29,87.29,87.29,0.0,0.0,90.0,90.0,90.0,0.0,0.0,87.24,87.24,87.24,0.0,0.0,88.37,88.37,88.37,0.0,0.0
