Date,iShares Edge MSCI Min Vol Global_Open_average,iShares Edge MSCI Min Vol Global_Open_max,iShares Edge MSCI Min Vol Global_Open_min,iShares Edge MSCI Min Vol Global_Open_volatility,iShares Edge MSCI Min Vol Global_Open_change,iShares Edge MSCI Min Vol Global_High_average,iShares Edge MSCI Min Vol Global_High_max,iShares Edge MSCI Min Vol Global_High_min,iShares Edge MSCI Min Vol Global_High_volatility,iShares Edge MSCI Min Vol Global_High_change,iShares Edge MSCI Min Vol Global_Low_average,iShares Edge MSCI Min Vol Global_Low_max,iShares Edge MSCI Min Vol Global_Low_min,iShares Edge MSCI Min Vol Global_Low_volatility,iShares Edge MSCI Min Vol Global_Low_change,iShares Edge MSCI Min Vol Global_Close_average,iShares Edge MSCI Min Vol Global_Close_max,iShares Edge MSCI Min Vol Global_Close_min,iShares Edge MSCI Min Vol Global_Close_volatility,iShares Edge MSCI Min Vol Global_Close_change
2018-04-01,83.77,83.77,83.77,0.0,0.0,84.43,84.43,84.43,0.0,0.0,83.66,83.66,83.66,0.0,0.0,83.76,83.76,83.76,0.0,0.0
2018-04-08,84.14,84.14,84.14,0.0,0.0,84.57,84.57,84.57,0.0,0.0,84.09,84.09,84.09,0.0,0.0,84.39,84.39,84.39,0.0,0.0
2018-04-15,83.79,83.79,83.79,0.0,0.0,83.84,83.84,83.84,0.0,0.0,83.43,83.43,83.43,0.0,0.0,83.7,83.7,83.7,0.0,0.0
2018-04-22,84.07,84.07,84.07,0.0,0.0,84.22,84.22,84.22,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2018-04-29,83.24,83.24,83.24,0.0,0.0,83.43,83.43,83.43,0.0,0.0,83.12,83.12,83.12,0.0,0.0,83.29,83.29,83.29,0.0,0.0
2018-05-06,84.41,84.41,84.41,0.0,0.0,84.45,84.45,84.45,0.0,0.0,84.02,84.02,84.02,0.0,0.0,84.07,84.07,84.07,0.0,0.0
2018-05-13,83.75,83.75,83.75,0.0,0.0,83.96,83.96,83.96,0.0,0.0,83.71,83.71,83.71,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2018-05-20,83.85,83.85,83.85,0.0,0.0,84.16,84.16,84.16,0.0,0.0,83.85,83.85,83.85,0.0,0.0,83.98,83.98,83.98,0.0,0.0
2018-05-27,84.39,84.39,84.39,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.26,84.26,84.26,0.0,0.0,84.33,84.33,84.33,0.0,0.0
2018-06-03,85.01,85.01,85.01,0.0,0.0,85.15,85.15,85.15,0.0,0.0,84.91,84.91,84.91,0.0,0.0,85.01,85.01,85.01,0.0,0.0
2018-06-10,84.39,84.39,84.39,0.0,0.0,84.47,84.47,84.47,0.0,0.0,84.19,84.19,84.19,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2018-06-17,83.23,83.23,83.23,0.0,0.0,83.27,83.27,83.27,0.0,0.0,82.76,82.76,82.76,0.0,0.0,83.08,83.08,83.08,0.0,0.0
2018-06-24,82.25,82.25,82.25,0.0,0.0,82.87,82.87,82.87,0.0,0.0,82.25,82.25,82.25,0.0,0.0,82.86,82.86,82.86,0.0,0.0
2018-07-01,84.4,84.4,84.4,0.0,0.0,84.49,84.49,84.49,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.35,84.35,84.35,0.0,0.0
2018-07-08,84.71,84.71,84.71,0.0,0.0,84.82,84.82,84.82,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.69,84.69,84.69,0.0,0.0
2018-07-15,85.12,85.12,85.12,0.0,0.0,85.16,85.16,85.16,0.0,0.0,84.94,84.94,84.94,0.0,0.0,84.97,84.97,84.97,0.0,0.0
2018-07-22,85.53,85.53,85.53,0.0,0.0,85.61,85.61,85.61,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.25,85.25,85.25,0.0,0.0
2018-07-29,85.63,85.63,85.63,0.0,0.0,85.92,85.92,85.92,0.0,0.0,85.47,85.47,85.47,0.0,0.0,85.79,85.79,85.79,0.0,0.0
2018-08-05,85.28,85.28,85.28,0.0,0.0,85.37,85.37,85.37,0.0,0.0,84.92,84.92,84.92,0.0,0.0,85.14,85.14,85.14,0.0,0.0
2018-08-12,86.38,86.38,86.38,0.0,0.0,86.5,86.5,86.5,0.0,0.0,86.26,86.26,86.26,0.0,0.0,86.45,86.45,86.45,0.0,0.0
2018-08-19,86.94,86.94,86.94,0.0,0.0,87.05,87.05,87.05,0.0,0.0,86.86,86.86,86.86,0.0,0.0,86.93,86.93,86.93,0.0,0.0
2018-08-26,86.76,86.76,86.76,0.0,0.0,86.98,86.98,86.98,0.0,0.0,86.56,86.56,86.56,0.0,0.0,86.85,86.85,86.85,0.0,0.0
2018-09-02,86.78,86.78,86.78,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.64,86.64,86.64,0.0,0.0
2018-09-09,87.54,87.54,87.54,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.29,87.29,87.29,0.0,0.0,87.39,87.39,87.39,0.0,0.0
2018-09-16,87.9,87.9,87.9,0.0,0.0,87.99,87.99,87.99,0.0,0.0,87.51,87.51,87.51,0.0,0.0,87.55,87.55,87.55,0.0,0.0
2018-09-23,88.12,88.12,88.12,0.0,0.0,88.14,88.14,88.14,0.0,0.0,87.74,87.74,87.74,0.0,0.0,87.84,87.84,87.84,0.0,0.0
2018-09-30,86.21,86.21,86.21,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.2,86.2,86.2,0.0,0.0,86.66,86.66,86.66,0.0,0.0
2018-10-07,84.03,84.03,84.03,0.0,0.0,84.6,84.6,84.6,0.0,0.0,84.03,84.03,84.03,0.0,0.0,84.14,84.14,84.14,0.0,0.0
2018-10-14,85.2,85.2,85.2,0.0,0.0,85.33,85.33,85.33,0.0,0.0,84.73,84.73,84.73,0.0,0.0,84.82,84.82,84.82,0.0,0.0
2018-10-21,83.26,83.26,83.26,0.0,0.0,83.71,83.71,83.71,0.0,0.0,81.89,81.89,81.89,0.0,0.0,82.52,82.52,82.52,0.0,0.0
2018-10-28,84.22,84.22,84.22,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2018-11-04,85.7,85.7,85.7,0.0,0.0,85.78,85.78,85.78,0.0,0.0,84.89,84.89,84.89,0.0,0.0,85.01,85.01,85.01,0.0,0.0
2018-11-11,85.85,85.85,85.85,0.0,0.0,85.91,85.91,85.91,0.0,0.0,84.94,84.94,84.94,0.0,0.0,85.21,85.21,85.21,0.0,0.0
2018-11-18,85.03,85.03,85.03,0.0,0.0,85.16,85.16,85.16,0.0,0.0,84.72,84.72,84.72,0.0,0.0,85.13,85.13,85.13,0.0,0.0
2018-11-25,87.21,87.21,87.21,0.0,0.0,87.21,87.21,87.21,0.0,0.0,86.39,86.39,86.39,0.0,0.0,86.94,86.94,86.94,0.0,0.0
2018-12-02,84.73,84.73,84.73,0.0,0.0,85.0,85.0,85.0,0.0,0.0,83.65,83.65,83.65,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2018-12-09,84.34,84.34,84.34,0.0,0.0,84.4,84.4,84.4,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.2,83.2,83.2,0.0,0.0
2018-12-16,79.77,79.77,79.77,0.0,0.0,79.88,79.88,79.88,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.32,78.32,78.32,0.0,0.0
2018-12-23,81.14,81.14,81.14,0.0,0.0,81.36,81.36,81.36,0.0,0.0,80.75,80.75,80.75,0.0,0.0,81.26,81.26,81.26,0.0,0.0
2018-12-30,81.73,81.73,81.73,0.0,0.0,82.31,82.31,82.31,0.0,0.0,81.54,81.54,81.54,0.0,0.0,81.88,81.88,81.88,0.0,0.0
2019-01-06,82.55,82.55,82.55,0.0,0.0,82.68,82.68,82.68,0.0,0.0,82.4,82.4,82.4,0.0,0.0,82.53,82.53,82.53,0.0,0.0
2019-01-13,83.73,83.73,83.73,0.0,0.0,84.12,84.12,84.12,0.0,0.0,83.67,83.67,83.67,0.0,0.0,84.1,84.1,84.1,0.0,0.0
2019-01-20,83.52,83.52,83.52,0.0,0.0,83.73,83.73,83.73,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.71,83.71,83.71,0.0,0.0
2019-01-27,85.46,85.46,85.46,0.0,0.0,85.79,85.79,85.79,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2019-02-03,85.75,85.75,85.75,0.0,0.0,85.75,85.75,85.75,0.0,0.0,85.41,85.41,85.41,0.0,0.0,85.5,85.5,85.5,0.0,0.0
2019-02-10,86.6,86.6,86.6,0.0,0.0,86.91,86.91,86.91,0.0,0.0,86.53,86.53,86.53,0.0,0.0,86.91,86.91,86.91,0.0,0.0
2019-02-17,88.02,88.02,88.02,0.0,0.0,88.1,88.1,88.1,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.54,87.54,87.54,0.0,0.0
2019-02-24,87.84,87.84,87.84,0.0,0.0,88.0,88.0,88.0,0.0,0.0,86.85,86.85,86.85,0.0,0.0,87.36,87.36,87.36,0.0,0.0
2019-03-03,87.06,87.06,87.06,0.0,0.0,87.67,87.67,87.67,0.0,0.0,87.02,87.02,87.02,0.0,0.0,87.67,87.67,87.67,0.0,0.0
2019-03-10,88.69,88.69,88.69,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.63,88.63,88.63,0.0,0.0
2019-03-17,88.36,88.36,88.36,0.0,0.0,88.71,88.71,88.71,0.0,0.0,88.21,88.21,88.21,0.0,0.0,88.57,88.57,88.57,0.0,0.0
2019-03-24,89.88,89.88,89.88,0.0,0.0,89.88,89.88,89.88,0.0,0.0,89.48,89.48,89.48,0.0,0.0,89.66,89.66,89.66,0.0,0.0
2019-03-31,89.57,89.57,89.57,0.0,0.0,89.59,89.59,89.59,0.0,0.0,89.25,89.25,89.25,0.0,0.0,89.37,89.37,89.37,0.0,0.0
2019-04-07,89.59,89.59,89.59,0.0,0.0,89.67,89.67,89.67,0.0,0.0,89.48,89.48,89.48,0.0,0.0,89.65,89.65,89.65,0.0,0.0
2019-04-14,88.79,88.79,88.79,0.0,0.0,88.88,88.88,88.88,0.0,0.0,88.66,88.66,88.66,0.0,0.0,88.72,88.72,88.72,0.0,0.0
2019-04-21,89.74,89.74,89.74,0.0,0.0,89.74,89.74,89.74,0.0,0.0,89.55,89.55,89.55,0.0,0.0,89.67,89.67,89.67,0.0,0.0
2019-04-28,89.09,89.09,89.09,0.0,0.0,90.02,90.02,90.02,0.0,0.0,89.03,89.03,89.03,0.0,0.0,89.94,89.94,89.94,0.0,0.0
2019-05-05,88.39,88.39,88.39,0.0,0.0,88.67,88.67,88.67,0.0,0.0,88.13,88.13,88.13,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-05-12,89.62,89.62,89.62,0.0,0.0,89.97,89.97,89.97,0.0,0.0,89.44,89.44,89.44,0.0,0.0,89.62,89.62,89.62,0.0,0.0
2019-05-19,90.46,90.46,90.46,0.0,0.0,90.55,90.55,90.55,0.0,0.0,90.14,90.14,90.14,0.0,0.0,90.33,90.33,90.33,0.0,0.0
2019-05-26,89.7,89.7,89.7,0.0,0.0,90.16,90.16,90.16,0.0,0.0,89.54,89.54,89.54,0.0,0.0,90.08,90.08,90.08,0.0,0.0
2019-06-02,92.42,92.42,92.42,0.0,0.0,92.5,92.5,92.5,0.0,0.0,92.06,92.06,92.06,0.0,0.0,92.16,92.16,92.16,0.0,0.0
2019-06-09,91.23,91.23,91.23,0.0,0.0,91.23,91.23,91.23,0.0,0.0,91.04,91.04,91.04,0.0,0.0,91.06,91.06,91.06,0.0,0.0
2019-06-16,92.59,92.59,92.59,0.0,0.0,92.83,92.83,92.83,0.0,0.0,92.58,92.58,92.58,0.0,0.0,92.72,92.72,92.72,0.0,0.0
2019-06-23,92.64,92.64,92.64,0.0,0.0,92.72,92.72,92.72,0.0,0.0,91.96,91.96,91.96,0.0,0.0,92.31,92.31,92.31,0.0,0.0
2019-06-30,92.88,92.88,92.88,0.0,0.0,92.95,92.95,92.95,0.0,0.0,92.69,92.69,92.69,0.0,0.0,92.88,92.88,92.88,0.0,0.0
2019-07-07,93.37,93.37,93.37,0.0,0.0,93.56,93.56,93.56,0.0,0.0,93.33,93.33,93.33,0.0,0.0,93.48,93.48,93.48,0.0,0.0
2019-07-14,92.95,92.95,92.95,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.71,92.71,92.71,0.0,0.0
2019-07-21,93.19,93.19,93.19,0.0,0.0,93.38,93.38,93.38,0.0,0.0,93.19,93.19,93.19,0.0,0.0,93.32,93.32,93.32,0.0,0.0
2019-07-28,91.22,91.22,91.22,0.0,0.0,91.29,91.29,91.29,0.0,0.0,89.83,89.83,89.83,0.0,0.0,90.27,90.27,90.27,0.0,0.0
2019-08-04,92.64,92.64,92.64,0.0,0.0,92.82,92.82,92.82,0.0,0.0,92.02,92.02,92.02,0.0,0.0,92.15,92.15,92.15,0.0,0.0
2019-08-11,93.25,93.25,93.25,0.0,0.0,93.3,93.3,93.3,0.0,0.0,92.94,92.94,92.94,0.0,0.0,93.08,93.08,93.08,0.0,0.0
2019-08-18,92.65,92.65,92.65,0.0,0.0,92.81,92.81,92.81,0.0,0.0,92.26,92.26,92.26,0.0,0.0,92.81,92.81,92.81,0.0,0.0
2019-08-25,93.9,93.9,93.9,0.0,0.0,93.99,93.99,93.99,0.0,0.0,93.24,93.24,93.24,0.0,0.0,93.61,93.61,93.61,0.0,0.0
2019-09-01,94.8,94.8,94.8,0.0,0.0,94.82,94.82,94.82,0.0,0.0,94.03,94.03,94.03,0.0,0.0,94.08,94.08,94.08,0.0,0.0
2019-09-08,93.79,93.79,93.79,0.0,0.0,93.86,93.86,93.86,0.0,0.0,93.54,93.54,93.54,0.0,0.0,93.69,93.69,93.69,0.0,0.0
2019-09-15,94.67,94.67,94.67,0.0,0.0,94.99,94.99,94.99,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.87,94.87,94.87,0.0,0.0
2019-09-22,94.63,94.63,94.63,0.0,0.0,94.92,94.92,94.92,0.0,0.0,94.62,94.62,94.62,0.0,0.0,94.75,94.75,94.75,0.0,0.0
2019-09-29,94.62,94.62,94.62,0.0,0.0,94.77,94.77,94.77,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.43,94.43,94.43,0.0,0.0
2019-10-06,94.66,94.66,94.66,0.0,0.0,94.75,94.75,94.75,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.5,94.5,94.5,0.0,0.0
2019-10-13,95.6,95.6,95.6,0.0,0.0,95.6,95.6,95.6,0.0,0.0,95.26,95.26,95.26,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2019-10-20,95.07,95.07,95.07,0.0,0.0,95.1,95.1,95.1,0.0,0.0,94.83,94.83,94.83,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2019-10-27,96.07,96.07,96.07,0.0,0.0,96.07,96.07,96.07,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.28,95.28,95.28,0.0,0.0
2019-11-03,94.73,94.73,94.73,0.0,0.0,94.94,94.94,94.94,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.87,94.87,94.87,0.0,0.0
2019-11-10,95.43,95.43,95.43,0.0,0.0,95.72,95.72,95.72,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2019-11-17,95.47,95.47,95.47,0.0,0.0,95.59,95.59,95.59,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.44,95.44,95.44,0.0,0.0
2019-11-24,95.61,95.61,95.61,0.0,0.0,95.62,95.62,95.62,0.0,0.0,94.97,94.97,94.97,0.0,0.0,95.17,95.17,95.17,0.0,0.0
2019-12-01,95.8,95.8,95.8,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.64,95.64,95.64,0.0,0.0,95.64,95.64,95.64,0.0,0.0
2019-12-08,95.0,95.0,95.0,0.0,0.0,95.01,95.01,95.01,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.94,94.94,94.94,0.0,0.0
2019-12-15,95.73,95.73,95.73,0.0,0.0,95.73,95.73,95.73,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.39,95.39,95.39,0.0,0.0
2019-12-22,95.96,95.96,95.96,0.0,0.0,96.16,96.16,96.16,0.0,0.0,95.62,95.62,95.62,0.0,0.0,95.74,95.74,95.74,0.0,0.0
2019-12-29,95.36,95.36,95.36,0.0,0.0,96.1,96.1,96.1,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.84,95.84,95.84,0.0,0.0
