Date,PowerShares Dynamic Leisure & Entertainment_Open_average,PowerShares Dynamic Leisure & Entertainment_Open_max,PowerShares Dynamic Leisure & Entertainment_Open_min,PowerShares Dynamic Leisure & Entertainment_Open_volatility,PowerShares Dynamic Leisure & Entertainment_Open_change,PowerShares Dynamic Leisure & Entertainment_High_average,PowerShares Dynamic Leisure & Entertainment_High_max,PowerShares Dynamic Leisure & Entertainment_High_min,PowerShares Dynamic Leisure & Entertainment_High_volatility,PowerShares Dynamic Leisure & Entertainment_High_change,PowerShares Dynamic Leisure & Entertainment_Low_average,PowerShares Dynamic Leisure & Entertainment_Low_max,PowerShares Dynamic Leisure & Entertainment_Low_min,PowerShares Dynamic Leisure & Entertainment_Low_volatility,PowerShares Dynamic Leisure & Entertainment_Low_change,PowerShares Dynamic Leisure & Entertainment_Close_average,PowerShares Dynamic Leisure & Entertainment_Close_max,PowerShares Dynamic Leisure & Entertainment_Close_min,PowerShares Dynamic Leisure & Entertainment_Close_volatility,PowerShares Dynamic Leisure & Entertainment_Close_change
2018-04-29,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2018-05-06,45.65,45.65,45.65,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2018-05-13,46.56,46.56,46.56,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2018-05-20,46.39,46.39,46.39,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2018-05-27,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2018-06-03,47.01,47.01,47.01,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-06-10,47.73,47.73,47.73,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.73,47.73,47.73,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-06-17,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2018-06-24,46.03,46.03,46.03,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.72,45.72,45.72,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2018-07-01,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-07-08,47.66,47.66,47.66,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-07-15,48.06,48.06,48.06,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.89,47.89,47.89,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-07-22,47.53,47.53,47.53,0.0,0.0,47.78,47.78,47.78,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2018-07-29,46.18,46.18,46.18,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2018-08-05,45.62,45.62,45.62,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2018-08-12,45.82,45.82,45.82,0.0,0.0,46.35,46.35,46.35,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2018-08-19,46.98,46.98,46.98,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-08-26,46.83,46.83,46.83,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2018-09-02,46.14,46.14,46.14,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-09-09,46.39,46.39,46.39,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2018-09-16,46.47,46.47,46.47,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2018-09-23,47.33,47.33,47.33,0.0,0.0,47.33,47.33,47.33,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2018-09-30,44.75,44.75,44.75,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-10-07,43.26,43.26,43.26,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-10-14,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2018-10-21,41.25,41.25,41.25,0.0,0.0,41.87,41.87,41.87,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-10-28,42.35,42.35,42.35,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2018-11-04,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2018-11-11,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2018-11-18,42.56,42.56,42.56,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-11-25,44.32,44.32,44.32,0.0,0.0,44.32,44.32,44.32,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2018-12-02,42.02,42.02,42.02,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.42,41.42,41.42,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2018-12-09,41.92,41.92,41.92,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2018-12-16,38.62,38.62,38.62,0.0,0.0,38.69,38.69,38.69,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-12-23,39.69,39.69,39.69,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-12-30,40.65,40.65,40.65,0.0,0.0,41.53,41.53,41.53,0.0,0.0,40.65,40.65,40.65,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2019-01-06,41.85,41.85,41.85,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-01-13,42.36,42.36,42.36,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-01-20,41.99,41.99,41.99,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-01-27,42.25,42.25,42.25,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-02-03,42.65,42.65,42.65,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-02-10,43.21,43.21,43.21,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-02-17,43.55,43.55,43.55,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2019-02-24,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2019-03-03,42.07,42.07,42.07,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-03-10,42.6,42.6,42.6,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-03-17,41.89,41.89,41.89,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-03-24,43.16,43.16,43.16,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2019-03-31,43.64,43.64,43.64,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-04-07,44.66,44.66,44.66,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-04-14,44.7,44.7,44.7,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2019-04-21,44.97,44.97,44.97,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-04-28,44.02,44.02,44.02,0.0,0.0,44.63,44.63,44.63,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-05-05,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2019-05-12,42.34,42.34,42.34,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.34,42.34,42.34,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-05-19,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-05-26,41.3,41.3,41.3,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-06-02,42.95,42.95,42.95,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-06-09,43.31,43.31,43.31,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-06-16,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-06-23,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2019-06-30,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-07-07,44.53,44.53,44.53,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-07-14,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2019-07-21,44.86,44.86,44.86,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-07-28,43.76,43.76,43.76,0.0,0.0,43.76,43.76,43.76,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-08-04,43.98,43.98,43.98,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-08-11,43.51,43.51,43.51,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2019-08-18,42.39,42.39,42.39,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2019-08-25,43.18,43.18,43.18,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-09-01,43.41,43.41,43.41,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2019-09-08,43.26,43.26,43.26,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-09-15,43.09,43.09,43.09,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-09-22,42.13,42.13,42.13,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-09-29,41.84,41.84,41.84,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-10-06,41.88,41.88,41.88,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-10-13,42.58,42.58,42.58,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-10-20,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-10-27,41.99,41.99,41.99,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-11-03,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-11-10,42.59,42.59,42.59,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.59,42.59,42.59,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2019-11-17,43.27,43.27,43.27,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-11-24,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-12-01,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-12-08,44.49,44.49,44.49,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-12-15,45.39,45.39,45.39,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2019-12-22,45.87,45.87,45.87,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-12-29,45.05,45.05,45.05,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.04,45.04,45.04,0.0,0.0
