Date,iShares Int Agg Bond_etf_Open_average,iShares Int Agg Bond_etf_Open_max,iShares Int Agg Bond_etf_Open_min,iShares Int Agg Bond_etf_Open_volatility,iShares Int Agg Bond_etf_Open_change,iShares Int Agg Bond_etf_High_average,iShares Int Agg Bond_etf_High_max,iShares Int Agg Bond_etf_High_min,iShares Int Agg Bond_etf_High_volatility,iShares Int Agg Bond_etf_High_change,iShares Int Agg Bond_etf_Low_average,iShares Int Agg Bond_etf_Low_max,iShares Int Agg Bond_etf_Low_min,iShares Int Agg Bond_etf_Low_volatility,iShares Int Agg Bond_etf_Low_change,iShares Int Agg Bond_etf_Close_average,iShares Int Agg Bond_etf_Close_max,iShares Int Agg Bond_etf_Close_min,iShares Int Agg Bond_etf_Close_volatility,iShares Int Agg Bond_etf_Close_change
2018-03-25,52.57,52.57,52.57,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-04-01,52.61,52.61,52.61,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2018-04-08,52.54,52.54,52.54,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-04-15,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-04-22,52.5,52.5,52.5,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-04-29,52.5,52.5,52.5,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2018-05-06,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2018-05-13,52.24,52.24,52.24,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-05-20,52.41,52.41,52.41,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2018-05-27,52.41,52.41,52.41,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-06-03,52.29,52.29,52.29,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-06-10,52.6,52.6,52.6,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-06-17,52.67,52.67,52.67,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-06-24,52.71,52.71,52.71,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2018-07-01,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-07-08,52.8,52.8,52.8,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-07-15,52.82,52.82,52.82,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2018-07-22,52.7,52.7,52.7,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-07-29,52.42,52.42,52.42,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-08-05,52.64,52.64,52.64,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-08-12,52.63,52.63,52.63,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-08-19,52.5,52.5,52.5,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2018-08-26,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-09-02,52.39,52.39,52.39,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-09-09,52.33,52.33,52.33,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-09-16,52.27,52.27,52.27,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2018-09-23,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-09-30,51.76,51.76,51.76,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2018-10-07,51.72,51.72,51.72,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2018-10-14,51.87,51.87,51.87,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2018-10-21,52.18,52.18,52.18,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-10-28,52.13,52.13,52.13,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2018-11-04,52.0,52.0,52.0,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2018-11-11,52.21,52.21,52.21,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-11-18,52.24,52.24,52.24,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2018-11-25,52.34,52.34,52.34,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-12-02,52.42,52.42,52.42,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2018-12-09,52.53,52.53,52.53,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2018-12-16,52.05,52.05,52.05,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2018-12-23,52.15,52.15,52.15,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-12-30,52.19,52.19,52.19,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2019-01-06,52.14,52.14,52.14,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-01-13,52.21,52.21,52.21,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2019-01-20,52.48,52.48,52.48,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-01-27,52.51,52.51,52.51,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2019-02-03,52.55,52.55,52.55,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-02-10,52.57,52.57,52.57,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-02-17,52.64,52.64,52.64,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-02-24,52.43,52.43,52.43,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2019-03-03,52.85,52.85,52.85,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2019-03-10,52.85,52.85,52.85,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-03-17,53.29,53.29,53.29,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2019-03-24,53.42,53.42,53.42,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-03-31,53.11,53.11,53.11,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-04-07,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-04-14,53.15,53.15,53.15,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-04-21,53.22,53.22,53.22,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-04-28,53.13,53.13,53.13,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2019-05-05,53.19,53.19,53.19,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2019-05-12,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-05-19,53.44,53.44,53.44,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-05-26,53.7,53.7,53.7,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2019-06-02,53.98,53.98,53.98,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2019-06-09,54.07,54.07,54.07,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-06-16,54.33,54.33,54.33,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2019-06-23,54.38,54.38,54.38,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-06-30,54.61,54.61,54.61,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-07-07,54.28,54.28,54.28,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2019-07-14,54.68,54.68,54.68,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2019-07-21,54.93,54.93,54.93,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-07-28,55.15,55.15,55.15,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-08-04,55.4,55.4,55.4,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2019-08-11,56.01,56.01,56.01,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-08-18,55.69,55.69,55.69,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2019-08-25,56.11,56.11,56.11,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-09-01,55.73,55.73,55.73,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-09-08,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-09-15,55.49,55.49,55.49,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-09-22,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2019-09-29,55.74,55.74,55.74,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2019-10-06,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-10-13,55.22,55.22,55.22,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-10-20,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-10-27,55.3,55.3,55.3,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-11-03,54.72,54.72,54.72,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-11-10,54.93,54.93,54.93,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-11-17,55.09,55.09,55.09,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-11-24,55.17,55.17,55.17,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-12-01,54.74,54.74,54.74,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-12-08,54.9,54.9,54.9,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2019-12-15,54.8,54.8,54.8,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-12-22,54.95,54.95,54.95,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-12-29,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.08,55.08,55.08,0.0,0.0
