Date,ALPS Sprott Junior Gold Miners_Open_average,ALPS Sprott Junior Gold Miners_Open_max,ALPS Sprott Junior Gold Miners_Open_min,ALPS Sprott Junior Gold Miners_Open_volatility,ALPS Sprott Junior Gold Miners_Open_change,ALPS Sprott Junior Gold Miners_High_average,ALPS Sprott Junior Gold Miners_High_max,ALPS Sprott Junior Gold Miners_High_min,ALPS Sprott Junior Gold Miners_High_volatility,ALPS Sprott Junior Gold Miners_High_change,ALPS Sprott Junior Gold Miners_Low_average,ALPS Sprott Junior Gold Miners_Low_max,ALPS Sprott Junior Gold Miners_Low_min,ALPS Sprott Junior Gold Miners_Low_volatility,ALPS Sprott Junior Gold Miners_Low_change,ALPS Sprott Junior Gold Miners_Close_average,ALPS Sprott Junior Gold Miners_Close_max,ALPS Sprott Junior Gold Miners_Close_min,ALPS Sprott Junior Gold Miners_Close_volatility,ALPS Sprott Junior Gold Miners_Close_change
2018-06-24,28.92,28.92,28.92,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-07-01,30.11,30.11,30.11,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-07-08,29.0,29.0,29.0,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-07-15,28.61,28.61,28.61,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-07-22,28.45,28.45,28.45,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-07-29,27.71,27.71,27.71,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-08-05,26.69,26.69,26.69,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-08-12,24.89,24.89,24.89,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-08-19,25.42,25.42,25.42,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-08-26,24.77,24.77,24.77,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-09-02,23.67,23.67,23.67,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-09-09,24.07,24.07,24.07,0.0,0.0,24.55,24.55,24.55,0.0,0.0,23.76,23.76,23.76,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-09-16,24.99,24.99,24.99,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-09-23,23.94,23.94,23.94,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2018-09-30,24.04,24.04,24.04,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-10-07,25.83,25.83,25.83,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-10-14,25.05,25.05,25.05,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-10-21,23.61,23.61,23.61,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-10-28,24.0,24.0,24.0,0.0,0.0,24.13,24.13,24.13,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-11-04,22.35,22.35,22.35,0.0,0.0,22.36,22.36,22.36,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2018-11-11,23.0,23.0,23.0,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-11-18,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-11-25,22.11,22.11,22.11,0.0,0.0,22.22,22.22,22.22,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-12-02,22.65,22.65,22.65,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2018-12-09,22.87,22.87,22.87,0.0,0.0,23.24,23.24,23.24,0.0,0.0,22.83,22.83,22.83,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-12-16,23.81,23.81,23.81,0.0,0.0,24.23,24.23,24.23,0.0,0.0,23.81,23.81,23.81,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2018-12-23,24.36,24.36,24.36,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-12-30,26.08,26.08,26.08,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-01-06,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-01-13,24.49,24.49,24.49,0.0,0.0,24.61,24.61,24.61,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-01-20,25.51,25.51,25.51,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.51,25.51,25.51,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-01-27,27.34,27.34,27.34,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-02-03,27.28,27.28,27.28,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-02-10,27.51,27.51,27.51,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-02-17,29.27,29.27,29.27,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-02-24,27.52,27.52,27.52,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-03-03,28.43,28.43,28.43,0.0,0.0,28.75,28.75,28.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-03-10,28.37,28.37,28.37,0.0,0.0,28.44,28.44,28.44,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-03-17,29.21,29.21,29.21,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-03-24,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-03-31,28.18,28.18,28.18,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-04-07,26.49,26.49,26.49,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-04-14,26.0,26.0,26.0,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-04-21,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-04-28,24.71,24.71,24.71,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-05-05,24.83,24.83,24.83,0.0,0.0,25.43,25.43,25.43,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-05-12,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-05-19,23.96,23.96,23.96,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-05-26,25.8,25.8,25.8,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-06-02,26.22,26.22,26.22,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-06-09,27.27,27.27,27.27,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-06-16,30.22,30.22,30.22,0.0,0.0,30.74,30.74,30.74,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-06-23,29.62,29.62,29.62,0.0,0.0,29.89,29.89,29.89,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-06-30,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.87,29.87,29.87,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-07-07,31.58,31.58,31.58,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-07-14,35.03,35.03,35.03,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-07-21,33.58,33.58,33.58,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-07-28,34.33,34.33,34.33,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-08-04,35.56,35.56,35.56,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-08-11,32.82,32.82,32.82,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-08-18,34.0,34.0,34.0,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2019-08-25,33.88,33.88,33.88,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-09-01,32.93,32.93,32.93,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-09-08,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-09-15,33.09,33.09,33.09,0.0,0.0,33.45,33.45,33.45,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-09-22,31.17,31.17,31.17,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-09-29,31.16,31.16,31.16,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-10-06,30.41,30.41,30.41,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-10-13,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-10-20,31.28,31.28,31.28,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-10-27,32.71,32.71,32.71,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-11-03,30.32,30.32,30.32,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-11-10,30.5,30.5,30.5,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-11-17,29.21,29.21,29.21,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-11-24,30.41,30.41,30.41,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-12-01,30.62,30.62,30.62,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-12-08,31.43,31.43,31.43,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-12-15,30.8,30.8,30.8,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.75,30.75,30.75,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-12-22,32.93,32.93,32.93,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-12-29,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0
