Date,First Trust South Korea AlphaDEX_Open_average,First Trust South Korea AlphaDEX_Open_max,First Trust South Korea AlphaDEX_Open_min,First Trust South Korea AlphaDEX_Open_volatility,First Trust South Korea AlphaDEX_Open_change,First Trust South Korea AlphaDEX_High_average,First Trust South Korea AlphaDEX_High_max,First Trust South Korea AlphaDEX_High_min,First Trust South Korea AlphaDEX_High_volatility,First Trust South Korea AlphaDEX_High_change,First Trust South Korea AlphaDEX_Low_average,First Trust South Korea AlphaDEX_Low_max,First Trust South Korea AlphaDEX_Low_min,First Trust South Korea AlphaDEX_Low_volatility,First Trust South Korea AlphaDEX_Low_change,First Trust South Korea AlphaDEX_Close_average,First Trust South Korea AlphaDEX_Close_max,First Trust South Korea AlphaDEX_Close_min,First Trust South Korea AlphaDEX_Close_volatility,First Trust South Korea AlphaDEX_Close_change
2019-05-05,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2019-05-12,20.62,20.62,20.62,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-05-19,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-05-26,20.92,20.92,20.92,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-06-02,20.99,20.99,20.99,0.0,0.0,21.27,21.27,21.27,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-06-09,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-06-16,22.01,22.01,22.01,0.0,0.0,22.2,22.2,22.2,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2019-06-23,22.11,22.11,22.11,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-06-30,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-07-07,21.13,21.13,21.13,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-07-14,21.1,21.1,21.1,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-07-21,20.5,20.5,20.5,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-07-28,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-08-04,18.74,18.74,18.74,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-08-11,18.84,18.84,18.84,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2019-08-18,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-08-25,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2019-09-01,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2019-09-08,20.14,20.14,20.14,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-09-15,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-09-22,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-09-29,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-10-06,19.81,19.81,19.81,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-10-13,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-10-20,20.24,20.24,20.24,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-10-27,20.72,20.72,20.72,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-11-03,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-11-10,20.64,20.64,20.64,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-11-17,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-11-24,19.87,19.87,19.87,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-12-01,20.46,20.46,20.46,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-12-08,20.45,20.45,20.45,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-12-15,20.78,20.78,20.78,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-12-22,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-12-29,20.29,20.29,20.29,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.52,20.52,20.52,0.0,0.0
