Date,iShares Morningstar Mid-Cap_Open_average,iShares Morningstar Mid-Cap_Open_max,iShares Morningstar Mid-Cap_Open_min,iShares Morningstar Mid-Cap_Open_volatility,iShares Morningstar Mid-Cap_Open_change,iShares Morningstar Mid-Cap_High_average,iShares Morningstar Mid-Cap_High_max,iShares Morningstar Mid-Cap_High_min,iShares Morningstar Mid-Cap_High_volatility,iShares Morningstar Mid-Cap_High_change,iShares Morningstar Mid-Cap_Low_average,iShares Morningstar Mid-Cap_Low_max,iShares Morningstar Mid-Cap_Low_min,iShares Morningstar Mid-Cap_Low_volatility,iShares Morningstar Mid-Cap_Low_change,iShares Morningstar Mid-Cap_Close_average,iShares Morningstar Mid-Cap_Close_max,iShares Morningstar Mid-Cap_Close_min,iShares Morningstar Mid-Cap_Close_volatility,iShares Morningstar Mid-Cap_Close_change
2018-06-10,186.5,186.5,186.5,0.0,0.0,187.64,187.64,187.64,0.0,0.0,186.5,186.5,186.5,0.0,0.0,187.58,187.58,187.58,0.0,0.0
2018-06-17,185.26,185.26,185.26,0.0,0.0,185.29,185.29,185.29,0.0,0.0,184.0,184.0,184.0,0.0,0.0,184.31,184.31,184.31,0.0,0.0
2018-06-24,182.44,182.44,182.44,0.0,0.0,183.16,183.16,183.16,0.0,0.0,182.34,182.34,182.34,0.0,0.0,183.16,183.16,183.16,0.0,0.0
2018-07-01,186.71,186.71,186.71,0.0,0.0,187.74,187.74,187.74,0.0,0.0,186.71,186.71,186.71,0.0,0.0,187.74,187.74,187.74,0.0,0.0
2018-07-08,187.72,187.72,187.72,0.0,0.0,187.78,187.78,187.78,0.0,0.0,186.9,186.9,186.9,0.0,0.0,186.9,186.9,186.9,0.0,0.0
2018-07-15,187.89,187.89,187.89,0.0,0.0,188.59,188.59,188.59,0.0,0.0,187.89,187.89,187.89,0.0,0.0,188.28,188.28,188.28,0.0,0.0
2018-07-22,188.47,188.47,188.47,0.0,0.0,188.56,188.56,188.56,0.0,0.0,187.31,187.31,187.31,0.0,0.0,187.31,187.31,187.31,0.0,0.0
2018-07-29,190.07,190.07,190.07,0.0,0.0,190.63,190.63,190.63,0.0,0.0,190.07,190.07,190.07,0.0,0.0,190.47,190.47,190.47,0.0,0.0
2018-08-05,188.49,188.49,188.49,0.0,0.0,188.68,188.68,188.68,0.0,0.0,187.52,187.52,187.52,0.0,0.0,187.52,187.52,187.52,0.0,0.0
2018-08-12,190.62,190.62,190.62,0.0,0.0,191.56,191.56,191.56,0.0,0.0,190.62,190.62,190.62,0.0,0.0,191.37,191.37,191.37,0.0,0.0
2018-08-19,192.59,192.59,192.59,0.0,0.0,193.17,193.17,193.17,0.0,0.0,192.54,192.54,192.54,0.0,0.0,192.62,192.62,192.62,0.0,0.0
2018-08-26,190.96,190.96,190.96,0.0,0.0,191.79,191.79,191.79,0.0,0.0,190.96,190.96,190.96,0.0,0.0,191.48,191.48,191.48,0.0,0.0
2018-09-02,190.76,190.76,190.76,0.0,0.0,191.51,191.51,191.51,0.0,0.0,190.76,190.76,190.76,0.0,0.0,191.12,191.12,191.12,0.0,0.0
2018-09-09,192.47,192.47,192.47,0.0,0.0,192.47,192.47,192.47,0.0,0.0,191.57,191.57,191.57,0.0,0.0,191.57,191.57,191.57,0.0,0.0
2018-09-16,193.36,193.36,193.36,0.0,0.0,193.36,193.36,193.36,0.0,0.0,191.1,191.1,191.1,0.0,0.0,191.47,191.47,191.47,0.0,0.0
2018-09-23,190.29,190.29,190.29,0.0,0.0,190.29,190.29,190.29,0.0,0.0,188.75,188.75,188.75,0.0,0.0,189.02,189.02,189.02,0.0,0.0
2018-09-30,185.82,185.82,185.82,0.0,0.0,186.33,186.33,186.33,0.0,0.0,185.08,185.08,185.08,0.0,0.0,186.33,186.33,186.33,0.0,0.0
2018-10-07,177.21,177.21,177.21,0.0,0.0,178.84,178.84,178.84,0.0,0.0,177.21,177.21,177.21,0.0,0.0,178.02,178.02,178.02,0.0,0.0
2018-10-14,177.49,177.49,177.49,0.0,0.0,177.49,177.49,177.49,0.0,0.0,176.24,176.24,176.24,0.0,0.0,176.49,176.49,176.49,0.0,0.0
2018-10-21,172.51,172.51,172.51,0.0,0.0,173.03,173.03,173.03,0.0,0.0,169.3,169.3,169.3,0.0,0.0,169.78,169.78,169.78,0.0,0.0
2018-10-28,178.15,178.15,178.15,0.0,0.0,178.68,178.68,178.68,0.0,0.0,177.5,177.5,177.5,0.0,0.0,178.36,178.36,178.36,0.0,0.0
2018-11-04,180.21,180.21,180.21,0.0,0.0,180.21,180.21,180.21,0.0,0.0,178.51,178.51,178.51,0.0,0.0,178.61,178.61,178.61,0.0,0.0
2018-11-11,178.89,178.89,178.89,0.0,0.0,179.03,179.03,179.03,0.0,0.0,177.0,177.0,177.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0
2018-11-18,178.48,178.48,178.48,0.0,0.0,178.58,178.58,178.58,0.0,0.0,177.46,177.46,177.46,0.0,0.0,178.58,178.58,178.58,0.0,0.0
2018-11-25,183.38,183.38,183.38,0.0,0.0,183.38,183.38,183.38,0.0,0.0,181.68,181.68,181.68,0.0,0.0,182.71,182.71,182.71,0.0,0.0
2018-12-02,172.6,172.6,172.6,0.0,0.0,172.99,172.99,172.99,0.0,0.0,170.27,170.27,170.27,0.0,0.0,172.29,172.29,172.29,0.0,0.0
2018-12-09,168.31,168.31,168.31,0.0,0.0,168.68,168.68,168.68,0.0,0.0,164.44,164.44,164.44,0.0,0.0,165.03,165.03,165.03,0.0,0.0
2018-12-16,156.48,156.48,156.48,0.0,0.0,156.48,156.48,156.48,0.0,0.0,152.72,152.72,152.72,0.0,0.0,152.72,152.72,152.72,0.0,0.0
2018-12-23,160.96,160.96,160.96,0.0,0.0,161.64,161.64,161.64,0.0,0.0,159.41,159.41,159.41,0.0,0.0,161.64,161.64,161.64,0.0,0.0
2018-12-30,163.74,163.74,163.74,0.0,0.0,166.06,166.06,166.06,0.0,0.0,163.74,163.74,163.74,0.0,0.0,164.91,164.91,164.91,0.0,0.0
2019-01-06,169.04,169.04,169.04,0.0,0.0,170.18,170.18,170.18,0.0,0.0,168.71,168.71,168.71,0.0,0.0,169.55,169.55,169.55,0.0,0.0
2019-01-13,173.56,173.56,173.56,0.0,0.0,175.32,175.32,175.32,0.0,0.0,173.56,173.56,173.56,0.0,0.0,174.96,174.96,174.96,0.0,0.0
2019-01-20,174.8,174.8,174.8,0.0,0.0,176.55,176.55,176.55,0.0,0.0,174.8,174.8,174.8,0.0,0.0,176.4,176.4,176.4,0.0,0.0
2019-01-27,180.54,180.54,180.54,0.0,0.0,181.69,181.69,181.69,0.0,0.0,179.97,179.97,179.97,0.0,0.0,181.69,181.69,181.69,0.0,0.0
2019-02-03,182.68,182.68,182.68,0.0,0.0,182.68,182.68,182.68,0.0,0.0,182.25,182.25,182.25,0.0,0.0,182.59,182.59,182.59,0.0,0.0
2019-02-10,186.26,186.26,186.26,0.0,0.0,186.73,186.73,186.73,0.0,0.0,186.24,186.24,186.24,0.0,0.0,186.73,186.73,186.73,0.0,0.0
2019-02-17,189.08,189.08,189.08,0.0,0.0,189.59,189.59,189.59,0.0,0.0,188.17,188.17,188.17,0.0,0.0,188.17,188.17,188.17,0.0,0.0
2019-02-24,189.28,189.28,189.28,0.0,0.0,189.28,189.28,189.28,0.0,0.0,186.75,186.75,186.75,0.0,0.0,187.68,187.68,187.68,0.0,0.0
2019-03-03,184.02,184.02,184.02,0.0,0.0,186.4,186.4,186.4,0.0,0.0,184.02,184.02,184.02,0.0,0.0,186.36,186.36,186.36,0.0,0.0
2019-03-10,188.46,188.46,188.46,0.0,0.0,188.54,188.54,188.54,0.0,0.0,187.69,187.69,187.69,0.0,0.0,188.39,188.39,188.39,0.0,0.0
2019-03-17,184.08,184.08,184.08,0.0,0.0,185.13,185.13,185.13,0.0,0.0,184.01,184.01,184.01,0.0,0.0,184.51,184.51,184.51,0.0,0.0
2019-03-24,189.09,189.09,189.09,0.0,0.0,190.55,190.55,190.55,0.0,0.0,189.09,189.09,189.09,0.0,0.0,190.55,190.55,190.55,0.0,0.0
2019-03-31,192.69,192.69,192.69,0.0,0.0,193.72,193.72,193.72,0.0,0.0,192.65,192.65,192.65,0.0,0.0,193.72,193.72,193.72,0.0,0.0
2019-04-07,195.28,195.28,195.28,0.0,0.0,195.28,195.28,195.28,0.0,0.0,194.76,194.76,194.76,0.0,0.0,195.03,195.03,195.03,0.0,0.0
2019-04-14,193.92,193.92,193.92,0.0,0.0,193.92,193.92,193.92,0.0,0.0,193.4,193.4,193.4,0.0,0.0,193.54,193.54,193.54,0.0,0.0
2019-04-21,195.41,195.41,195.41,0.0,0.0,196.19,196.19,196.19,0.0,0.0,195.41,195.41,195.41,0.0,0.0,195.74,195.74,195.74,0.0,0.0
2019-04-28,193.34,193.34,193.34,0.0,0.0,195.7,195.7,195.7,0.0,0.0,193.34,193.34,193.34,0.0,0.0,195.56,195.56,195.56,0.0,0.0
2019-05-05,188.09,188.09,188.09,0.0,0.0,188.09,188.09,188.09,0.0,0.0,181.61,181.61,181.61,0.0,0.0,187.15,187.15,187.15,0.0,0.0
2019-05-12,187.65,187.65,187.65,0.0,0.0,187.72,187.72,187.72,0.0,0.0,186.84,186.84,186.84,0.0,0.0,187.22,187.22,187.22,0.0,0.0
2019-05-19,187.81,187.81,187.81,0.0,0.0,187.81,187.81,187.81,0.0,0.0,186.33,186.33,186.33,0.0,0.0,186.68,186.68,186.68,0.0,0.0
2019-05-26,182.84,182.84,182.84,0.0,0.0,183.69,183.69,183.69,0.0,0.0,182.44,182.44,182.44,0.0,0.0,183.45,183.45,183.45,0.0,0.0
2019-06-02,191.24,191.24,191.24,0.0,0.0,192.25,192.25,192.25,0.0,0.0,191.24,191.24,191.24,0.0,0.0,191.56,191.56,191.56,0.0,0.0
2019-06-09,190.98,190.98,190.98,0.0,0.0,190.98,190.98,190.98,0.0,0.0,190.26,190.26,190.26,0.0,0.0,190.26,190.26,190.26,0.0,0.0
2019-06-16,194.16,194.16,194.16,0.0,0.0,194.16,194.16,194.16,0.0,0.0,192.9,192.9,192.9,0.0,0.0,192.91,192.91,192.91,0.0,0.0
2019-06-23,196.3,196.3,196.3,0.0,0.0,196.3,196.3,196.3,0.0,0.0,194.12,194.12,194.12,0.0,0.0,195.1,195.1,195.1,0.0,0.0
2019-06-30,195.0,195.0,195.0,0.0,0.0,195.9,195.9,195.9,0.0,0.0,194.81,194.81,194.81,0.0,0.0,195.03,195.03,195.03,0.0,0.0
2019-07-07,197.36,197.36,197.36,0.0,0.0,197.36,197.36,197.36,0.0,0.0,196.81,196.81,196.81,0.0,0.0,196.97,196.97,196.97,0.0,0.0
2019-07-14,195.49,195.49,195.49,0.0,0.0,195.58,195.58,195.58,0.0,0.0,194.95,194.95,194.95,0.0,0.0,195.06,195.06,195.06,0.0,0.0
2019-07-21,198.5,198.5,198.5,0.0,0.0,198.68,198.68,198.68,0.0,0.0,198.41,198.41,198.41,0.0,0.0,198.54,198.54,198.54,0.0,0.0
2019-07-28,189.49,189.49,189.49,0.0,0.0,189.65,189.65,189.65,0.0,0.0,186.51,186.51,186.51,0.0,0.0,187.66,187.66,187.66,0.0,0.0
2019-08-04,191.33,191.33,191.33,0.0,0.0,191.33,191.33,191.33,0.0,0.0,190.2,190.2,190.2,0.0,0.0,190.42,190.42,190.42,0.0,0.0
2019-08-11,192.39,192.39,192.39,0.0,0.0,192.93,192.93,192.93,0.0,0.0,192.39,192.39,192.39,0.0,0.0,192.72,192.72,192.72,0.0,0.0
2019-08-18,188.7,188.7,188.7,0.0,0.0,188.7,188.7,188.7,0.0,0.0,187.91,187.91,187.91,0.0,0.0,188.63,188.63,188.63,0.0,0.0
2019-08-25,193.0,193.0,193.0,0.0,0.0,193.24,193.24,193.24,0.0,0.0,192.42,192.42,192.42,0.0,0.0,192.8,192.8,192.8,0.0,0.0
2019-09-01,196.85,196.85,196.85,0.0,0.0,197.48,197.48,197.48,0.0,0.0,196.84,196.84,196.84,0.0,0.0,197.38,197.38,197.38,0.0,0.0
2019-09-08,198.78,198.78,198.78,0.0,0.0,200.16,200.16,200.16,0.0,0.0,198.78,198.78,198.78,0.0,0.0,200.09,200.09,200.09,0.0,0.0
2019-09-15,198.78,198.78,198.78,0.0,0.0,199.67,199.67,199.67,0.0,0.0,198.78,198.78,198.78,0.0,0.0,199.22,199.22,199.22,0.0,0.0
2019-09-22,198.03,198.03,198.03,0.0,0.0,198.03,198.03,198.03,0.0,0.0,197.76,197.76,197.76,0.0,0.0,197.77,197.77,197.77,0.0,0.0
2019-09-29,194.46,194.46,194.46,0.0,0.0,195.6,195.6,195.6,0.0,0.0,194.35,194.35,194.35,0.0,0.0,194.6,194.6,194.6,0.0,0.0
2019-10-06,195.75,195.75,195.75,0.0,0.0,196.16,196.16,196.16,0.0,0.0,195.55,195.55,195.55,0.0,0.0,195.93,195.93,195.93,0.0,0.0
2019-10-13,199.45,199.45,199.45,0.0,0.0,199.78,199.78,199.78,0.0,0.0,199.38,199.38,199.38,0.0,0.0,199.72,199.72,199.72,0.0,0.0
2019-10-20,201.01,201.01,201.01,0.0,0.0,201.91,201.91,201.91,0.0,0.0,201.01,201.01,201.01,0.0,0.0,201.16,201.16,201.16,0.0,0.0
2019-10-27,204.35,204.35,204.35,0.0,0.0,204.43,204.43,204.43,0.0,0.0,203.88,203.88,203.88,0.0,0.0,204.24,204.24,204.24,0.0,0.0
2019-11-03,203.25,203.25,203.25,0.0,0.0,204.04,204.04,204.04,0.0,0.0,203.25,203.25,203.25,0.0,0.0,203.9,203.9,203.9,0.0,0.0
2019-11-10,205.49,205.49,205.49,0.0,0.0,205.76,205.76,205.76,0.0,0.0,205.49,205.49,205.49,0.0,0.0,205.62,205.62,205.62,0.0,0.0
2019-11-17,205.05,205.05,205.05,0.0,0.0,206.44,206.44,206.44,0.0,0.0,205.05,205.05,205.05,0.0,0.0,206.42,206.42,206.42,0.0,0.0
2019-11-24,207.16,207.16,207.16,0.0,0.0,207.16,207.16,207.16,0.0,0.0,204.9,204.9,204.9,0.0,0.0,204.9,204.9,204.9,0.0,0.0
2019-12-01,206.03,206.03,206.03,0.0,0.0,206.47,206.47,206.47,0.0,0.0,205.88,205.88,205.88,0.0,0.0,206.05,206.05,206.05,0.0,0.0
2019-12-08,207.65,207.65,207.65,0.0,0.0,207.9,207.9,207.9,0.0,0.0,207.52,207.52,207.52,0.0,0.0,207.52,207.52,207.52,0.0,0.0
2019-12-15,209.64,209.64,209.64,0.0,0.0,209.64,209.64,209.64,0.0,0.0,208.89,208.89,208.89,0.0,0.0,208.89,208.89,208.89,0.0,0.0
2019-12-22,209.21,209.21,209.21,0.0,0.0,209.27,209.27,209.27,0.0,0.0,208.98,208.98,208.98,0.0,0.0,209.04,209.04,209.04,0.0,0.0
2019-12-29,208.04,208.04,208.04,0.0,0.0,209.78,209.78,209.78,0.0,0.0,208.04,208.04,208.04,0.0,0.0,209.54,209.54,209.54,0.0,0.0
