Date,ProShares MSCI EM Dividend Growers_Open_average,ProShares MSCI EM Dividend Growers_Open_max,ProShares MSCI EM Dividend Growers_Open_min,ProShares MSCI EM Dividend Growers_Open_volatility,ProShares MSCI EM Dividend Growers_Open_change,ProShares MSCI EM Dividend Growers_High_average,ProShares MSCI EM Dividend Growers_High_max,ProShares MSCI EM Dividend Growers_High_min,ProShares MSCI EM Dividend Growers_High_volatility,ProShares MSCI EM Dividend Growers_High_change,ProShares MSCI EM Dividend Growers_Low_average,ProShares MSCI EM Dividend Growers_Low_max,ProShares MSCI EM Dividend Growers_Low_min,ProShares MSCI EM Dividend Growers_Low_volatility,ProShares MSCI EM Dividend Growers_Low_change,ProShares MSCI EM Dividend Growers_Close_average,ProShares MSCI EM Dividend Growers_Close_max,ProShares MSCI EM Dividend Growers_Close_min,ProShares MSCI EM Dividend Growers_Close_volatility,ProShares MSCI EM Dividend Growers_Close_change
2018-07-22,58.15,58.15,58.15,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2018-07-29,57.64,57.64,57.64,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2018-08-05,56.1,56.1,56.1,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2018-08-12,55.11,55.11,55.11,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2018-08-19,57.36,57.36,57.36,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2018-08-26,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-09-02,53.57,53.57,53.57,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2018-09-09,54.16,54.16,54.16,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-09-16,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2018-09-23,55.06,55.06,55.06,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-09-30,51.79,51.79,51.79,0.0,0.0,52.06,52.06,52.06,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2018-10-07,51.19,51.19,51.19,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2018-10-14,51.69,51.69,51.69,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-10-21,50.45,50.45,50.45,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2018-10-28,52.87,52.87,52.87,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-11-04,51.5,51.5,51.5,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2018-11-11,53.31,53.31,53.31,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2018-11-18,53.33,53.33,53.33,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2018-11-25,55.2,55.2,55.2,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2018-12-02,51.78,51.78,51.78,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.78,51.78,51.78,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-12-09,53.29,53.29,53.29,0.0,0.0,53.41,53.41,53.41,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-12-16,52.64,52.64,52.64,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-12-23,53.73,53.73,53.73,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2018-12-30,54.31,54.31,54.31,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-01-06,55.24,55.24,55.24,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2019-01-13,56.34,56.34,56.34,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-01-20,56.25,56.25,56.25,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-01-27,57.2,57.2,57.2,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2019-02-03,57.26,57.26,57.26,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-02-10,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2019-02-17,58.26,58.26,58.26,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-02-24,57.42,57.42,57.42,0.0,0.0,57.42,57.42,57.42,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-03-03,56.93,56.93,56.93,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-03-10,58.04,58.04,58.04,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2019-03-17,56.81,56.81,56.81,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.81,56.81,56.81,0.0,0.0,57.07,57.07,57.07,0.0,0.0
2019-03-24,58.55,58.55,58.55,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-03-31,59.34,59.34,59.34,0.0,0.0,60.43,60.43,60.43,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-04-07,59.33,59.33,59.33,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-04-14,59.08,59.08,59.08,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.85,58.85,58.85,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2019-04-21,58.28,58.28,58.28,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-04-28,57.3,57.3,57.3,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2019-05-05,55.07,55.07,55.07,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-05-12,55.37,55.37,55.37,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-05-19,55.57,55.57,55.57,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-05-26,57.16,57.16,57.16,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2019-06-02,57.31,57.31,57.31,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2019-06-09,56.6,56.6,56.6,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-06-16,58.63,58.63,58.63,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-06-23,59.62,59.62,59.62,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2019-06-30,58.32,58.32,58.32,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2019-07-07,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2019-07-14,58.88,58.88,58.88,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-07-21,58.32,58.32,58.32,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2019-07-28,54.63,54.63,54.63,0.0,0.0,54.63,54.63,54.63,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2019-08-04,54.17,54.17,54.17,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2019-08-11,54.31,54.31,54.31,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2019-08-18,54.07,54.07,54.07,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2019-08-25,55.04,55.04,55.04,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2019-09-01,56.71,56.71,56.71,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2019-09-08,57.54,57.54,57.54,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2019-09-15,57.26,57.26,57.26,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.42,57.42,57.42,0.0,0.0
2019-09-22,55.8,55.8,55.8,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-09-29,55.77,55.77,55.77,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2019-10-06,56.94,56.94,56.94,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2019-10-13,57.65,57.65,57.65,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-10-20,58.38,58.38,58.38,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-10-27,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2019-11-03,58.61,58.61,58.61,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-11-10,58.24,58.24,58.24,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-11-17,58.02,58.02,58.02,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2019-11-24,57.35,57.35,57.35,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2019-12-01,57.6,57.6,57.6,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-12-08,59.62,59.62,59.62,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-12-15,60.11,60.11,60.11,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-12-22,60.32,60.32,60.32,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2019-12-29,60.16,60.16,60.16,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.12,60.12,60.12,0.0,0.0
