Date,FlexShares Quality Dividend Defensive_Open_average,FlexShares Quality Dividend Defensive_Open_max,FlexShares Quality Dividend Defensive_Open_min,FlexShares Quality Dividend Defensive_Open_volatility,FlexShares Quality Dividend Defensive_Open_change,FlexShares Quality Dividend Defensive_High_average,FlexShares Quality Dividend Defensive_High_max,FlexShares Quality Dividend Defensive_High_min,FlexShares Quality Dividend Defensive_High_volatility,FlexShares Quality Dividend Defensive_High_change,FlexShares Quality Dividend Defensive_Low_average,FlexShares Quality Dividend Defensive_Low_max,FlexShares Quality Dividend Defensive_Low_min,FlexShares Quality Dividend Defensive_Low_volatility,FlexShares Quality Dividend Defensive_Low_change,FlexShares Quality Dividend Defensive_Close_average,FlexShares Quality Dividend Defensive_Close_max,FlexShares Quality Dividend Defensive_Close_min,FlexShares Quality Dividend Defensive_Close_volatility,FlexShares Quality Dividend Defensive_Close_change
2018-04-22,43.75,43.75,43.75,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2018-04-29,43.72,43.72,43.72,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2018-05-06,44.45,44.45,44.45,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2018-05-13,44.51,44.51,44.51,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2018-05-20,44.58,44.58,44.58,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,44.94,44.94,44.94,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2018-06-03,45.69,45.69,45.69,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2018-06-10,45.06,45.06,45.06,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-06-17,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2018-06-24,44.26,44.26,44.26,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2018-07-01,45.25,45.25,45.25,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2018-07-08,45.4,45.4,45.4,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2018-07-15,45.5,45.5,45.5,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2018-07-22,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2018-07-29,46.1,46.1,46.1,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-08-05,46.03,46.03,46.03,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-08-12,46.78,46.78,46.78,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2018-08-19,47.13,47.13,47.13,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2018-08-26,46.92,46.92,46.92,0.0,0.0,47.07,47.07,47.07,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-09-02,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2018-09-09,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-09-16,47.15,47.15,47.15,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2018-09-23,46.97,46.97,46.97,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2018-09-30,46.38,46.38,46.38,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2018-10-07,44.81,44.81,44.81,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-10-14,44.98,44.98,44.98,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-10-21,43.97,43.97,43.97,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-10-28,44.8,44.8,44.8,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2018-11-04,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-11-11,44.96,44.96,44.96,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2018-11-18,43.87,43.87,43.87,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2018-11-25,45.95,45.95,45.95,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2018-12-02,43.85,43.85,43.85,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2018-12-09,42.91,42.91,42.91,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2018-12-16,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2018-12-23,39.48,39.48,39.48,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2018-12-30,39.83,39.83,39.83,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.68,39.68,39.68,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-01-06,40.34,40.34,40.34,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-01-13,41.28,41.28,41.28,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-01-20,41.22,41.22,41.22,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2019-01-27,42.33,42.33,42.33,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2019-02-03,42.62,42.62,42.62,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2019-02-10,43.48,43.48,43.48,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-02-17,44.28,44.28,44.28,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-02-24,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2019-03-03,43.48,43.48,43.48,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-03-10,44.31,44.31,44.31,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-03-17,44.01,44.01,44.01,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2019-03-24,44.94,44.94,44.94,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.86,44.86,44.86,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-03-31,45.38,45.38,45.38,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-04-07,45.61,45.61,45.61,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-04-14,45.31,45.31,45.31,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-04-21,45.51,45.51,45.51,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-04-28,44.91,44.91,44.91,0.0,0.0,45.46,45.46,45.46,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-05-05,44.11,44.11,44.11,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-05-12,44.48,44.48,44.48,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2019-05-19,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2019-05-26,42.81,42.81,42.81,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-06-02,44.76,44.76,44.76,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-06-09,44.81,44.81,44.81,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-06-16,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2019-06-23,45.39,45.39,45.39,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-06-30,45.54,45.54,45.54,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-07-07,46.08,46.08,46.08,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-07-14,45.66,45.66,45.66,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-07-21,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-07-28,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-08-04,44.53,44.53,44.53,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2019-08-11,44.6,44.6,44.6,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-08-18,44.0,44.0,44.0,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-08-25,44.79,44.79,44.79,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-09-01,45.52,45.52,45.52,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-09-08,45.83,45.83,45.83,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-09-15,45.54,45.54,45.54,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2019-09-22,45.51,45.51,45.51,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-09-29,45.12,45.12,45.12,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-10-06,45.49,45.49,45.49,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-10-13,45.9,45.9,45.9,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-10-20,46.26,46.26,46.26,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-10-27,46.74,46.74,46.74,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-11-03,46.75,46.75,46.75,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-11-10,47.24,47.24,47.24,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-11-17,47.12,47.12,47.12,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2019-11-24,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2019-12-01,47.36,47.36,47.36,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2019-12-08,47.81,47.81,47.81,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-12-15,47.87,47.87,47.87,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2019-12-22,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-12-29,47.55,47.55,47.55,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.67,47.67,47.67,0.0,0.0
