Date,HBCP_stock_Open_average,HBCP_stock_Open_max,HBCP_stock_Open_min,HBCP_stock_Open_volatility,HBCP_stock_Open_change,HBCP_stock_High_average,HBCP_stock_High_max,HBCP_stock_High_min,HBCP_stock_High_volatility,HBCP_stock_High_change,HBCP_stock_Low_average,HBCP_stock_Low_max,HBCP_stock_Low_min,HBCP_stock_Low_volatility,HBCP_stock_Low_change,HBCP_stock_Close_average,HBCP_stock_Close_max,HBCP_stock_Close_min,HBCP_stock_Close_volatility,HBCP_stock_Close_change,HBCP_stock_Volume_average,HBCP_stock_Volume_max,HBCP_stock_Volume_min,HBCP_stock_Volume_volatility,HBCP_stock_Volume_change
2019-10-20,38.748,38.91,38.51,0.3999999999999986,0.21999999999999886,39.286,39.55,38.82,0.7299999999999969,0.7299999999999969,38.454,38.77,37.8,0.970000000000006,0.970000000000006,38.944,39.12,38.6,0.519999999999996,0.46000000000000085,23128,41944,8601,33343,-33343
2019-10-27,38.568,39.32,37.85,1.4699999999999989,0.28999999999999915,39.428,39.71,38.94,0.7700000000000031,-0.5300000000000011,38.022,38.22,37.85,0.36999999999999744,0.1700000000000017,38.96,39.71,38.16,1.5500000000000043,-0.259999999999998,15917,23260,11073,12187,3846
2019-11-03,39.098,39.52,38.28,1.240000000000002,-0.8900000000000006,39.424,39.69,39.24,0.44999999999999574,-0.4199999999999946,38.71,39.24,38.24,1.0,-0.7899999999999991,39.08,39.44,38.7,0.7399999999999949,-0.7100000000000009,8729,14992,3974,11018,4025
2019-11-10,38.558,38.7,38.43,0.2700000000000031,-0.10999999999999943,38.972,39.12,38.77,0.3499999999999943,-0.25,38.342,38.48,38.17,0.30999999999999517,0.0799999999999983,38.516,38.93,38.26,0.6700000000000017,0.07000000000000028,12760,16603,9894,6709,-2666
2019-11-17,38.302,38.7,37.91,0.7900000000000063,-0.1600000000000037,38.692,38.85,38.36,0.490000000000002,0.1700000000000017,37.942,38.05,37.88,0.1699999999999946,-0.10999999999999943,38.322,38.72,37.95,0.769999999999996,0.3299999999999983,12488,16869,8542,8327,-641
2019-11-24,38.895,39.1,38.61,0.490000000000002,0.18999999999999773,39.33,39.65,39.03,0.6199999999999974,-0.3100000000000023,38.64,38.95,38.25,0.7000000000000028,-0.5,39.005,39.2,38.58,0.6200000000000045,-0.5300000000000011,12565,25167,4814,20353,-6241
2019-12-01,38.699999999999996,39.01,38.5,0.509999999999998,0.3299999999999983,39.004,39.28,38.62,0.6600000000000037,0.2700000000000031,38.478,38.74,38.24,0.5,0.28999999999999915,38.596,38.74,38.3,0.44000000000000483,0.010000000000005116,13548,19510,8156,11354,-3549
2019-12-08,38.664,39.12,38.31,0.8099999999999952,0.4799999999999969,39.204,39.68,38.8,0.8800000000000026,0.8800000000000026,38.572,39.09,38.31,0.7800000000000011,0.6500000000000057,39.092,39.68,38.47,1.2100000000000009,1.2100000000000009,11203,14627,8312,6315,-2978
2019-12-15,39.378,39.64,39.19,0.45000000000000284,-0.3100000000000023,39.804,40.0,39.64,0.35999999999999943,0.10000000000000142,39.036,39.27,38.71,0.5600000000000023,-0.13000000000000256,39.486,40.0,39.16,0.8400000000000034,0.3999999999999986,20622,54551,9836,44715,40939
2019-12-22,39.4375,39.78,39.14,0.6400000000000006,-0.6400000000000006,39.6,39.9,39.14,0.759999999999998,-0.759999999999998,38.9375,39.19,38.55,0.6400000000000006,-0.6400000000000006,39.1375,39.4,38.82,0.5799999999999983,-0.39000000000000057,10681,14833,5552,9281,-1864
2019-12-29,38.955,39.13,38.88,0.25,0.00999999999999801,39.305,39.44,39.14,0.29999999999999716,0.1599999999999966,38.655,38.77,38.53,0.240000000000002,0.240000000000002,39.155,39.26,39.05,0.21000000000000085,-0.07000000000000028,21260,48367,9265,39102,2072
