Date,Citigroup C-Tracks MillerHoward MLP Fundamental_Open_average,Citigroup C-Tracks MillerHoward MLP Fundamental_Open_max,Citigroup C-Tracks MillerHoward MLP Fundamental_Open_min,Citigroup C-Tracks MillerHoward MLP Fundamental_Open_volatility,Citigroup C-Tracks MillerHoward MLP Fundamental_Open_change,Citigroup C-Tracks MillerHoward MLP Fundamental_High_average,Citigroup C-Tracks MillerHoward MLP Fundamental_High_max,Citigroup C-Tracks MillerHoward MLP Fundamental_High_min,Citigroup C-Tracks MillerHoward MLP Fundamental_High_volatility,Citigroup C-Tracks MillerHoward MLP Fundamental_High_change,Citigroup C-Tracks MillerHoward MLP Fundamental_Low_average,Citigroup C-Tracks MillerHoward MLP Fundamental_Low_max,Citigroup C-Tracks MillerHoward MLP Fundamental_Low_min,Citigroup C-Tracks MillerHoward MLP Fundamental_Low_volatility,Citigroup C-Tracks MillerHoward MLP Fundamental_Low_change,Citigroup C-Tracks MillerHoward MLP Fundamental_Close_average,Citigroup C-Tracks MillerHoward MLP Fundamental_Close_max,Citigroup C-Tracks MillerHoward MLP Fundamental_Close_min,Citigroup C-Tracks MillerHoward MLP Fundamental_Close_volatility,Citigroup C-Tracks MillerHoward MLP Fundamental_Close_change
2018-03-25,13.01,13.01,13.01,0.0,0.0,13.2,13.2,13.2,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2018-04-01,13.01,13.01,13.01,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2018-04-08,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2018-04-15,14.04,14.04,14.04,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2018-04-22,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2018-04-29,13.72,13.72,13.72,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2018-05-06,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2018-05-13,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2018-05-20,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2018-05-27,15.07,15.07,15.07,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2018-06-03,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2018-06-10,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2018-06-17,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2018-06-24,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2018-07-01,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2018-07-08,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2018-07-15,14.73,14.73,14.73,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2018-07-22,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2018-07-29,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2018-08-05,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2018-08-12,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2018-08-19,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2018-08-26,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2018-09-02,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2018-09-09,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2018-09-16,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2018-09-23,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2018-09-30,14.87,14.87,14.87,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2018-10-07,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2018-10-14,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2018-10-21,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2018-10-28,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0
2018-11-04,13.79,13.79,13.79,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2018-11-11,13.59,13.59,13.59,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2018-11-18,13.24,13.24,13.24,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.3,13.3,13.3,0.0,0.0
2018-11-25,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2018-12-02,13.19,13.19,13.19,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2018-12-09,13.33,13.33,13.33,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2018-12-16,12.22,12.22,12.22,0.0,0.0,12.22,12.22,12.22,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2018-12-23,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.95,11.95,11.95,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2018-12-30,13.14,13.14,13.14,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2019-01-06,13.11,13.11,13.11,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2019-01-13,13.51,13.51,13.51,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.57,13.57,13.57,0.0,0.0
2019-01-20,13.53,13.53,13.53,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2019-01-27,13.93,13.93,13.93,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2019-02-03,13.4,13.4,13.4,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2019-02-10,13.99,13.99,13.99,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-02-17,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-02-24,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2019-03-03,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-03-10,13.94,13.94,13.94,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.94,13.94,13.94,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-03-17,13.9,13.9,13.9,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2019-03-24,13.88,13.88,13.88,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2019-03-31,13.96,13.96,13.96,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2019-04-07,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2019-04-14,13.81,13.81,13.81,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2019-04-21,13.87,13.87,13.87,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2019-04-28,13.5,13.5,13.5,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.62,13.62,13.62,0.0,0.0
2019-05-05,13.73,13.73,13.73,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2019-05-12,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.95,13.95,13.95,0.0,0.0
2019-05-19,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2019-05-26,13.52,13.52,13.52,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.52,13.52,13.52,0.0,0.0
2019-06-02,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-06-09,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2019-06-16,13.6,13.6,13.6,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.69,13.69,13.69,0.0,0.0
2019-06-23,13.64,13.64,13.64,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-06-30,13.78,13.78,13.78,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2019-07-07,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2019-07-14,13.92,13.92,13.92,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.92,13.92,13.92,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2019-07-21,13.67,13.67,13.67,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2019-07-28,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2019-08-04,12.66,12.66,12.66,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-08-11,12.99,12.99,12.99,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0
2019-08-18,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-08-25,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-09-01,12.92,12.92,12.92,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2019-09-08,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2019-09-15,13.36,13.36,13.36,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2019-09-22,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2019-09-29,12.64,12.64,12.64,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2019-10-06,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2019-10-13,12.31,12.31,12.31,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2019-10-20,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0
2019-10-27,12.54,12.54,12.54,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2019-11-03,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2019-11-10,11.66,11.66,11.66,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2019-11-17,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2019-11-24,11.47,11.47,11.47,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2019-12-01,11.5,11.5,11.5,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-12-08,11.9,11.9,11.9,0.0,0.0,12.27,12.27,12.27,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2019-12-15,12.44,12.44,12.44,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2019-12-22,12.71,12.71,12.71,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-12-29,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0
