Date,PowerShares DWA EM MomentumEtf_Open_average,PowerShares DWA EM MomentumEtf_Open_max,PowerShares DWA EM MomentumEtf_Open_min,PowerShares DWA EM MomentumEtf_Open_volatility,PowerShares DWA EM MomentumEtf_Open_change,PowerShares DWA EM MomentumEtf_High_average,PowerShares DWA EM MomentumEtf_High_max,PowerShares DWA EM MomentumEtf_High_min,PowerShares DWA EM MomentumEtf_High_volatility,PowerShares DWA EM MomentumEtf_High_change,PowerShares DWA EM MomentumEtf_Low_average,PowerShares DWA EM MomentumEtf_Low_max,PowerShares DWA EM MomentumEtf_Low_min,PowerShares DWA EM MomentumEtf_Low_volatility,PowerShares DWA EM MomentumEtf_Low_change,PowerShares DWA EM MomentumEtf_Close_average,PowerShares DWA EM MomentumEtf_Close_max,PowerShares DWA EM MomentumEtf_Close_min,PowerShares DWA EM MomentumEtf_Close_volatility,PowerShares DWA EM MomentumEtf_Close_change
2018-08-05,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2018-08-12,18.15,18.15,18.15,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2018-08-19,18.86,18.86,18.86,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2018-08-26,18.96,18.96,18.96,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-09-02,17.99,17.99,17.99,0.0,0.0,18.11,18.11,18.11,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2018-09-09,17.87,17.87,17.87,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-09-16,18.38,18.38,18.38,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2018-09-23,17.79,17.79,17.79,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2018-09-30,17.0,17.0,17.0,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2018-10-07,16.46,16.46,16.46,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2018-10-14,16.37,16.37,16.37,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2018-10-21,15.67,15.67,15.67,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2018-10-28,16.56,16.56,16.56,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-11-04,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2018-11-11,16.27,16.27,16.27,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2018-11-18,16.05,16.05,16.05,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-11-25,16.37,16.37,16.37,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2018-12-02,16.23,16.23,16.23,0.0,0.0,16.34,16.34,16.34,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-12-09,16.05,16.05,16.05,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2018-12-16,15.81,15.81,15.81,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2018-12-23,15.61,15.61,15.61,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2018-12-30,15.47,15.47,15.47,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-01-06,15.96,15.96,15.96,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2019-01-13,16.12,16.12,16.12,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-01-20,16.33,16.33,16.33,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-01-27,16.63,16.63,16.63,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2019-02-03,16.42,16.42,16.42,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2019-02-10,16.5,16.5,16.5,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2019-02-17,16.73,16.73,16.73,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-02-24,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-03-03,16.35,16.35,16.35,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2019-03-10,16.77,16.77,16.77,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-03-17,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2019-03-24,16.94,16.94,16.94,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.93,16.93,16.93,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2019-03-31,17.3,17.3,17.3,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-04-07,17.36,17.36,17.36,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-04-14,17.26,17.26,17.26,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2019-04-21,17.22,17.22,17.22,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-04-28,17.48,17.48,17.48,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2019-05-05,16.81,16.81,16.81,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2019-05-12,16.21,16.21,16.21,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2019-05-19,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2019-05-26,16.19,16.19,16.19,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-06-02,16.56,16.56,16.56,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-06-09,16.86,16.86,16.86,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-06-16,17.62,17.62,17.62,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-06-23,17.7,17.7,17.7,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2019-06-30,17.75,17.75,17.75,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2019-07-07,17.96,17.96,17.96,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-07-14,18.22,18.22,18.22,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2019-07-21,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-07-28,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2019-08-04,17.42,17.42,17.42,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2019-08-11,17.15,17.15,17.15,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2019-08-18,17.21,17.21,17.21,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-08-25,17.57,17.57,17.57,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-09-01,18.0,18.0,18.0,0.0,0.0,18.01,18.01,18.01,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2019-09-08,18.15,18.15,18.15,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2019-09-15,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2019-09-22,17.55,17.55,17.55,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2019-09-29,17.58,17.58,17.58,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-10-06,18.01,18.01,18.01,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2019-10-13,18.32,18.32,18.32,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2019-10-20,18.4,18.4,18.4,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-10-27,18.64,18.64,18.64,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-11-03,18.78,18.78,18.78,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-11-10,18.69,18.69,18.69,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2019-11-17,18.66,18.66,18.66,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2019-11-24,18.48,18.48,18.48,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-12-01,18.6,18.6,18.6,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2019-12-08,18.89,18.89,18.89,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-12-15,19.27,19.27,19.27,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2019-12-22,19.25,19.25,19.25,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2019-12-29,19.34,19.34,19.34,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.42,19.42,19.42,0.0,0.0
