Date,SPDR S&P Kensho Future Security_Open_average,SPDR S&P Kensho Future Security_Open_max,SPDR S&P Kensho Future Security_Open_min,SPDR S&P Kensho Future Security_Open_volatility,SPDR S&P Kensho Future Security_Open_change,SPDR S&P Kensho Future Security_High_average,SPDR S&P Kensho Future Security_High_max,SPDR S&P Kensho Future Security_High_min,SPDR S&P Kensho Future Security_High_volatility,SPDR S&P Kensho Future Security_High_change,SPDR S&P Kensho Future Security_Low_average,SPDR S&P Kensho Future Security_Low_max,SPDR S&P Kensho Future Security_Low_min,SPDR S&P Kensho Future Security_Low_volatility,SPDR S&P Kensho Future Security_Low_change,SPDR S&P Kensho Future Security_Close_average,SPDR S&P Kensho Future Security_Close_max,SPDR S&P Kensho Future Security_Close_min,SPDR S&P Kensho Future Security_Close_volatility,SPDR S&P Kensho Future Security_Close_change
2018-04-22,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-04-29,31.44,31.44,31.44,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-05-06,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0,31.26,31.26,31.26,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-05-13,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-05-20,32.86,32.86,32.86,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-05-27,33.14,33.14,33.14,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-06-03,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-06-10,33.97,33.97,33.97,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2018-06-17,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-06-24,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-07-01,33.92,33.92,33.92,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2018-07-08,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-07-15,34.64,34.64,34.64,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-07-22,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2018-07-29,34.08,34.08,34.08,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-08-05,34.45,34.45,34.45,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-08-12,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-08-19,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-08-26,35.49,35.49,35.49,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-09-02,35.77,35.77,35.77,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-09-09,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-09-16,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-09-23,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2018-09-30,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-10-07,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-10-14,33.12,33.12,33.12,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2018-10-21,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-10-28,32.49,32.49,32.49,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2018-11-04,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-11-11,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-11-18,31.75,31.75,31.75,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-11-25,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-12-02,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-12-09,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-12-16,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-12-23,29.24,29.24,29.24,0.0,0.0,29.42,29.42,29.42,0.0,0.0,28.32,28.32,28.32,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-12-30,29.5,29.5,29.5,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-01-06,30.33,30.33,30.33,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-01-13,31.07,31.07,31.07,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-01-20,31.56,31.56,31.56,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-01-27,33.22,33.22,33.22,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-02-03,34.0,34.0,34.0,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-02-10,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-02-17,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-02-24,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-03-03,34.35,34.35,34.35,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-03-10,35.0,35.0,35.0,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-03-17,34.22,34.22,34.22,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-03-24,35.49,35.49,35.49,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-03-31,35.59,35.59,35.59,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-04-07,36.16,36.16,36.16,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-04-14,35.8,35.8,35.8,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-04-21,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-04-28,37.27,37.27,37.27,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-05-05,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-05-12,35.96,35.96,35.96,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.79,35.79,35.79,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-05-19,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-05-26,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-06-02,36.78,36.78,36.78,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-06-09,36.31,36.31,36.31,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-06-16,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-06-23,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-06-30,37.97,37.97,37.97,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-07-07,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2019-07-14,38.44,38.44,38.44,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-07-21,39.18,39.18,39.18,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2019-07-28,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2019-08-04,36.82,36.82,36.82,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-08-11,36.69,36.69,36.69,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-08-18,36.27,36.27,36.27,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-08-25,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-09-01,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-09-08,37.81,37.81,37.81,0.0,0.0,38.74,38.74,38.74,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-09-15,37.69,37.69,37.69,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-09-22,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-09-29,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2019-10-06,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-10-13,36.93,36.93,36.93,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-10-20,37.57,37.57,37.57,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-10-27,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-11-03,38.84,38.84,38.84,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-11-10,39.39,39.39,39.39,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-11-17,39.23,39.23,39.23,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2019-11-24,38.68,38.68,38.68,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-12-01,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-12-08,38.94,38.94,38.94,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-12-15,39.15,39.15,39.15,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-12-22,39.12,39.12,39.12,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-12-29,40.0,40.0,40.0,0.0,0.0,40.51,40.51,40.51,0.0,0.0,39.64,39.64,39.64,0.0,0.0,40.35,40.35,40.35,0.0,0.0
