Date,iShares Global Energy_Open_average,iShares Global Energy_Open_max,iShares Global Energy_Open_min,iShares Global Energy_Open_volatility,iShares Global Energy_Open_change,iShares Global Energy_High_average,iShares Global Energy_High_max,iShares Global Energy_High_min,iShares Global Energy_High_volatility,iShares Global Energy_High_change,iShares Global Energy_Low_average,iShares Global Energy_Low_max,iShares Global Energy_Low_min,iShares Global Energy_Low_volatility,iShares Global Energy_Low_change,iShares Global Energy_Close_average,iShares Global Energy_Close_max,iShares Global Energy_Close_min,iShares Global Energy_Close_volatility,iShares Global Energy_Close_change
2019-09-08,31.0,31.0,31.0,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-09-15,30.42,30.42,30.42,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-09-22,29.9,29.9,29.9,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-09-29,28.95,28.95,28.95,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-10-06,29.07,29.07,29.07,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-10-13,29.19,29.19,29.19,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-10-20,30.28,30.28,30.28,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-10-27,30.5,30.5,30.5,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-11-03,30.57,30.57,30.57,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-11-10,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2019-11-17,30.41,30.41,30.41,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-11-24,29.98,29.98,29.98,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-12-01,30.2,30.2,30.2,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-12-08,30.07,30.07,30.07,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-12-15,30.58,30.58,30.58,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-12-22,30.87,30.87,30.87,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-12-29,31.29,31.29,31.29,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.12,31.12,31.12,0.0,0.0
