Date,iShares Global Healthcare_Open_average,iShares Global Healthcare_Open_max,iShares Global Healthcare_Open_min,iShares Global Healthcare_Open_volatility,iShares Global Healthcare_Open_change,iShares Global Healthcare_High_average,iShares Global Healthcare_High_max,iShares Global Healthcare_High_min,iShares Global Healthcare_High_volatility,iShares Global Healthcare_High_change,iShares Global Healthcare_Low_average,iShares Global Healthcare_Low_max,iShares Global Healthcare_Low_min,iShares Global Healthcare_Low_volatility,iShares Global Healthcare_Low_change,iShares Global Healthcare_Close_average,iShares Global Healthcare_Close_max,iShares Global Healthcare_Close_min,iShares Global Healthcare_Close_volatility,iShares Global Healthcare_Close_change
2018-07-29,60.27,60.27,60.27,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2018-08-05,59.8,59.8,59.8,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-08-12,60.67,60.67,60.67,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2018-08-19,61.46,61.46,61.46,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2018-08-26,61.67,61.67,61.67,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2018-09-02,61.27,61.27,61.27,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2018-09-09,61.85,61.85,61.85,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2018-09-16,62.51,62.51,62.51,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2018-09-23,63.31,63.31,63.31,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.28,63.28,63.28,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2018-09-30,62.1,62.1,62.1,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2018-10-07,60.22,60.22,60.22,0.0,0.0,60.47,60.47,60.47,0.0,0.0,59.92,59.92,59.92,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2018-10-14,60.8,60.8,60.8,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2018-10-21,58.65,58.65,58.65,0.0,0.0,58.95,58.95,58.95,0.0,0.0,57.35,57.35,57.35,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2018-10-28,59.51,59.51,59.51,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-11-04,61.25,61.25,61.25,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2018-11-11,60.68,60.68,60.68,0.0,0.0,60.8,60.8,60.8,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2018-11-18,59.86,59.86,59.86,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.74,59.74,59.74,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2018-11-25,62.79,62.79,62.79,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-12-02,59.64,59.64,59.64,0.0,0.0,59.96,59.96,59.96,0.0,0.0,58.42,58.42,58.42,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-12-09,58.43,58.43,58.43,0.0,0.0,58.7,58.7,58.7,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.74,57.74,57.74,0.0,0.0
2018-12-16,54.74,54.74,54.74,0.0,0.0,54.87,54.87,54.87,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2018-12-23,56.56,56.56,56.56,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2018-12-30,56.7,56.7,56.7,0.0,0.0,57.32,57.32,57.32,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-01-06,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-01-13,58.96,58.96,58.96,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.58,58.58,58.58,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-01-20,58.05,58.05,58.05,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-01-27,59.64,59.64,59.64,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-02-03,59.19,59.19,59.19,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2019-02-10,60.53,60.53,60.53,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-02-17,61.16,61.16,61.16,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-02-24,61.64,61.64,61.64,0.0,0.0,61.64,61.64,61.64,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2019-03-03,59.61,59.61,59.61,0.0,0.0,60.15,60.15,60.15,0.0,0.0,59.59,59.59,59.59,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-03-10,61.35,61.35,61.35,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.24,61.24,61.24,0.0,0.0
2019-03-17,60.37,60.37,60.37,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2019-03-24,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2019-03-31,61.26,61.26,61.26,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.95,60.95,60.95,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-04-07,59.88,59.88,59.88,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.78,59.78,59.78,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2019-04-14,57.34,57.34,57.34,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-04-21,59.35,59.35,59.35,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2019-04-28,59.23,59.23,59.23,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.1,59.1,59.1,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2019-05-05,58.4,58.4,58.4,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-05-12,58.79,58.79,58.79,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.6,58.6,58.6,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2019-05-19,59.94,59.94,59.94,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2019-05-26,58.55,58.55,58.55,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2019-06-02,61.0,61.0,61.0,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.96,60.96,60.96,0.0,0.0
2019-06-09,60.32,60.32,60.32,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2019-06-16,62.0,62.0,62.0,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-06-23,62.28,62.28,62.28,0.0,0.0,62.28,62.28,62.28,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2019-06-30,61.99,61.99,61.99,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-07-07,61.28,61.28,61.28,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-07-14,61.28,61.28,61.28,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-07-21,61.5,61.5,61.5,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-07-28,60.16,60.16,60.16,0.0,0.0,60.31,60.31,60.31,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-08-04,61.11,61.11,61.11,0.0,0.0,61.2,61.2,61.2,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2019-08-11,61.2,61.2,61.2,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-08-18,60.29,60.29,60.29,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.43,60.43,60.43,0.0,0.0
2019-08-25,61.08,61.08,61.08,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-09-01,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.94,60.94,60.94,0.0,0.0
2019-09-08,60.97,60.97,60.97,0.0,0.0,61.24,61.24,61.24,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-09-15,61.88,61.88,61.88,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-09-22,60.68,60.68,60.68,0.0,0.0,61.29,61.29,61.29,0.0,0.0,60.68,60.68,60.68,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-09-29,60.76,60.76,60.76,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-10-06,60.85,60.85,60.85,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2019-10-13,62.09,62.09,62.09,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2019-10-20,62.7,62.7,62.7,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2019-10-27,64.68,64.68,64.68,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2019-11-03,64.27,64.27,64.27,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-11-10,65.74,65.74,65.74,0.0,0.0,66.01,66.01,66.01,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2019-11-17,66.44,66.44,66.44,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2019-11-24,67.0,67.0,67.0,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2019-12-01,67.35,67.35,67.35,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2019-12-08,67.8,67.8,67.8,0.0,0.0,68.22,68.22,68.22,0.0,0.0,67.7,67.7,67.7,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2019-12-15,68.94,68.94,68.94,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.87,68.87,68.87,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2019-12-22,69.07,69.07,69.07,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-12-29,68.23,68.23,68.23,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.46,68.46,68.46,0.0,0.0
