Date,iShares Global Consumer Discretionary_Open_average,iShares Global Consumer Discretionary_Open_max,iShares Global Consumer Discretionary_Open_min,iShares Global Consumer Discretionary_Open_volatility,iShares Global Consumer Discretionary_Open_change,iShares Global Consumer Discretionary_High_average,iShares Global Consumer Discretionary_High_max,iShares Global Consumer Discretionary_High_min,iShares Global Consumer Discretionary_High_volatility,iShares Global Consumer Discretionary_High_change,iShares Global Consumer Discretionary_Low_average,iShares Global Consumer Discretionary_Low_max,iShares Global Consumer Discretionary_Low_min,iShares Global Consumer Discretionary_Low_volatility,iShares Global Consumer Discretionary_Low_change,iShares Global Consumer Discretionary_Close_average,iShares Global Consumer Discretionary_Close_max,iShares Global Consumer Discretionary_Close_min,iShares Global Consumer Discretionary_Close_volatility,iShares Global Consumer Discretionary_Close_change
2018-07-29,116.37,116.37,116.37,0.0,0.0,116.8,116.8,116.8,0.0,0.0,116.37,116.37,116.37,0.0,0.0,116.77,116.77,116.77,0.0,0.0
2018-08-05,116.8,116.8,116.8,0.0,0.0,116.8,116.8,116.8,0.0,0.0,116.22,116.22,116.22,0.0,0.0,116.22,116.22,116.22,0.0,0.0
2018-08-12,115.38,115.38,115.38,0.0,0.0,116.12,116.12,116.12,0.0,0.0,115.36,115.36,115.36,0.0,0.0,115.97,115.97,115.97,0.0,0.0
2018-08-19,117.31,117.31,117.31,0.0,0.0,118.06,118.06,118.06,0.0,0.0,117.31,117.31,117.31,0.0,0.0,117.87,117.87,117.87,0.0,0.0
2018-08-26,119.21,119.21,119.21,0.0,0.0,119.85,119.85,119.85,0.0,0.0,118.92,118.92,118.92,0.0,0.0,119.34,119.34,119.34,0.0,0.0
2018-09-02,116.53,116.53,116.53,0.0,0.0,117.7,117.7,117.7,0.0,0.0,116.53,116.53,116.53,0.0,0.0,117.01,117.01,117.01,0.0,0.0
2018-09-09,119.19,119.19,119.19,0.0,0.0,119.22,119.22,119.22,0.0,0.0,118.5,118.5,118.5,0.0,0.0,118.94,118.94,118.94,0.0,0.0
2018-09-16,121.01,121.01,121.01,0.0,0.0,121.28,121.28,121.28,0.0,0.0,120.32,120.32,120.32,0.0,0.0,120.32,120.32,120.32,0.0,0.0
2018-09-23,120.31,120.31,120.31,0.0,0.0,120.75,120.75,120.75,0.0,0.0,120.08,120.08,120.08,0.0,0.0,120.13,120.13,120.13,0.0,0.0
2018-09-30,116.35,116.35,116.35,0.0,0.0,116.35,116.35,116.35,0.0,0.0,114.66,114.66,114.66,0.0,0.0,115.41,115.41,115.41,0.0,0.0
2018-10-07,111.49,111.49,111.49,0.0,0.0,111.49,111.49,111.49,0.0,0.0,109.39,109.39,109.39,0.0,0.0,110.82,110.82,110.82,0.0,0.0
2018-10-14,109.75,109.75,109.75,0.0,0.0,110.29,110.29,110.29,0.0,0.0,109.01,109.01,109.01,0.0,0.0,109.19,109.19,109.19,0.0,0.0
2018-10-21,106.22,106.22,106.22,0.0,0.0,107.24,107.24,107.24,0.0,0.0,104.73,104.73,104.73,0.0,0.0,105.89,105.89,105.89,0.0,0.0
2018-10-28,110.85,110.85,110.85,0.0,0.0,111.25,111.25,111.25,0.0,0.0,109.3,109.3,109.3,0.0,0.0,110.13,110.13,110.13,0.0,0.0
2018-11-04,111.39,111.39,111.39,0.0,0.0,111.75,111.75,111.75,0.0,0.0,110.5,110.5,110.5,0.0,0.0,111.01,111.01,111.01,0.0,0.0
2018-11-11,107.32,107.32,107.32,0.0,0.0,107.95,107.95,107.95,0.0,0.0,106.96,106.96,106.96,0.0,0.0,107.95,107.95,107.95,0.0,0.0
2018-11-18,104.65,104.65,104.65,0.0,0.0,105.09,105.09,105.09,0.0,0.0,104.65,104.65,104.65,0.0,0.0,105.09,105.09,105.09,0.0,0.0
2018-11-25,108.43,108.43,108.43,0.0,0.0,109.29,109.29,109.29,0.0,0.0,108.43,108.43,108.43,0.0,0.0,108.98,108.98,108.98,0.0,0.0
2018-12-02,107.75,107.75,107.75,0.0,0.0,108.07,108.07,108.07,0.0,0.0,105.22,105.22,105.22,0.0,0.0,105.4,105.4,105.4,0.0,0.0
2018-12-09,105.03,105.03,105.03,0.0,0.0,105.6,105.6,105.6,0.0,0.0,104.23,104.23,104.23,0.0,0.0,104.43,104.43,104.43,0.0,0.0
2018-12-16,98.89,98.89,98.89,0.0,0.0,99.08,99.08,99.08,0.0,0.0,96.29,96.29,96.29,0.0,0.0,96.81,96.81,96.81,0.0,0.0
2018-12-23,100.27,100.27,100.27,0.0,0.0,101.36,101.36,101.36,0.0,0.0,99.61,99.61,99.61,0.0,0.0,99.87,99.87,99.87,0.0,0.0
2018-12-30,100.89,100.89,100.89,0.0,0.0,103.17,103.17,103.17,0.0,0.0,100.8,100.8,100.8,0.0,0.0,102.74,102.74,102.74,0.0,0.0
2019-01-06,106.06,106.06,106.06,0.0,0.0,106.57,106.57,106.57,0.0,0.0,105.98,105.98,105.98,0.0,0.0,106.08,106.08,106.08,0.0,0.0
2019-01-13,108.02,108.02,108.02,0.0,0.0,108.47,108.47,108.47,0.0,0.0,107.77,107.77,107.77,0.0,0.0,108.09,108.09,108.09,0.0,0.0
2019-01-20,108.35,108.35,108.35,0.0,0.0,108.93,108.93,108.93,0.0,0.0,108.27,108.27,108.27,0.0,0.0,108.38,108.38,108.38,0.0,0.0
2019-01-27,109.37,109.37,109.37,0.0,0.0,109.46,109.46,109.46,0.0,0.0,108.64,108.64,108.64,0.0,0.0,108.75,108.75,108.75,0.0,0.0
2019-02-03,107.01,107.01,107.01,0.0,0.0,107.3,107.3,107.3,0.0,0.0,106.45,106.45,106.45,0.0,0.0,107.03,107.03,107.03,0.0,0.0
2019-02-10,109.83,109.83,109.83,0.0,0.0,109.91,109.91,109.91,0.0,0.0,109.58,109.58,109.58,0.0,0.0,109.78,109.78,109.78,0.0,0.0
2019-02-17,111.18,111.18,111.18,0.0,0.0,111.59,111.59,111.59,0.0,0.0,111.16,111.16,111.16,0.0,0.0,111.41,111.41,111.41,0.0,0.0
2019-02-24,112.15,112.15,112.15,0.0,0.0,112.32,112.32,112.32,0.0,0.0,111.63,111.63,111.63,0.0,0.0,112.03,112.03,112.03,0.0,0.0
2019-03-03,108.42,108.42,108.42,0.0,0.0,109.06,109.06,109.06,0.0,0.0,108.17,108.17,108.17,0.0,0.0,109.06,109.06,109.06,0.0,0.0
2019-03-10,111.22,111.22,111.22,0.0,0.0,111.45,111.45,111.45,0.0,0.0,110.79,110.79,110.79,0.0,0.0,111.31,111.31,111.31,0.0,0.0
2019-03-17,112.81,112.81,112.81,0.0,0.0,112.81,112.81,112.81,0.0,0.0,111.49,111.49,111.49,0.0,0.0,111.49,111.49,111.49,0.0,0.0
2019-03-24,113.06,113.06,113.06,0.0,0.0,113.3,113.3,113.3,0.0,0.0,112.88,112.88,112.88,0.0,0.0,113.21,113.21,113.21,0.0,0.0
2019-03-31,116.63,116.63,116.63,0.0,0.0,117.0,117.0,117.0,0.0,0.0,116.63,116.63,116.63,0.0,0.0,116.96,116.96,116.96,0.0,0.0
2019-04-07,118.03,118.03,118.03,0.0,0.0,118.35,118.35,118.35,0.0,0.0,118.03,118.03,118.03,0.0,0.0,118.32,118.32,118.32,0.0,0.0
2019-04-14,119.76,119.76,119.76,0.0,0.0,120.1,120.1,120.1,0.0,0.0,119.61,119.61,119.61,0.0,0.0,119.85,119.85,119.85,0.0,0.0
2019-04-21,119.77,119.77,119.77,0.0,0.0,120.22,120.22,120.22,0.0,0.0,119.77,119.77,119.77,0.0,0.0,120.22,120.22,120.22,0.0,0.0
2019-04-28,119.8,119.8,119.8,0.0,0.0,120.54,120.54,120.54,0.0,0.0,119.8,119.8,119.8,0.0,0.0,120.29,120.29,120.29,0.0,0.0
2019-05-05,116.55,116.55,116.55,0.0,0.0,117.18,117.18,117.18,0.0,0.0,115.16,115.16,115.16,0.0,0.0,116.8,116.8,116.8,0.0,0.0
2019-05-12,116.13,116.13,116.13,0.0,0.0,116.8,116.8,116.8,0.0,0.0,115.5,115.5,115.5,0.0,0.0,115.7,115.7,115.7,0.0,0.0
2019-05-19,113.8,113.8,113.8,0.0,0.0,113.93,113.93,113.93,0.0,0.0,113.19,113.19,113.19,0.0,0.0,113.5,113.5,113.5,0.0,0.0
2019-05-26,110.89,110.89,110.89,0.0,0.0,111.27,111.27,111.27,0.0,0.0,110.77,110.77,110.77,0.0,0.0,111.01,111.01,111.01,0.0,0.0
2019-06-02,114.46,114.46,114.46,0.0,0.0,115.93,115.93,115.93,0.0,0.0,114.46,114.46,114.46,0.0,0.0,115.43,115.43,115.43,0.0,0.0
2019-06-09,116.94,116.94,116.94,0.0,0.0,117.28,117.28,117.28,0.0,0.0,116.93,116.93,116.93,0.0,0.0,117.28,117.28,117.28,0.0,0.0
2019-06-16,118.48,118.48,118.48,0.0,0.0,118.7,118.7,118.7,0.0,0.0,118.24,118.24,118.24,0.0,0.0,118.24,118.24,118.24,0.0,0.0
2019-06-23,118.73,118.73,118.73,0.0,0.0,118.82,118.82,118.82,0.0,0.0,118.44,118.44,118.44,0.0,0.0,118.51,118.51,118.51,0.0,0.0
2019-06-30,119.96,119.96,119.96,0.0,0.0,120.6,120.6,120.6,0.0,0.0,119.64,119.64,119.64,0.0,0.0,120.6,120.6,120.6,0.0,0.0
2019-07-07,121.87,121.87,121.87,0.0,0.0,122.23,122.23,122.23,0.0,0.0,121.87,121.87,121.87,0.0,0.0,122.23,122.23,122.23,0.0,0.0
2019-07-14,121.59,121.59,121.59,0.0,0.0,121.63,121.63,121.63,0.0,0.0,120.88,120.88,120.88,0.0,0.0,120.93,120.93,120.93,0.0,0.0
2019-07-21,121.37,121.37,121.37,0.0,0.0,121.81,121.81,121.81,0.0,0.0,121.37,121.37,121.37,0.0,0.0,121.81,121.81,121.81,0.0,0.0
2019-07-28,117.38,117.38,117.38,0.0,0.0,117.38,117.38,117.38,0.0,0.0,116.32,116.32,116.32,0.0,0.0,116.57,116.57,116.57,0.0,0.0
2019-08-04,116.67,116.67,116.67,0.0,0.0,116.81,116.81,116.81,0.0,0.0,116.25,116.25,116.25,0.0,0.0,116.25,116.25,116.25,0.0,0.0
2019-08-11,113.35,113.35,113.35,0.0,0.0,113.98,113.98,113.98,0.0,0.0,113.22,113.22,113.22,0.0,0.0,113.73,113.73,113.73,0.0,0.0
2019-08-18,116.11,116.11,116.11,0.0,0.0,116.53,116.53,116.53,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.07,114.07,114.07,0.0,0.0
2019-08-25,118.09,118.09,118.09,0.0,0.0,118.09,118.09,118.09,0.0,0.0,116.97,116.97,116.97,0.0,0.0,117.2,117.2,117.2,0.0,0.0
2019-09-01,120.39,120.39,120.39,0.0,0.0,120.71,120.71,120.71,0.0,0.0,120.3,120.3,120.3,0.0,0.0,120.36,120.36,120.36,0.0,0.0
2019-09-08,122.12,122.12,122.12,0.0,0.0,122.12,122.12,122.12,0.0,0.0,121.8,121.8,121.8,0.0,0.0,121.86,121.86,121.86,0.0,0.0
2019-09-15,120.83,120.83,120.83,0.0,0.0,121.17,121.17,121.17,0.0,0.0,119.81,119.81,119.81,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2019-09-22,119.61,119.61,119.61,0.0,0.0,119.66,119.66,119.66,0.0,0.0,118.69,118.69,118.69,0.0,0.0,118.94,118.94,118.94,0.0,0.0
2019-09-29,117.05,117.05,117.05,0.0,0.0,118.0,118.0,118.0,0.0,0.0,117.05,117.05,117.05,0.0,0.0,118.0,118.0,118.0,0.0,0.0
2019-10-06,120.25,120.25,120.25,0.0,0.0,121.12,121.12,121.12,0.0,0.0,120.25,120.25,120.25,0.0,0.0,120.38,120.38,120.38,0.0,0.0
2019-10-13,122.14,122.14,122.14,0.0,0.0,122.26,122.26,122.26,0.0,0.0,122.14,122.14,122.14,0.0,0.0,122.26,122.26,122.26,0.0,0.0
2019-10-20,122.21,122.21,122.21,0.0,0.0,122.31,122.31,122.31,0.0,0.0,122.2,122.2,122.2,0.0,0.0,122.24,122.24,122.24,0.0,0.0
2019-10-27,123.33,123.33,123.33,0.0,0.0,123.5,123.5,123.5,0.0,0.0,123.28,123.28,123.28,0.0,0.0,123.29,123.29,123.29,0.0,0.0
2019-11-03,123.48,123.48,123.48,0.0,0.0,123.61,123.61,123.61,0.0,0.0,123.27,123.27,123.27,0.0,0.0,123.49,123.49,123.49,0.0,0.0
2019-11-10,123.2,123.2,123.2,0.0,0.0,123.55,123.55,123.55,0.0,0.0,123.2,123.2,123.2,0.0,0.0,123.41,123.41,123.41,0.0,0.0
2019-11-17,122.2,122.2,122.2,0.0,0.0,122.44,122.44,122.44,0.0,0.0,121.98,121.98,121.98,0.0,0.0,122.34,122.34,122.34,0.0,0.0
2019-11-24,124.15,124.15,124.15,0.0,0.0,124.15,124.15,124.15,0.0,0.0,123.59,123.59,123.59,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2019-12-01,123.61,123.61,123.61,0.0,0.0,123.95,123.95,123.95,0.0,0.0,123.61,123.61,123.61,0.0,0.0,123.8,123.8,123.8,0.0,0.0
2019-12-08,125.46,125.46,125.46,0.0,0.0,125.75,125.75,125.75,0.0,0.0,125.21,125.21,125.21,0.0,0.0,125.52,125.52,125.52,0.0,0.0
2019-12-15,125.37,125.37,125.37,0.0,0.0,125.65,125.65,125.65,0.0,0.0,125.31,125.31,125.31,0.0,0.0,125.31,125.31,125.31,0.0,0.0
2019-12-22,126.66,126.66,126.66,0.0,0.0,126.76,126.76,126.76,0.0,0.0,126.28,126.28,126.28,0.0,0.0,126.46,126.46,126.46,0.0,0.0
2019-12-29,125.82,125.82,125.82,0.0,0.0,126.03,126.03,126.03,0.0,0.0,125.82,125.82,125.82,0.0,0.0,126.03,126.03,126.03,0.0,0.0
