Date,iShares MSCI ACWI_Open_average,iShares MSCI ACWI_Open_max,iShares MSCI ACWI_Open_volatility,iShares MSCI ACWI_Open_change,iShares MSCI ACWI_High_average,iShares MSCI ACWI_High_max,iShares MSCI ACWI_High_volatility,iShares MSCI ACWI_High_change,iShares MSCI ACWI_Low_average,iShares MSCI ACWI_Low_max,iShares MSCI ACWI_Low_volatility,iShares MSCI ACWI_Low_change,iShares MSCI ACWI_Close_average,iShares MSCI ACWI_Close_max,iShares MSCI ACWI_Close_volatility,iShares MSCI ACWI_Close_change
2016-07-24,58.4,58.4,0.0,0.0,58.42,58.42,0.0,0.0,58.08,58.08,0.0,0.0,58.16,58.16,0.0,0.0
2016-07-31,58.5,58.5,0.0,0.0,58.63,58.63,0.0,0.0,58.48,58.48,0.0,0.0,58.53,58.53,0.0,0.0
2016-08-07,59.25,59.25,0.0,0.0,59.47,59.47,0.0,0.0,59.25,59.25,0.0,0.0,59.37,59.37,0.0,0.0
2016-08-14,59.0,59.0,0.0,0.0,59.18,59.18,0.0,0.0,58.9,58.9,0.0,0.0,59.1,59.1,0.0,0.0
2016-08-21,58.7,58.7,0.0,0.0,58.97,58.97,0.0,0.0,58.64,58.64,0.0,0.0,58.89,58.89,0.0,0.0
2016-08-28,59.07,59.07,0.0,0.0,59.28,59.28,0.0,0.0,59.06,59.06,0.0,0.0,59.22,59.22,0.0,0.0
2016-09-04,57.76,57.76,0.0,0.0,58.82,58.82,0.0,0.0,57.65,57.65,0.0,0.0,58.73,58.73,0.0,0.0
2016-09-11,58.26,58.26,0.0,0.0,58.37,58.37,0.0,0.0,57.91,57.91,0.0,0.0,57.98,57.98,0.0,0.0
2016-09-18,58.71,58.71,0.0,0.0,58.81,58.81,0.0,0.0,58.55,58.55,0.0,0.0,58.6,58.6,0.0,0.0
2016-09-25,58.97,58.97,0.0,0.0,59.08,59.08,0.0,0.0,58.83,58.83,0.0,0.0,58.98,58.98,0.0,0.0
2016-10-02,59.01,59.01,0.0,0.0,59.2,59.2,0.0,0.0,59.0,59.0,0.0,0.0,59.04,59.04,0.0,0.0
2016-10-09,57.93,57.93,0.0,0.0,58.05,58.05,0.0,0.0,57.79,57.79,0.0,0.0,57.84,57.84,0.0,0.0
2016-10-16,58.59,58.59,0.0,0.0,58.75,58.75,0.0,0.0,58.5,58.5,0.0,0.0,58.62,58.62,0.0,0.0
2016-10-23,57.98,57.98,0.0,0.0,58.1,58.1,0.0,0.0,57.88,57.88,0.0,0.0,57.97,57.97,0.0,0.0
2016-10-30,57.48,57.48,0.0,0.0,57.93,57.93,0.0,0.0,57.48,57.48,0.0,0.0,57.9,57.9,0.0,0.0
2016-11-06,57.9,57.9,0.0,0.0,57.9,57.9,0.0,0.0,57.54,57.54,0.0,0.0,57.76,57.76,0.0,0.0
2016-11-13,58.2,58.2,0.0,0.0,58.5,58.5,0.0,0.0,58.2,58.2,0.0,0.0,58.47,58.47,0.0,0.0
2016-11-20,58.7,58.7,0.0,0.0,58.76,58.76,0.0,0.0,58.5,58.5,0.0,0.0,58.57,58.57,0.0,0.0
2016-11-27,58.65,58.65,0.0,0.0,58.85,58.85,0.0,0.0,58.61,58.61,0.0,0.0,58.79,58.79,0.0,0.0
2016-12-04,60.15,60.15,0.0,0.0,60.34,60.34,0.0,0.0,60.03,60.03,0.0,0.0,60.12,60.12,0.0,0.0
2016-12-11,59.89,59.89,0.0,0.0,60.05,60.05,0.0,0.0,59.83,59.83,0.0,0.0,59.91,59.91,0.0,0.0
2016-12-18,59.31,59.31,0.0,0.0,59.38,59.38,0.0,0.0,59.26,59.26,0.0,0.0,59.36,59.36,0.0,0.0
2016-12-25,59.47,59.47,0.0,0.0,59.48,59.48,0.0,0.0,59.02,59.02,0.0,0.0,59.17,59.17,0.0,0.0
2017-01-01,60.22,60.22,0.0,0.0,60.33,60.33,0.0,0.0,60.15,60.15,0.0,0.0,60.24,60.24,0.0,0.0
2017-01-08,60.54,60.54,0.0,0.0,60.74,60.74,0.0,0.0,60.52,60.52,0.0,0.0,60.7,60.7,0.0,0.0
2017-01-15,60.45,60.45,0.0,0.0,60.54,60.54,0.0,0.0,60.25,60.25,0.0,0.0,60.5,60.5,0.0,0.0
2017-01-22,60.89,60.89,0.0,0.0,60.9,60.9,0.0,0.0,60.53,60.53,0.0,0.0,60.8,60.8,0.0,0.0
2017-01-29,61.08,61.08,0.0,0.0,61.15,61.15,0.0,0.0,60.98,60.98,0.0,0.0,61.12,61.12,0.0,0.0
2017-02-05,61.95,61.95,0.0,0.0,62.14,62.14,0.0,0.0,61.93,61.93,0.0,0.0,62.02,62.02,0.0,0.0
2017-02-12,62.19,62.19,0.0,0.0,62.42,62.42,0.0,0.0,62.17,62.17,0.0,0.0,62.42,62.42,0.0,0.0
2017-02-19,62.48,62.48,0.0,0.0,62.63,62.63,0.0,0.0,62.41,62.41,0.0,0.0,62.63,62.63,0.0,0.0
2017-02-26,62.75,62.75,0.0,0.0,62.83,62.83,0.0,0.0,62.59,62.59,0.0,0.0,62.76,62.76,0.0,0.0
2017-03-05,62.93,62.93,0.0,0.0,63.04,63.04,0.0,0.0,62.89,62.89,0.0,0.0,63.02,63.02,0.0,0.0
2017-03-12,63.58,63.58,0.0,0.0,63.67,63.67,0.0,0.0,63.42,63.42,0.0,0.0,63.52,63.52,0.0,0.0
2017-03-19,62.69,62.69,0.0,0.0,63.16,63.16,0.0,0.0,62.65,62.65,0.0,0.0,63.13,63.13,0.0,0.0
2017-03-26,63.31,63.31,0.0,0.0,63.36,63.36,0.0,0.0,62.83,62.83,0.0,0.0,63.25,63.25,0.0,0.0
2017-04-02,63.1,63.1,0.0,0.0,63.24,63.24,0.0,0.0,62.96,62.96,0.0,0.0,63.08,63.08,0.0,0.0
2017-04-09,62.83,62.83,0.0,0.0,63.08,63.08,0.0,0.0,62.76,62.76,0.0,0.0,63.08,63.08,0.0,0.0
2017-04-16,63.94,63.94,0.0,0.0,64.07,64.07,0.0,0.0,63.9,63.9,0.0,0.0,63.98,63.98,0.0,0.0
2017-04-23,64.44,64.44,0.0,0.0,64.58,64.58,0.0,0.0,64.34,64.34,0.0,0.0,64.45,64.45,0.0,0.0
2017-04-30,64.95,64.95,0.0,0.0,64.97,64.97,0.0,0.0,64.8,64.8,0.0,0.0,64.89,64.89,0.0,0.0
2017-05-07,65.23,65.23,0.0,0.0,65.41,65.41,0.0,0.0,65.18,65.18,0.0,0.0,65.37,65.37,0.0,0.0
2017-05-14,65.36,65.36,0.0,0.0,65.54,65.54,0.0,0.0,65.36,65.36,0.0,0.0,65.51,65.51,0.0,0.0
2017-05-21,65.78,65.78,0.0,0.0,65.84,65.84,0.0,0.0,65.73,65.73,0.0,0.0,65.83,65.83,0.0,0.0
2017-05-28,66.54,66.54,0.0,0.0,66.57,66.57,0.0,0.0,66.41,66.41,0.0,0.0,66.54,66.54,0.0,0.0
2017-06-04,66.06,66.06,0.0,0.0,66.15,66.15,0.0,0.0,65.89,65.89,0.0,0.0,66.11,66.11,0.0,0.0
2017-06-11,66.5,66.5,0.0,0.0,66.73,66.73,0.0,0.0,66.47,66.47,0.0,0.0,66.66,66.66,0.0,0.0
2017-06-18,65.93,65.93,0.0,0.0,65.98,65.98,0.0,0.0,65.64,65.64,0.0,0.0,65.7,65.7,0.0,0.0
2017-06-25,65.67,65.67,0.0,0.0,65.77,65.77,0.0,0.0,65.53,65.53,0.0,0.0,65.57,65.57,0.0,0.0
2017-07-02,65.36,65.36,0.0,0.0,65.57,65.57,0.0,0.0,65.29,65.29,0.0,0.0,65.5,65.5,0.0,0.0
2017-07-09,66.74,66.74,0.0,0.0,66.76,66.76,0.0,0.0,66.61,66.61,0.0,0.0,66.64,66.64,0.0,0.0
2017-07-16,67.05,67.05,0.0,0.0,67.1,67.1,0.0,0.0,66.89,66.89,0.0,0.0,67.06,67.06,0.0,0.0
2017-07-23,67.35,67.35,0.0,0.0,67.35,67.35,0.0,0.0,67.13,67.13,0.0,0.0,67.28,67.28,0.0,0.0
2017-07-30,67.52,67.52,0.0,0.0,67.61,67.61,0.0,0.0,67.47,67.47,0.0,0.0,67.59,67.59,0.0,0.0
2017-08-06,66.8,66.8,0.0,0.0,67.04,67.04,0.0,0.0,66.69,66.69,0.0,0.0,66.94,66.94,0.0,0.0
2017-08-13,66.32,66.32,0.0,0.0,66.46,66.46,0.0,0.0,66.16,66.16,0.0,0.0,66.4,66.4,0.0,0.0
2017-08-20,67.11,67.11,0.0,0.0,67.17,67.17,0.0,0.0,66.93,66.93,0.0,0.0,66.99,66.99,0.0,0.0
2017-08-27,67.73,67.73,0.0,0.0,67.8,67.8,0.0,0.0,67.64,67.64,0.0,0.0,67.71,67.71,0.0,0.0
2017-09-03,68.04,68.04,0.0,0.0,68.39,68.39,0.0,0.0,68.04,68.04,0.0,0.0,68.31,68.31,0.0,0.0
2017-09-10,68.74,68.74,0.0,0.0,68.85,68.85,0.0,0.0,68.6,68.6,0.0,0.0,68.7,68.7,0.0,0.0
2017-09-17,68.51,68.51,0.0,0.0,68.6,68.6,0.0,0.0,68.14,68.14,0.0,0.0,68.4,68.4,0.0,0.0
2017-09-24,68.77,68.77,0.0,0.0,68.95,68.95,0.0,0.0,68.77,68.77,0.0,0.0,68.9,68.9,0.0,0.0
2017-10-01,69.45,69.45,0.0,0.0,69.46,69.46,0.0,0.0,69.22,69.22,0.0,0.0,69.27,69.27,0.0,0.0
2017-10-08,70.03,70.03,0.0,0.0,70.12,70.12,0.0,0.0,69.98,69.98,0.0,0.0,70.07,70.07,0.0,0.0
2017-10-15,70.25,70.25,0.0,0.0,70.27,70.27,0.0,0.0,69.91,69.91,0.0,0.0,69.98,69.98,0.0,0.0
2017-10-22,70.06,70.06,0.0,0.0,70.21,70.21,0.0,0.0,70.0,70.0,0.0,0.0,70.08,70.08,0.0,0.0
2017-10-29,70.57,70.57,0.0,0.0,70.81,70.81,0.0,0.0,70.54,70.54,0.0,0.0,70.79,70.79,0.0,0.0
2017-11-05,70.02,70.02,0.0,0.0,70.34,70.34,0.0,0.0,69.96,69.96,0.0,0.0,70.28,70.28,0.0,0.0
2017-11-12,70.48,70.48,0.0,0.0,70.58,70.58,0.0,0.0,70.4,70.4,0.0,0.0,70.52,70.52,0.0,0.0
2017-11-19,71.31,71.31,0.0,0.0,71.33,71.33,0.0,0.0,71.07,71.07,0.0,0.0,71.09,71.09,0.0,0.0
2017-11-26,71.88,71.88,0.0,0.0,72.03,72.03,0.0,0.0,71.36,71.36,0.0,0.0,71.36,71.36,0.0,0.0
2017-12-03,71.66,71.66,0.0,0.0,71.89,71.89,0.0,0.0,71.66,71.66,0.0,0.0,71.88,71.88,0.0,0.0
2017-12-10,72.54,72.54,0.0,0.0,72.76,72.76,0.0,0.0,72.54,72.54,0.0,0.0,72.63,72.63,0.0,0.0
2017-12-17,71.97,71.97,0.0,0.0,72.02,72.02,0.0,0.0,71.84,71.84,0.0,0.0,72.0,72.0,0.0,0.0
2017-12-24,72.39,72.39,0.0,0.0,72.44,72.44,0.0,0.0,72.05,72.05,0.0,0.0,72.09,72.09,0.0,0.0
2017-12-31,74.12,74.12,0.0,0.0,74.25,74.25,0.0,0.0,74.03,74.03,0.0,0.0,74.2,74.2,0.0,0.0
2018-01-07,74.78,74.78,0.0,0.0,75.25,75.25,0.0,0.0,74.76,74.76,0.0,0.0,75.2,75.2,0.0,0.0
2018-01-14,75.92,75.92,0.0,0.0,76.47,76.47,0.0,0.0,75.92,75.92,0.0,0.0,76.47,76.47,0.0,0.0
2018-01-21,77.12,77.12,0.0,0.0,77.2,77.2,0.0,0.0,76.83,76.83,0.0,0.0,76.87,76.87,0.0,0.0
2018-01-28,73.78,73.78,0.0,0.0,74.38,74.38,0.0,0.0,71.35,71.35,0.0,0.0,71.53,71.53,0.0,0.0
2018-02-04,71.17,71.17,0.0,0.0,71.99,71.99,0.0,0.0,70.81,70.81,0.0,0.0,71.62,71.62,0.0,0.0
2018-02-11,73.58,73.58,0.0,0.0,74.36,74.36,0.0,0.0,73.58,73.58,0.0,0.0,73.87,73.87,0.0,0.0
2018-02-18,74.31,74.31,0.0,0.0,74.79,74.79,0.0,0.0,74.09,74.09,0.0,0.0,74.78,74.78,0.0,0.0
2018-02-25,71.8,71.8,0.0,0.0,72.91,72.91,0.0,0.0,71.71,71.71,0.0,0.0,72.78,72.78,0.0,0.0
2018-03-04,74.4,74.4,0.0,0.0,74.6,74.6,0.0,0.0,74.2,74.2,0.0,0.0,74.36,74.36,0.0,0.0
2018-03-11,73.41,73.41,0.0,0.0,73.41,73.41,0.0,0.0,72.39,72.39,0.0,0.0,72.87,72.87,0.0,0.0
2018-03-18,71.18,71.18,0.0,0.0,71.81,71.81,0.0,0.0,70.49,70.49,0.0,0.0,71.73,71.73,0.0,0.0
2018-03-25,71.39,71.39,0.0,0.0,71.53,71.53,0.0,0.0,69.67,69.67,0.0,0.0,70.26,70.26,0.0,0.0
2018-04-01,71.38,71.38,0.0,0.0,72.01,72.01,0.0,0.0,71.15,71.15,0.0,0.0,71.19,71.19,0.0,0.0
2018-04-08,72.46,72.46,0.0,0.0,72.7,72.7,0.0,0.0,72.32,72.32,0.0,0.0,72.57,72.57,0.0,0.0
2018-04-15,72.47,72.47,0.0,0.0,72.62,72.62,0.0,0.0,72.1,72.1,0.0,0.0,72.36,72.36,0.0,0.0
2018-04-22,72.52,72.52,0.0,0.0,72.66,72.66,0.0,0.0,71.97,71.97,0.0,0.0,71.99,71.99,0.0,0.0
2018-04-29,72.27,72.27,0.0,0.0,72.55,72.55,0.0,0.0,72.16,72.16,0.0,0.0,72.34,72.34,0.0,0.0
2018-05-06,73.88,73.88,0.0,0.0,74.1,74.1,0.0,0.0,73.71,73.71,0.0,0.0,73.8,73.8,0.0,0.0
2018-05-13,73.53,73.53,0.0,0.0,73.73,73.73,0.0,0.0,73.47,73.47,0.0,0.0,73.62,73.62,0.0,0.0
2018-05-20,72.9,72.9,0.0,0.0,73.05,73.05,0.0,0.0,72.79,72.79,0.0,0.0,72.91,72.91,0.0,0.0
2018-05-27,73.43,73.43,0.0,0.0,73.59,73.59,0.0,0.0,73.34,73.34,0.0,0.0,73.51,73.51,0.0,0.0
2018-06-03,74.08,74.08,0.0,0.0,74.35,74.35,0.0,0.0,74.05,74.05,0.0,0.0,74.19,74.19,0.0,0.0
2018-06-10,73.04,73.04,0.0,0.0,73.33,73.33,0.0,0.0,72.89,72.89,0.0,0.0,73.31,73.31,0.0,0.0
2018-06-17,71.64,71.64,0.0,0.0,71.64,71.64,0.0,0.0,70.66,70.66,0.0,0.0,71.0,71.0,0.0,0.0
2018-06-24,70.34,70.34,0.0,0.0,70.94,70.94,0.0,0.0,70.34,70.34,0.0,0.0,70.91,70.91,0.0,0.0
2018-07-01,72.32,72.32,0.0,0.0,72.63,72.63,0.0,0.0,72.28,72.28,0.0,0.0,72.58,72.58,0.0,0.0
2018-07-08,72.65,72.65,0.0,0.0,72.66,72.66,0.0,0.0,72.42,72.42,0.0,0.0,72.56,72.56,0.0,0.0
2018-07-15,72.66,72.66,0.0,0.0,72.82,72.82,0.0,0.0,72.55,72.55,0.0,0.0,72.79,72.79,0.0,0.0
2018-07-22,73.5,73.5,0.0,0.0,73.5,73.5,0.0,0.0,73.0,73.0,0.0,0.0,73.11,73.11,0.0,0.0
2018-07-29,73.13,73.13,0.0,0.0,73.46,73.46,0.0,0.0,73.06,73.06,0.0,0.0,73.36,73.36,0.0,0.0
2018-08-05,72.52,72.52,0.0,0.0,72.71,72.71,0.0,0.0,72.12,72.12,0.0,0.0,72.22,72.22,0.0,0.0
2018-08-12,72.74,72.74,0.0,0.0,72.89,72.89,0.0,0.0,72.68,72.68,0.0,0.0,72.83,72.83,0.0,0.0
2018-08-19,73.9,73.9,0.0,0.0,74.28,74.28,0.0,0.0,73.89,73.89,0.0,0.0,74.2,74.2,0.0,0.0
2018-08-26,73.81,73.81,0.0,0.0,74.09,74.09,0.0,0.0,73.57,73.57,0.0,0.0,73.81,73.81,0.0,0.0
2018-09-02,72.78,72.78,0.0,0.0,72.84,72.84,0.0,0.0,72.54,72.54,0.0,0.0,72.56,72.56,0.0,0.0
2018-09-09,73.5,73.5,0.0,0.0,73.56,73.56,0.0,0.0,73.19,73.19,0.0,0.0,73.24,73.24,0.0,0.0
2018-09-16,74.49,74.49,0.0,0.0,74.55,74.55,0.0,0.0,74.28,74.28,0.0,0.0,74.34,74.34,0.0,0.0
2018-09-23,74.63,74.63,0.0,0.0,74.75,74.75,0.0,0.0,74.33,74.33,0.0,0.0,74.47,74.47,0.0,0.0
2018-09-30,72.56,72.56,0.0,0.0,72.88,72.88,0.0,0.0,72.2,72.2,0.0,0.0,72.83,72.83,0.0,0.0
2018-10-07,70.01,70.01,0.0,0.0,70.37,70.37,0.0,0.0,69.76,69.76,0.0,0.0,69.85,69.85,0.0,0.0
2018-10-14,70.27,70.27,0.0,0.0,70.36,70.36,0.0,0.0,69.7,69.7,0.0,0.0,69.89,69.89,0.0,0.0
2018-10-21,68.16,68.16,0.0,0.0,68.48,68.48,0.0,0.0,66.23,66.23,0.0,0.0,67.03,67.03,0.0,0.0
2018-10-28,69.56,69.56,0.0,0.0,69.9,69.9,0.0,0.0,69.4,69.4,0.0,0.0,69.78,69.78,0.0,0.0
2018-11-04,69.85,69.85,0.0,0.0,69.89,69.89,0.0,0.0,68.76,68.76,0.0,0.0,68.89,68.89,0.0,0.0
2018-11-11,69.38,69.38,0.0,0.0,69.41,69.41,0.0,0.0,68.32,68.32,0.0,0.0,68.53,68.53,0.0,0.0
2018-11-18,68.15,68.15,0.0,0.0,68.45,68.45,0.0,0.0,68.05,68.05,0.0,0.0,68.44,68.44,0.0,0.0
2018-11-25,70.98,70.98,0.0,0.0,71.03,71.03,0.0,0.0,70.4,70.4,0.0,0.0,70.73,70.73,0.0,0.0
2018-12-02,66.96,66.96,0.0,0.0,67.23,67.23,0.0,0.0,65.91,65.91,0.0,0.0,66.94,66.94,0.0,0.0
2018-12-09,66.43,66.43,0.0,0.0,66.63,66.63,0.0,0.0,65.2,65.2,0.0,0.0,65.58,65.58,0.0,0.0
2018-12-16,62.15,62.15,0.0,0.0,62.37,62.37,0.0,0.0,61.14,61.14,0.0,0.0,61.18,61.18,0.0,0.0
2018-12-23,64.14,64.14,0.0,0.0,64.4,64.4,0.0,0.0,63.77,63.77,0.0,0.0,64.16,64.16,0.0,0.0
2018-12-30,65.11,65.11,0.0,0.0,65.78,65.78,0.0,0.0,64.93,64.93,0.0,0.0,65.46,65.46,0.0,0.0
2019-01-06,66.15,66.15,0.0,0.0,66.47,66.47,0.0,0.0,66.02,66.02,0.0,0.0,66.24,66.24,0.0,0.0
2019-01-13,68.02,68.02,0.0,0.0,68.36,68.36,0.0,0.0,67.82,67.82,0.0,0.0,68.23,68.23,0.0,0.0
2019-01-20,67.83,67.83,0.0,0.0,67.9,67.9,0.0,0.0,67.44,67.44,0.0,0.0,67.9,67.9,0.0,0.0
2019-01-27,69.22,69.22,0.0,0.0,69.64,69.64,0.0,0.0,69.04,69.04,0.0,0.0,69.64,69.64,0.0,0.0
2019-02-03,69.12,69.12,0.0,0.0,69.18,69.18,0.0,0.0,68.82,68.82,0.0,0.0,68.94,68.94,0.0,0.0
2019-02-10,70.27,70.27,0.0,0.0,70.51,70.51,0.0,0.0,70.19,70.19,0.0,0.0,70.51,70.51,0.0,0.0
2019-02-17,71.63,71.63,0.0,0.0,71.75,71.75,0.0,0.0,71.37,71.37,0.0,0.0,71.38,71.38,0.0,0.0
2019-02-24,71.69,71.69,0.0,0.0,71.7,71.7,0.0,0.0,70.67,70.67,0.0,0.0,71.2,71.2,0.0,0.0
2019-03-03,70.16,70.16,0.0,0.0,70.91,70.91,0.0,0.0,70.16,70.16,0.0,0.0,70.87,70.87,0.0,0.0
2019-03-10,72.16,72.16,0.0,0.0,72.46,72.46,0.0,0.0,72.12,72.12,0.0,0.0,72.46,72.46,0.0,0.0
2019-03-17,71.28,71.28,0.0,0.0,71.56,71.56,0.0,0.0,71.02,71.02,0.0,0.0,71.33,71.33,0.0,0.0
2019-03-24,72.76,72.76,0.0,0.0,73.07,73.07,0.0,0.0,72.68,72.68,0.0,0.0,73.03,73.03,0.0,0.0
2019-03-31,73.66,73.66,0.0,0.0,73.82,73.82,0.0,0.0,73.48,73.48,0.0,0.0,73.82,73.82,0.0,0.0
2019-04-07,74.09,74.09,0.0,0.0,74.09,74.09,0.0,0.0,73.78,73.78,0.0,0.0,74.0,74.0,0.0,0.0
2019-04-14,73.84,73.84,0.0,0.0,74.12,74.12,0.0,0.0,73.84,73.84,0.0,0.0,74.12,74.12,0.0,0.0
2019-04-21,74.41,74.41,0.0,0.0,74.68,74.68,0.0,0.0,74.38,74.38,0.0,0.0,74.55,74.55,0.0,0.0
2019-04-28,73.24,73.24,0.0,0.0,74.21,74.21,0.0,0.0,73.21,73.21,0.0,0.0,74.1,74.1,0.0,0.0
2019-05-05,71.42,71.42,0.0,0.0,71.57,71.57,0.0,0.0,70.8,70.8,0.0,0.0,71.05,71.05,0.0,0.0
2019-05-12,71.62,71.62,0.0,0.0,71.9,71.9,0.0,0.0,71.41,71.41,0.0,0.0,71.55,71.55,0.0,0.0
2019-05-19,71.58,71.58,0.0,0.0,71.7,71.7,0.0,0.0,71.28,71.28,0.0,0.0,71.49,71.49,0.0,0.0
2019-05-26,70.18,70.18,0.0,0.0,71.78,71.78,0.0,0.0,69.89,69.89,0.0,0.0,70.22,70.22,0.0,0.0
2019-06-02,73.07,73.07,0.0,0.0,73.44,73.44,0.0,0.0,73.05,73.05,0.0,0.0,73.06,73.06,0.0,0.0
2019-06-09,71.95,71.95,0.0,0.0,72.09,72.09,0.0,0.0,71.85,71.85,0.0,0.0,71.94,71.94,0.0,0.0
2019-06-16,73.83,73.83,0.0,0.0,73.89,73.89,0.0,0.0,73.66,73.66,0.0,0.0,73.66,73.66,0.0,0.0
2019-06-23,74.5,74.5,0.0,0.0,74.64,74.64,0.0,0.0,74.03,74.03,0.0,0.0,74.29,74.29,0.0,0.0
2019-06-30,74.23,74.23,0.0,0.0,74.34,74.34,0.0,0.0,74.13,74.13,0.0,0.0,74.2,74.2,0.0,0.0
2019-07-07,74.99,74.99,0.0,0.0,74.99,74.99,0.0,0.0,74.81,74.81,0.0,0.0,74.91,74.91,0.0,0.0
2019-07-14,74.39,74.39,0.0,0.0,74.48,74.48,0.0,0.0,74.24,74.24,0.0,0.0,74.4,74.4,0.0,0.0
2019-07-21,74.92,74.92,0.0,0.0,74.94,74.94,0.0,0.0,74.67,74.67,0.0,0.0,74.81,74.81,0.0,0.0
2019-07-28,71.32,71.32,0.0,0.0,71.32,71.32,0.0,0.0,69.92,69.92,0.0,0.0,70.37,70.37,0.0,0.0
2019-08-04,71.61,71.61,0.0,0.0,71.74,71.74,0.0,0.0,71.03,71.03,0.0,0.0,71.17,71.17,0.0,0.0
2019-08-11,71.96,71.96,0.0,0.0,72.06,72.06,0.0,0.0,71.77,71.77,0.0,0.0,71.84,71.84,0.0,0.0
