Date,ProShares Ultra Consumer Goods_Open_average,ProShares Ultra Consumer Goods_Open_max,ProShares Ultra Consumer Goods_Open_min,ProShares Ultra Consumer Goods_Open_volatility,ProShares Ultra Consumer Goods_Open_change,ProShares Ultra Consumer Goods_High_average,ProShares Ultra Consumer Goods_High_max,ProShares Ultra Consumer Goods_High_min,ProShares Ultra Consumer Goods_High_volatility,ProShares Ultra Consumer Goods_High_change,ProShares Ultra Consumer Goods_Low_average,ProShares Ultra Consumer Goods_Low_max,ProShares Ultra Consumer Goods_Low_min,ProShares Ultra Consumer Goods_Low_volatility,ProShares Ultra Consumer Goods_Low_change,ProShares Ultra Consumer Goods_Close_average,ProShares Ultra Consumer Goods_Close_max,ProShares Ultra Consumer Goods_Close_min,ProShares Ultra Consumer Goods_Close_volatility,ProShares Ultra Consumer Goods_Close_change
2019-07-07,46.63,46.63,46.63,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-07-14,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2019-07-21,47.43,47.43,47.43,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-07-28,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-08-04,44.12,44.12,44.12,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2019-08-11,45.53,45.53,45.53,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-08-18,43.74,43.74,43.74,0.0,0.0,44.53,44.53,44.53,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-08-25,45.69,45.69,45.69,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-09-01,47.3,47.3,47.3,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-09-08,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-09-15,46.34,46.34,46.34,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2019-09-22,48.09,48.09,48.09,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-09-29,46.89,46.89,46.89,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-10-06,46.87,46.87,46.87,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2019-10-13,47.91,47.91,47.91,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-10-20,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-10-27,48.41,48.41,48.41,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2019-11-03,47.88,47.88,47.88,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2019-11-10,49.25,49.25,49.25,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2019-11-17,48.84,48.84,48.84,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-11-24,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-12-01,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-12-08,52.32,52.32,52.32,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2019-12-15,53.28,53.28,53.28,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-12-22,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2019-12-29,52.73,52.73,52.73,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0
