Date,ProShares UltraPro 3x Short Crude Oil_etf_Open_average,ProShares UltraPro 3x Short Crude Oil_etf_Open_max,ProShares UltraPro 3x Short Crude Oil_etf_Open_min,ProShares UltraPro 3x Short Crude Oil_etf_Open_volatility,ProShares UltraPro 3x Short Crude Oil_etf_Open_change,ProShares UltraPro 3x Short Crude Oil_etf_High_average,ProShares UltraPro 3x Short Crude Oil_etf_High_max,ProShares UltraPro 3x Short Crude Oil_etf_High_min,ProShares UltraPro 3x Short Crude Oil_etf_High_volatility,ProShares UltraPro 3x Short Crude Oil_etf_High_change,ProShares UltraPro 3x Short Crude Oil_etf_Low_average,ProShares UltraPro 3x Short Crude Oil_etf_Low_max,ProShares UltraPro 3x Short Crude Oil_etf_Low_min,ProShares UltraPro 3x Short Crude Oil_etf_Low_volatility,ProShares UltraPro 3x Short Crude Oil_etf_Low_change,ProShares UltraPro 3x Short Crude Oil_etf_Close_average,ProShares UltraPro 3x Short Crude Oil_etf_Close_max,ProShares UltraPro 3x Short Crude Oil_etf_Close_min,ProShares UltraPro 3x Short Crude Oil_etf_Close_volatility,ProShares UltraPro 3x Short Crude Oil_etf_Close_change
2018-12-02,34.73,34.73,34.73,0.0,0.0,37.78,37.78,37.78,0.0,0.0,33.44,33.44,33.44,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2018-12-09,37.21,37.21,37.21,0.0,0.0,40.08,40.08,40.08,0.0,0.0,37.14,37.14,37.14,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2018-12-16,53.55,53.55,53.55,0.0,0.0,54.87,54.87,54.87,0.0,0.0,51.14,51.14,51.14,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2018-12-23,50.71,50.71,50.71,0.0,0.0,53.3,53.3,53.3,0.0,0.0,48.92,48.92,48.92,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-12-30,41.4,41.4,41.4,0.0,0.0,42.77,42.77,42.77,0.0,0.0,38.5,38.5,38.5,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-01-06,32.28,32.28,32.28,0.0,0.0,33.66,33.66,33.66,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-01-13,30.65,30.65,30.65,0.0,0.0,31.31,31.31,31.31,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-01-20,29.73,29.73,29.73,0.0,0.0,30.1,30.1,30.1,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-01-27,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-02-03,30.0,30.0,30.0,0.0,0.0,31.03,31.03,31.03,0.0,0.0,29.75,29.75,29.75,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-02-10,26.07,26.07,26.07,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-02-17,23.66,23.66,23.66,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.36,23.36,23.36,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-02-24,23.89,23.89,23.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,23.44,23.44,23.44,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-03-03,26.55,26.55,26.55,0.0,0.0,27.23,27.23,27.23,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-03-10,22.9,22.9,22.9,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2019-03-17,21.65,21.65,21.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-03-24,20.3,20.3,20.3,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-03-31,18.3,18.3,18.3,0.0,0.0,18.33,18.33,18.33,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2019-04-07,16.62,16.62,16.62,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2019-04-14,16.93,16.93,16.93,0.0,0.0,17.14,17.14,17.14,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-04-21,16.51,16.51,16.51,0.0,0.0,17.96,17.96,17.96,0.0,0.0,16.51,16.51,16.51,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2019-04-28,18.37,18.37,18.37,0.0,0.0,18.47,18.47,18.47,0.0,0.0,17.8,17.8,17.8,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2019-05-05,18.64,18.64,18.64,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-05-12,17.12,17.12,17.12,0.0,0.0,17.62,17.62,17.62,0.0,0.0,16.76,16.76,16.76,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2019-05-19,20.93,20.93,20.93,0.0,0.0,22.34,22.34,22.34,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-05-26,25.14,25.14,25.14,0.0,0.0,27.67,27.67,27.67,0.0,0.0,24.64,24.64,24.64,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-06-02,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-06-09,27.85,27.85,27.85,0.0,0.0,28.33,28.33,28.33,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-06-16,21.31,21.31,21.31,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-06-23,18.89,18.89,18.89,0.0,0.0,20.52,20.52,20.52,0.0,0.0,18.79,18.79,18.79,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-06-30,20.87,20.87,20.87,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2019-07-07,17.57,17.57,17.57,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-07-14,21.95,21.95,21.95,0.0,0.0,22.73,22.73,22.73,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-07-21,21.51,21.51,21.51,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-07-28,20.82,20.82,20.82,0.0,0.0,21.74,21.74,21.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-08-04,22.33,22.33,22.33,0.0,0.0,22.52,22.52,22.52,0.0,0.0,21.4,21.4,21.4,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2019-08-11,21.21,21.21,21.21,0.0,0.0,21.73,21.73,21.73,0.0,0.0,20.83,20.83,20.83,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-08-18,21.71,21.71,21.71,0.0,0.0,22.4,22.4,22.4,0.0,0.0,20.89,20.89,20.89,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-08-25,18.91,18.91,18.91,0.0,0.0,20.75,20.75,20.75,0.0,0.0,18.83,18.83,18.83,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-09-01,19.78,19.78,19.78,0.0,0.0,20.0,20.0,20.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2019-09-08,19.46,19.46,19.46,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2019-09-15,13.49,13.49,13.49,0.0,0.0,13.98,13.98,13.98,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2019-09-22,15.83,15.83,15.83,0.0,0.0,15.93,15.93,15.93,0.0,0.0,14.84,14.84,14.84,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2019-09-29,18.0,18.0,18.0,0.0,0.0,19.01,19.01,19.01,0.0,0.0,17.62,17.62,17.62,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2019-10-06,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-10-13,16.54,16.54,16.54,0.0,0.0,17.32,17.32,17.32,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2019-10-20,14.83,14.83,14.83,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2019-10-27,15.73,15.73,15.73,0.0,0.0,15.78,15.78,15.78,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2019-11-03,14.5,14.5,14.5,0.0,0.0,14.8,14.8,14.8,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2019-11-10,13.98,13.98,13.98,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2019-11-17,12.69,12.69,12.69,0.0,0.0,13.26,13.26,13.26,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.96,12.96,12.96,0.0,0.0
2019-11-24,13.5,13.5,13.5,0.0,0.0,14.75,14.75,14.75,0.0,0.0,13.5,13.5,13.5,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2019-12-01,12.6,12.6,12.6,0.0,0.0,12.6,12.6,12.6,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.94,11.94,11.94,0.0,0.0
2019-12-08,11.7,11.7,11.7,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2019-12-15,10.8,10.8,10.8,0.0,0.0,11.16,11.16,11.16,0.0,0.0,10.8,10.8,10.8,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2019-12-22,10.25,10.25,10.25,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.18,10.18,10.18,0.0,0.0,10.3,10.3,10.3,0.0,0.0
2019-12-29,9.47,9.47,9.47,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.64,9.64,9.64,0.0,0.0
