Date,SPDR Solactive Japan_etf_Open_average,SPDR Solactive Japan_etf_Open_max,SPDR Solactive Japan_etf_Open_min,SPDR Solactive Japan_etf_Open_volatility,SPDR Solactive Japan_etf_Open_change,SPDR Solactive Japan_etf_High_average,SPDR Solactive Japan_etf_High_max,SPDR Solactive Japan_etf_High_min,SPDR Solactive Japan_etf_High_volatility,SPDR Solactive Japan_etf_High_change,SPDR Solactive Japan_etf_Low_average,SPDR Solactive Japan_etf_Low_max,SPDR Solactive Japan_etf_Low_min,SPDR Solactive Japan_etf_Low_volatility,SPDR Solactive Japan_etf_Low_change,SPDR Solactive Japan_etf_Close_average,SPDR Solactive Japan_etf_Close_max,SPDR Solactive Japan_etf_Close_min,SPDR Solactive Japan_etf_Close_volatility,SPDR Solactive Japan_etf_Close_change
2018-09-02,75.68,75.68,75.68,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2018-09-09,76.71,76.71,76.71,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2018-09-16,79.15,79.15,79.15,0.0,0.0,79.15,79.15,79.15,0.0,0.0,79.15,79.15,79.15,0.0,0.0,79.15,79.15,79.15,0.0,0.0
2018-09-23,80.12,80.12,80.12,0.0,0.0,80.14,80.14,80.14,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.14,80.14,80.14,0.0,0.0
2018-09-30,78.97,78.97,78.97,0.0,0.0,78.97,78.97,78.97,0.0,0.0,78.97,78.97,78.97,0.0,0.0,78.97,78.97,78.97,0.0,0.0
2018-10-07,76.25,76.25,76.25,0.0,0.0,76.25,76.25,76.25,0.0,0.0,74.9,74.9,74.9,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-10-14,75.74,75.74,75.74,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.32,75.32,75.32,0.0,0.0
2018-10-21,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2018-10-28,73.48,73.48,73.48,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-11-04,74.37,74.37,74.37,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2018-11-11,72.86,72.86,72.86,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2018-11-18,72.41,72.41,72.41,0.0,0.0,72.42,72.42,72.42,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2018-11-25,73.67,73.67,73.67,0.0,0.0,73.7,73.7,73.7,0.0,0.0,73.67,73.67,73.67,0.0,0.0,73.7,73.7,73.7,0.0,0.0
2018-12-02,72.2,72.2,72.2,0.0,0.0,72.2,72.2,72.2,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0
2018-12-09,70.82,70.82,70.82,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.68,70.68,70.68,0.0,0.0
2018-12-16,66.23,66.23,66.23,0.0,0.0,66.6,66.6,66.6,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2018-12-23,67.12,67.12,67.12,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2018-12-30,68.0,68.0,68.0,0.0,0.0,69.19,69.19,69.19,0.0,0.0,68.0,68.0,68.0,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2019-01-06,69.76,69.76,69.76,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.76,69.76,69.76,0.0,0.0
2019-01-13,71.21,71.21,71.21,0.0,0.0,71.54,71.54,71.54,0.0,0.0,71.21,71.21,71.21,0.0,0.0,71.54,71.54,71.54,0.0,0.0
2019-01-20,71.16,71.16,71.16,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2019-01-27,71.51,71.51,71.51,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.44,71.44,71.44,0.0,0.0
2019-02-03,69.43,69.43,69.43,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.62,69.62,69.62,0.0,0.0
2019-02-10,71.63,71.63,71.63,0.0,0.0,72.11,72.11,72.11,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.11,72.11,72.11,0.0,0.0
2019-02-17,72.42,72.42,72.42,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.33,72.33,72.33,0.0,0.0
2019-02-24,71.87,71.87,71.87,0.0,0.0,72.06,72.06,72.06,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2019-03-03,70.14,70.14,70.14,0.0,0.0,70.57,70.57,70.57,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2019-03-10,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2019-03-17,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2019-03-24,72.49,72.49,72.49,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.43,72.43,72.43,0.0,0.0
2019-03-31,73.26,73.26,73.26,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2019-04-07,72.71,72.71,72.71,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2019-04-14,73.25,73.25,73.25,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.24,73.24,73.24,0.0,0.0,73.24,73.24,73.24,0.0,0.0
2019-04-21,73.35,73.35,73.35,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2019-04-28,73.92,73.92,73.92,0.0,0.0,74.07,74.07,74.07,0.0,0.0,73.89,73.89,73.89,0.0,0.0,74.07,74.07,74.07,0.0,0.0
2019-05-05,70.5,70.5,70.5,0.0,0.0,71.45,71.45,71.45,0.0,0.0,70.5,70.5,70.5,0.0,0.0,71.45,71.45,71.45,0.0,0.0
2019-05-12,71.5,71.5,71.5,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2019-05-19,71.11,71.11,71.11,0.0,0.0,71.11,71.11,71.11,0.0,0.0,71.11,71.11,71.11,0.0,0.0,71.11,71.11,71.11,0.0,0.0
2019-05-26,69.71,69.71,69.71,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.78,69.78,69.78,0.0,0.0
2019-06-02,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2019-06-09,70.83,70.83,70.83,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2019-06-16,72.03,72.03,72.03,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.03,72.03,72.03,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2019-06-23,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2019-06-30,73.23,73.23,73.23,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.04,73.04,73.04,0.0,0.0,73.27,73.27,73.27,0.0,0.0
2019-07-07,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2019-07-14,72.51,72.51,72.51,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2019-07-21,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2019-07-28,71.4,71.4,71.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-08-04,70.81,70.81,70.81,0.0,0.0,70.94,70.94,70.94,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.94,70.94,70.94,0.0,0.0
2019-08-11,70.34,70.34,70.34,0.0,0.0,70.69,70.69,70.69,0.0,0.0,70.34,70.34,70.34,0.0,0.0,70.69,70.69,70.69,0.0,0.0
2019-08-18,70.08,70.08,70.08,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.83,69.83,69.83,0.0,0.0
2019-08-25,71.32,71.32,71.32,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.32,71.32,71.32,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2019-09-01,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0
2019-09-08,75.26,75.26,75.26,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2019-09-15,75.28,75.28,75.28,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.32,75.32,75.32,0.0,0.0
2019-09-22,75.05,75.05,75.05,0.0,0.0,75.06,75.06,75.06,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.81,74.81,74.81,0.0,0.0
2019-09-29,74.5,74.5,74.5,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.5,74.5,74.5,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2019-10-06,75.69,75.69,75.69,0.0,0.0,75.82,75.82,75.82,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2019-10-13,75.81,75.81,75.81,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2019-10-20,76.71,76.71,76.71,0.0,0.0,76.91,76.91,76.91,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2019-10-27,78.28,78.28,78.28,0.0,0.0,78.35,78.35,78.35,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.35,78.35,78.35,0.0,0.0
2019-11-03,79.18,79.18,79.18,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.18,79.18,79.18,0.0,0.0
2019-11-10,78.96,78.96,78.96,0.0,0.0,78.99,78.99,78.99,0.0,0.0,78.96,78.96,78.96,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2019-11-17,78.68,78.68,78.68,0.0,0.0,78.75,78.75,78.75,0.0,0.0,78.68,78.68,78.68,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2019-11-24,78.56,78.56,78.56,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.55,78.55,78.55,0.0,0.0,78.56,78.56,78.56,0.0,0.0
2019-12-01,80.23,80.23,80.23,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.23,80.23,80.23,0.0,0.0
2019-12-08,80.09,80.09,80.09,0.0,0.0,80.36,80.36,80.36,0.0,0.0,80.05,80.05,80.05,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2019-12-15,78.97,78.97,78.97,0.0,0.0,79.03,79.03,79.03,0.0,0.0,78.94,78.94,78.94,0.0,0.0,78.99,78.99,78.99,0.0,0.0
2019-12-22,78.79,78.79,78.79,0.0,0.0,78.8,78.8,78.8,0.0,0.0,78.69,78.69,78.69,0.0,0.0,78.69,78.69,78.69,0.0,0.0
2019-12-29,78.21,78.21,78.21,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.14,78.14,78.14,0.0,0.0,78.14,78.14,78.14,0.0,0.0
