Date,iShares MSCI Russia Capped_Open_average,iShares MSCI Russia Capped_Open_max,iShares MSCI Russia Capped_Open_min,iShares MSCI Russia Capped_Open_volatility,iShares MSCI Russia Capped_Open_change,iShares MSCI Russia Capped_High_average,iShares MSCI Russia Capped_High_max,iShares MSCI Russia Capped_High_min,iShares MSCI Russia Capped_High_volatility,iShares MSCI Russia Capped_High_change,iShares MSCI Russia Capped_Low_average,iShares MSCI Russia Capped_Low_max,iShares MSCI Russia Capped_Low_min,iShares MSCI Russia Capped_Low_volatility,iShares MSCI Russia Capped_Low_change,iShares MSCI Russia Capped_Close_average,iShares MSCI Russia Capped_Close_max,iShares MSCI Russia Capped_Close_min,iShares MSCI Russia Capped_Close_volatility,iShares MSCI Russia Capped_Close_change
2018-07-08,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-07-15,33.8,33.8,33.8,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-07-22,34.67,34.67,34.67,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-07-29,33.88,33.88,33.88,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2018-08-05,31.47,31.47,31.47,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-08-12,31.65,31.65,31.65,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-08-19,32.01,32.01,32.01,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-08-26,32.0,32.0,32.0,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-09-02,30.78,30.78,30.78,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-09-09,32.49,32.49,32.49,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-09-16,34.17,34.17,34.17,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-09-23,35.09,35.09,35.09,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2018-09-30,34.09,34.09,34.09,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-10-07,34.05,34.05,34.05,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2018-10-14,33.71,33.71,33.71,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-10-21,33.09,33.09,33.09,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-10-28,34.26,34.26,34.26,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-11-04,33.54,33.54,33.54,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-11-11,33.87,33.87,33.87,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.7,33.7,33.7,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-11-18,32.17,32.17,32.17,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-11-25,34.47,34.47,34.47,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-12-02,33.91,33.91,33.91,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-12-09,33.31,33.31,33.31,0.0,0.0,33.45,33.45,33.45,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-12-16,30.69,30.69,30.69,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-12-23,31.09,31.09,31.09,0.0,0.0,31.39,31.39,31.39,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-12-30,32.32,32.32,32.32,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2019-01-06,33.03,33.03,33.03,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-01-13,33.73,33.73,33.73,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.73,33.73,33.73,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-01-20,34.05,34.05,34.05,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-01-27,34.99,34.99,34.99,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-02-03,34.57,34.57,34.57,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-02-10,33.83,33.83,33.83,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-02-17,34.5,34.5,34.5,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-02-24,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-03-03,33.76,33.76,33.76,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-03-10,34.94,34.94,34.94,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-03-17,35.03,35.03,35.03,0.0,0.0,35.36,35.36,35.36,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-03-24,34.99,34.99,34.99,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-03-31,35.57,35.57,35.57,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-04-07,35.83,35.83,35.83,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-04-14,36.46,36.46,36.46,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-04-21,35.75,35.75,35.75,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-04-28,35.28,35.28,35.28,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-05-05,34.54,34.54,34.54,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-05-12,35.6,35.6,35.6,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2019-05-19,36.49,36.49,36.49,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-05-26,37.3,37.3,37.3,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-06-02,37.98,37.98,37.98,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-06-09,38.2,38.2,38.2,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-06-16,39.62,39.62,39.62,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-06-23,40.25,40.25,40.25,0.0,0.0,40.36,40.36,40.36,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-06-30,40.08,40.08,40.08,0.0,0.0,40.33,40.33,40.33,0.0,0.0,39.96,39.96,39.96,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-07-07,40.01,40.01,40.01,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-07-14,39.24,39.24,39.24,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2019-07-21,39.37,39.37,39.37,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-07-28,37.22,37.22,37.22,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-08-04,37.44,37.44,37.44,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-08-11,36.01,36.01,36.01,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2019-08-18,36.91,36.91,36.91,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-08-25,37.78,37.78,37.78,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-09-01,39.07,39.07,39.07,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-09-08,40.45,40.45,40.45,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-09-15,39.82,39.82,39.82,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-09-22,39.01,39.01,39.01,0.0,0.0,39.08,39.08,39.08,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-09-29,38.55,38.55,38.55,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-10-06,39.04,39.04,39.04,0.0,0.0,39.17,39.17,39.17,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-10-13,40.11,40.11,40.11,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-10-20,41.89,41.89,41.89,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-10-27,43.29,43.29,43.29,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-11-03,42.77,42.77,42.77,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2019-11-10,42.06,42.06,42.06,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2019-11-17,42.2,42.2,42.2,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2019-11-24,41.76,41.76,41.76,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2019-12-01,42.29,42.29,42.29,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-12-08,41.64,41.64,41.64,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-12-15,42.03,42.03,42.03,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-12-22,42.85,42.85,42.85,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2019-12-29,43.03,43.03,43.03,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.94,42.94,42.94,0.0,0.0
