Date,PowerShares SP 500 Value Portfolio_Open_average,PowerShares SP 500 Value Portfolio_Open_max,PowerShares SP 500 Value Portfolio_Open_min,PowerShares SP 500 Value Portfolio_Open_volatility,PowerShares SP 500 Value Portfolio_Open_change,PowerShares SP 500 Value Portfolio_High_average,PowerShares SP 500 Value Portfolio_High_max,PowerShares SP 500 Value Portfolio_High_min,PowerShares SP 500 Value Portfolio_High_volatility,PowerShares SP 500 Value Portfolio_High_change,PowerShares SP 500 Value Portfolio_Low_average,PowerShares SP 500 Value Portfolio_Low_max,PowerShares SP 500 Value Portfolio_Low_min,PowerShares SP 500 Value Portfolio_Low_volatility,PowerShares SP 500 Value Portfolio_Low_change,PowerShares SP 500 Value Portfolio_Close_average,PowerShares SP 500 Value Portfolio_Close_max,PowerShares SP 500 Value Portfolio_Close_min,PowerShares SP 500 Value Portfolio_Close_volatility,PowerShares SP 500 Value Portfolio_Close_change
2018-07-22,34.92,34.92,34.92,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-07-29,35.25,35.25,35.25,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-08-05,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2018-08-12,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-08-19,36.09,36.09,36.09,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2018-08-26,36.08,36.08,36.08,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-09-02,35.85,35.85,35.85,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-09-09,35.96,35.96,35.96,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-09-16,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-09-23,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-09-30,35.33,35.33,35.33,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2018-10-07,34.05,34.05,34.05,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2018-10-14,33.95,33.95,33.95,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2018-10-21,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.75,32.75,32.75,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2018-10-28,34.66,34.66,34.66,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-11-04,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-11-11,34.43,34.43,34.43,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-11-18,34.03,34.03,34.03,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-11-25,34.81,34.81,34.81,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2018-12-02,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-12-09,31.83,31.83,31.83,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-12-16,29.51,29.51,29.51,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2018-12-23,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-12-30,31.8,31.8,31.8,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-01-06,32.36,32.36,32.36,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-01-13,33.4,33.4,33.4,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-01-20,33.17,33.17,33.17,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-01-27,33.95,33.95,33.95,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-02-03,33.52,33.52,33.52,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-02-10,34.42,34.42,34.42,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-02-17,34.54,34.54,34.54,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2019-02-24,33.84,33.84,33.84,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-03-03,33.49,33.49,33.49,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-03-10,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-03-17,33.03,33.03,33.03,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-03-24,33.89,33.89,33.89,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-03-31,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-04-07,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-04-14,34.74,34.74,34.74,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-04-21,35.33,35.33,35.33,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-04-28,34.82,34.82,34.82,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-05-05,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-05-12,33.89,33.89,33.89,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-05-19,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-05-26,32.38,32.38,32.38,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-06-02,34.04,34.04,34.04,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-06-09,33.95,33.95,33.95,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2019-06-16,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-06-23,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-06-30,35.25,35.25,35.25,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-07-07,35.66,35.66,35.66,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2019-07-14,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2019-07-21,36.04,36.04,36.04,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2019-07-28,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-08-04,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-08-11,33.42,33.42,33.42,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-08-18,32.55,32.55,32.55,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2019-08-25,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-09-01,34.7,34.7,34.7,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.7,34.7,34.7,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-09-08,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2019-09-15,35.32,35.32,35.32,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2019-09-22,35.09,35.09,35.09,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-09-29,34.12,34.12,34.12,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-10-06,34.58,34.58,34.58,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-10-13,35.65,35.65,35.65,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-10-20,36.72,36.72,36.72,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-10-27,37.3,37.3,37.3,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-11-03,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-11-10,37.8,37.8,37.8,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-11-17,38.08,38.08,38.08,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-11-24,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-12-01,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-12-08,38.48,38.48,38.48,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-12-15,38.72,38.72,38.72,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-12-22,38.76,38.76,38.76,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-12-29,38.51,38.51,38.51,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.49,38.49,38.49,0.0,0.0
