Date,GPX_stock_Open_average,GPX_stock_Open_max,GPX_stock_Open_min,GPX_stock_Open_volatility,GPX_stock_Open_change,GPX_stock_High_average,GPX_stock_High_max,GPX_stock_High_min,GPX_stock_High_volatility,GPX_stock_High_change,GPX_stock_Low_average,GPX_stock_Low_max,GPX_stock_Low_min,GPX_stock_Low_volatility,GPX_stock_Low_change,GPX_stock_Close_average,GPX_stock_Close_max,GPX_stock_Close_min,GPX_stock_Close_volatility,GPX_stock_Close_change,GPX_stock_Volume_average,GPX_stock_Volume_max,GPX_stock_Volume_min,GPX_stock_Volume_volatility,GPX_stock_Volume_change
2018-03-25,21.3625,21.85,20.7,1.1500000000000021,0.75,21.9875,22.8,21.25,1.5500000000000007,1.5500000000000007,21.125,21.65,20.7,0.9499999999999993,0.8999999999999986,21.85,22.65,21.05,1.5999999999999979,1.5999999999999979,133492,274306,41897,232409,130622
2018-04-01,21.96,22.5,21.55,0.9499999999999993,-0.6000000000000014,22.18,22.5,21.95,0.5500000000000007,-0.4499999999999993,21.56,21.85,21.35,0.5,0.14999999999999858,21.88,22.1,21.8,0.3000000000000007,0.0,40858,56700,21763,34937,-11748
2018-04-08,22.032,22.2,21.85,0.34999999999999787,0.11000000000000298,22.172,22.4,21.9,0.5,0.11000000000000298,21.59,22.0,20.65,1.3500000000000014,1.0,21.94,22.3,21.45,0.8500000000000014,0.3500000000000014,41457,98563,16282,82281,-73792
2018-04-15,22.51,22.75,22.05,0.6999999999999993,0.6999999999999993,22.774,22.97,22.55,0.41999999999999815,0.1999999999999993,22.24,22.55,21.8,0.75,0.5999999999999979,22.63,22.9,22.4,0.5,0.05000000000000071,29528,40813,18413,22400,-22400
2018-04-22,22.04,22.45,21.8,0.6499999999999986,-0.5999999999999979,22.1,22.6,21.85,0.75,-0.75,21.69,22.25,21.2,1.0500000000000007,-1.0500000000000007,21.78,22.35,21.25,1.1000000000000014,-1.1000000000000014,26454,40485,18636,21849,5777
2018-04-29,21.22,22.2,19.7,2.5,-1.5500000000000007,21.830000000000002,23.0,20.35,2.6499999999999986,-0.9499999999999993,20.45,22.05,19.25,2.8000000000000007,-1.3500000000000014,21.080000000000002,22.5,19.8,2.6999999999999993,-0.75,72405,99902,23113,76789,31500
2018-05-06,20.13,20.4,19.6,0.7999999999999972,0.10000000000000142,20.41,20.9,20.25,0.6499999999999986,-0.6499999999999986,19.784,20.15,19.3,0.8499999999999979,-0.029999999999997584,20.09,20.4,19.55,0.8499999999999979,-0.25,53626,76421,42758,33663,-31013
2018-05-13,19.7,20.1,19.05,1.0500000000000007,-0.05000000000000071,19.906,20.15,19.38,0.7699999999999996,-0.05000000000000071,19.29,19.65,19.0,0.6499999999999986,0.04999999999999716,19.52,19.95,19.1,0.8499999999999979,0.04999999999999716,38219,50224,24549,25675,2259
2018-05-20,19.49,19.65,19.25,0.3999999999999986,0.25,19.81,19.95,19.65,0.3000000000000007,0.14999999999999858,19.32,19.6,19.15,0.45000000000000284,0.20000000000000284,19.64,19.9,19.35,0.5499999999999972,0.25,27447,39308,21648,17660,2551
2018-05-27,19.5375,19.7,19.35,0.34999999999999787,-0.34999999999999787,19.7,19.9,19.4,0.5,-0.5,19.25,19.45,19.05,0.3999999999999986,-0.20000000000000284,19.4,19.7,19.25,0.4499999999999993,-0.14999999999999858,22995,35243,17648,17595,17590
2018-06-03,19.39,19.8,19.1,0.6999999999999993,0.09999999999999787,19.65,19.95,19.4,0.5500000000000007,0.05000000000000071,19.11,19.3,19.0,0.3000000000000007,0.05000000000000071,19.308,19.75,19.1,0.6499999999999986,0.05000000000000071,37711,74154,16991,57163,-24948
2018-06-10,19.53,19.65,19.35,0.29999999999999716,0.1999999999999993,19.67,19.73,19.6,0.129999999999999,-0.09999999999999787,19.346,19.48,19.2,0.28000000000000114,-0.05000000000000071,19.52,19.65,19.2,0.4499999999999993,-0.40000000000000213,40708,66052,20710,45342,-11657
2018-06-17,19.45,19.95,19.0,0.9499999999999993,0.6500000000000021,19.726,20.05,19.3,0.75,0.629999999999999,19.24,19.65,19.0,0.6499999999999986,0.34999999999999787,19.490000000000002,20.0,19.1,0.8999999999999986,0.3999999999999986,110567,272749,46947,225802,225802
2018-06-24,18.669999999999998,19.45,17.9,1.5500000000000007,-1.5500000000000007,18.72,19.45,17.95,1.5,-1.5,18.22,18.9,17.5,1.3999999999999986,-1.3500000000000014,18.29,19.0,17.6,1.3999999999999986,-1.3499999999999979,74501,205251,31833,173418,173418
2018-07-01,18.0375,18.75,17.45,1.3000000000000007,1.3000000000000007,18.4375,19.0,17.95,1.0500000000000007,0.8000000000000007,17.8875,18.4,17.45,0.9499999999999993,0.9499999999999993,18.25,18.75,17.85,0.8999999999999986,0.6499999999999986,53960,62809,43007,19802,-14791
2018-07-08,18.419999999999998,18.65,18.15,0.5,0.14999999999999858,18.71,19.15,18.25,0.8999999999999986,0.34999999999999787,18.16,18.65,17.75,0.8999999999999986,0.4499999999999993,18.47,19.0,18.05,0.9499999999999993,0.5,35399,46130,24536,21594,-8385
2018-07-15,18.95,19.15,18.7,0.4499999999999993,-0.3000000000000007,19.076,19.38,18.75,0.629999999999999,-0.4499999999999993,18.79,19.05,18.55,0.5,-0.34999999999999787,18.91,19.25,18.6,0.6499999999999986,-0.5499999999999972,28965,45379,18792,26587,-14537
2018-07-22,18.35,18.85,17.95,0.9000000000000021,-0.3000000000000007,18.48,18.85,18.2,0.6500000000000021,-0.6500000000000021,18.006,18.38,17.7,0.6799999999999997,-0.4800000000000004,18.23,18.75,17.95,0.8000000000000007,-0.6999999999999993,30540,37251,24049,13202,5174
2018-07-29,18.259999999999998,19.0,17.45,1.5500000000000007,-0.5,18.45,19.3,17.45,1.8500000000000014,-0.9000000000000021,17.79,18.5,17.15,1.3500000000000014,-0.8000000000000007,18.06,18.9,17.35,1.5499999999999972,-1.0,48461,88280,34545,53735,-2289
2018-08-05,17.45,17.7,17.25,0.4499999999999993,0.3000000000000007,17.61,17.7,17.45,0.25,0.15000000000000213,17.21,17.35,17.15,0.20000000000000284,-0.05000000000000071,17.43,17.6,17.3,0.3000000000000007,0.1999999999999993,35289,53061,21068,31993,14041
2018-08-12,18.06,18.55,17.5,1.0500000000000007,1.0500000000000007,18.49,18.9,18.15,0.75,0.75,17.98,18.45,17.45,1.0,1.0,18.42,18.85,18.05,0.8000000000000007,0.8000000000000007,56766,88759,38896,49863,24216
2018-08-19,18.85,19.0,18.75,0.25,-0.25,18.994,19.2,18.8,0.3999999999999986,-0.17999999999999972,18.748,18.89,18.65,0.240000000000002,-0.14000000000000057,18.85,18.95,18.75,0.1999999999999993,0.0,52837,79138,36543,42595,19996
2018-08-26,19.09,19.5,18.8,0.6999999999999993,-0.25,19.32,19.55,19.05,0.5,-0.3000000000000007,18.864,19.2,18.65,0.5500000000000007,-0.3500000000000014,19.11,19.4,18.95,0.4499999999999993,-0.14999999999999858,33300,52175,19061,33114,-27501
2018-09-02,18.98,19.05,18.9,0.15000000000000213,-0.15000000000000213,19.15,19.25,19.05,0.1999999999999993,0.0,18.75,18.9,18.6,0.29999999999999716,0.29999999999999716,19.0625,19.15,19.0,0.14999999999999858,0.09999999999999787,45578,53929,40238,13691,-8851
2018-09-09,19.09,19.25,18.95,0.3000000000000007,0.05000000000000071,19.176000000000002,19.35,19.05,0.3000000000000007,-0.08000000000000185,18.892,19.01,18.8,0.21000000000000085,-0.16000000000000014,19.01,19.05,18.95,0.10000000000000142,-0.10000000000000142,38479,54642,23801,30841,14228
2018-09-16,18.58,18.9,18.4,0.5,-0.34999999999999787,18.806,18.9,18.7,0.1999999999999993,-0.09999999999999787,18.34,18.45,18.1,0.34999999999999787,0.0,18.57,18.8,18.35,0.4499999999999993,0.15000000000000213,68467,106474,33920,72554,51781
2018-09-23,17.46,18.75,16.4,2.3500000000000014,-2.3500000000000014,17.584,18.75,16.8,1.9499999999999993,-1.8999999999999986,17.02,18.0,16.4,1.6000000000000014,-1.6000000000000014,17.19,18.05,16.7,1.3500000000000014,-1.1999999999999993,30544,38120,26272,11848,-3209
2018-09-30,17.684,18.28,16.97,1.3100000000000023,1.2800000000000011,18.016,18.39,17.25,1.1400000000000006,1.0599999999999987,17.38,17.82,16.79,1.0300000000000011,0.7600000000000016,17.848,18.31,17.14,1.1699999999999982,0.6499999999999986,59289,101453,33437,68016,-1028
2018-10-07,16.822,17.74,15.99,1.7499999999999982,-1.639999999999997,16.872,17.74,16.1,1.639999999999997,-1.639999999999997,16.226,17.21,15.52,1.6900000000000013,-1.6900000000000013,16.366,17.41,15.64,1.7699999999999996,-1.7699999999999996,42966,59865,26489,33376,28731
2018-10-14,15.586,16.22,14.61,1.6099999999999994,-0.9700000000000006,15.784,16.28,14.81,1.4700000000000006,-1.2299999999999986,15.078,15.77,14.3,1.4699999999999989,-1.1999999999999993,15.348,16.25,14.47,1.7799999999999994,-1.3699999999999992,53976,61543,38280,23263,-2131
2018-10-21,14.172,14.5,13.83,0.6699999999999999,-0.6699999999999999,14.43,14.74,14.22,0.5199999999999996,-0.5199999999999996,13.991999999999999,14.36,13.78,0.5800000000000001,-0.5399999999999991,14.148,14.45,14.04,0.41000000000000014,-0.29999999999999893,61265,86473,38683,47790,-13186
2018-10-28,14.438,14.78,14.08,0.6999999999999993,0.5699999999999985,14.652,15.08,14.26,0.8200000000000003,0.5199999999999996,14.182,14.53,13.98,0.5499999999999989,0.16999999999999993,14.418,14.69,14.07,0.6199999999999992,0.35999999999999943,48046,63445,34842,28603,9246
2018-11-04,14.346,14.47,14.16,0.3100000000000005,-0.3000000000000007,14.592,15.03,14.2,0.8300000000000001,-0.8300000000000001,13.98,14.27,13.62,0.6500000000000004,-0.120000000000001,14.438,14.76,14.14,0.6199999999999992,-0.6199999999999992,68689,124896,40358,84538,-17195
2018-11-11,14.13,14.29,14.06,0.22999999999999865,0.009999999999999787,14.372,14.5,14.2,0.3000000000000007,0.14000000000000057,13.93,14.02,13.71,0.3099999999999987,0.11999999999999922,14.154,14.21,14.06,0.15000000000000036,0.05999999999999872,58922,80807,33005,47802,-12065
2018-11-18,13.6975,14.0,13.16,0.8399999999999999,-0.6099999999999994,14.0375,14.2,13.72,0.47999999999999865,-0.47999999999999865,13.4725,13.86,13.16,0.6999999999999993,-0.5099999999999998,13.715,14.06,13.35,0.7100000000000009,-0.6500000000000004,57554,87148,17713,69435,-25784
2018-11-25,13.948,14.62,13.37,1.25,-0.6300000000000008,14.218,14.85,13.59,1.2599999999999998,-1.2599999999999998,13.468,13.75,13.21,0.5399999999999991,-0.379999999999999,13.804,14.72,13.24,1.4800000000000004,-1.4800000000000004,103665,286288,21397,264891,-218749
2018-12-02,13.105,13.59,12.67,0.9199999999999999,-0.6300000000000008,13.469999999999999,13.86,13.15,0.7099999999999991,-0.5899999999999999,12.8075,13.1,12.5,0.5999999999999996,-0.5099999999999998,13.120000000000001,13.68,12.63,1.049999999999999,-0.5600000000000005,87805,141911,59734,82177,55558
2018-12-09,13.206,13.47,13.05,0.41999999999999993,-0.06999999999999851,13.456000000000001,13.73,13.08,0.6500000000000004,-0.6500000000000004,12.842,13.04,12.19,0.8499999999999996,-0.8499999999999996,12.968,13.29,12.25,1.0399999999999991,-1.0399999999999991,58061,98291,40052,58239,-53671
2018-12-16,12.532,12.82,12.19,0.6300000000000008,0.5400000000000009,12.84,13.05,12.48,0.5700000000000003,0.4299999999999997,12.34,12.65,12.07,0.5800000000000001,0.11999999999999922,12.54,12.87,12.19,0.6799999999999997,0.120000000000001,73860,109576,37132,72444,72444
2018-12-23,12.275,12.34,12.11,0.23000000000000043,0.0,12.6025,12.93,12.34,0.5899999999999999,0.5899999999999999,11.9825,12.34,11.77,0.5700000000000003,0.47000000000000064,12.375,12.67,12.09,0.5800000000000001,0.5800000000000001,39237,45174,35768,9406,-1065
2018-12-30,12.52,12.73,12.41,0.3200000000000003,-0.20000000000000107,12.8275,12.9,12.73,0.16999999999999993,0.08999999999999986,12.375,12.49,12.27,0.22000000000000064,-0.09999999999999964,12.6025,12.73,12.41,0.3200000000000003,0.05000000000000071,60664,116129,30197,85932,70815
2019-01-06,13.158,13.7,12.66,1.0399999999999991,1.0399999999999991,13.438,13.9,12.66,1.2400000000000002,1.2400000000000002,12.968,13.46,12.42,1.040000000000001,1.040000000000001,13.35,13.8,12.56,1.2400000000000002,1.2299999999999986,44693,90452,22894,67558,-59896
2019-01-13,14.102,15.0,13.71,1.2899999999999991,1.2899999999999991,14.504,15.24,13.98,1.2599999999999998,1.0700000000000003,13.916,14.71,13.57,1.1400000000000006,1.1400000000000006,14.324,14.99,13.78,1.2100000000000009,1.2100000000000009,56142,98574,37273,61301,50283
2019-01-20,15.015,15.08,14.99,0.08999999999999986,0.08999999999999986,15.1325,15.3,15.07,0.23000000000000043,0.23000000000000043,14.8425,14.99,14.75,0.2400000000000002,0.2400000000000002,15.025,15.1,15.0,0.09999999999999964,0.09999999999999964,45597,62902,23988,38914,-26675
2019-01-27,15.113999999999999,15.53,14.95,0.5800000000000001,0.05000000000000071,15.502,15.93,15.21,0.7199999999999989,-0.5499999999999989,14.946,14.98,14.91,0.07000000000000028,-0.009999999999999787,15.144,15.49,15.0,0.4900000000000002,-0.3200000000000003,44756,66711,28013,38698,-38698
2019-02-03,15.06,15.33,14.79,0.5400000000000009,-0.08999999999999986,15.224,15.33,15.06,0.2699999999999996,-0.20999999999999908,14.856,15.03,14.66,0.3699999999999992,-0.13000000000000078,15.042,15.21,14.9,0.3100000000000005,-0.1700000000000017,55488,98112,19079,79033,-14474
2019-02-10,15.51,15.95,15.06,0.8899999999999988,0.8899999999999988,15.838000000000001,16.46,15.18,1.2800000000000011,1.2800000000000011,15.47,15.91,14.98,0.9299999999999997,0.9299999999999997,15.719999999999999,16.41,15.12,1.290000000000001,1.290000000000001,30442,50407,16425,33982,33982
2019-02-17,16.39,16.64,15.94,0.7000000000000011,0.26000000000000156,16.995,17.12,16.75,0.370000000000001,0.370000000000001,16.3425,16.55,15.89,0.6600000000000001,0.1700000000000017,16.7525,16.89,16.62,0.2699999999999996,-0.05000000000000071,35162,41708,25053,16655,16655
2019-02-24,16.766000000000002,16.91,16.69,0.21999999999999886,0.05999999999999872,16.964,17.1,16.83,0.2700000000000031,-0.23000000000000043,16.614,16.7,16.5,0.1999999999999993,-0.03999999999999915,16.806,16.95,16.74,0.21000000000000085,-0.1999999999999993,33770,50066,27330,22736,20091
2019-03-03,15.93,16.75,14.73,2.0199999999999996,-2.0199999999999996,16.13,16.98,14.95,2.030000000000001,-1.9000000000000021,15.424,16.66,14.08,2.58,-2.58,15.522,16.72,14.23,2.4899999999999984,-2.4899999999999984,52458,68852,28371,40481,3419
2019-03-10,14.182,14.42,13.98,0.4399999999999995,0.09999999999999964,14.522,14.73,14.29,0.4400000000000013,-0.2900000000000009,14.072,14.26,13.81,0.4499999999999993,0.2699999999999996,14.248,14.34,14.07,0.2699999999999996,0.040000000000000924,39908,70451,11517,58934,6916
2019-03-17,13.078,14.34,12.47,1.8699999999999992,-1.5899999999999999,13.34,14.34,12.83,1.5099999999999998,-1.5099999999999998,12.478,12.88,11.98,0.9000000000000004,0.33000000000000007,12.718,13.02,12.31,0.7099999999999991,-0.20999999999999908,127947,180892,99611,81281,73615
2019-03-24,12.11,12.22,12.0,0.22000000000000064,-0.16999999999999993,12.318,12.55,12.18,0.370000000000001,-0.33000000000000007,12.0,12.17,11.92,0.25,-0.25,12.156,12.24,12.09,0.15000000000000036,-0.08999999999999986,92816,200537,45402,155135,143848
2019-03-31,12.347999999999999,12.7,12.1,0.5999999999999996,0.5499999999999989,12.566,12.76,12.35,0.41000000000000014,0.379999999999999,12.258,12.45,12.03,0.41999999999999993,0.41000000000000014,12.408000000000001,12.65,12.07,0.5800000000000001,0.4900000000000002,60257,130220,23742,106478,81639
2019-04-07,12.368,12.49,12.15,0.33999999999999986,-0.05000000000000071,12.485999999999999,12.6,12.37,0.23000000000000043,-0.09999999999999964,12.152,12.4,12.03,0.370000000000001,-0.33000000000000007,12.315999999999999,12.43,12.11,0.3200000000000003,-0.11999999999999922,34201,46161,24819,21342,21342
2019-04-14,12.4675,12.6,12.32,0.27999999999999936,0.20999999999999908,12.8925,13.07,12.78,0.2900000000000009,-0.08999999999999986,12.4125,12.57,12.32,0.25,0.019999999999999574,12.5925,12.64,12.53,0.11000000000000121,0.11000000000000121,32422,35902,26730,9172,-5506
2019-04-21,12.538,12.77,12.21,0.5599999999999987,0.129999999999999,12.692,12.77,12.6,0.16999999999999993,0.02999999999999936,12.314,12.51,12.17,0.33999999999999986,0.22000000000000064,12.484,12.65,12.23,0.41999999999999993,0.20000000000000107,47043,102910,10290,92620,-19561
2019-04-28,12.588,12.73,12.45,0.28000000000000114,-0.1800000000000015,12.94,13.09,12.85,0.2400000000000002,0.0600000000000005,12.526,12.63,12.41,0.22000000000000064,-0.22000000000000064,12.688,12.87,12.47,0.3999999999999986,0.09999999999999964,23727,27767,16830,10937,5215
2019-05-05,13.172,14.0,12.67,1.33,1.33,13.632,15.68,12.86,2.8200000000000003,2.8200000000000003,12.943999999999999,13.61,12.62,0.9900000000000002,0.9900000000000002,13.534,15.6,12.82,2.7799999999999994,2.7799999999999994,83060,287966,15287,272679,272679
2019-05-12,14.892,15.57,13.75,1.8200000000000003,1.8200000000000003,15.49,16.03,14.96,1.0700000000000003,1.0700000000000003,14.624,15.51,12.85,2.66,2.66,15.286,15.75,14.71,1.0399999999999991,0.7999999999999989,117713,282016,31769,250247,-238498
2019-05-19,15.19,15.65,14.36,1.290000000000001,-1.08,15.344000000000001,15.82,14.49,1.33,-1.2300000000000004,14.884,15.59,14.21,1.379999999999999,-1.1799999999999997,14.991999999999999,15.68,14.28,1.4000000000000004,-1.2899999999999991,48825,77625,21646,55979,-34536
2019-05-26,14.225,14.38,13.85,0.5300000000000011,-0.45000000000000107,14.375,14.57,14.05,0.5199999999999996,-0.5199999999999996,13.96,14.17,13.54,0.6300000000000008,-0.6300000000000008,14.1425,14.48,13.64,0.8399999999999999,-0.8399999999999999,86524,146108,62063,84045,-84045
2019-06-02,13.748,14.29,13.37,0.9199999999999999,0.6599999999999984,14.062000000000001,14.55,13.65,0.9000000000000004,0.9000000000000004,13.502,14.18,13.29,0.8900000000000006,0.8900000000000006,13.852,14.41,13.38,1.0299999999999994,1.0,140935,251801,38800,213001,-1563
2019-06-09,14.786,14.94,14.46,0.47999999999999865,0.3199999999999985,15.092,15.32,14.99,0.33000000000000007,0.23000000000000043,14.668,14.78,14.46,0.3199999999999985,0.3199999999999985,14.928,15.09,14.78,0.3100000000000005,0.11999999999999922,44889,64488,32434,32054,-17032
2019-06-16,15.022,15.17,14.72,0.4499999999999993,0.02999999999999936,15.176,15.41,14.97,0.4399999999999995,0.05999999999999872,14.706,14.96,14.56,0.40000000000000036,-0.16000000000000014,14.895999999999999,15.28,14.69,0.5899999999999999,-0.129999999999999,61145,115812,22619,93193,71646
2019-06-23,14.65,14.94,14.41,0.5299999999999994,-0.33000000000000007,14.908,15.1,14.6,0.5,0.09999999999999964,14.422,14.66,14.29,0.370000000000001,-0.27999999999999936,14.69,15.08,14.41,0.6699999999999999,0.15000000000000036,66512,146183,21983,124200,76267
2019-06-30,15.4425,15.63,15.2,0.4300000000000015,0.26000000000000156,15.7075,15.91,15.63,0.27999999999999936,-0.27999999999999936,15.2375,15.48,15.08,0.40000000000000036,0.030000000000001137,15.54,15.63,15.35,0.28000000000000114,0.02000000000000135,28901,58452,11628,46824,-43745
2019-07-07,15.604,15.79,15.32,0.46999999999999886,0.16000000000000014,15.852,16.33,15.59,0.7399999999999984,0.7399999999999984,15.4,15.57,15.21,0.35999999999999943,0.35999999999999943,15.686,15.94,15.5,0.4399999999999995,0.4399999999999995,23721,27385,19534,7851,-2264
2019-07-14,15.75,16.03,15.33,0.7000000000000011,-0.6699999999999999,15.934,16.48,15.56,0.9199999999999999,-0.5199999999999978,15.49,15.71,15.33,0.3800000000000008,-0.25,15.626,16.06,15.39,0.6699999999999982,-0.6699999999999982,39562,95806,18195,77611,-11261
2019-07-21,15.832,16.23,15.4,0.8300000000000001,0.6799999999999979,16.374000000000002,16.65,15.63,1.0199999999999978,0.8100000000000005,15.632,15.76,15.36,0.40000000000000036,0.40000000000000036,15.952,16.31,15.61,0.6999999999999993,0.6999999999999993,46821,77770,15332,62438,59748
2019-07-28,15.828000000000001,16.37,14.57,1.8000000000000007,-1.8000000000000007,16.148,16.68,14.65,2.0299999999999994,-1.7799999999999994,15.22,16.04,14.0,2.039999999999999,-2.039999999999999,15.434,16.23,14.37,1.8600000000000012,-1.67,47172,90009,18764,71245,-14162
2019-08-04,13.686,14.1,13.18,0.9199999999999999,-0.1999999999999993,13.972,14.23,13.6,0.6300000000000008,-0.17999999999999972,13.370000000000001,13.88,13.05,0.8300000000000001,0.28999999999999915,13.598,13.99,13.28,0.7100000000000009,0.3500000000000014,49329,93642,22351,71291,4472
2019-08-11,13.022,13.49,12.76,0.7300000000000004,-0.5099999999999998,13.276,13.52,13.09,0.4299999999999997,-0.35999999999999943,12.77,12.93,12.65,0.27999999999999936,-0.27999999999999936,12.942,13.07,12.83,0.2400000000000002,-0.10999999999999943,51914,120313,18918,101395,13389
2019-08-18,13.43,13.86,13.13,0.7299999999999986,0.2599999999999998,13.628,13.89,13.41,0.4800000000000004,-0.019999999999999574,13.012,13.38,12.7,0.6800000000000015,-0.07000000000000028,13.312,13.8,12.73,1.0700000000000003,-0.4499999999999993,39729,111046,16886,94160,87155
2019-08-25,13.03,13.33,12.79,0.5400000000000009,0.5300000000000011,13.198,13.38,12.9,0.4800000000000004,0.14000000000000057,12.666,12.83,12.56,0.2699999999999996,0.23000000000000043,12.898,13.16,12.73,0.4299999999999997,-0.27999999999999936,33077,63480,9750,53730,-53730
2019-09-01,13.05,13.24,12.8,0.4399999999999995,0.4399999999999995,13.3225,13.67,13.12,0.5500000000000007,0.4900000000000002,12.805,13.04,12.52,0.5199999999999996,0.33999999999999986,13.145,13.58,12.86,0.7200000000000006,0.6799999999999997,40454,68753,24398,44355,26246
2019-09-08,13.19,13.64,12.69,0.9500000000000011,-0.6000000000000014,13.442,13.64,13.13,0.5099999999999998,-0.20000000000000107,12.602,12.87,12.33,0.5399999999999991,0.3100000000000005,13.064,13.4,12.69,0.7100000000000009,0.5500000000000007,42299,58890,32571,26319,-12693
2019-09-15,12.892,13.24,12.52,0.7200000000000006,-0.7200000000000006,13.146,13.37,12.96,0.40999999999999837,0.129999999999999,12.522,12.61,12.43,0.17999999999999972,-0.10999999999999943,12.914,13.25,12.52,0.7300000000000004,0.1999999999999993,68838,132358,27213,105145,105145
2019-09-22,13.374,13.59,13.03,0.5600000000000005,0.3600000000000012,13.65,13.82,13.56,0.2599999999999998,-0.22000000000000064,13.062,13.31,12.62,0.6900000000000013,0.5,13.408,13.57,13.29,0.28000000000000114,-0.120000000000001,38401,52551,21354,31197,-8383
2019-09-29,12.266,13.35,11.49,1.8599999999999994,-1.709999999999999,12.374,13.45,11.64,1.8099999999999987,-1.8099999999999987,11.726,12.82,11.16,1.6600000000000001,-1.5199999999999996,11.882,12.84,11.4,1.4399999999999995,-1.4399999999999995,40552,61535,23453,38082,-15008
2019-10-06,11.28,11.36,11.19,0.16999999999999993,-0.049999999999998934,11.506,11.64,11.41,0.23000000000000043,0.08000000000000007,11.166,11.29,11.0,0.28999999999999915,0.03999999999999915,11.254,11.46,11.11,0.3500000000000014,-0.13000000000000078,40410,55652,28472,27180,-27180
2019-10-13,11.16,11.3,11.03,0.27000000000000135,-0.08999999999999986,11.3,11.31,11.28,0.030000000000001137,0.030000000000001137,11.052,11.11,11.03,0.08000000000000007,-0.009999999999999787,11.134,11.25,11.06,0.1899999999999995,0.009999999999999787,37581,75756,11898,63858,20749
2019-10-20,11.352,11.63,11.12,0.5100000000000016,0.0600000000000005,11.586,11.63,11.51,0.120000000000001,-0.08999999999999986,11.184,11.28,11.03,0.25,0.21000000000000085,11.49,11.53,11.41,0.11999999999999922,-0.02999999999999936,20920,47534,8973,38561,-38561
