Date,VelocityShares Daily Inverse VIX Medium TermEtf_Open_average,VelocityShares Daily Inverse VIX Medium TermEtf_Open_max,VelocityShares Daily Inverse VIX Medium TermEtf_Open_min,VelocityShares Daily Inverse VIX Medium TermEtf_Open_volatility,VelocityShares Daily Inverse VIX Medium TermEtf_Open_change,VelocityShares Daily Inverse VIX Medium TermEtf_High_average,VelocityShares Daily Inverse VIX Medium TermEtf_High_max,VelocityShares Daily Inverse VIX Medium TermEtf_High_min,VelocityShares Daily Inverse VIX Medium TermEtf_High_volatility,VelocityShares Daily Inverse VIX Medium TermEtf_High_change,VelocityShares Daily Inverse VIX Medium TermEtf_Low_average,VelocityShares Daily Inverse VIX Medium TermEtf_Low_max,VelocityShares Daily Inverse VIX Medium TermEtf_Low_min,VelocityShares Daily Inverse VIX Medium TermEtf_Low_volatility,VelocityShares Daily Inverse VIX Medium TermEtf_Low_change,VelocityShares Daily Inverse VIX Medium TermEtf_Close_average,VelocityShares Daily Inverse VIX Medium TermEtf_Close_max,VelocityShares Daily Inverse VIX Medium TermEtf_Close_min,VelocityShares Daily Inverse VIX Medium TermEtf_Close_volatility,VelocityShares Daily Inverse VIX Medium TermEtf_Close_change
2018-03-25,62.87,62.87,62.87,0.0,0.0,64.23,64.23,64.23,0.0,0.0,62.48,62.48,62.48,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2018-04-01,63.09,63.09,63.09,0.0,0.0,63.85,63.85,63.85,0.0,0.0,60.6,60.6,60.6,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2018-04-08,64.45,64.45,64.45,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.45,63.45,63.45,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-04-15,68.2,68.2,68.2,0.0,0.0,68.5,68.5,68.5,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2018-04-22,68.32,68.32,68.32,0.0,0.0,68.33,68.33,68.33,0.0,0.0,67.38,67.38,67.38,0.0,0.0,68.13,68.13,68.13,0.0,0.0
2018-04-29,68.37,68.37,68.37,0.0,0.0,69.88,69.88,69.88,0.0,0.0,68.23,68.23,68.23,0.0,0.0,69.84,69.84,69.84,0.0,0.0
2018-05-06,73.46,73.46,73.46,0.0,0.0,73.87,73.87,73.87,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2018-05-13,74.63,74.63,74.63,0.0,0.0,74.63,74.63,74.63,0.0,0.0,73.96,73.96,73.96,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2018-05-20,75.0,75.0,75.0,0.0,0.0,76.08,76.08,76.08,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2018-05-27,74.37,74.37,74.37,0.0,0.0,74.65,74.65,74.65,0.0,0.0,73.78,73.78,73.78,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2018-06-03,76.88,76.88,76.88,0.0,0.0,78.13,78.13,78.13,0.0,0.0,76.74,76.74,76.74,0.0,0.0,77.79,77.79,77.79,0.0,0.0
2018-06-10,77.81,77.81,77.81,0.0,0.0,78.2,78.2,78.2,0.0,0.0,77.34,77.34,77.34,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2018-06-17,77.08,77.08,77.08,0.0,0.0,77.37,77.37,77.37,0.0,0.0,76.35,76.35,76.35,0.0,0.0,76.38,76.38,76.38,0.0,0.0
2018-06-24,73.22,73.22,73.22,0.0,0.0,73.79,73.79,73.79,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2018-07-01,72.92,72.92,72.92,0.0,0.0,74.35,74.35,74.35,0.0,0.0,72.74,72.74,72.74,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2018-07-08,77.95,77.95,77.95,0.0,0.0,78.64,78.64,78.64,0.0,0.0,77.36,77.36,77.36,0.0,0.0,78.53,78.53,78.53,0.0,0.0
2018-07-15,76.73,76.73,76.73,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.82,76.82,76.82,0.0,0.0
2018-07-22,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0,75.78,75.78,75.78,0.0,0.0,76.72,76.72,76.72,0.0,0.0
2018-07-29,77.76,77.76,77.76,0.0,0.0,78.37,78.37,78.37,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.79,77.79,77.79,0.0,0.0
2018-08-05,78.19,78.19,78.19,0.0,0.0,79.24,79.24,79.24,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.51,78.51,78.51,0.0,0.0
2018-08-12,77.68,77.68,77.68,0.0,0.0,79.5,79.5,79.5,0.0,0.0,77.57,77.57,77.57,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2018-08-19,79.57,79.57,79.57,0.0,0.0,79.94,79.94,79.94,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2018-08-26,76.81,76.81,76.81,0.0,0.0,78.33,78.33,78.33,0.0,0.0,76.78,76.78,76.78,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2018-09-02,75.35,75.35,75.35,0.0,0.0,76.36,76.36,76.36,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2018-09-09,80.37,80.37,80.37,0.0,0.0,80.89,80.89,80.89,0.0,0.0,79.56,79.56,79.56,0.0,0.0,80.83,80.83,80.83,0.0,0.0
2018-09-16,80.37,80.37,80.37,0.0,0.0,80.89,80.89,80.89,0.0,0.0,80.08,80.08,80.08,0.0,0.0,80.21,80.21,80.21,0.0,0.0
2018-09-23,79.6,79.6,79.6,0.0,0.0,80.41,80.41,80.41,0.0,0.0,79.6,79.6,79.6,0.0,0.0,80.23,80.23,80.23,0.0,0.0
2018-09-30,79.14,79.14,79.14,0.0,0.0,79.88,79.88,79.88,0.0,0.0,76.35,76.35,76.35,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2018-10-07,72.03,72.03,72.03,0.0,0.0,72.25,72.25,72.25,0.0,0.0,68.14,68.14,68.14,0.0,0.0,71.26,71.26,71.26,0.0,0.0
2018-10-14,70.44,70.44,70.44,0.0,0.0,71.14,71.14,71.14,0.0,0.0,69.2,69.2,69.2,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2018-10-21,64.79,64.79,64.79,0.0,0.0,66.13,66.13,66.13,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2018-10-28,67.41,67.41,67.41,0.0,0.0,68.27,68.27,68.27,0.0,0.0,65.56,65.56,65.56,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2018-11-04,71.53,71.53,71.53,0.0,0.0,71.6,71.6,71.6,0.0,0.0,70.01,70.01,70.01,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2018-11-11,65.88,65.88,65.88,0.0,0.0,68.1,68.1,68.1,0.0,0.0,65.88,65.88,65.88,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2018-11-18,63.51,63.51,63.51,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2018-11-25,66.84,66.84,66.84,0.0,0.0,68.38,68.38,68.38,0.0,0.0,66.8,66.8,66.8,0.0,0.0,67.99,67.99,67.99,0.0,0.0
2018-12-02,66.13,66.13,66.13,0.0,0.0,66.8,66.8,66.8,0.0,0.0,63.03,63.03,63.03,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2018-12-09,63.1,63.1,63.1,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2018-12-16,59.86,59.86,59.86,0.0,0.0,61.14,61.14,61.14,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2018-12-23,59.57,59.57,59.57,0.0,0.0,60.11,60.11,60.11,0.0,0.0,58.56,58.56,58.56,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2018-12-30,60.35,60.35,60.35,0.0,0.0,61.62,61.62,61.62,0.0,0.0,60.0,60.0,60.0,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2019-01-06,63.0,63.0,63.0,0.0,0.0,64.17,64.17,64.17,0.0,0.0,62.67,62.67,62.67,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2019-01-13,66.47,66.47,66.47,0.0,0.0,67.08,67.08,67.08,0.0,0.0,65.87,65.87,65.87,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-01-20,66.86,66.86,66.86,0.0,0.0,67.22,67.22,67.22,0.0,0.0,66.45,66.45,66.45,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2019-01-27,68.69,68.69,68.69,0.0,0.0,69.32,69.32,69.32,0.0,0.0,68.29,68.29,68.29,0.0,0.0,69.07,69.07,69.07,0.0,0.0
2019-02-03,69.89,69.89,69.89,0.0,0.0,71.03,71.03,71.03,0.0,0.0,69.19,69.19,69.19,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2019-02-10,71.45,71.45,71.45,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.24,71.24,71.24,0.0,0.0,72.01,72.01,72.01,0.0,0.0
2019-02-17,73.64,73.64,73.64,0.0,0.0,74.5,74.5,74.5,0.0,0.0,73.58,73.58,73.58,0.0,0.0,74.49,74.49,74.49,0.0,0.0
2019-02-24,75.4,75.4,75.4,0.0,0.0,76.37,76.37,76.37,0.0,0.0,75.07,75.07,75.07,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2019-03-03,70.88,70.88,70.88,0.0,0.0,71.75,71.75,71.75,0.0,0.0,70.5,70.5,70.5,0.0,0.0,71.68,71.68,71.68,0.0,0.0
2019-03-10,75.45,75.45,75.45,0.0,0.0,76.49,76.49,76.49,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.98,75.98,75.98,0.0,0.0
2019-03-17,74.91,74.91,74.91,0.0,0.0,75.45,75.45,75.45,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2019-03-24,73.23,73.23,73.23,0.0,0.0,74.28,74.28,74.28,0.0,0.0,72.92,72.92,72.92,0.0,0.0,74.24,74.24,74.24,0.0,0.0
2019-03-31,75.49,75.49,75.49,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.27,75.27,75.27,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2019-04-07,76.5,76.5,76.5,0.0,0.0,76.84,76.84,76.84,0.0,0.0,75.71,75.71,75.71,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2019-04-14,75.96,75.96,75.96,0.0,0.0,76.06,76.06,76.06,0.0,0.0,75.22,75.22,75.22,0.0,0.0,76.04,76.04,76.04,0.0,0.0
2019-04-21,75.52,75.52,75.52,0.0,0.0,76.34,76.34,76.34,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.9,75.9,75.9,0.0,0.0
2019-04-28,74.8,74.8,74.8,0.0,0.0,75.78,75.78,75.78,0.0,0.0,74.8,74.8,74.8,0.0,0.0,75.75,75.75,75.75,0.0,0.0
2019-05-05,71.17,71.17,71.17,0.0,0.0,73.73,73.73,73.73,0.0,0.0,70.2,70.2,70.2,0.0,0.0,73.43,73.43,73.43,0.0,0.0
2019-05-12,71.99,71.99,71.99,0.0,0.0,73.74,73.74,73.74,0.0,0.0,71.99,71.99,71.99,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2019-05-19,72.23,72.23,72.23,0.0,0.0,72.81,72.81,72.81,0.0,0.0,71.24,71.24,71.24,0.0,0.0,71.26,71.26,71.26,0.0,0.0
2019-05-26,70.0,70.0,70.0,0.0,0.0,70.11,70.11,70.11,0.0,0.0,69.35,69.35,69.35,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2019-06-02,72.73,72.73,72.73,0.0,0.0,73.2,73.2,73.2,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2019-06-09,72.29,72.29,72.29,0.0,0.0,72.87,72.87,72.87,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2019-06-16,74.17,74.17,74.17,0.0,0.0,74.22,74.22,74.22,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.71,72.71,72.71,0.0,0.0
2019-06-23,72.74,72.74,72.74,0.0,0.0,73.5,73.5,73.5,0.0,0.0,72.74,72.74,72.74,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2019-06-30,75.51,75.51,75.51,0.0,0.0,76.7,76.7,76.7,0.0,0.0,74.86,74.86,74.86,0.0,0.0,76.7,76.7,76.7,0.0,0.0
2019-07-07,76.4,76.4,76.4,0.0,0.0,76.65,76.65,76.65,0.0,0.0,76.04,76.04,76.04,0.0,0.0,76.35,76.35,76.35,0.0,0.0
2019-07-14,75.18,75.18,75.18,0.0,0.0,75.18,75.18,75.18,0.0,0.0,74.35,74.35,74.35,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2019-07-21,75.92,75.92,75.92,0.0,0.0,77.2,77.2,77.2,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.48,76.48,76.48,0.0,0.0
2019-07-28,72.06,72.06,72.06,0.0,0.0,72.68,72.68,72.68,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.85,71.85,71.85,0.0,0.0
2019-08-04,71.64,71.64,71.64,0.0,0.0,71.73,71.73,71.73,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2019-08-11,67.0,67.0,67.0,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2019-08-18,68.35,68.35,68.35,0.0,0.0,69.03,69.03,69.03,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2019-08-25,67.49,67.49,67.49,0.0,0.0,67.53,67.53,67.53,0.0,0.0,65.62,65.62,65.62,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2019-09-01,67.96,67.96,67.96,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.53,67.53,67.53,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2019-09-08,69.48,69.48,69.48,0.0,0.0,69.53,69.53,69.53,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2019-09-15,68.52,68.52,68.52,0.0,0.0,68.72,68.72,68.72,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2019-09-22,66.34,66.34,66.34,0.0,0.0,66.34,66.34,66.34,0.0,0.0,64.64,64.64,64.64,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-09-29,63.69,63.69,63.69,0.0,0.0,65.01,65.01,65.01,0.0,0.0,63.69,63.69,63.69,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-10-06,65.21,65.21,65.21,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2019-10-13,67.36,67.36,67.36,0.0,0.0,67.63,67.63,67.63,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2019-10-20,67.59,67.59,67.59,0.0,0.0,68.53,68.53,68.53,0.0,0.0,67.59,67.59,67.59,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2019-10-27,68.69,68.69,68.69,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.08,69.08,69.08,0.0,0.0
2019-11-03,68.32,68.32,68.32,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-11-10,69.48,69.48,69.48,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.48,69.48,69.48,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2019-11-17,68.53,68.53,68.53,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.37,68.37,68.37,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2019-11-24,69.9,69.9,69.9,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.85,69.85,69.85,0.0,0.0
2019-12-01,69.48,69.48,69.48,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.83,69.83,69.83,0.0,0.0
2019-12-08,71.0,71.0,71.0,0.0,0.0,72.19,72.19,72.19,0.0,0.0,70.39,70.39,70.39,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2019-12-15,72.91,72.91,72.91,0.0,0.0,73.82,73.82,73.82,0.0,0.0,72.91,72.91,72.91,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2019-12-22,72.7,72.7,72.7,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.23,72.23,72.23,0.0,0.0
2019-12-29,72.0,72.0,72.0,0.0,0.0,73.34,73.34,73.34,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.64,72.64,72.64,0.0,0.0
