Date,Victory CEMP International High Dividend Volatilit_etf_Open_average,Victory CEMP International High Dividend Volatilit_etf_Open_max,Victory CEMP International High Dividend Volatilit_etf_Open_min,Victory CEMP International High Dividend Volatilit_etf_Open_volatility,Victory CEMP International High Dividend Volatilit_etf_Open_change,Victory CEMP International High Dividend Volatilit_etf_High_average,Victory CEMP International High Dividend Volatilit_etf_High_max,Victory CEMP International High Dividend Volatilit_etf_High_min,Victory CEMP International High Dividend Volatilit_etf_High_volatility,Victory CEMP International High Dividend Volatilit_etf_High_change,Victory CEMP International High Dividend Volatilit_etf_Low_average,Victory CEMP International High Dividend Volatilit_etf_Low_max,Victory CEMP International High Dividend Volatilit_etf_Low_min,Victory CEMP International High Dividend Volatilit_etf_Low_volatility,Victory CEMP International High Dividend Volatilit_etf_Low_change,Victory CEMP International High Dividend Volatilit_etf_Close_average,Victory CEMP International High Dividend Volatilit_etf_Close_max,Victory CEMP International High Dividend Volatilit_etf_Close_min,Victory CEMP International High Dividend Volatilit_etf_Close_volatility,Victory CEMP International High Dividend Volatilit_etf_Close_change
2018-05-27,34.7,34.7,34.7,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-06-03,34.84,34.84,34.84,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-06-10,34.32,34.32,34.32,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-06-17,34.21,34.21,34.21,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-06-24,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-07-01,34.69,34.69,34.69,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2018-07-08,34.5,34.5,34.5,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-07-15,34.07,34.07,34.07,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-07-22,34.5,34.5,34.5,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-07-29,34.35,34.35,34.35,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2018-08-05,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-08-12,33.46,33.46,33.46,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-08-19,33.93,33.93,33.93,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-08-26,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2018-09-02,32.85,32.85,32.85,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-09-09,33.14,33.14,33.14,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-09-16,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-09-23,33.44,33.44,33.44,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-09-30,32.67,32.67,32.67,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2018-10-07,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-10-14,31.53,31.53,31.53,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-10-21,30.69,30.69,30.69,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-10-28,31.57,31.57,31.57,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-11-04,31.73,31.73,31.73,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.73,31.73,31.73,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-11-11,31.23,31.23,31.23,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-11-18,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-11-25,31.3,31.3,31.3,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-12-02,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-12-09,30.72,30.72,30.72,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-12-16,29.61,29.61,29.61,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-12-23,29.95,29.95,29.95,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2018-12-30,30.18,30.18,30.18,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-01-06,31.04,31.04,31.04,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-01-13,31.58,31.58,31.58,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-01-20,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-01-27,31.76,31.76,31.76,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-02-03,31.45,31.45,31.45,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-02-10,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-02-17,32.26,32.26,32.26,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-02-24,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-03-03,31.94,31.94,31.94,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-03-10,32.8,32.8,32.8,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-03-17,32.51,32.51,32.51,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-03-24,32.7,32.7,32.7,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-03-31,33.26,33.26,33.26,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-04-07,33.64,33.64,33.64,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-04-14,33.38,33.38,33.38,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-04-21,32.88,32.88,32.88,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-04-28,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-05-05,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-05-12,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-05-19,31.99,31.99,31.99,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-05-26,31.36,31.36,31.36,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-06-02,32.53,32.53,32.53,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-06-09,31.75,31.75,31.75,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-06-16,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-06-23,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-06-30,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-07-07,32.66,32.66,32.66,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-07-14,32.32,32.32,32.32,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-07-21,32.1,32.1,32.1,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-07-28,31.18,31.18,31.18,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-08-04,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-08-11,29.97,29.97,29.97,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-08-18,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-08-25,30.62,30.62,30.62,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-09-01,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-09-08,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-09-15,32.1,32.1,32.1,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-09-22,31.69,31.69,31.69,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-09-29,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-10-06,30.88,30.88,30.88,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-10-13,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-10-20,32.56,32.56,32.56,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2019-10-27,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-11-03,33.03,33.03,33.03,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-11-10,32.84,32.84,32.84,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-11-17,32.59,32.59,32.59,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-11-24,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-12-01,33.02,33.02,33.02,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2019-12-08,33.95,33.95,33.95,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-12-15,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-12-22,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-12-29,33.98,33.98,33.98,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.89,33.89,33.89,0.0,0.0
