Date,iShares New York AMT-Free Muni Bond_Open_average,iShares New York AMT-Free Muni Bond_Open_max,iShares New York AMT-Free Muni Bond_Open_min,iShares New York AMT-Free Muni Bond_Open_volatility,iShares New York AMT-Free Muni Bond_Open_change,iShares New York AMT-Free Muni Bond_High_average,iShares New York AMT-Free Muni Bond_High_max,iShares New York AMT-Free Muni Bond_High_min,iShares New York AMT-Free Muni Bond_High_volatility,iShares New York AMT-Free Muni Bond_High_change,iShares New York AMT-Free Muni Bond_Low_average,iShares New York AMT-Free Muni Bond_Low_max,iShares New York AMT-Free Muni Bond_Low_min,iShares New York AMT-Free Muni Bond_Low_volatility,iShares New York AMT-Free Muni Bond_Low_change,iShares New York AMT-Free Muni Bond_Close_average,iShares New York AMT-Free Muni Bond_Close_max,iShares New York AMT-Free Muni Bond_Close_min,iShares New York AMT-Free Muni Bond_Close_volatility,iShares New York AMT-Free Muni Bond_Close_change
2018-09-23,54.12,54.12,54.12,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2018-09-30,53.89,53.89,53.89,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2018-10-07,53.69,53.69,53.69,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-10-14,53.83,53.83,53.83,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2018-10-21,53.86,53.86,53.86,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2018-10-28,53.53,53.53,53.53,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2018-11-04,53.65,53.65,53.65,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2018-11-11,53.8,53.8,53.8,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2018-11-18,54.0,54.0,54.0,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2018-11-25,54.01,54.01,54.01,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2018-12-02,54.48,54.48,54.48,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2018-12-09,54.45,54.45,54.45,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2018-12-16,54.65,54.65,54.65,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2018-12-23,54.68,54.68,54.68,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2018-12-30,54.94,54.94,54.94,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-01-06,54.84,54.84,54.84,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-01-13,54.9,54.9,54.9,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2019-01-20,54.85,54.85,54.85,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2019-01-27,54.92,54.92,54.92,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-02-03,55.1,55.1,55.1,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-02-10,55.05,55.05,55.05,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-02-17,55.05,55.05,55.05,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-02-24,55.08,55.08,55.08,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-03-03,55.37,55.37,55.37,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-03-10,55.47,55.47,55.47,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-03-17,55.66,55.66,55.66,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-03-24,55.75,55.75,55.75,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-03-31,55.76,55.76,55.76,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-04-07,55.8,55.8,55.8,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2019-04-14,55.8,55.8,55.8,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2019-04-21,56.05,56.05,56.05,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-04-28,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2019-05-05,56.41,56.41,56.41,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-05-12,56.5,56.5,56.5,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-05-19,56.54,56.54,56.54,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2019-05-26,56.64,56.64,56.64,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-06-02,56.71,56.71,56.71,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-06-09,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-06-16,56.69,56.69,56.69,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-06-23,56.67,56.67,56.67,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-06-30,56.75,56.75,56.75,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-07-07,56.87,56.87,56.87,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-07-14,57.03,57.03,57.03,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2019-07-21,57.1,57.1,57.1,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-07-28,57.32,57.32,57.32,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-08-04,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2019-08-11,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2019-08-18,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2019-08-25,57.82,57.82,57.82,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-09-01,57.52,57.52,57.52,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-09-08,56.9,56.9,56.9,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-09-15,57.2,57.2,57.2,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-09-22,57.27,57.27,57.27,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2019-09-29,57.4,57.4,57.4,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-10-06,57.23,57.23,57.23,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2019-10-13,57.1,57.1,57.1,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-10-20,56.94,56.94,56.94,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-10-27,56.91,56.91,56.91,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-11-03,56.75,56.75,56.75,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-11-10,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2019-11-17,57.1,57.1,57.1,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-11-24,57.05,57.05,57.05,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2019-12-01,57.09,57.09,57.09,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-12-08,57.05,57.05,57.05,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-12-15,57.03,57.03,57.03,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-12-22,56.97,56.97,56.97,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-12-29,57.18,57.18,57.18,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.23,57.23,57.23,0.0,0.0
