Date,US Market Rotation Strategy_Open_average,US Market Rotation Strategy_Open_max,US Market Rotation Strategy_Open_min,US Market Rotation Strategy_Open_volatility,US Market Rotation Strategy_Open_change,US Market Rotation Strategy_High_average,US Market Rotation Strategy_High_max,US Market Rotation Strategy_High_min,US Market Rotation Strategy_High_volatility,US Market Rotation Strategy_High_change,US Market Rotation Strategy_Low_average,US Market Rotation Strategy_Low_max,US Market Rotation Strategy_Low_min,US Market Rotation Strategy_Low_volatility,US Market Rotation Strategy_Low_change,US Market Rotation Strategy_Close_average,US Market Rotation Strategy_Close_max,US Market Rotation Strategy_Close_min,US Market Rotation Strategy_Close_volatility,US Market Rotation Strategy_Close_change
2019-07-14,35.32,35.32,35.32,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-07-21,35.5,35.5,35.5,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2019-07-28,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.84,33.84,33.84,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-08-04,34.63,34.63,34.63,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-08-11,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-08-18,34.4,34.4,34.4,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-08-25,34.21,34.21,34.21,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-09-01,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-09-08,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-09-15,33.64,33.64,33.64,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-09-22,33.54,33.54,33.54,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-09-29,33.23,33.23,33.23,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-10-06,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-10-13,33.26,33.26,33.26,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-10-20,33.34,33.34,33.34,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-10-27,33.58,33.58,33.58,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-11-03,33.74,33.74,33.74,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-11-10,34.02,34.02,34.02,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-11-17,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-11-24,34.09,34.09,34.09,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-12-01,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-12-08,34.64,34.64,34.64,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-12-15,34.76,34.76,34.76,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-12-22,33.61,33.61,33.61,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2019-12-29,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0
