Date,PowerShares S&P International Developed High Divid_Open_average,PowerShares S&P International Developed High Divid_Open_max,PowerShares S&P International Developed High Divid_Open_min,PowerShares S&P International Developed High Divid_Open_volatility,PowerShares S&P International Developed High Divid_Open_change,PowerShares S&P International Developed High Divid_High_average,PowerShares S&P International Developed High Divid_High_max,PowerShares S&P International Developed High Divid_High_min,PowerShares S&P International Developed High Divid_High_volatility,PowerShares S&P International Developed High Divid_High_change,PowerShares S&P International Developed High Divid_Low_average,PowerShares S&P International Developed High Divid_Low_max,PowerShares S&P International Developed High Divid_Low_min,PowerShares S&P International Developed High Divid_Low_volatility,PowerShares S&P International Developed High Divid_Low_change,PowerShares S&P International Developed High Divid_Close_average,PowerShares S&P International Developed High Divid_Close_max,PowerShares S&P International Developed High Divid_Close_min,PowerShares S&P International Developed High Divid_Close_volatility,PowerShares S&P International Developed High Divid_Close_change
2018-10-07,26.61,26.61,26.61,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-10-14,26.35,26.35,26.35,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-10-21,26.64,26.64,26.64,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.11,26.11,26.11,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-10-28,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-11-04,26.61,26.61,26.61,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-11-11,26.98,26.98,26.98,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-11-18,26.72,26.72,26.72,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-11-25,26.63,26.63,26.63,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.63,26.63,26.63,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-12-02,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-12-09,26.08,26.08,26.08,0.0,0.0,26.37,26.37,26.37,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-12-16,25.39,25.39,25.39,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-12-23,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-12-30,25.82,25.82,25.82,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.79,25.79,25.79,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-01-06,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-01-13,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-01-20,26.74,26.74,26.74,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-01-27,27.2,27.2,27.2,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-02-03,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-02-10,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-02-17,27.66,27.66,27.66,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-02-24,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-03-03,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-03-10,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-03-17,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-03-24,27.71,27.71,27.71,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-03-31,27.98,27.98,27.98,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-04-07,27.79,27.79,27.79,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-04-14,27.89,27.89,27.89,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-04-21,27.8,27.8,27.8,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-04-28,27.77,27.77,27.77,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-05-05,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2019-05-12,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-05-19,27.83,27.83,27.83,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-05-26,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2019-06-02,28.38,28.38,28.38,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-06-09,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-06-16,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-06-23,28.47,28.47,28.47,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-06-30,28.35,28.35,28.35,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-07-07,28.24,28.24,28.24,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-07-14,28.39,28.39,28.39,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-07-21,28.19,28.19,28.19,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-07-28,27.3,27.3,27.3,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-08-04,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-08-11,27.18,27.18,27.18,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-08-18,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-08-25,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-09-01,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-09-08,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-09-15,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-09-22,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-09-29,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-10-06,27.98,27.98,27.98,0.0,0.0,28.33,28.33,28.33,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-10-13,28.35,28.35,28.35,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-10-20,28.73,28.73,28.73,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-10-27,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-11-03,28.57,28.57,28.57,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-11-10,28.41,28.41,28.41,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-11-17,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-11-24,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-12-01,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2019-12-08,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-12-15,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,27.82,27.82,27.82,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-12-22,28.41,28.41,28.41,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-12-29,28.28,28.28,28.28,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.3,28.3,28.3,0.0,0.0
