Date,iShares MSCI EAFE Small-CapEtf_Open_average,iShares MSCI EAFE Small-CapEtf_Open_max,iShares MSCI EAFE Small-CapEtf_Open_min,iShares MSCI EAFE Small-CapEtf_Open_volatility,iShares MSCI EAFE Small-CapEtf_Open_change,iShares MSCI EAFE Small-CapEtf_High_average,iShares MSCI EAFE Small-CapEtf_High_max,iShares MSCI EAFE Small-CapEtf_High_min,iShares MSCI EAFE Small-CapEtf_High_volatility,iShares MSCI EAFE Small-CapEtf_High_change,iShares MSCI EAFE Small-CapEtf_Low_average,iShares MSCI EAFE Small-CapEtf_Low_max,iShares MSCI EAFE Small-CapEtf_Low_min,iShares MSCI EAFE Small-CapEtf_Low_volatility,iShares MSCI EAFE Small-CapEtf_Low_change,iShares MSCI EAFE Small-CapEtf_Close_average,iShares MSCI EAFE Small-CapEtf_Close_max,iShares MSCI EAFE Small-CapEtf_Close_min,iShares MSCI EAFE Small-CapEtf_Close_volatility,iShares MSCI EAFE Small-CapEtf_Close_change
2019-05-12,57.2,57.2,57.2,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2019-05-19,56.92,56.92,56.92,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2019-05-26,55.74,55.74,55.74,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2019-06-02,57.16,57.16,57.16,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-06-09,57.14,57.14,57.14,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-06-16,57.06,57.06,57.06,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2019-06-23,57.26,57.26,57.26,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2019-06-30,58.01,58.01,58.01,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.72,57.72,57.72,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2019-07-07,57.61,57.61,57.61,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-07-14,57.44,57.44,57.44,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2019-07-21,57.58,57.58,57.58,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2019-07-28,56.14,56.14,56.14,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2019-08-04,55.54,55.54,55.54,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-08-11,54.08,54.08,54.08,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-08-18,55.05,55.05,55.05,0.0,0.0,55.43,55.43,55.43,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2019-08-25,55.64,55.64,55.64,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2019-09-01,56.45,56.45,56.45,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-09-08,57.63,57.63,57.63,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2019-09-15,57.63,57.63,57.63,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2019-09-22,57.09,57.09,57.09,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2019-09-29,56.39,56.39,56.39,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-10-06,57.78,57.78,57.78,0.0,0.0,58.22,58.22,58.22,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2019-10-13,58.74,58.74,58.74,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-10-20,59.04,59.04,59.04,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-10-27,59.99,59.99,59.99,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2019-11-03,60.25,60.25,60.25,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-11-10,60.51,60.51,60.51,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2019-11-17,60.6,60.6,60.6,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2019-11-24,61.07,61.07,61.07,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2019-12-01,62.0,62.0,62.0,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2019-12-08,62.52,62.52,62.52,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-12-15,61.68,61.68,61.68,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2019-12-22,62.33,62.33,62.33,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2019-12-29,62.05,62.05,62.05,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.05,62.05,62.05,0.0,0.0
