Date,PowerShares International BuyBack Achievers_etf_Open_average,PowerShares International BuyBack Achievers_etf_Open_max,PowerShares International BuyBack Achievers_etf_Open_min,PowerShares International BuyBack Achievers_etf_Open_volatility,PowerShares International BuyBack Achievers_etf_Open_change,PowerShares International BuyBack Achievers_etf_High_average,PowerShares International BuyBack Achievers_etf_High_max,PowerShares International BuyBack Achievers_etf_High_min,PowerShares International BuyBack Achievers_etf_High_volatility,PowerShares International BuyBack Achievers_etf_High_change,PowerShares International BuyBack Achievers_etf_Low_average,PowerShares International BuyBack Achievers_etf_Low_max,PowerShares International BuyBack Achievers_etf_Low_min,PowerShares International BuyBack Achievers_etf_Low_volatility,PowerShares International BuyBack Achievers_etf_Low_change,PowerShares International BuyBack Achievers_etf_Close_average,PowerShares International BuyBack Achievers_etf_Close_max,PowerShares International BuyBack Achievers_etf_Close_min,PowerShares International BuyBack Achievers_etf_Close_volatility,PowerShares International BuyBack Achievers_etf_Close_change
2018-05-20,38.09,38.09,38.09,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2018-05-27,38.05,38.05,38.05,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-06-03,38.22,38.22,38.22,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-06-10,38.06,38.06,38.06,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2018-06-17,37.3,37.3,37.3,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-06-24,35.95,35.95,35.95,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-07-01,35.77,35.77,35.77,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2018-07-08,36.32,36.32,36.32,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-07-15,36.48,36.48,36.48,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-07-22,36.53,36.53,36.53,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2018-07-29,35.71,35.71,35.71,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-08-05,35.36,35.36,35.36,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2018-08-12,34.6,34.6,34.6,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-08-19,34.64,34.64,34.64,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-08-26,34.97,34.97,34.97,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-09-02,33.75,33.75,33.75,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-09-09,34.11,34.11,34.11,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2018-09-16,34.57,34.57,34.57,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-09-23,34.28,34.28,34.28,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-09-30,33.3,33.3,33.3,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2018-10-07,31.89,31.89,31.89,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-10-14,31.82,31.82,31.82,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-10-21,30.28,30.28,30.28,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-10-28,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-11-04,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-11-11,31.16,31.16,31.16,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-11-18,30.77,30.77,30.77,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-11-25,31.29,31.29,31.29,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-12-02,30.79,30.79,30.79,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-12-09,29.91,29.91,29.91,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2018-12-16,28.96,28.96,28.96,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-12-23,28.88,28.88,28.88,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-12-30,29.1,29.1,29.1,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-01-06,30.29,30.29,30.29,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-01-13,30.86,30.86,30.86,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-01-20,30.88,30.88,30.88,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-01-27,31.28,31.28,31.28,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2019-02-03,30.62,30.62,30.62,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-02-10,31.02,31.02,31.02,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2019-02-17,31.39,31.39,31.39,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-02-24,31.76,31.76,31.76,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-03-03,31.01,31.01,31.01,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-03-10,31.6,31.6,31.6,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-03-17,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-03-24,31.72,31.72,31.72,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2019-03-31,32.45,32.45,32.45,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-04-07,32.52,32.52,32.52,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-04-14,32.87,32.87,32.87,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-04-21,32.7,32.7,32.7,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-04-28,32.82,32.82,32.82,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-05-05,31.66,31.66,31.66,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-05-12,30.71,30.71,30.71,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-05-19,30.95,30.95,30.95,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-05-26,30.39,30.39,30.39,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-06-02,31.25,31.25,31.25,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-06-09,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-06-16,31.96,31.96,31.96,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-06-23,31.88,31.88,31.88,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-06-30,31.77,31.77,31.77,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-07-07,31.73,31.73,31.73,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-07-14,31.53,31.53,31.53,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-07-21,31.43,31.43,31.43,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-07-28,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-08-04,29.72,29.72,29.72,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-08-11,28.94,28.94,28.94,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-08-18,29.59,29.59,29.59,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-08-25,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-09-01,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-09-08,31.8,31.8,31.8,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-09-15,31.61,31.61,31.61,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-09-22,31.0,31.0,31.0,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-09-29,30.68,30.68,30.68,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-10-06,31.33,31.33,31.33,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-10-13,31.4,31.4,31.4,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-10-20,31.81,31.81,31.81,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-10-27,32.35,32.35,32.35,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-11-03,32.93,32.93,32.93,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-11-10,33.1,33.1,33.1,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-11-17,32.7,32.7,32.7,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-11-24,32.99,32.99,32.99,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-12-01,32.91,32.91,32.91,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-12-08,33.39,33.39,33.39,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-12-15,33.9,33.9,33.9,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-12-22,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-12-29,33.62,33.62,33.62,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.72,33.72,33.72,0.0,0.0
