Date,John Hancock Multifactor Small Cap_Open_average,John Hancock Multifactor Small Cap_Open_max,John Hancock Multifactor Small Cap_Open_min,John Hancock Multifactor Small Cap_Open_volatility,John Hancock Multifactor Small Cap_Open_change,John Hancock Multifactor Small Cap_High_average,John Hancock Multifactor Small Cap_High_max,John Hancock Multifactor Small Cap_High_min,John Hancock Multifactor Small Cap_High_volatility,John Hancock Multifactor Small Cap_High_change,John Hancock Multifactor Small Cap_Low_average,John Hancock Multifactor Small Cap_Low_max,John Hancock Multifactor Small Cap_Low_min,John Hancock Multifactor Small Cap_Low_volatility,John Hancock Multifactor Small Cap_Low_change,John Hancock Multifactor Small Cap_Close_average,John Hancock Multifactor Small Cap_Close_max,John Hancock Multifactor Small Cap_Close_min,John Hancock Multifactor Small Cap_Close_volatility,John Hancock Multifactor Small Cap_Close_change
2018-03-25,25.03,25.03,25.03,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-04-01,25.41,25.41,25.41,0.0,0.0,25.63,25.63,25.63,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-04-08,25.89,25.89,25.89,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.87,25.87,25.87,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-04-15,25.9,25.9,25.9,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-04-22,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-04-29,26.16,26.16,26.16,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-05-06,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-13,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-05-20,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-05-27,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-06-03,27.64,27.64,27.64,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-06-10,27.62,27.62,27.62,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-06-17,27.24,27.24,27.24,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-06-24,26.83,26.83,26.83,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2018-07-01,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-07-08,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-07-15,27.39,27.39,27.39,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-07-22,27.36,27.36,27.36,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-07-29,27.72,27.72,27.72,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-08-05,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-08-12,28.02,28.02,28.02,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-08-19,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2018-08-26,28.39,28.39,28.39,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-09-02,28.26,28.26,28.26,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-09-09,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-09-16,28.02,28.02,28.02,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-09-23,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-09-30,27.1,27.1,27.1,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-10-07,25.69,25.69,25.69,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.67,25.67,25.67,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-10-14,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-10-21,24.98,24.98,24.98,0.0,0.0,25.27,25.27,25.27,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2018-10-28,25.68,25.68,25.68,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-11-04,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-11-11,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-11-18,25.43,25.43,25.43,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-11-25,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2018-12-02,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-12-09,23.83,23.83,23.83,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-12-16,21.67,21.67,21.67,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-12-23,22.48,22.48,22.48,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-12-30,23.14,23.14,23.14,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-01-06,24.02,24.02,24.02,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-01-13,24.69,24.69,24.69,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-01-20,24.75,24.75,24.75,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-01-27,25.28,25.28,25.28,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-02-03,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-02-10,26.1,26.1,26.1,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-02-17,26.76,26.76,26.76,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-02-24,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-03-03,25.66,25.66,25.66,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-03-10,26.08,26.08,26.08,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-03-17,25.27,25.27,25.27,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-03-24,26.05,26.05,26.05,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-03-31,26.55,26.55,26.55,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-04-07,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-04-14,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-04-21,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-04-28,26.83,26.83,26.83,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.83,26.83,26.83,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-05-05,26.03,26.03,26.03,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-05-12,25.69,25.69,25.69,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-05-19,25.47,25.47,25.47,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-05-26,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-06-02,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-06-09,25.96,25.96,25.96,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-06-16,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-06-23,26.65,26.65,26.65,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-06-30,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-07-07,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-07-14,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-07-21,26.72,26.72,26.72,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-07-28,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-08-04,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-08-11,25.51,25.51,25.51,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-08-18,24.93,24.93,24.93,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-08-25,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-09-01,25.84,25.84,25.84,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-09-08,26.65,26.65,26.65,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-09-15,26.31,26.31,26.31,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-09-22,26.13,26.13,26.13,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-09-29,25.54,25.54,25.54,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-10-06,25.92,25.92,25.92,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-10-13,26.46,26.46,26.46,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-10-20,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-10-27,27.11,27.11,27.11,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-11-03,27.0,27.0,27.0,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-11-10,27.15,27.15,27.15,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-11-17,27.32,27.32,27.32,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-11-24,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-12-01,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-12-08,27.8,27.8,27.8,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-12-15,28.07,28.07,28.07,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-12-22,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-12-29,27.56,27.56,27.56,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.79,27.79,27.79,0.0,0.0
