Date,RiverFront Dynamic US Flex-Cap_etf_Open_average,RiverFront Dynamic US Flex-Cap_etf_Open_max,RiverFront Dynamic US Flex-Cap_etf_Open_min,RiverFront Dynamic US Flex-Cap_etf_Open_volatility,RiverFront Dynamic US Flex-Cap_etf_Open_change,RiverFront Dynamic US Flex-Cap_etf_High_average,RiverFront Dynamic US Flex-Cap_etf_High_max,RiverFront Dynamic US Flex-Cap_etf_High_min,RiverFront Dynamic US Flex-Cap_etf_High_volatility,RiverFront Dynamic US Flex-Cap_etf_High_change,RiverFront Dynamic US Flex-Cap_etf_Low_average,RiverFront Dynamic US Flex-Cap_etf_Low_max,RiverFront Dynamic US Flex-Cap_etf_Low_min,RiverFront Dynamic US Flex-Cap_etf_Low_volatility,RiverFront Dynamic US Flex-Cap_etf_Low_change,RiverFront Dynamic US Flex-Cap_etf_Close_average,RiverFront Dynamic US Flex-Cap_etf_Close_max,RiverFront Dynamic US Flex-Cap_etf_Close_min,RiverFront Dynamic US Flex-Cap_etf_Close_volatility,RiverFront Dynamic US Flex-Cap_etf_Close_change
2018-09-23,35.99,35.99,35.99,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-09-30,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-10-07,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-10-14,34.02,34.02,34.02,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-10-21,32.22,32.22,32.22,0.0,0.0,32.58,32.58,32.58,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2018-10-28,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-11-04,33.79,33.79,33.79,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-11-11,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-11-18,31.54,31.54,31.54,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-11-25,32.57,32.57,32.57,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-12-02,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-12-09,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2018-12-16,28.64,28.64,28.64,0.0,0.0,28.88,28.88,28.88,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-12-23,29.08,29.08,29.08,0.0,0.0,29.43,29.43,29.43,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-12-30,29.57,29.57,29.57,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-01-06,30.64,30.64,30.64,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-01-13,31.36,31.36,31.36,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-01-20,31.43,31.43,31.43,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-01-27,32.04,32.04,32.04,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-02-03,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-02-10,32.81,32.81,32.81,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-02-17,32.92,32.92,32.92,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-02-24,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-03-03,32.12,32.12,32.12,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-03-10,32.95,32.95,32.95,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-03-17,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-03-24,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-03-31,33.69,33.69,33.69,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-04-07,33.87,33.87,33.87,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-04-14,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-04-21,33.95,33.95,33.95,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-04-28,33.81,33.81,33.81,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-05-05,32.7,32.7,32.7,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.7,32.7,32.7,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-05-12,32.76,32.76,32.76,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-05-19,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-05-26,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-06-02,32.16,32.16,32.16,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-06-09,32.41,32.41,32.41,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-06-16,33.14,33.14,33.14,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-06-23,33.23,33.23,33.23,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2019-06-30,33.56,33.56,33.56,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-07-07,33.95,33.95,33.95,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-07-14,33.65,33.65,33.65,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-07-21,33.87,33.87,33.87,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-07-28,32.94,32.94,32.94,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-08-04,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-08-11,31.51,31.51,31.51,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-08-18,31.87,31.87,31.87,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-08-25,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-09-01,32.86,32.86,32.86,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-09-08,33.57,33.57,33.57,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-09-15,33.39,33.39,33.39,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-09-22,33.07,33.07,33.07,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-09-29,32.34,32.34,32.34,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2019-10-06,33.06,33.06,33.06,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-10-13,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-10-20,33.46,33.46,33.46,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-10-27,33.93,33.93,33.93,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-11-03,34.29,34.29,34.29,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-11-10,34.4,34.4,34.4,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-11-17,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-11-24,34.76,34.76,34.76,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-12-01,34.77,34.77,34.77,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-12-08,35.07,35.07,35.07,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-12-15,35.67,35.67,35.67,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2019-12-22,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-12-29,35.78,35.78,35.78,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.82,35.82,35.82,0.0,0.0
