Date,WCMBNY Mellon Focused Growth ADR_Open_average,WCMBNY Mellon Focused Growth ADR_Open_max,WCMBNY Mellon Focused Growth ADR_Open_min,WCMBNY Mellon Focused Growth ADR_Open_volatility,WCMBNY Mellon Focused Growth ADR_Open_change,WCMBNY Mellon Focused Growth ADR_High_average,WCMBNY Mellon Focused Growth ADR_High_max,WCMBNY Mellon Focused Growth ADR_High_min,WCMBNY Mellon Focused Growth ADR_High_volatility,WCMBNY Mellon Focused Growth ADR_High_change,WCMBNY Mellon Focused Growth ADR_Low_average,WCMBNY Mellon Focused Growth ADR_Low_max,WCMBNY Mellon Focused Growth ADR_Low_min,WCMBNY Mellon Focused Growth ADR_Low_volatility,WCMBNY Mellon Focused Growth ADR_Low_change,WCMBNY Mellon Focused Growth ADR_Close_average,WCMBNY Mellon Focused Growth ADR_Close_max,WCMBNY Mellon Focused Growth ADR_Close_min,WCMBNY Mellon Focused Growth ADR_Close_volatility,WCMBNY Mellon Focused Growth ADR_Close_change
2018-04-08,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2018-04-15,59.48,59.48,59.48,0.0,0.0,59.48,59.48,59.48,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2018-04-22,58.42,58.42,58.42,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2018-04-29,57.46,57.46,57.46,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2018-05-06,58.63,58.63,58.63,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2018-05-13,59.58,59.58,59.58,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2018-05-20,58.71,58.71,58.71,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2018-05-27,58.5,58.5,58.5,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2018-06-03,59.78,59.78,59.78,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2018-06-10,57.08,57.08,57.08,0.0,0.0,57.25,57.25,57.25,0.0,0.0,54.95,54.95,54.95,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-06-17,55.21,55.21,55.21,0.0,0.0,55.46,55.46,55.46,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-06-24,52.57,52.57,52.57,0.0,0.0,52.61,52.61,52.61,0.0,0.0,47.31,47.31,47.31,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2018-07-01,54.0,54.0,54.0,0.0,0.0,54.36,54.36,54.36,0.0,0.0,53.83,53.83,53.83,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2018-07-08,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-07-15,54.16,54.16,54.16,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2018-07-22,53.75,53.75,53.75,0.0,0.0,53.75,53.75,53.75,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.94,52.94,52.94,0.0,0.0
2018-07-29,52.3,52.3,52.3,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2018-08-05,52.1,52.1,52.1,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2018-08-12,50.92,50.92,50.92,0.0,0.0,51.59,51.59,51.59,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2018-08-19,52.42,52.42,52.42,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-08-26,51.97,51.97,51.97,0.0,0.0,52.36,52.36,52.36,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2018-09-02,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2018-09-09,51.18,51.18,51.18,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2018-09-16,52.06,52.06,52.06,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2018-09-23,53.9,53.9,53.9,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-09-30,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-10-07,48.6,48.6,48.6,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-10-14,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2018-10-21,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0,44.82,44.82,44.82,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-10-28,47.32,47.32,47.32,0.0,0.0,47.51,47.51,47.51,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-11-04,46.39,46.39,46.39,0.0,0.0,46.39,46.39,46.39,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2018-11-11,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2018-11-18,43.75,43.75,43.75,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-11-25,44.25,44.25,44.25,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.14,44.14,44.14,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2018-12-02,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-12-09,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-12-16,38.42,38.42,38.42,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2018-12-23,40.06,40.06,40.06,0.0,0.0,40.5,40.5,40.5,0.0,0.0,39.78,39.78,39.78,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-12-30,41.72,41.72,41.72,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2019-01-06,42.72,42.72,42.72,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-01-13,42.95,42.95,42.95,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-01-20,42.54,42.54,42.54,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.54,42.54,42.54,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-01-27,44.18,44.18,44.18,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-02-03,43.95,43.95,43.95,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-02-10,45.26,45.26,45.26,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-02-17,46.5,46.5,46.5,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-02-24,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-03-03,44.86,44.86,44.86,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.67,44.67,44.67,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-03-10,45.91,45.91,45.91,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-03-17,44.96,44.96,44.96,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-03-24,46.1,46.1,46.1,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-03-31,46.5,46.5,46.5,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2019-04-07,45.97,45.97,45.97,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.77,45.77,45.77,0.0,0.0
2019-04-14,45.23,45.23,45.23,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-04-21,46.18,46.18,46.18,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-04-28,45.58,45.58,45.58,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2019-05-05,44.55,44.55,44.55,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-05-12,44.82,44.82,44.82,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2019-05-19,45.9,45.9,45.9,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.77,45.77,45.77,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2019-05-26,46.31,46.31,46.31,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2019-06-02,48.14,48.14,48.14,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-06-09,47.99,47.99,47.99,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-06-16,49.58,49.58,49.58,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-06-23,50.12,50.12,50.12,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-06-30,50.25,50.25,50.25,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-07-07,51.23,51.23,51.23,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-07-14,51.81,51.81,51.81,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-07-21,51.37,51.37,51.37,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2019-07-28,49.36,49.36,49.36,0.0,0.0,49.48,49.48,49.48,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-08-04,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-08-11,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2019-08-18,48.75,48.75,48.75,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-08-25,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-09-01,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-09-08,48.72,48.72,48.72,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2019-09-15,48.55,48.55,48.55,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2019-09-22,47.61,47.61,47.61,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-09-29,47.83,47.83,47.83,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-10-06,48.18,48.18,48.18,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-10-13,48.5,48.5,48.5,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-10-20,49.37,49.37,49.37,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-10-27,50.93,50.93,50.93,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-11-03,49.52,49.52,49.52,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-11-10,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-11-17,50.19,50.19,50.19,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-11-24,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-12-01,51.54,51.54,51.54,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-12-08,52.9,52.9,52.9,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.82,52.82,52.82,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-12-15,53.69,53.69,53.69,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-12-22,54.54,54.54,54.54,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-12-29,54.36,54.36,54.36,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.57,54.57,54.57,0.0,0.0
