Date,iShares Edge MSCI Min Vol EAFE_etf_Open_average,iShares Edge MSCI Min Vol EAFE_etf_Open_max,iShares Edge MSCI Min Vol EAFE_etf_Open_min,iShares Edge MSCI Min Vol EAFE_etf_Open_volatility,iShares Edge MSCI Min Vol EAFE_etf_Open_change,iShares Edge MSCI Min Vol EAFE_etf_High_average,iShares Edge MSCI Min Vol EAFE_etf_High_max,iShares Edge MSCI Min Vol EAFE_etf_High_min,iShares Edge MSCI Min Vol EAFE_etf_High_volatility,iShares Edge MSCI Min Vol EAFE_etf_High_change,iShares Edge MSCI Min Vol EAFE_etf_Low_average,iShares Edge MSCI Min Vol EAFE_etf_Low_max,iShares Edge MSCI Min Vol EAFE_etf_Low_min,iShares Edge MSCI Min Vol EAFE_etf_Low_volatility,iShares Edge MSCI Min Vol EAFE_etf_Low_change,iShares Edge MSCI Min Vol EAFE_etf_Close_average,iShares Edge MSCI Min Vol EAFE_etf_Close_max,iShares Edge MSCI Min Vol EAFE_etf_Close_min,iShares Edge MSCI Min Vol EAFE_etf_Close_volatility,iShares Edge MSCI Min Vol EAFE_etf_Close_change
2018-04-01,73.68,73.68,73.68,0.0,0.0,73.97,73.97,73.97,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2018-04-08,73.78,73.78,73.78,0.0,0.0,74.13,74.13,74.13,0.0,0.0,73.67,73.67,73.67,0.0,0.0,73.85,73.85,73.85,0.0,0.0
2018-04-15,74.17,74.17,74.17,0.0,0.0,74.32,74.32,74.32,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.04,74.04,74.04,0.0,0.0
2018-04-22,74.25,74.25,74.25,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.34,74.34,74.34,0.0,0.0
2018-04-29,73.38,73.38,73.38,0.0,0.0,74.07,74.07,74.07,0.0,0.0,73.38,73.38,73.38,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2018-05-06,74.52,74.52,74.52,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.35,74.35,74.35,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2018-05-13,73.85,73.85,73.85,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.82,73.82,73.82,0.0,0.0
2018-05-20,73.72,73.72,73.72,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2018-05-27,73.54,73.54,73.54,0.0,0.0,73.56,73.56,73.56,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2018-06-03,73.75,73.75,73.75,0.0,0.0,73.91,73.91,73.91,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.82,73.82,73.82,0.0,0.0
2018-06-10,73.55,73.55,73.55,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.37,73.37,73.37,0.0,0.0,73.57,73.57,73.57,0.0,0.0
2018-06-17,72.05,72.05,72.05,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.85,71.85,71.85,0.0,0.0
2018-06-24,71.19,71.19,71.19,0.0,0.0,71.39,71.39,71.39,0.0,0.0,71.08,71.08,71.08,0.0,0.0,71.14,71.14,71.14,0.0,0.0
2018-07-01,71.69,71.69,71.69,0.0,0.0,71.96,71.96,71.96,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.89,71.89,71.89,0.0,0.0
2018-07-08,71.72,71.72,71.72,0.0,0.0,71.98,71.98,71.98,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2018-07-15,72.18,72.18,72.18,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2018-07-22,73.19,73.19,73.19,0.0,0.0,73.23,73.23,73.23,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2018-07-29,72.18,72.18,72.18,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.01,72.01,72.01,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2018-08-05,71.35,71.35,71.35,0.0,0.0,71.46,71.46,71.46,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2018-08-12,71.22,71.22,71.22,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.49,71.49,71.49,0.0,0.0
2018-08-19,72.07,72.07,72.07,0.0,0.0,72.22,72.22,72.22,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2018-08-26,72.41,72.41,72.41,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.03,72.03,72.03,0.0,0.0,72.23,72.23,72.23,0.0,0.0
2018-09-02,70.89,70.89,70.89,0.0,0.0,71.08,71.08,71.08,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.87,70.87,70.87,0.0,0.0
2018-09-09,72.06,72.06,72.06,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.97,71.97,71.97,0.0,0.0
2018-09-16,72.89,72.89,72.89,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2018-09-23,72.74,72.74,72.74,0.0,0.0,73.03,73.03,73.03,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2018-09-30,71.02,71.02,71.02,0.0,0.0,71.02,71.02,71.02,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2018-10-07,69.1,69.1,69.1,0.0,0.0,69.13,69.13,69.13,0.0,0.0,68.38,68.38,68.38,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2018-10-14,69.51,69.51,69.51,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2018-10-21,67.3,67.3,67.3,0.0,0.0,67.86,67.86,67.86,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.53,67.53,67.53,0.0,0.0
2018-10-28,68.81,68.81,68.81,0.0,0.0,68.92,68.92,68.92,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2018-11-04,69.14,69.14,69.14,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.93,68.93,68.93,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2018-11-11,68.78,68.78,68.78,0.0,0.0,69.41,69.41,69.41,0.0,0.0,68.76,68.76,68.76,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2018-11-18,68.73,68.73,68.73,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2018-11-25,69.62,69.62,69.62,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.58,69.58,69.58,0.0,0.0
2018-12-02,69.01,69.01,69.01,0.0,0.0,69.12,69.12,69.12,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2018-12-09,68.12,68.12,68.12,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.03,68.03,68.03,0.0,0.0
2018-12-16,65.99,65.99,65.99,0.0,0.0,66.21,66.21,66.21,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2018-12-23,66.76,66.76,66.76,0.0,0.0,66.86,66.86,66.86,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.59,66.59,66.59,0.0,0.0
2018-12-30,67.08,67.08,67.08,0.0,0.0,67.92,67.92,67.92,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2019-01-06,68.67,68.67,68.67,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.68,68.68,68.68,0.0,0.0
2019-01-13,69.1,69.1,69.1,0.0,0.0,69.14,69.14,69.14,0.0,0.0,68.91,68.91,68.91,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2019-01-20,68.93,68.93,68.93,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.96,68.96,68.96,0.0,0.0
2019-01-27,69.79,69.79,69.79,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.69,69.69,69.69,0.0,0.0
2019-02-03,69.17,69.17,69.17,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.12,69.12,69.12,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2019-02-10,70.13,70.13,70.13,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.09,70.09,70.09,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2019-02-17,71.03,71.03,71.03,0.0,0.0,71.17,71.17,71.17,0.0,0.0,70.85,70.85,70.85,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2019-02-24,71.08,71.08,71.08,0.0,0.0,71.11,71.11,71.11,0.0,0.0,70.87,70.87,70.87,0.0,0.0,71.01,71.01,71.01,0.0,0.0
2019-03-03,70.13,70.13,70.13,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.49,70.49,70.49,0.0,0.0
2019-03-10,71.88,71.88,71.88,0.0,0.0,72.06,72.06,72.06,0.0,0.0,71.81,71.81,71.81,0.0,0.0,72.04,72.04,72.04,0.0,0.0
2019-03-17,71.83,71.83,71.83,0.0,0.0,71.92,71.92,71.92,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2019-03-24,72.02,72.02,72.02,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.75,71.75,71.75,0.0,0.0,72.0,72.0,72.0,0.0,0.0
2019-03-31,72.02,72.02,72.02,0.0,0.0,72.15,72.15,72.15,0.0,0.0,71.95,71.95,71.95,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2019-04-07,72.02,72.02,72.02,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.89,71.89,71.89,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2019-04-14,71.92,71.92,71.92,0.0,0.0,71.92,71.92,71.92,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2019-04-21,71.65,71.65,71.65,0.0,0.0,71.83,71.83,71.83,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-04-28,71.97,71.97,71.97,0.0,0.0,72.35,72.35,72.35,0.0,0.0,71.92,71.92,71.92,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2019-05-05,71.07,71.07,71.07,0.0,0.0,71.44,71.44,71.44,0.0,0.0,70.77,70.77,70.77,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2019-05-12,71.38,71.38,71.38,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.37,71.37,71.37,0.0,0.0
2019-05-19,72.03,72.03,72.03,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.88,71.88,71.88,0.0,0.0,72.08,72.08,72.08,0.0,0.0
2019-05-26,70.75,70.75,70.75,0.0,0.0,71.04,71.04,71.04,0.0,0.0,70.64,70.64,70.64,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2019-06-02,73.01,73.01,73.01,0.0,0.0,73.33,73.33,73.33,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.18,73.18,73.18,0.0,0.0
2019-06-09,72.96,72.96,72.96,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2019-06-16,72.55,72.55,72.55,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.39,72.39,72.39,0.0,0.0,72.59,72.59,72.59,0.0,0.0
2019-06-23,72.6,72.6,72.6,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2019-06-30,73.09,73.09,73.09,0.0,0.0,73.3,73.3,73.3,0.0,0.0,72.93,72.93,72.93,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2019-07-07,72.93,72.93,72.93,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.98,72.98,72.98,0.0,0.0
2019-07-14,73.07,73.07,73.07,0.0,0.0,73.13,73.13,73.13,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2019-07-21,72.36,72.36,72.36,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.26,72.26,72.26,0.0,0.0,72.37,72.37,72.37,0.0,0.0
2019-07-28,71.84,71.84,71.84,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.69,71.69,71.69,0.0,0.0
2019-08-04,72.17,72.17,72.17,0.0,0.0,72.29,72.29,72.29,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.9,71.9,71.9,0.0,0.0
2019-08-11,71.18,71.18,71.18,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2019-08-18,71.6,71.6,71.6,0.0,0.0,71.96,71.96,71.96,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2019-08-25,72.09,72.09,72.09,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.92,71.92,71.92,0.0,0.0
2019-09-01,72.75,72.75,72.75,0.0,0.0,72.9,72.9,72.9,0.0,0.0,72.61,72.61,72.61,0.0,0.0,72.78,72.78,72.78,0.0,0.0
2019-09-08,73.18,73.18,73.18,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.06,73.06,73.06,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2019-09-15,73.49,73.49,73.49,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.32,73.32,73.32,0.0,0.0
2019-09-22,73.53,73.53,73.53,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.32,73.32,73.32,0.0,0.0
2019-09-29,72.65,72.65,72.65,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.58,72.58,72.58,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2019-10-06,73.66,73.66,73.66,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2019-10-13,73.89,73.89,73.89,0.0,0.0,74.11,74.11,74.11,0.0,0.0,73.83,73.83,73.83,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2019-10-20,74.39,74.39,74.39,0.0,0.0,74.54,74.54,74.54,0.0,0.0,74.28,74.28,74.28,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-10-27,75.39,75.39,75.39,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.29,75.29,75.29,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2019-11-03,75.0,75.0,75.0,0.0,0.0,75.03,75.03,75.03,0.0,0.0,74.85,74.85,74.85,0.0,0.0,75.02,75.02,75.02,0.0,0.0
2019-11-10,74.77,74.77,74.77,0.0,0.0,74.96,74.96,74.96,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.95,74.95,74.95,0.0,0.0
2019-11-17,75.23,75.23,75.23,0.0,0.0,75.23,75.23,75.23,0.0,0.0,74.93,74.93,74.93,0.0,0.0,75.08,75.08,75.08,0.0,0.0
2019-11-24,75.27,75.27,75.27,0.0,0.0,75.35,75.35,75.35,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.18,75.18,75.18,0.0,0.0
2019-12-01,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2019-12-08,75.4,75.4,75.4,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.16,75.16,75.16,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2019-12-15,74.62,74.62,74.62,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.14,74.14,74.14,0.0,0.0,74.14,74.14,74.14,0.0,0.0
2019-12-22,74.81,74.81,74.81,0.0,0.0,74.84,74.84,74.84,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.76,74.76,74.76,0.0,0.0
2019-12-29,74.31,74.31,74.31,0.0,0.0,74.71,74.71,74.71,0.0,0.0,74.31,74.31,74.31,0.0,0.0,74.41,74.41,74.41,0.0,0.0
