Date,SPDR S&P Capital Markets_Open_average,SPDR S&P Capital Markets_Open_max,SPDR S&P Capital Markets_Open_min,SPDR S&P Capital Markets_Open_volatility,SPDR S&P Capital Markets_Open_change,SPDR S&P Capital Markets_High_average,SPDR S&P Capital Markets_High_max,SPDR S&P Capital Markets_High_min,SPDR S&P Capital Markets_High_volatility,SPDR S&P Capital Markets_High_change,SPDR S&P Capital Markets_Low_average,SPDR S&P Capital Markets_Low_max,SPDR S&P Capital Markets_Low_min,SPDR S&P Capital Markets_Low_volatility,SPDR S&P Capital Markets_Low_change,SPDR S&P Capital Markets_Close_average,SPDR S&P Capital Markets_Close_max,SPDR S&P Capital Markets_Close_min,SPDR S&P Capital Markets_Close_volatility,SPDR S&P Capital Markets_Close_change
2018-04-15,59.31,59.31,59.31,0.0,0.0,59.31,59.31,59.31,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2018-04-22,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2018-04-29,57.65,57.65,57.65,0.0,0.0,59.02,59.02,59.02,0.0,0.0,57.65,57.65,57.65,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2018-05-06,60.66,60.66,60.66,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2018-05-13,61.09,61.09,61.09,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-05-20,60.81,60.81,60.81,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2018-05-27,60.22,60.22,60.22,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2018-06-03,61.53,61.53,61.53,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2018-06-10,60.65,60.65,60.65,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2018-06-17,60.82,60.82,60.82,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2018-06-24,58.17,58.17,58.17,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2018-07-01,57.81,57.81,57.81,0.0,0.0,58.34,58.34,58.34,0.0,0.0,57.81,57.81,57.81,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2018-07-08,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2018-07-15,59.31,59.31,59.31,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2018-07-22,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2018-07-29,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2018-08-05,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2018-08-12,58.06,58.06,58.06,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2018-08-19,58.17,58.17,58.17,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2018-08-26,58.32,58.32,58.32,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2018-09-02,57.72,57.72,57.72,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2018-09-09,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2018-09-16,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2018-09-23,56.45,56.45,56.45,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2018-09-30,56.7,56.7,56.7,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2018-10-07,53.46,53.46,53.46,0.0,0.0,53.46,53.46,53.46,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2018-10-14,52.96,52.96,52.96,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.72,52.72,52.72,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2018-10-21,50.48,50.48,50.48,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2018-10-28,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-11-04,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2018-11-11,52.45,52.45,52.45,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.34,52.34,52.34,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2018-11-18,51.86,51.86,51.86,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2018-11-25,52.97,52.97,52.97,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.74,52.74,52.74,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2018-12-02,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-12-09,49.06,49.06,49.06,0.0,0.0,49.3,49.3,49.3,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-12-16,46.55,46.55,46.55,0.0,0.0,47.12,47.12,47.12,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2018-12-23,47.39,47.39,47.39,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-12-30,47.97,47.97,47.97,0.0,0.0,48.86,48.86,48.86,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-01-06,49.04,49.04,49.04,0.0,0.0,49.6,49.6,49.6,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-01-13,51.99,51.99,51.99,0.0,0.0,52.61,52.61,52.61,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-01-20,52.07,52.07,52.07,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-01-27,52.46,52.46,52.46,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-02-03,51.87,51.87,51.87,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2019-02-10,53.37,53.37,53.37,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-02-17,54.32,54.32,54.32,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-02-24,55.44,55.44,55.44,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2019-03-03,52.5,52.5,52.5,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2019-03-10,54.13,54.13,54.13,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2019-03-17,52.33,52.33,52.33,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.67,51.67,51.67,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2019-03-24,53.37,53.37,53.37,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-03-31,55.36,55.36,55.36,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-04-07,56.13,56.13,56.13,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-04-14,56.71,56.71,56.71,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-04-21,56.98,56.98,56.98,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.86,56.86,56.86,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-04-28,57.18,57.18,57.18,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-05-05,55.89,55.89,55.89,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-05-12,54.83,54.83,54.83,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-05-19,54.16,54.16,54.16,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-05-26,52.79,52.79,52.79,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-06-02,55.3,55.3,55.3,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2019-06-09,55.05,55.05,55.05,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-06-16,55.59,55.59,55.59,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2019-06-23,55.02,55.02,55.02,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-06-30,56.56,56.56,56.56,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-07-07,56.8,56.8,56.8,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.77,56.77,56.77,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2019-07-14,57.23,57.23,57.23,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-07-21,57.5,57.5,57.5,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-07-28,55.29,55.29,55.29,0.0,0.0,55.49,55.49,55.49,0.0,0.0,54.66,54.66,54.66,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2019-08-04,54.18,54.18,54.18,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-08-11,52.42,52.42,52.42,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-08-18,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-08-25,54.08,54.08,54.08,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2019-09-01,55.13,55.13,55.13,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-09-08,57.46,57.46,57.46,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2019-09-15,57.07,57.07,57.07,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2019-09-22,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-09-29,51.76,51.76,51.76,0.0,0.0,52.36,52.36,52.36,0.0,0.0,51.76,51.76,51.76,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-10-06,53.15,53.15,53.15,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-10-13,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2019-10-20,54.57,54.57,54.57,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-10-27,55.71,55.71,55.71,0.0,0.0,56.6,56.6,56.6,0.0,0.0,55.71,55.71,55.71,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-11-03,57.48,57.48,57.48,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-11-10,57.94,57.94,57.94,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-11-17,58.52,58.52,58.52,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-11-24,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2019-12-01,59.71,59.71,59.71,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-12-08,59.83,59.83,59.83,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-12-15,60.07,60.07,60.07,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-12-22,59.31,59.31,59.31,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-12-29,59.12,59.12,59.12,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.3,59.3,59.3,0.0,0.0
