Date,iShares MSCI Turkey_Open_average,iShares MSCI Turkey_Open_max,iShares MSCI Turkey_Open_min,iShares MSCI Turkey_Open_volatility,iShares MSCI Turkey_Open_change,iShares MSCI Turkey_High_average,iShares MSCI Turkey_High_max,iShares MSCI Turkey_High_min,iShares MSCI Turkey_High_volatility,iShares MSCI Turkey_High_change,iShares MSCI Turkey_Low_average,iShares MSCI Turkey_Low_max,iShares MSCI Turkey_Low_min,iShares MSCI Turkey_Low_volatility,iShares MSCI Turkey_Low_change,iShares MSCI Turkey_Close_average,iShares MSCI Turkey_Close_max,iShares MSCI Turkey_Close_min,iShares MSCI Turkey_Close_volatility,iShares MSCI Turkey_Close_change
2018-06-24,29.98,29.98,29.98,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2018-07-01,31.36,31.36,31.36,0.0,0.0,31.53,31.53,31.53,0.0,0.0,29.81,29.81,29.81,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-07-08,26.55,26.55,26.55,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2018-07-15,28.72,28.72,28.72,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2018-07-22,28.01,28.01,28.01,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-07-29,26.04,26.04,26.04,0.0,0.0,26.1,26.1,26.1,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-08-05,19.22,19.22,19.22,0.0,0.0,19.77,19.77,19.77,0.0,0.0,18.88,18.88,18.88,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-08-12,21.13,21.13,21.13,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.65,20.65,20.65,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-08-19,21.31,21.31,21.31,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-08-26,20.23,20.23,20.23,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.73,19.73,19.73,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2018-09-02,20.5,20.5,20.5,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-09-09,21.48,21.48,21.48,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2018-09-16,22.97,22.97,22.97,0.0,0.0,23.79,23.79,23.79,0.0,0.0,22.86,22.86,22.86,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2018-09-23,23.92,23.92,23.92,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-09-30,22.32,22.32,22.32,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-10-07,24.5,24.5,24.5,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-10-14,24.66,24.66,24.66,0.0,0.0,24.7,24.7,24.7,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-10-21,23.88,23.88,23.88,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-10-28,25.44,25.44,25.44,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.44,25.44,25.44,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-11-04,24.3,24.3,24.3,0.0,0.0,24.37,24.37,24.37,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-11-11,25.49,25.49,25.49,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-11-18,25.75,25.75,25.75,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-11-25,26.13,26.13,26.13,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2018-12-02,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2018-12-09,24.24,24.24,24.24,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-12-16,24.78,24.78,24.78,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-12-23,24.71,24.71,24.71,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-12-30,24.18,24.18,24.18,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.85,23.85,23.85,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-01-06,23.99,23.99,23.99,0.0,0.0,24.71,24.71,24.71,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-01-13,26.56,26.56,26.56,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-01-20,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-01-27,28.11,28.11,28.11,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-02-03,28.31,28.31,28.31,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-02-10,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-02-17,28.15,28.15,28.15,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-02-24,27.76,27.76,27.76,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-03-03,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-03-10,27.29,27.29,27.29,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-03-17,25.34,25.34,25.34,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-03-24,24.47,24.47,24.47,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-03-31,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-04-07,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-04-14,23.9,23.9,23.9,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-04-21,23.02,23.02,23.02,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-04-28,22.25,22.25,22.25,0.0,0.0,22.71,22.71,22.71,0.0,0.0,21.56,21.56,21.56,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-05-05,20.71,20.71,20.71,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.6,20.6,20.6,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-05-12,21.01,21.01,21.01,0.0,0.0,21.19,21.19,21.19,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-05-19,20.87,20.87,20.87,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-05-26,22.57,22.57,22.57,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2019-06-02,23.85,23.85,23.85,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-06-09,22.44,22.44,22.44,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-06-16,23.39,23.39,23.39,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-06-23,25.25,25.25,25.25,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-06-30,24.72,24.72,24.72,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-07-07,24.5,24.5,24.5,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-07-14,25.53,25.53,25.53,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-07-21,26.26,26.26,26.26,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-28,25.55,25.55,25.55,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-08-04,25.58,25.58,25.58,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-08-11,24.84,24.84,24.84,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-08-18,24.25,24.25,24.25,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2019-08-25,24.1,24.1,24.1,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-09-01,25.12,25.12,25.12,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-09-08,25.77,25.77,25.77,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-09-15,24.94,24.94,24.94,0.0,0.0,25.33,25.33,25.33,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-09-22,26.85,26.85,26.85,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-09-29,26.18,26.18,26.18,0.0,0.0,26.28,26.28,26.28,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-10-06,23.0,23.0,23.0,0.0,0.0,23.24,23.24,23.24,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2019-10-13,24.13,24.13,24.13,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-10-20,25.21,25.21,25.21,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-10-27,25.2,25.2,25.2,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-11-03,25.68,25.68,25.68,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-11-10,26.73,26.73,26.73,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-11-17,26.46,26.46,26.46,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-11-24,26.84,26.84,26.84,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-12-01,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-12-08,26.82,26.82,26.82,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-12-15,26.54,26.54,26.54,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-12-22,27.17,27.17,27.17,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-12-29,26.89,26.89,26.89,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.73,26.73,26.73,0.0,0.0
