Date,ProShares Ultra Semiconductors_etf_Open_average,ProShares Ultra Semiconductors_etf_Open_max,ProShares Ultra Semiconductors_etf_Open_min,ProShares Ultra Semiconductors_etf_Open_volatility,ProShares Ultra Semiconductors_etf_Open_change,ProShares Ultra Semiconductors_etf_High_average,ProShares Ultra Semiconductors_etf_High_max,ProShares Ultra Semiconductors_etf_High_min,ProShares Ultra Semiconductors_etf_High_volatility,ProShares Ultra Semiconductors_etf_High_change,ProShares Ultra Semiconductors_etf_Low_average,ProShares Ultra Semiconductors_etf_Low_max,ProShares Ultra Semiconductors_etf_Low_min,ProShares Ultra Semiconductors_etf_Low_volatility,ProShares Ultra Semiconductors_etf_Low_change,ProShares Ultra Semiconductors_etf_Close_average,ProShares Ultra Semiconductors_etf_Close_max,ProShares Ultra Semiconductors_etf_Close_min,ProShares Ultra Semiconductors_etf_Close_volatility,ProShares Ultra Semiconductors_etf_Close_change
2019-02-03,34.65,34.65,34.65,0.0,0.0,35.64,35.64,35.64,0.0,0.0,34.32,34.32,34.32,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-02-10,38.97,38.97,38.97,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-02-17,39.06,39.06,39.06,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-02-24,39.66,39.66,39.66,0.0,0.0,39.99,39.99,39.99,0.0,0.0,38.82,38.82,38.82,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-03-03,36.17,36.17,36.17,0.0,0.0,37.25,37.25,37.25,0.0,0.0,35.87,35.87,35.87,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-03-10,40.3,40.3,40.3,0.0,0.0,42.12,42.12,42.12,0.0,0.0,40.3,40.3,40.3,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-03-17,43.98,43.98,43.98,0.0,0.0,44.13,44.13,44.13,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-03-24,41.44,41.44,41.44,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-03-31,45.79,45.79,45.79,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-04-07,46.81,46.81,46.81,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.48,46.48,46.48,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2019-04-14,50.9,50.9,50.9,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2019-04-21,47.55,47.55,47.55,0.0,0.0,47.88,47.88,47.88,0.0,0.0,46.1,46.1,46.1,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-04-28,48.53,48.53,48.53,0.0,0.0,48.83,48.83,48.83,0.0,0.0,47.81,47.81,47.81,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-05-05,41.91,41.91,41.91,0.0,0.0,43.06,43.06,43.06,0.0,0.0,40.67,40.67,40.67,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-05-12,38.88,38.88,38.88,0.0,0.0,40.13,40.13,40.13,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-05-19,34.88,34.88,34.88,0.0,0.0,35.06,35.06,35.06,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-05-26,32.92,32.92,32.92,0.0,0.0,33.81,33.81,33.81,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-06-02,36.3,36.3,36.3,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.3,36.3,36.3,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-06-09,36.0,36.0,36.0,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2019-06-16,38.86,38.86,38.86,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-06-23,41.8,41.8,41.8,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2019-06-30,41.0,41.0,41.0,0.0,0.0,41.45,41.45,41.45,0.0,0.0,40.55,40.55,40.55,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-07-07,42.5,42.5,42.5,0.0,0.0,43.92,43.92,43.92,0.0,0.0,42.5,42.5,42.5,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-07-14,45.0,45.0,45.0,0.0,0.0,45.48,45.48,45.48,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-07-21,49.21,49.21,49.21,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-07-28,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,41.76,41.76,41.76,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-08-04,41.25,41.25,41.25,0.0,0.0,41.39,41.39,41.39,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-08-11,40.19,40.19,40.19,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.19,40.19,40.19,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-08-18,42.07,42.07,42.07,0.0,0.0,42.66,42.66,42.66,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-08-25,42.87,42.87,42.87,0.0,0.0,43.43,43.43,43.43,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-09-01,46.65,46.65,46.65,0.0,0.0,46.9,46.9,46.9,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2019-09-08,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2019-09-15,47.89,47.89,47.89,0.0,0.0,47.89,47.89,47.89,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2019-09-22,45.67,45.67,45.67,0.0,0.0,46.02,46.02,46.02,0.0,0.0,43.58,43.58,43.58,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2019-09-29,44.91,44.91,44.91,0.0,0.0,45.87,45.87,45.87,0.0,0.0,44.66,44.66,44.66,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-10-06,46.1,46.1,46.1,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2019-10-13,47.48,47.48,47.48,0.0,0.0,47.65,47.65,47.65,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2019-10-20,48.02,48.02,48.02,0.0,0.0,50.66,50.66,50.66,0.0,0.0,48.02,48.02,48.02,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-10-27,51.02,51.02,51.02,0.0,0.0,52.01,52.01,52.01,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-11-03,54.59,54.59,54.59,0.0,0.0,55.63,55.63,55.63,0.0,0.0,54.0,54.0,54.0,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-11-10,56.13,56.13,56.13,0.0,0.0,56.78,56.78,56.78,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2019-11-17,53.94,53.94,53.94,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-11-24,55.29,55.29,55.29,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-12-01,53.71,53.71,53.71,0.0,0.0,54.62,54.62,54.62,0.0,0.0,53.71,53.71,53.71,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-12-08,58.98,58.98,58.98,0.0,0.0,59.93,59.93,59.93,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-12-15,61.53,61.53,61.53,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.1,61.1,61.1,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2019-12-22,62.98,62.98,62.98,0.0,0.0,63.14,63.14,63.14,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2019-12-29,62.47,62.47,62.47,0.0,0.0,62.91,62.91,62.91,0.0,0.0,61.52,61.52,61.52,0.0,0.0,62.08,62.08,62.08,0.0,0.0
