Date,Fidelity MSCI Industrials_Open_average,Fidelity MSCI Industrials_Open_max,Fidelity MSCI Industrials_Open_min,Fidelity MSCI Industrials_Open_volatility,Fidelity MSCI Industrials_Open_change,Fidelity MSCI Industrials_High_average,Fidelity MSCI Industrials_High_max,Fidelity MSCI Industrials_High_min,Fidelity MSCI Industrials_High_volatility,Fidelity MSCI Industrials_High_change,Fidelity MSCI Industrials_Low_average,Fidelity MSCI Industrials_Low_max,Fidelity MSCI Industrials_Low_min,Fidelity MSCI Industrials_Low_volatility,Fidelity MSCI Industrials_Low_change,Fidelity MSCI Industrials_Close_average,Fidelity MSCI Industrials_Close_max,Fidelity MSCI Industrials_Close_min,Fidelity MSCI Industrials_Close_volatility,Fidelity MSCI Industrials_Close_change
2018-06-17,37.33,37.33,37.33,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-06-24,36.79,36.79,36.79,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.64,36.64,36.64,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-07-01,37.51,37.51,37.51,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.51,37.51,37.51,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2018-07-08,38.21,38.21,38.21,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2018-07-15,38.33,38.33,38.33,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2018-07-22,39.03,39.03,39.03,0.0,0.0,39.23,39.23,39.23,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2018-07-29,39.08,39.08,39.08,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2018-08-05,38.87,38.87,38.87,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2018-08-12,39.35,39.35,39.35,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-08-19,39.72,39.72,39.72,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-08-26,39.65,39.65,39.65,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-09-02,40.13,40.13,40.13,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-09-09,40.65,40.65,40.65,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-09-16,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-09-23,40.63,40.63,40.63,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2018-09-30,40.2,40.2,40.2,0.0,0.0,40.33,40.33,40.33,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-10-07,37.58,37.58,37.58,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2018-10-14,37.25,37.25,37.25,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-10-21,35.65,35.65,35.65,0.0,0.0,35.77,35.77,35.77,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2018-10-28,36.37,36.37,36.37,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-11-04,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2018-11-11,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-11-18,35.78,35.78,35.78,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-11-25,37.55,37.55,37.55,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2018-12-02,34.51,34.51,34.51,0.0,0.0,34.66,34.66,34.66,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2018-12-09,33.88,33.88,33.88,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-12-16,31.32,31.32,31.32,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-12-23,32.58,32.58,32.58,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-12-30,33.25,33.25,33.25,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-01-06,34.33,34.33,34.33,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-01-13,35.41,35.41,35.41,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-01-20,35.27,35.27,35.27,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-01-27,36.59,36.59,36.59,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-02-03,37.15,37.15,37.15,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-02-10,38.19,38.19,38.19,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-02-17,39.24,39.24,39.24,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2019-02-24,39.14,39.14,39.14,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2019-03-03,37.37,37.37,37.37,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.33,37.33,37.33,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-03-10,37.74,37.74,37.74,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.74,37.74,37.74,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2019-03-17,37.1,37.1,37.1,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-03-24,38.52,38.52,38.52,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.96,38.96,38.96,0.0,0.0
2019-03-31,39.0,39.0,39.0,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-04-07,39.44,39.44,39.44,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2019-04-14,39.83,39.83,39.83,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-04-21,39.68,39.68,39.68,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-04-28,39.35,39.35,39.35,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2019-05-05,38.15,38.15,38.15,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-05-12,38.02,38.02,38.02,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-05-19,37.95,37.95,37.95,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2019-05-26,36.88,36.88,36.88,0.0,0.0,37.34,37.34,37.34,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-06-02,39.06,39.06,39.06,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-06-09,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-06-16,39.47,39.47,39.47,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-06-23,40.19,40.19,40.19,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-06-30,39.63,39.63,39.63,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-07-07,40.11,40.11,40.11,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-07-14,39.77,39.77,39.77,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-07-21,40.36,40.36,40.36,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-07-28,38.31,38.31,38.31,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-08-04,38.51,38.51,38.51,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-08-11,38.55,38.55,38.55,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-08-18,37.93,37.93,37.93,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2019-08-25,38.92,38.92,38.92,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-09-01,39.63,39.63,39.63,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-09-08,40.59,40.59,40.59,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2019-09-15,39.75,39.75,39.75,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-09-22,39.78,39.78,39.78,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-09-29,38.74,38.74,38.74,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-10-06,39.35,39.35,39.35,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-10-13,39.77,39.77,39.77,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-10-20,40.52,40.52,40.52,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-10-27,41.47,41.47,41.47,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2019-11-03,41.73,41.73,41.73,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-11-10,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2019-11-17,42.07,42.07,42.07,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2019-11-24,42.23,42.23,42.23,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-12-01,41.79,41.79,41.79,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-12-08,42.28,42.28,42.28,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-12-15,42.23,42.23,42.23,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-12-22,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2019-12-29,42.3,42.3,42.3,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.69,42.69,42.69,0.0,0.0
