Date,PowerShares S&P SmallCap Consumer Discretionary_Open_average,PowerShares S&P SmallCap Consumer Discretionary_Open_max,PowerShares S&P SmallCap Consumer Discretionary_Open_min,PowerShares S&P SmallCap Consumer Discretionary_Open_volatility,PowerShares S&P SmallCap Consumer Discretionary_Open_change,PowerShares S&P SmallCap Consumer Discretionary_High_average,PowerShares S&P SmallCap Consumer Discretionary_High_max,PowerShares S&P SmallCap Consumer Discretionary_High_min,PowerShares S&P SmallCap Consumer Discretionary_High_volatility,PowerShares S&P SmallCap Consumer Discretionary_High_change,PowerShares S&P SmallCap Consumer Discretionary_Low_average,PowerShares S&P SmallCap Consumer Discretionary_Low_max,PowerShares S&P SmallCap Consumer Discretionary_Low_min,PowerShares S&P SmallCap Consumer Discretionary_Low_volatility,PowerShares S&P SmallCap Consumer Discretionary_Low_change,PowerShares S&P SmallCap Consumer Discretionary_Close_average,PowerShares S&P SmallCap Consumer Discretionary_Close_max,PowerShares S&P SmallCap Consumer Discretionary_Close_min,PowerShares S&P SmallCap Consumer Discretionary_Close_volatility,PowerShares S&P SmallCap Consumer Discretionary_Close_change
2018-03-25,59.59,59.59,59.59,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2018-04-01,60.49,60.49,60.49,0.0,0.0,61.38,61.38,61.38,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2018-04-08,61.24,61.24,61.24,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2018-04-15,60.45,60.45,60.45,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2018-04-22,61.36,61.36,61.36,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2018-04-29,60.31,60.31,60.31,0.0,0.0,61.03,61.03,61.03,0.0,0.0,60.31,60.31,60.31,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2018-05-06,62.09,62.09,62.09,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2018-05-13,63.35,63.35,63.35,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2018-05-20,63.8,63.8,63.8,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-05-27,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2018-06-03,67.18,67.18,67.18,0.0,0.0,67.53,67.53,67.53,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2018-06-10,67.6,67.6,67.6,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.89,67.89,67.89,0.0,0.0
2018-06-17,68.79,68.79,68.79,0.0,0.0,68.79,68.79,68.79,0.0,0.0,67.78,67.78,67.78,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2018-06-24,66.71,66.71,66.71,0.0,0.0,66.71,66.71,66.71,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2018-07-01,67.14,67.14,67.14,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2018-07-08,66.75,66.75,66.75,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.78,66.78,66.78,0.0,0.0
2018-07-15,68.43,68.43,68.43,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2018-07-22,66.93,66.93,66.93,0.0,0.0,66.93,66.93,66.93,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-07-29,67.49,67.49,67.49,0.0,0.0,67.52,67.52,67.52,0.0,0.0,66.82,66.82,66.82,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2018-08-05,68.77,68.77,68.77,0.0,0.0,69.46,69.46,69.46,0.0,0.0,68.76,68.76,68.76,0.0,0.0,69.09,69.09,69.09,0.0,0.0
2018-08-12,69.16,69.16,69.16,0.0,0.0,69.87,69.87,69.87,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.85,69.85,69.85,0.0,0.0
2018-08-19,71.37,71.37,71.37,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.49,71.49,71.49,0.0,0.0
2018-08-26,70.48,70.48,70.48,0.0,0.0,71.47,71.47,71.47,0.0,0.0,70.48,70.48,70.48,0.0,0.0,71.47,71.47,71.47,0.0,0.0
2018-09-02,70.23,70.23,70.23,0.0,0.0,70.43,70.43,70.43,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.77,69.77,69.77,0.0,0.0
2018-09-09,69.66,69.66,69.66,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.66,69.66,69.66,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2018-09-16,70.11,70.11,70.11,0.0,0.0,70.38,70.38,70.38,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.83,69.83,69.83,0.0,0.0
2018-09-23,69.48,69.48,69.48,0.0,0.0,69.48,69.48,69.48,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2018-09-30,65.68,65.68,65.68,0.0,0.0,65.68,65.68,65.68,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-10-07,62.58,62.58,62.58,0.0,0.0,62.88,62.88,62.88,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2018-10-14,61.43,61.43,61.43,0.0,0.0,61.75,61.75,61.75,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2018-10-21,59.87,59.87,59.87,0.0,0.0,61.06,61.06,61.06,0.0,0.0,59.64,59.64,59.64,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2018-10-28,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2018-11-04,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2018-11-11,60.86,60.86,60.86,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.56,60.56,60.56,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2018-11-18,60.54,60.54,60.54,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2018-11-25,61.18,61.18,61.18,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2018-12-02,59.21,59.21,59.21,0.0,0.0,59.79,59.79,59.79,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2018-12-09,56.98,56.98,56.98,0.0,0.0,57.11,57.11,57.11,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2018-12-16,53.99,53.99,53.99,0.0,0.0,55.05,55.05,55.05,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2018-12-23,54.85,54.85,54.85,0.0,0.0,55.53,55.53,55.53,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2018-12-30,55.86,55.86,55.86,0.0,0.0,56.76,56.76,56.76,0.0,0.0,55.86,55.86,55.86,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-01-06,59.44,59.44,59.44,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2019-01-13,60.23,60.23,60.23,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2019-01-20,60.38,60.38,60.38,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-01-27,59.89,59.89,59.89,0.0,0.0,60.25,60.25,60.25,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2019-02-03,59.76,59.76,59.76,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2019-02-10,62.41,62.41,62.41,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-02-17,62.1,62.1,62.1,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2019-02-24,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.9,62.9,62.9,0.0,0.0
2019-03-03,60.32,60.32,60.32,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-03-10,60.3,60.3,60.3,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-03-17,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-03-24,61.15,61.15,61.15,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-03-31,62.03,62.03,62.03,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2019-04-07,62.75,62.75,62.75,0.0,0.0,62.81,62.81,62.81,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-04-14,63.21,63.21,63.21,0.0,0.0,63.21,63.21,63.21,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2019-04-21,62.08,62.08,62.08,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2019-04-28,63.66,63.66,63.66,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2019-05-05,61.34,61.34,61.34,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2019-05-12,59.69,59.69,59.69,0.0,0.0,60.26,60.26,60.26,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2019-05-19,58.06,58.06,58.06,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-05-26,55.73,55.73,55.73,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-06-02,57.43,57.43,57.43,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2019-06-09,58.55,58.55,58.55,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.44,58.44,58.44,0.0,0.0
2019-06-16,58.55,58.55,58.55,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-06-23,58.56,58.56,58.56,0.0,0.0,59.64,59.64,59.64,0.0,0.0,58.56,58.56,58.56,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-06-30,58.88,58.88,58.88,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2019-07-07,58.87,58.87,58.87,0.0,0.0,60.09,60.09,60.09,0.0,0.0,58.87,58.87,58.87,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-07-14,59.46,59.46,59.46,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-07-21,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2019-07-28,57.89,57.89,57.89,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-08-04,57.55,57.55,57.55,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-08-11,55.78,55.78,55.78,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-08-18,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2019-08-25,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2019-09-01,58.6,58.6,58.6,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2019-09-08,61.52,61.52,61.52,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2019-09-15,60.19,60.19,60.19,0.0,0.0,60.23,60.23,60.23,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2019-09-22,59.19,59.19,59.19,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2019-09-29,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2019-10-06,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2019-10-13,60.77,60.77,60.77,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-10-20,62.29,62.29,62.29,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2019-10-27,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2019-11-03,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-11-10,62.19,62.19,62.19,0.0,0.0,62.45,62.45,62.45,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-11-17,61.12,61.12,61.12,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-11-24,62.63,62.63,62.63,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2019-12-01,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2019-12-08,63.25,63.25,63.25,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-12-15,63.96,63.96,63.96,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2019-12-22,63.69,63.69,63.69,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2019-12-29,63.34,63.34,63.34,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.46,63.46,63.46,0.0,0.0
