Date,Fidelity Total Bond_Open_average,Fidelity Total Bond_Open_max,Fidelity Total Bond_Open_min,Fidelity Total Bond_Open_volatility,Fidelity Total Bond_Open_change,Fidelity Total Bond_High_average,Fidelity Total Bond_High_max,Fidelity Total Bond_High_min,Fidelity Total Bond_High_volatility,Fidelity Total Bond_High_change,Fidelity Total Bond_Low_average,Fidelity Total Bond_Low_max,Fidelity Total Bond_Low_min,Fidelity Total Bond_Low_volatility,Fidelity Total Bond_Low_change,Fidelity Total Bond_Close_average,Fidelity Total Bond_Close_max,Fidelity Total Bond_Close_min,Fidelity Total Bond_Close_volatility,Fidelity Total Bond_Close_change
2019-02-03,49.28,49.28,49.28,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-02-10,49.32,49.32,49.32,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-02-17,49.39,49.39,49.39,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-02-24,49.16,49.16,49.16,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-03-03,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-03-10,49.52,49.52,49.52,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-03-17,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-03-24,49.97,49.97,49.97,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-03-31,49.9,49.9,49.9,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-04-07,49.91,49.91,49.91,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-04-14,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-04-21,49.97,49.97,49.97,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-04-28,49.96,49.96,49.96,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-05-05,50.08,50.08,50.08,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-05-12,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-05-19,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-05-26,50.58,50.58,50.58,0.0,0.0,50.66,50.66,50.66,0.0,0.0,49.56,49.56,49.56,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-06-02,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-06-09,50.75,50.75,50.75,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-06-16,51.1,51.1,51.1,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-06-23,51.12,51.12,51.12,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-06-30,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-07-07,50.94,50.94,50.94,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-07-14,51.08,51.08,51.08,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-07-21,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-07-28,51.53,51.53,51.53,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-08-04,51.64,51.64,51.64,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-08-11,51.87,51.87,51.87,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-08-18,52.06,52.06,52.06,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-08-25,52.07,52.07,52.07,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-09-01,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-09-08,51.27,51.27,51.27,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-09-15,51.86,51.86,51.86,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2019-09-22,51.63,51.63,51.63,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-09-29,52.07,52.07,52.07,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2019-10-06,51.69,51.69,51.69,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-10-13,51.66,51.66,51.66,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-10-20,51.61,51.61,51.61,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-10-27,51.72,51.72,51.72,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-11-03,51.3,51.3,51.3,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-11-10,51.62,51.62,51.62,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-11-17,51.7,51.7,51.7,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-11-24,51.6,51.6,51.6,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-12-01,51.66,51.66,51.66,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-12-08,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-12-15,51.72,51.72,51.72,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-12-22,51.7,51.7,51.7,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-12-29,51.83,51.83,51.83,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.0,52.0,52.0,0.0,0.0
