Date,Hartford US Equity_Open_average,Hartford US Equity_Open_max,Hartford US Equity_Open_min,Hartford US Equity_Open_volatility,Hartford US Equity_Open_change,Hartford US Equity_High_average,Hartford US Equity_High_max,Hartford US Equity_High_min,Hartford US Equity_High_volatility,Hartford US Equity_High_change,Hartford US Equity_Low_average,Hartford US Equity_Low_max,Hartford US Equity_Low_min,Hartford US Equity_Low_volatility,Hartford US Equity_Low_change,Hartford US Equity_Close_average,Hartford US Equity_Close_max,Hartford US Equity_Close_min,Hartford US Equity_Close_volatility,Hartford US Equity_Close_change
2019-02-24,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-03-03,30.48,30.48,30.48,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-03-10,31.31,31.31,31.31,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-03-17,30.55,30.55,30.55,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-03-24,31.09,31.09,31.09,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-03-31,31.68,31.68,31.68,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-04-07,31.86,31.86,31.86,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-04-14,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-04-21,31.89,31.89,31.89,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-04-28,31.76,31.76,31.76,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-05-05,30.73,30.73,30.73,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-05-12,30.75,30.75,30.75,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-05-19,30.64,30.64,30.64,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-05-26,29.68,29.68,29.68,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-06-02,31.23,31.23,31.23,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-06-09,31.19,31.19,31.19,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-06-16,31.68,31.68,31.68,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-06-23,31.99,31.99,31.99,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2019-06-30,31.97,31.97,31.97,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-07-07,32.48,32.48,32.48,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-07-14,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-07-21,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-07-28,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-08-04,30.91,30.91,30.91,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-08-11,31.11,31.11,31.11,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-08-18,30.34,30.34,30.34,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-08-25,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-09-01,31.81,31.81,31.81,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-09-08,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-09-15,32.26,32.26,32.26,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-09-22,32.14,32.14,32.14,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-09-29,31.84,31.84,31.84,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-10-06,32.01,32.01,32.01,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-10-13,32.37,32.37,32.37,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-10-20,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2019-10-27,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-11-03,32.76,32.76,32.76,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-11-10,33.02,33.02,33.02,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-11-17,33.1,33.1,33.1,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-11-24,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-12-01,33.38,33.38,33.38,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-12-08,33.65,33.65,33.65,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-12-15,33.89,33.89,33.89,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-12-22,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-12-29,33.53,33.53,33.53,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.74,33.74,33.74,0.0,0.0
