Date,Goldman Sachs Equal Weight U.S. Large Cap Equity_Open_average,Goldman Sachs Equal Weight U.S. Large Cap Equity_Open_max,Goldman Sachs Equal Weight U.S. Large Cap Equity_Open_min,Goldman Sachs Equal Weight U.S. Large Cap Equity_Open_volatility,Goldman Sachs Equal Weight U.S. Large Cap Equity_Open_change,Goldman Sachs Equal Weight U.S. Large Cap Equity_High_average,Goldman Sachs Equal Weight U.S. Large Cap Equity_High_max,Goldman Sachs Equal Weight U.S. Large Cap Equity_High_min,Goldman Sachs Equal Weight U.S. Large Cap Equity_High_volatility,Goldman Sachs Equal Weight U.S. Large Cap Equity_High_change,Goldman Sachs Equal Weight U.S. Large Cap Equity_Low_average,Goldman Sachs Equal Weight U.S. Large Cap Equity_Low_max,Goldman Sachs Equal Weight U.S. Large Cap Equity_Low_min,Goldman Sachs Equal Weight U.S. Large Cap Equity_Low_volatility,Goldman Sachs Equal Weight U.S. Large Cap Equity_Low_change,Goldman Sachs Equal Weight U.S. Large Cap Equity_Close_average,Goldman Sachs Equal Weight U.S. Large Cap Equity_Close_max,Goldman Sachs Equal Weight U.S. Large Cap Equity_Close_min,Goldman Sachs Equal Weight U.S. Large Cap Equity_Close_volatility,Goldman Sachs Equal Weight U.S. Large Cap Equity_Close_change
2018-06-24,43.72,43.72,43.72,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-07-01,44.89,44.89,44.89,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2018-07-08,44.86,44.86,44.86,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2018-07-15,44.93,44.93,44.93,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2018-07-22,45.34,45.34,45.34,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2018-07-29,45.45,45.45,45.45,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-08-05,45.23,45.23,45.23,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2018-08-12,45.87,45.87,45.87,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2018-08-19,46.32,46.32,46.32,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-08-26,46.17,46.17,46.17,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-09-02,46.08,46.08,46.08,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2018-09-09,46.73,46.73,46.73,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2018-09-16,46.54,46.54,46.54,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2018-09-23,46.1,46.1,46.1,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-09-30,45.55,45.55,45.55,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2018-10-07,43.58,43.58,43.58,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-10-14,43.33,43.33,43.33,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-10-21,42.31,42.31,42.31,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2018-10-28,43.49,43.49,43.49,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-11-04,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-11-11,43.6,43.6,43.6,0.0,0.0,43.6,43.6,43.6,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2018-11-18,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-11-25,44.27,44.27,44.27,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2018-12-02,41.7,41.7,41.7,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2018-12-09,40.97,40.97,40.97,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-12-16,37.87,37.87,37.87,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-12-23,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-12-30,40.18,40.18,40.18,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-01-06,41.27,41.27,41.27,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-01-13,42.29,42.29,42.29,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-01-20,42.29,42.29,42.29,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-01-27,43.34,43.34,43.34,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-02-03,43.59,43.59,43.59,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-02-10,44.47,44.47,44.47,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-02-17,45.48,45.48,45.48,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2019-02-24,45.47,45.47,45.47,0.0,0.0,45.47,45.47,45.47,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-03-03,44.46,44.46,44.46,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-03-10,45.33,45.33,45.33,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-03-17,44.44,44.44,44.44,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2019-03-24,45.6,45.6,45.6,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-03-31,46.03,46.03,46.03,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-04-07,46.49,46.49,46.49,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-04-14,46.3,46.3,46.3,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2019-04-21,46.75,46.75,46.75,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-04-28,46.5,46.5,46.5,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2019-05-05,45.31,45.31,45.31,0.0,0.0,45.31,45.31,45.31,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-05-12,45.33,45.33,45.33,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-05-19,45.21,45.21,45.21,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-05-26,44.13,44.13,44.13,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-06-02,46.35,46.35,46.35,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-06-09,46.18,46.18,46.18,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-06-16,46.92,46.92,46.92,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2019-06-23,47.36,47.36,47.36,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2019-06-30,47.48,47.48,47.48,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-07-07,48.1,48.1,48.1,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-07-14,47.4,47.4,47.4,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-07-21,47.96,47.96,47.96,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2019-07-28,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2019-08-04,46.01,46.01,46.01,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-08-11,46.37,46.37,46.37,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2019-08-18,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-08-25,46.4,46.4,46.4,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-09-01,47.32,47.32,47.32,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2019-09-08,47.91,47.91,47.91,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-09-15,47.55,47.55,47.55,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2019-09-22,47.19,47.19,47.19,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2019-09-29,46.65,46.65,46.65,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-10-06,46.7,46.7,46.7,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-10-13,47.45,47.45,47.45,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-10-20,48.03,48.03,48.03,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2019-10-27,48.78,48.78,48.78,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-11-03,48.72,48.72,48.72,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-11-10,49.18,49.18,49.18,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-11-17,49.34,49.34,49.34,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.66,49.66,49.66,0.0,0.0
2019-11-24,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2019-12-01,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-12-08,50.38,50.38,50.38,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-12-15,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-12-22,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-12-29,50.5,50.5,50.5,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.79,50.79,50.79,0.0,0.0
