Date,VanEck Vectors High Income Infrastructure MLP_Open_average,VanEck Vectors High Income Infrastructure MLP_Open_max,VanEck Vectors High Income Infrastructure MLP_Open_min,VanEck Vectors High Income Infrastructure MLP_Open_volatility,VanEck Vectors High Income Infrastructure MLP_Open_change,VanEck Vectors High Income Infrastructure MLP_High_average,VanEck Vectors High Income Infrastructure MLP_High_max,VanEck Vectors High Income Infrastructure MLP_High_min,VanEck Vectors High Income Infrastructure MLP_High_volatility,VanEck Vectors High Income Infrastructure MLP_High_change,VanEck Vectors High Income Infrastructure MLP_Low_average,VanEck Vectors High Income Infrastructure MLP_Low_max,VanEck Vectors High Income Infrastructure MLP_Low_min,VanEck Vectors High Income Infrastructure MLP_Low_volatility,VanEck Vectors High Income Infrastructure MLP_Low_change,VanEck Vectors High Income Infrastructure MLP_Close_average,VanEck Vectors High Income Infrastructure MLP_Close_max,VanEck Vectors High Income Infrastructure MLP_Close_min,VanEck Vectors High Income Infrastructure MLP_Close_volatility,VanEck Vectors High Income Infrastructure MLP_Close_change
2016-03-20,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2016-03-27,11.2,11.2,11.2,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2016-04-03,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2016-04-10,11.61,11.61,11.61,0.0,0.0,12.28,12.28,12.28,0.0,0.0,11.61,11.61,11.61,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2016-04-17,13.45,13.45,13.45,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2016-04-24,13.48,13.48,13.48,0.0,0.0,13.53,13.53,13.53,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2016-05-01,13.35,13.35,13.35,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.42,13.42,13.42,0.0,0.0
2016-05-08,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2016-05-15,14.17,14.17,14.17,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2016-05-22,13.75,13.75,13.75,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2016-05-29,14.44,14.44,14.44,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2016-06-05,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2016-06-12,14.36,14.36,14.36,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.4,14.4,14.4,0.0,0.0
2016-06-19,14.44,14.44,14.44,0.0,0.0,14.44,14.44,14.44,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2016-06-26,14.72,14.72,14.72,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2016-07-03,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.66,14.66,14.66,0.0,0.0
2016-07-10,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2016-07-17,15.14,15.14,15.14,0.0,0.0,15.14,15.14,15.14,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.93,14.93,14.93,0.0,0.0
2016-07-24,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2016-07-31,15.13,15.13,15.13,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2016-08-07,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2016-08-14,14.93,14.93,14.93,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2016-08-21,14.8,14.8,14.8,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2016-08-28,14.89,14.89,14.89,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2016-09-04,14.81,14.81,14.81,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2016-09-11,14.34,14.34,14.34,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2016-09-18,15.05,15.05,15.05,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2016-09-25,15.23,15.23,15.23,0.0,0.0,15.23,15.23,15.23,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2016-10-02,14.89,14.89,14.89,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.89,14.89,14.89,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2016-10-09,14.81,14.81,14.81,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.92,14.92,14.92,0.0,0.0
2016-10-16,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2016-10-23,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2016-10-30,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2016-11-06,14.45,14.45,14.45,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2016-11-13,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2016-11-20,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2016-11-27,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2016-12-04,15.31,15.31,15.31,0.0,0.0,15.31,15.31,15.31,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2016-12-11,15.12,15.12,15.12,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2016-12-18,15.73,15.73,15.73,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2016-12-25,15.69,15.69,15.69,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2017-01-01,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2017-01-08,15.86,15.86,15.86,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2017-01-15,15.87,15.87,15.87,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.93,15.93,15.93,0.0,0.0
2017-01-22,16.35,16.35,16.35,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2017-01-29,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2017-02-05,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2017-02-12,16.27,16.27,16.27,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2017-02-19,16.03,16.03,16.03,0.0,0.0,16.06,16.06,16.06,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2017-02-26,16.25,16.25,16.25,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2017-03-05,15.68,15.68,15.68,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2017-03-12,15.57,15.57,15.57,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2017-03-19,15.3,15.3,15.3,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-03-26,16.03,16.03,16.03,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2017-04-02,16.13,16.13,16.13,0.0,0.0,16.19,16.19,16.19,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2017-04-09,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2017-04-16,15.6,15.6,15.6,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2017-04-23,15.88,15.88,15.88,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2017-04-30,15.53,15.53,15.53,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-05-07,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2017-05-14,15.3,15.3,15.3,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2017-05-21,15.02,15.02,15.02,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2017-05-28,14.56,14.56,14.56,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2017-06-04,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.38,14.38,14.38,0.0,0.0
2017-06-11,14.01,14.01,14.01,0.0,0.0,14.08,14.08,14.08,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2017-06-18,14.04,14.04,14.04,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.23,14.23,14.23,0.0,0.0
2017-06-25,14.91,14.91,14.91,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2017-07-02,14.63,14.63,14.63,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2017-07-09,14.91,14.91,14.91,0.0,0.0,15.1,15.1,15.1,0.0,0.0,14.91,14.91,14.91,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2017-07-16,14.84,14.84,14.84,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2017-07-23,14.73,14.73,14.73,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2017-07-30,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2017-08-06,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0
2017-08-13,13.39,13.39,13.39,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2017-08-20,13.51,13.51,13.51,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2017-08-27,14.03,14.03,14.03,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2017-09-03,13.98,13.98,13.98,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.98,13.98,13.98,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2017-09-10,14.05,14.05,14.05,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2017-09-17,14.23,14.23,14.23,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2017-09-24,14.1,14.1,14.1,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2017-10-01,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2017-10-08,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2017-10-15,13.59,13.59,13.59,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2017-10-22,13.64,13.64,13.64,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.45,13.45,13.45,0.0,0.0
2017-10-29,13.6,13.6,13.6,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2017-11-05,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0
2017-11-12,12.77,12.77,12.77,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2017-11-19,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2017-11-26,13.19,13.19,13.19,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.06,13.06,13.06,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2017-12-03,13.09,13.09,13.09,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2017-12-10,13.45,13.45,13.45,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2017-12-17,13.17,13.17,13.17,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2017-12-24,13.42,13.42,13.42,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2017-12-31,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0,13.88,13.88,13.88,0.0,0.0,14.03,14.03,14.03,0.0,0.0
