Date,WisdomTree EM Dividend Fund_Open_average,WisdomTree EM Dividend Fund_Open_max,WisdomTree EM Dividend Fund_Open_min,WisdomTree EM Dividend Fund_Open_volatility,WisdomTree EM Dividend Fund_Open_change,WisdomTree EM Dividend Fund_High_average,WisdomTree EM Dividend Fund_High_max,WisdomTree EM Dividend Fund_High_min,WisdomTree EM Dividend Fund_High_volatility,WisdomTree EM Dividend Fund_High_change,WisdomTree EM Dividend Fund_Low_average,WisdomTree EM Dividend Fund_Low_max,WisdomTree EM Dividend Fund_Low_min,WisdomTree EM Dividend Fund_Low_volatility,WisdomTree EM Dividend Fund_Low_change,WisdomTree EM Dividend Fund_Close_average,WisdomTree EM Dividend Fund_Close_max,WisdomTree EM Dividend Fund_Close_min,WisdomTree EM Dividend Fund_Close_volatility,WisdomTree EM Dividend Fund_Close_change
2018-04-01,33.83,33.83,33.83,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-04-08,34.09,34.09,34.09,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2018-04-15,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2018-04-22,34.13,34.13,34.13,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-04-29,33.27,33.27,33.27,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-05-06,34.1,34.1,34.1,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2018-05-13,33.46,33.46,33.46,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2018-05-20,33.3,33.3,33.3,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-05-27,33.65,33.65,33.65,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2018-06-03,33.2,33.2,33.2,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2018-06-10,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-06-17,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.78,30.78,30.78,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-06-24,30.7,30.7,30.7,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-07-01,31.46,31.46,31.46,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-07-08,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-07-15,31.47,31.47,31.47,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-07-22,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-07-29,31.98,31.98,31.98,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2018-08-05,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-08-12,30.82,30.82,30.82,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-08-19,31.72,31.72,31.72,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2018-08-26,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-09-02,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-09-09,30.75,30.75,30.75,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-09-16,31.51,31.51,31.51,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-09-23,31.42,31.42,31.42,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-09-30,29.9,29.9,29.9,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-10-07,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-10-14,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-10-21,28.4,28.4,28.4,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-10-28,29.82,29.82,29.82,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-11-04,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-11-11,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-11-18,29.25,29.25,29.25,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2018-11-25,30.28,30.28,30.28,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-12-02,28.76,28.76,28.76,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-12-09,28.99,28.99,28.99,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-12-16,28.15,28.15,28.15,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2018-12-23,28.64,28.64,28.64,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2018-12-30,28.8,28.8,28.8,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-01-06,29.43,29.43,29.43,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-01-13,30.17,30.17,30.17,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-01-20,30.35,30.35,30.35,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-01-27,31.05,31.05,31.05,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-02-03,30.66,30.66,30.66,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-02-10,30.71,30.71,30.71,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-02-17,31.87,31.87,31.87,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-02-24,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-03-03,31.07,31.07,31.07,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-03-10,31.73,31.73,31.73,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-03-17,31.29,31.29,31.29,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-03-24,31.87,31.87,31.87,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-03-31,32.3,32.3,32.3,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-04-07,32.18,32.18,32.18,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-04-14,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-04-21,31.77,31.77,31.77,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-04-28,31.29,31.29,31.29,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-05-05,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-05-12,29.43,29.43,29.43,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-05-19,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-05-26,30.42,30.42,30.42,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-06-02,30.61,30.61,30.61,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-06-09,30.42,30.42,30.42,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-06-16,31.44,31.44,31.44,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-06-23,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-06-30,31.35,31.35,31.35,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-07-07,31.64,31.64,31.64,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-07-14,31.59,31.59,31.59,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-07-21,31.37,31.37,31.37,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-07-28,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-08-04,29.36,29.36,29.36,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-08-11,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-08-18,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-08-25,29.68,29.68,29.68,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-09-01,30.64,30.64,30.64,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-09-08,31.17,31.17,31.17,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2019-09-15,30.93,30.93,30.93,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-09-22,30.05,30.05,30.05,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-09-29,29.71,29.71,29.71,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-10-06,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-10-13,30.92,30.92,30.92,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-10-20,31.38,31.38,31.38,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-10-27,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-11-03,31.6,31.6,31.6,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-11-10,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-11-17,31.35,31.35,31.35,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-11-24,31.06,31.06,31.06,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-12-01,31.35,31.35,31.35,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-12-08,32.65,32.65,32.65,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-12-15,32.76,32.76,32.76,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-12-22,33.1,33.1,33.1,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-12-29,33.01,33.01,33.01,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.89,32.89,32.89,0.0,0.0
