Date,Franklin Liberty International Opportunities_Open_average,Franklin Liberty International Opportunities_Open_max,Franklin Liberty International Opportunities_Open_min,Franklin Liberty International Opportunities_Open_volatility,Franklin Liberty International Opportunities_Open_change,Franklin Liberty International Opportunities_High_average,Franklin Liberty International Opportunities_High_max,Franklin Liberty International Opportunities_High_min,Franklin Liberty International Opportunities_High_volatility,Franklin Liberty International Opportunities_High_change,Franklin Liberty International Opportunities_Low_average,Franklin Liberty International Opportunities_Low_max,Franklin Liberty International Opportunities_Low_min,Franklin Liberty International Opportunities_Low_volatility,Franklin Liberty International Opportunities_Low_change,Franklin Liberty International Opportunities_Close_average,Franklin Liberty International Opportunities_Close_max,Franklin Liberty International Opportunities_Close_min,Franklin Liberty International Opportunities_Close_volatility,Franklin Liberty International Opportunities_Close_change
2018-04-08,29.16,29.16,29.16,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-04-15,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-04-22,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-04-29,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-05-06,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-05-13,28.64,28.64,28.64,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-05-20,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-05-27,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-06-03,28.13,28.13,28.13,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2018-06-10,28.44,28.44,28.44,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-06-17,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-06-24,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-07-01,28.82,28.82,28.82,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2018-07-08,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-07-15,27.76,27.76,27.76,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-07-22,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2018-07-29,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-08-05,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2018-08-12,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2018-08-19,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-08-26,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2018-09-02,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-09-09,25.5,25.5,25.5,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-09-16,25.62,25.62,25.62,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.62,25.62,25.62,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-09-23,25.93,25.93,25.93,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-09-30,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-10-07,26.28,26.28,26.28,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-10-14,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2018-10-21,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-10-28,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-11-04,24.68,24.68,24.68,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-11-11,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-11-18,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-11-25,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2018-12-02,24.79,24.79,24.79,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-12-09,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-12-16,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-12-23,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-12-30,24.66,24.66,24.66,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-01-06,25.19,25.19,25.19,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-01-13,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-01-20,25.81,25.81,25.81,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-01-27,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-02-03,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-02-10,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-02-17,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-02-24,26.82,26.82,26.82,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.82,26.82,26.82,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-03-03,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-03-10,27.2,27.2,27.2,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-03-17,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-03-24,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-03-31,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-04-07,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-04-14,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-04-21,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-04-28,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-05-05,26.43,26.43,26.43,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-05-12,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-05-19,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-05-26,26.08,26.08,26.08,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-06-02,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-06-09,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-06-16,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-06-23,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-06-30,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-07-07,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-07-14,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-07-21,27.04,27.04,27.04,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-07-28,25.26,25.26,25.26,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-08-04,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-08-11,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-08-18,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-08-25,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-09-01,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-09-08,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-09-15,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-09-22,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-09-29,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-10-06,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-10-13,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-10-20,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-10-27,27.91,27.91,27.91,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-11-03,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-11-10,28.23,28.23,28.23,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-11-17,28.38,28.38,28.38,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-11-24,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-12-01,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-12-08,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-12-15,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-12-22,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-12-29,29.42,29.42,29.42,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0
