Date,iShares Intermediate GovtCredit Bond_etf_Open_average,iShares Intermediate GovtCredit Bond_etf_Open_max,iShares Intermediate GovtCredit Bond_etf_Open_min,iShares Intermediate GovtCredit Bond_etf_Open_volatility,iShares Intermediate GovtCredit Bond_etf_Open_change,iShares Intermediate GovtCredit Bond_etf_High_average,iShares Intermediate GovtCredit Bond_etf_High_max,iShares Intermediate GovtCredit Bond_etf_High_min,iShares Intermediate GovtCredit Bond_etf_High_volatility,iShares Intermediate GovtCredit Bond_etf_High_change,iShares Intermediate GovtCredit Bond_etf_Low_average,iShares Intermediate GovtCredit Bond_etf_Low_max,iShares Intermediate GovtCredit Bond_etf_Low_min,iShares Intermediate GovtCredit Bond_etf_Low_volatility,iShares Intermediate GovtCredit Bond_etf_Low_change,iShares Intermediate GovtCredit Bond_etf_Close_average,iShares Intermediate GovtCredit Bond_etf_Close_max,iShares Intermediate GovtCredit Bond_etf_Close_min,iShares Intermediate GovtCredit Bond_etf_Close_volatility,iShares Intermediate GovtCredit Bond_etf_Close_change
2018-03-25,108.26,108.26,108.26,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.1,108.1,108.1,0.0,0.0,108.28,108.28,108.28,0.0,0.0
2018-04-01,108.0,108.0,108.0,0.0,0.0,108.18,108.18,108.18,0.0,0.0,107.95,107.95,107.95,0.0,0.0,108.18,108.18,108.18,0.0,0.0
2018-04-08,107.75,107.75,107.75,0.0,0.0,108.03,108.03,108.03,0.0,0.0,107.75,107.75,107.75,0.0,0.0,107.83,107.83,107.83,0.0,0.0
2018-04-15,107.66,107.66,107.66,0.0,0.0,107.66,107.66,107.66,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.46,107.46,107.46,0.0,0.0
2018-04-22,107.54,107.54,107.54,0.0,0.0,107.59,107.59,107.59,0.0,0.0,107.46,107.46,107.46,0.0,0.0,107.46,107.46,107.46,0.0,0.0
2018-04-29,107.48,107.48,107.48,0.0,0.0,107.48,107.48,107.48,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.35,107.35,107.35,0.0,0.0
2018-05-06,107.3,107.3,107.3,0.0,0.0,107.37,107.37,107.37,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.33,107.33,107.33,0.0,0.0
2018-05-13,106.99,106.99,106.99,0.0,0.0,107.15,107.15,107.15,0.0,0.0,106.99,106.99,106.99,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2018-05-20,107.8,107.8,107.8,0.0,0.0,107.8,107.8,107.8,0.0,0.0,107.59,107.59,107.59,0.0,0.0,107.63,107.63,107.63,0.0,0.0
2018-05-27,107.58,107.58,107.58,0.0,0.0,107.65,107.65,107.65,0.0,0.0,107.46,107.46,107.46,0.0,0.0,107.58,107.58,107.58,0.0,0.0
2018-06-03,107.41,107.41,107.41,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.46,107.46,107.46,0.0,0.0
2018-06-10,107.49,107.49,107.49,0.0,0.0,107.53,107.53,107.53,0.0,0.0,107.37,107.37,107.37,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2018-06-17,107.37,107.37,107.37,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.37,107.37,107.37,0.0,0.0,107.45,107.45,107.45,0.0,0.0
2018-06-24,107.77,107.77,107.77,0.0,0.0,107.81,107.81,107.81,0.0,0.0,107.69,107.69,107.69,0.0,0.0,107.76,107.76,107.76,0.0,0.0
2018-07-01,107.74,107.74,107.74,0.0,0.0,107.76,107.76,107.76,0.0,0.0,107.62,107.62,107.62,0.0,0.0,107.73,107.73,107.73,0.0,0.0
2018-07-08,107.66,107.66,107.66,0.0,0.0,107.74,107.74,107.74,0.0,0.0,107.66,107.66,107.66,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2018-07-15,107.69,107.69,107.69,0.0,0.0,107.78,107.78,107.78,0.0,0.0,107.59,107.59,107.59,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2018-07-22,107.41,107.41,107.41,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.41,107.41,107.41,0.0,0.0,107.53,107.53,107.53,0.0,0.0
2018-07-29,107.38,107.38,107.38,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.38,107.38,107.38,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2018-08-05,107.89,107.89,107.89,0.0,0.0,107.89,107.89,107.89,0.0,0.0,107.63,107.63,107.63,0.0,0.0,107.74,107.74,107.74,0.0,0.0
2018-08-12,107.82,107.82,107.82,0.0,0.0,107.95,107.95,107.95,0.0,0.0,107.82,107.82,107.82,0.0,0.0,107.9,107.9,107.9,0.0,0.0
2018-08-19,107.94,107.94,107.94,0.0,0.0,108.02,108.02,108.02,0.0,0.0,107.85,107.85,107.85,0.0,0.0,108.0,108.0,108.0,0.0,0.0
2018-08-26,107.98,107.98,107.98,0.0,0.0,108.02,108.02,108.02,0.0,0.0,107.9,107.9,107.9,0.0,0.0,107.9,107.9,107.9,0.0,0.0
2018-09-02,107.6,107.6,107.6,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.42,107.42,107.42,0.0,0.0,107.42,107.42,107.42,0.0,0.0
2018-09-09,107.3,107.3,107.3,0.0,0.0,107.41,107.41,107.41,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.26,107.26,107.26,0.0,0.0
2018-09-16,107.17,107.17,107.17,0.0,0.0,107.25,107.25,107.25,0.0,0.0,107.12,107.12,107.12,0.0,0.0,107.24,107.24,107.24,0.0,0.0
2018-09-23,107.4,107.4,107.4,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.3,107.3,107.3,0.0,0.0,107.35,107.35,107.35,0.0,0.0
2018-09-30,106.68,106.68,106.68,0.0,0.0,106.68,106.68,106.68,0.0,0.0,106.53,106.53,106.53,0.0,0.0,106.59,106.59,106.59,0.0,0.0
2018-10-07,106.84,106.84,106.84,0.0,0.0,107.02,107.02,107.02,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.85,106.85,106.85,0.0,0.0
2018-10-14,106.8,106.8,106.8,0.0,0.0,106.82,106.82,106.82,0.0,0.0,106.69,106.69,106.69,0.0,0.0,106.7,106.7,106.7,0.0,0.0
2018-10-21,107.21,107.21,107.21,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.12,107.12,107.12,0.0,0.0,107.19,107.19,107.19,0.0,0.0
2018-10-28,106.62,106.62,106.62,0.0,0.0,106.75,106.75,106.75,0.0,0.0,106.48,106.48,106.48,0.0,0.0,106.48,106.48,106.48,0.0,0.0
2018-11-04,106.55,106.55,106.55,0.0,0.0,106.67,106.67,106.67,0.0,0.0,106.55,106.55,106.55,0.0,0.0,106.62,106.62,106.62,0.0,0.0
2018-11-11,107.29,107.29,107.29,0.0,0.0,107.29,107.29,107.29,0.0,0.0,106.92,106.92,106.92,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2018-11-18,107.24,107.24,107.24,0.0,0.0,107.24,107.24,107.24,0.0,0.0,106.98,106.98,106.98,0.0,0.0,107.16,107.16,107.16,0.0,0.0
2018-11-25,107.24,107.24,107.24,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.11,107.11,107.11,0.0,0.0,107.22,107.22,107.22,0.0,0.0
2018-12-02,107.16,107.16,107.16,0.0,0.0,107.49,107.49,107.49,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.46,107.46,107.46,0.0,0.0
2018-12-09,107.55,107.55,107.55,0.0,0.0,107.62,107.62,107.62,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.55,107.55,107.55,0.0,0.0
2018-12-16,107.5,107.5,107.5,0.0,0.0,107.8,107.8,107.8,0.0,0.0,107.5,107.5,107.5,0.0,0.0,107.71,107.71,107.71,0.0,0.0
2018-12-23,107.92,107.92,107.92,0.0,0.0,108.11,108.11,108.11,0.0,0.0,107.81,107.81,107.81,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2018-12-30,108.54,108.54,108.54,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.26,108.26,108.26,0.0,0.0
2019-01-06,108.3,108.3,108.3,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.28,108.28,108.28,0.0,0.0,108.39,108.39,108.39,0.0,0.0
2019-01-13,108.2,108.2,108.2,0.0,0.0,108.3,108.3,108.3,0.0,0.0,108.14,108.14,108.14,0.0,0.0,108.24,108.24,108.24,0.0,0.0
2019-01-20,108.47,108.47,108.47,0.0,0.0,108.58,108.58,108.58,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2019-01-27,108.9,108.9,108.9,0.0,0.0,109.01,109.01,109.01,0.0,0.0,108.6,108.6,108.6,0.0,0.0,108.62,108.62,108.62,0.0,0.0
2019-02-03,109.03,109.03,109.03,0.0,0.0,109.03,109.03,109.03,0.0,0.0,108.91,108.91,108.91,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2019-02-10,108.9,108.9,108.9,0.0,0.0,108.98,108.98,108.98,0.0,0.0,108.84,108.84,108.84,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2019-02-17,108.85,108.85,108.85,0.0,0.0,109.1,109.1,109.1,0.0,0.0,108.85,108.85,108.85,0.0,0.0,108.98,108.98,108.98,0.0,0.0
2019-02-24,108.66,108.66,108.66,0.0,0.0,108.76,108.76,108.76,0.0,0.0,108.59,108.59,108.59,0.0,0.0,108.62,108.62,108.62,0.0,0.0
2019-03-03,109.09,109.09,109.09,0.0,0.0,109.16,109.16,109.16,0.0,0.0,109.08,109.08,109.08,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2019-03-10,109.37,109.37,109.37,0.0,0.0,109.4,109.4,109.4,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.4,109.4,109.4,0.0,0.0
2019-03-17,109.96,109.96,109.96,0.0,0.0,110.12,110.12,110.12,0.0,0.0,109.87,109.87,109.87,0.0,0.0,110.1,110.1,110.1,0.0,0.0
2019-03-24,110.23,110.23,110.23,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.19,110.19,110.19,0.0,0.0,110.26,110.26,110.26,0.0,0.0
2019-03-31,109.82,109.82,109.82,0.0,0.0,109.87,109.87,109.87,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.81,109.81,109.81,0.0,0.0
2019-04-07,109.83,109.83,109.83,0.0,0.0,109.84,109.84,109.84,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.78,109.78,109.78,0.0,0.0
2019-04-14,109.8,109.8,109.8,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.76,109.76,109.76,0.0,0.0,109.83,109.83,109.83,0.0,0.0
2019-04-21,110.2,110.2,110.2,0.0,0.0,110.22,110.22,110.22,0.0,0.0,110.14,110.14,110.14,0.0,0.0,110.18,110.18,110.18,0.0,0.0
2019-04-28,109.75,109.75,109.75,0.0,0.0,109.91,109.91,109.91,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.8,109.8,109.8,0.0,0.0
2019-05-05,110.1,110.1,110.1,0.0,0.0,110.23,110.23,110.23,0.0,0.0,110.09,110.09,110.09,0.0,0.0,110.12,110.12,110.12,0.0,0.0
2019-05-12,110.5,110.5,110.5,0.0,0.0,110.51,110.51,110.51,0.0,0.0,110.34,110.34,110.34,0.0,0.0,110.43,110.43,110.43,0.0,0.0
2019-05-19,110.66,110.66,110.66,0.0,0.0,110.69,110.69,110.69,0.0,0.0,110.59,110.59,110.59,0.0,0.0,110.64,110.64,110.64,0.0,0.0
2019-05-26,111.24,111.24,111.24,0.0,0.0,111.46,111.46,111.46,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.46,111.46,111.46,0.0,0.0
2019-06-02,111.72,111.72,111.72,0.0,0.0,111.75,111.75,111.75,0.0,0.0,111.58,111.58,111.58,0.0,0.0,111.61,111.61,111.61,0.0,0.0
2019-06-09,111.62,111.62,111.62,0.0,0.0,111.75,111.75,111.75,0.0,0.0,111.59,111.59,111.59,0.0,0.0,111.64,111.64,111.64,0.0,0.0
2019-06-16,112.07,112.07,112.07,0.0,0.0,112.12,112.12,112.12,0.0,0.0,112.0,112.0,112.0,0.0,0.0,112.12,112.12,112.12,0.0,0.0
2019-06-23,112.22,112.22,112.22,0.0,0.0,112.38,112.38,112.38,0.0,0.0,112.2,112.2,112.2,0.0,0.0,112.28,112.28,112.28,0.0,0.0
2019-06-30,111.95,111.95,111.95,0.0,0.0,111.96,111.96,111.96,0.0,0.0,111.79,111.79,111.79,0.0,0.0,111.85,111.85,111.85,0.0,0.0
2019-07-07,111.69,111.69,111.69,0.0,0.0,111.86,111.86,111.86,0.0,0.0,111.69,111.69,111.69,0.0,0.0,111.83,111.83,111.83,0.0,0.0
2019-07-14,112.09,112.09,112.09,0.0,0.0,112.15,112.15,112.15,0.0,0.0,112.04,112.04,112.04,0.0,0.0,112.1,112.1,112.1,0.0,0.0
2019-07-21,112.11,112.11,112.11,0.0,0.0,112.11,112.11,112.11,0.0,0.0,112.0,112.0,112.0,0.0,0.0,112.09,112.09,112.09,0.0,0.0
2019-07-28,112.61,112.61,112.61,0.0,0.0,112.64,112.64,112.64,0.0,0.0,112.5,112.5,112.5,0.0,0.0,112.59,112.59,112.59,0.0,0.0
2019-08-04,113.22,113.22,113.22,0.0,0.0,113.25,113.25,113.25,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2019-08-11,113.46,113.46,113.46,0.0,0.0,113.61,113.61,113.61,0.0,0.0,113.37,113.37,113.37,0.0,0.0,113.59,113.59,113.59,0.0,0.0
2019-08-18,113.55,113.55,113.55,0.0,0.0,113.86,113.86,113.86,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.83,113.83,113.83,0.0,0.0
2019-08-25,113.79,113.79,113.79,0.0,0.0,113.94,113.94,113.94,0.0,0.0,113.7,113.7,113.7,0.0,0.0,113.93,113.93,113.93,0.0,0.0
2019-09-01,113.49,113.49,113.49,0.0,0.0,113.64,113.64,113.64,0.0,0.0,113.47,113.47,113.47,0.0,0.0,113.59,113.59,113.59,0.0,0.0
2019-09-08,112.45,112.45,112.45,0.0,0.0,112.58,112.58,112.58,0.0,0.0,112.22,112.22,112.22,0.0,0.0,112.27,112.27,112.27,0.0,0.0
2019-09-15,112.68,112.68,112.68,0.0,0.0,112.97,112.97,112.97,0.0,0.0,112.68,112.68,112.68,0.0,0.0,112.91,112.91,112.91,0.0,0.0
2019-09-22,113.1,113.1,113.1,0.0,0.0,113.2,113.2,113.2,0.0,0.0,113.04,113.04,113.04,0.0,0.0,113.16,113.16,113.16,0.0,0.0
2019-09-29,113.68,113.68,113.68,0.0,0.0,113.89,113.89,113.89,0.0,0.0,113.68,113.68,113.68,0.0,0.0,113.86,113.86,113.86,0.0,0.0
2019-10-06,113.1,113.1,113.1,0.0,0.0,113.23,113.23,113.23,0.0,0.0,112.92,112.92,112.92,0.0,0.0,113.21,113.21,113.21,0.0,0.0
2019-10-13,113.19,113.19,113.19,0.0,0.0,113.21,113.21,113.21,0.0,0.0,113.1,113.1,113.1,0.0,0.0,113.15,113.15,113.15,0.0,0.0
2019-10-20,113.15,113.15,113.15,0.0,0.0,113.15,113.15,113.15,0.0,0.0,112.91,112.91,112.91,0.0,0.0,113.0,113.0,113.0,0.0,0.0
2019-10-27,113.13,113.13,113.13,0.0,0.0,113.29,113.29,113.29,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.17,113.17,113.17,0.0,0.0
2019-11-03,112.4,112.4,112.4,0.0,0.0,112.64,112.64,112.64,0.0,0.0,112.4,112.4,112.4,0.0,0.0,112.46,112.46,112.46,0.0,0.0
2019-11-10,112.81,112.81,112.81,0.0,0.0,112.93,112.93,112.93,0.0,0.0,112.77,112.77,112.77,0.0,0.0,112.81,112.81,112.81,0.0,0.0
2019-11-17,113.05,113.05,113.05,0.0,0.0,113.09,113.09,113.09,0.0,0.0,112.99,112.99,112.99,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2019-11-24,113.14,113.14,113.14,0.0,0.0,113.14,113.14,113.14,0.0,0.0,112.99,112.99,112.99,0.0,0.0,113.01,113.01,113.01,0.0,0.0
2019-12-01,112.76,112.76,112.76,0.0,0.0,112.84,112.84,112.84,0.0,0.0,112.69,112.69,112.69,0.0,0.0,112.8,112.8,112.8,0.0,0.0
2019-12-08,112.79,112.79,112.79,0.0,0.0,112.95,112.95,112.95,0.0,0.0,112.61,112.61,112.61,0.0,0.0,112.93,112.93,112.93,0.0,0.0
2019-12-15,112.41,112.41,112.41,0.0,0.0,112.52,112.52,112.52,0.0,0.0,112.4,112.4,112.4,0.0,0.0,112.47,112.47,112.47,0.0,0.0
2019-12-22,112.79,112.79,112.79,0.0,0.0,112.83,112.83,112.83,0.0,0.0,112.66,112.66,112.66,0.0,0.0,112.79,112.79,112.79,0.0,0.0
2019-12-29,113.04,113.04,113.04,0.0,0.0,113.18,113.18,113.18,0.0,0.0,113.01,113.01,113.01,0.0,0.0,113.13,113.13,113.13,0.0,0.0
