Date,First Trust Small Cap Growth AlphaDEX_Open_average,First Trust Small Cap Growth AlphaDEX_Open_max,First Trust Small Cap Growth AlphaDEX_Open_min,First Trust Small Cap Growth AlphaDEX_Open_volatility,First Trust Small Cap Growth AlphaDEX_Open_change,First Trust Small Cap Growth AlphaDEX_High_average,First Trust Small Cap Growth AlphaDEX_High_max,First Trust Small Cap Growth AlphaDEX_High_min,First Trust Small Cap Growth AlphaDEX_High_volatility,First Trust Small Cap Growth AlphaDEX_High_change,First Trust Small Cap Growth AlphaDEX_Low_average,First Trust Small Cap Growth AlphaDEX_Low_max,First Trust Small Cap Growth AlphaDEX_Low_min,First Trust Small Cap Growth AlphaDEX_Low_volatility,First Trust Small Cap Growth AlphaDEX_Low_change,First Trust Small Cap Growth AlphaDEX_Close_average,First Trust Small Cap Growth AlphaDEX_Close_max,First Trust Small Cap Growth AlphaDEX_Close_min,First Trust Small Cap Growth AlphaDEX_Close_volatility,First Trust Small Cap Growth AlphaDEX_Close_change
2018-08-05,49.85,49.85,49.85,0.0,0.0,50.49,50.49,50.49,0.0,0.0,49.85,49.85,49.85,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-08-12,50.17,50.17,50.17,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-08-19,51.73,51.73,51.73,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2018-08-26,52.56,52.56,52.56,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.53,52.53,52.53,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2018-09-02,52.06,52.06,52.06,0.0,0.0,52.9,52.9,52.9,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2018-09-09,52.98,52.98,52.98,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.72,52.72,52.72,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2018-09-16,52.72,52.72,52.72,0.0,0.0,52.72,52.72,52.72,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2018-09-23,51.81,51.81,51.81,0.0,0.0,52.51,52.51,52.51,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2018-09-30,49.87,49.87,49.87,0.0,0.0,50.23,50.23,50.23,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2018-10-07,46.94,46.94,46.94,0.0,0.0,47.03,47.03,47.03,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2018-10-14,47.33,47.33,47.33,0.0,0.0,47.45,47.45,47.45,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2018-10-21,44.22,44.22,44.22,0.0,0.0,44.88,44.88,44.88,0.0,0.0,43.39,43.39,43.39,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2018-10-28,46.47,46.47,46.47,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2018-11-04,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2018-11-11,45.03,45.03,45.03,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2018-11-18,43.65,43.65,43.65,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.65,43.65,43.65,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-11-25,45.4,45.4,45.4,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2018-12-02,43.95,43.95,43.95,0.0,0.0,44.35,44.35,44.35,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2018-12-09,42.37,42.37,42.37,0.0,0.0,42.94,42.94,42.94,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2018-12-16,39.14,39.14,39.14,0.0,0.0,39.15,39.15,39.15,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-12-23,39.61,39.61,39.61,0.0,0.0,40.42,40.42,40.42,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-12-30,40.0,40.0,40.0,0.0,0.0,40.84,40.84,40.84,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-01-06,42.75,42.75,42.75,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2019-01-13,43.75,43.75,43.75,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-01-20,43.58,43.58,43.58,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-01-27,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-02-03,44.01,44.01,44.01,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-02-10,45.83,45.83,45.83,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.83,45.83,45.83,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2019-02-17,46.67,46.67,46.67,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-02-24,47.05,47.05,47.05,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.56,46.56,46.56,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-03-03,44.67,44.67,44.67,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.67,44.67,44.67,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-03-10,46.21,46.21,46.21,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2019-03-17,46.57,46.57,46.57,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-03-24,46.31,46.31,46.31,0.0,0.0,46.33,46.33,46.33,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-03-31,46.7,46.7,46.7,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-04-07,47.09,47.09,47.09,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2019-04-14,45.92,45.92,45.92,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-04-21,46.51,46.51,46.51,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2019-04-28,46.78,46.78,46.78,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-05-05,45.76,45.76,45.76,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.29,45.29,45.29,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-05-12,45.37,45.37,45.37,0.0,0.0,45.72,45.72,45.72,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-05-19,44.43,44.43,44.43,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-05-26,43.5,43.5,43.5,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2019-06-02,44.75,44.75,44.75,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2019-06-09,45.27,45.27,45.27,0.0,0.0,45.46,45.46,45.46,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-06-16,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-06-23,45.99,45.99,45.99,0.0,0.0,46.66,46.66,46.66,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2019-06-30,46.61,46.61,46.61,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.5,46.5,46.5,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2019-07-07,46.54,46.54,46.54,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2019-07-14,46.4,46.4,46.4,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-07-21,46.8,46.8,46.8,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2019-07-28,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-08-04,45.29,45.29,45.29,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-08-11,44.18,44.18,44.18,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2019-08-18,44.8,44.8,44.8,0.0,0.0,45.22,45.22,45.22,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-08-25,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-09-01,44.94,44.94,44.94,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-09-08,46.0,46.0,46.0,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-09-15,45.56,45.56,45.56,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-09-22,44.44,44.44,44.44,0.0,0.0,44.44,44.44,44.44,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2019-09-29,43.09,43.09,43.09,0.0,0.0,43.44,43.44,43.44,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-10-06,43.28,43.28,43.28,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2019-10-13,43.98,43.98,43.98,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-10-20,44.1,44.1,44.1,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2019-10-27,44.78,44.78,44.78,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2019-11-03,44.77,44.77,44.77,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2019-11-10,45.34,45.34,45.34,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-11-17,45.13,45.13,45.13,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2019-11-24,46.01,46.01,46.01,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-12-01,46.04,46.04,46.04,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-12-08,45.99,45.99,45.99,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-12-15,46.68,46.68,46.68,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-12-22,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2019-12-29,46.08,46.08,46.08,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.73,46.73,46.73,0.0,0.0
