Date,UBS E-TRACS Alerian MLPEtf_Open_average,UBS E-TRACS Alerian MLPEtf_Open_max,UBS E-TRACS Alerian MLPEtf_Open_min,UBS E-TRACS Alerian MLPEtf_Open_volatility,UBS E-TRACS Alerian MLPEtf_Open_change,UBS E-TRACS Alerian MLPEtf_High_average,UBS E-TRACS Alerian MLPEtf_High_max,UBS E-TRACS Alerian MLPEtf_High_min,UBS E-TRACS Alerian MLPEtf_High_volatility,UBS E-TRACS Alerian MLPEtf_High_change,UBS E-TRACS Alerian MLPEtf_Low_average,UBS E-TRACS Alerian MLPEtf_Low_max,UBS E-TRACS Alerian MLPEtf_Low_min,UBS E-TRACS Alerian MLPEtf_Low_volatility,UBS E-TRACS Alerian MLPEtf_Low_change,UBS E-TRACS Alerian MLPEtf_Close_average,UBS E-TRACS Alerian MLPEtf_Close_max,UBS E-TRACS Alerian MLPEtf_Close_min,UBS E-TRACS Alerian MLPEtf_Close_volatility,UBS E-TRACS Alerian MLPEtf_Close_change
2019-03-17,16.12,16.12,16.12,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-03-24,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-03-31,16.15,16.15,16.15,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-04-07,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-04-14,15.91,15.91,15.91,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-04-21,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2019-04-28,15.66,15.66,15.66,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2019-05-05,15.61,15.61,15.61,0.0,0.0,16.13,16.13,16.13,0.0,0.0,15.61,15.61,15.61,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2019-05-12,16.35,16.35,16.35,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-05-19,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2019-05-26,15.21,15.21,15.21,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2019-06-02,15.54,15.54,15.54,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2019-06-09,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2019-06-16,15.56,15.56,15.56,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2019-06-23,15.54,15.54,15.54,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2019-06-30,16.01,16.01,16.01,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2019-07-07,16.28,16.28,16.28,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2019-07-14,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-07-21,15.98,15.98,15.98,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2019-07-28,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-08-04,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.83,14.83,14.83,0.0,0.0
2019-08-11,14.42,14.42,14.42,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-08-18,14.64,14.64,14.64,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-08-25,14.54,14.54,14.54,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-09-01,14.56,14.56,14.56,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-09-08,14.75,14.75,14.75,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-09-15,15.27,15.27,15.27,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-09-22,14.62,14.62,14.62,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-09-29,14.44,14.44,14.44,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-10-06,14.07,14.07,14.07,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-10-13,13.82,13.82,13.82,0.0,0.0,14.03,14.03,14.03,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2019-10-20,13.84,13.84,13.84,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2019-10-27,13.81,13.81,13.81,0.0,0.0,13.85,13.85,13.85,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2019-11-03,13.36,13.36,13.36,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2019-11-10,13.2,13.2,13.2,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.24,13.24,13.24,0.0,0.0
2019-11-17,13.13,13.13,13.13,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2019-11-24,12.65,12.65,12.65,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2019-12-01,12.52,12.52,12.52,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2019-12-08,13.2,13.2,13.2,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2019-12-15,13.67,13.67,13.67,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.69,13.69,13.69,0.0,0.0
2019-12-22,13.96,13.96,13.96,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2019-12-29,13.95,13.95,13.95,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.99,13.99,13.99,0.0,0.0
