Date,United States 12 Month Natural Gas_Open_average,United States 12 Month Natural Gas_Open_max,United States 12 Month Natural Gas_Open_min,United States 12 Month Natural Gas_Open_volatility,United States 12 Month Natural Gas_Open_change,United States 12 Month Natural Gas_High_average,United States 12 Month Natural Gas_High_max,United States 12 Month Natural Gas_High_min,United States 12 Month Natural Gas_High_volatility,United States 12 Month Natural Gas_High_change,United States 12 Month Natural Gas_Low_average,United States 12 Month Natural Gas_Low_max,United States 12 Month Natural Gas_Low_min,United States 12 Month Natural Gas_Low_volatility,United States 12 Month Natural Gas_Low_change,United States 12 Month Natural Gas_Close_average,United States 12 Month Natural Gas_Close_max,United States 12 Month Natural Gas_Close_min,United States 12 Month Natural Gas_Close_volatility,United States 12 Month Natural Gas_Close_change
2018-05-27,9.53,9.53,9.53,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2018-06-03,9.53,9.53,9.53,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2018-06-10,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0
2018-06-17,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.43,9.43,9.43,0.0,0.0
2018-06-24,9.31,9.31,9.31,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.35,9.35,9.35,0.0,0.0
2018-07-01,9.27,9.27,9.27,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.27,9.27,9.27,0.0,0.0
2018-07-08,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2018-07-15,9.0,9.0,9.0,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2018-07-22,9.25,9.25,9.25,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.25,9.25,9.25,0.0,0.0
2018-07-29,9.31,9.31,9.31,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.31,9.31,9.31,0.0,0.0
2018-08-05,9.53,9.53,9.53,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2018-08-12,9.58,9.58,9.58,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.59,9.59,9.59,0.0,0.0
2018-08-19,9.49,9.49,9.49,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2018-08-26,9.33,9.33,9.33,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.32,9.32,9.32,0.0,0.0
2018-09-02,9.05,9.05,9.05,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.12,9.12,9.12,0.0,0.0
2018-09-09,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2018-09-16,9.36,9.36,9.36,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2018-09-23,9.57,9.57,9.57,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2018-09-30,9.85,9.85,9.85,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2018-10-07,9.91,9.91,9.91,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.91,9.91,9.91,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-10-14,9.8,9.8,9.8,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.74,9.74,9.74,0.0,0.0
2018-10-21,9.61,9.61,9.61,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2018-10-28,10.01,10.01,10.01,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.94,9.94,9.94,0.0,0.0,10.01,10.01,10.01,0.0,0.0
2018-11-04,10.46,10.46,10.46,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2018-11-11,11.25,11.25,11.25,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2018-11-18,11.01,11.01,11.01,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.96,10.96,10.96,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2018-11-25,11.27,11.27,11.27,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2018-12-02,11.72,11.72,11.72,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2018-12-09,10.97,10.97,10.97,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2018-12-16,10.94,10.94,10.94,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2018-12-23,10.62,10.62,10.62,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-12-30,10.23,10.23,10.23,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2019-01-06,11.01,11.01,11.01,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2019-01-13,10.98,10.98,10.98,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2019-01-20,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2019-01-27,10.4,10.4,10.4,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2019-02-03,10.51,10.51,10.51,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2019-02-10,10.35,10.35,10.35,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2019-02-17,10.77,10.77,10.77,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2019-02-24,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2019-03-03,10.81,10.81,10.81,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.77,10.77,10.77,0.0,0.0
2019-03-10,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2019-03-17,10.63,10.63,10.63,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.81,10.81,10.81,0.0,0.0
2019-03-24,10.58,10.58,10.58,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2019-03-31,10.56,10.56,10.56,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2019-04-07,10.4,10.4,10.4,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2019-04-14,10.04,10.04,10.04,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2019-04-21,10.05,10.05,10.05,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-04-28,9.94,9.94,9.94,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2019-05-05,10.25,10.25,10.25,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.2,10.2,10.2,0.0,0.0
2019-05-12,10.39,10.39,10.39,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2019-05-19,9.96,9.96,9.96,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2019-05-26,9.59,9.59,9.59,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2019-06-02,9.25,9.25,9.25,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.35,9.35,9.35,0.0,0.0
2019-06-09,9.4,9.4,9.4,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.38,9.38,9.38,0.0,0.0
2019-06-16,8.99,8.99,8.99,0.0,0.0,9.11,9.11,9.11,0.0,0.0,8.99,8.99,8.99,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-06-23,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.96,8.96,8.96,0.0,0.0
2019-06-30,9.31,9.31,9.31,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2019-07-07,9.43,9.43,9.43,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2019-07-14,8.96,8.96,8.96,0.0,0.0,9.1,9.1,9.1,0.0,0.0,8.96,8.96,8.96,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2019-07-21,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2019-07-28,8.44,8.44,8.44,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2019-08-04,8.49,8.49,8.49,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.46,8.46,8.46,0.0,0.0
2019-08-11,8.44,8.44,8.44,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2019-08-18,8.68,8.68,8.68,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2019-08-25,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2019-09-01,9.38,9.38,9.38,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2019-09-08,9.59,9.59,9.59,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.52,9.52,9.52,0.0,0.0,9.55,9.55,9.55,0.0,0.0
2019-09-15,9.2,9.2,9.2,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.28,9.28,9.28,0.0,0.0
2019-09-22,8.85,8.85,8.85,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2019-09-29,8.85,8.85,8.85,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2019-10-06,8.75,8.75,8.75,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.77,8.77,8.77,0.0,0.0
2019-10-13,8.71,8.71,8.71,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.77,8.77,8.77,0.0,0.0
2019-10-20,9.28,9.28,9.28,0.0,0.0,9.75,9.75,9.75,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2019-10-27,9.11,9.11,9.11,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2019-11-03,9.17,9.17,9.17,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.23,9.23,9.23,0.0,0.0
2019-11-10,9.09,9.09,9.09,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2019-11-17,8.89,8.89,8.89,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2019-11-24,8.36,8.36,8.36,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2019-12-01,8.3,8.3,8.3,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.24,8.24,8.24,0.0,0.0,8.34,8.34,8.34,0.0,0.0
2019-12-08,8.59,8.59,8.59,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.52,8.52,8.52,0.0,0.0
2019-12-15,8.32,8.32,8.32,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.33,8.33,8.33,0.0,0.0
2019-12-22,8.32,8.32,8.32,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.39,8.39,8.39,0.0,0.0
2019-12-29,8.35,8.35,8.35,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.32,8.32,8.32,0.0,0.0
