Date,Fidelity Momentum_Open_average,Fidelity Momentum_Open_max,Fidelity Momentum_Open_min,Fidelity Momentum_Open_volatility,Fidelity Momentum_Open_change,Fidelity Momentum_High_average,Fidelity Momentum_High_max,Fidelity Momentum_High_min,Fidelity Momentum_High_volatility,Fidelity Momentum_High_change,Fidelity Momentum_Low_average,Fidelity Momentum_Low_max,Fidelity Momentum_Low_min,Fidelity Momentum_Low_volatility,Fidelity Momentum_Low_change,Fidelity Momentum_Close_average,Fidelity Momentum_Close_max,Fidelity Momentum_Close_min,Fidelity Momentum_Close_volatility,Fidelity Momentum_Close_change
2018-04-15,32.24,32.24,32.24,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-04-22,32.23,32.23,32.23,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-04-29,32.49,32.49,32.49,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-05-06,33.42,33.42,33.42,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-05-13,33.41,33.41,33.41,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2018-05-20,33.54,33.54,33.54,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-05-27,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-06-03,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2018-06-10,33.73,33.73,33.73,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-06-17,33.15,33.15,33.15,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-06-24,32.66,32.66,32.66,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-07-01,33.31,33.31,33.31,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-07-08,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-07-15,33.82,33.82,33.82,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-07-22,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-07-29,34.01,34.01,34.01,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-08-05,34.25,34.25,34.25,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2018-08-12,34.24,34.24,34.24,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-08-19,34.95,34.95,34.95,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2018-08-26,35.21,35.21,35.21,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-09-02,34.94,34.94,34.94,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-09-09,35.24,35.24,35.24,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2018-09-16,35.0,35.0,35.0,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2018-09-23,35.57,35.57,35.57,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-09-30,34.61,34.61,34.61,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-10-07,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-10-14,33.0,33.0,33.0,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-10-21,32.08,32.08,32.08,0.0,0.0,32.1,32.1,32.1,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-10-28,32.47,32.47,32.47,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-11-04,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-11-11,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-11-18,31.16,31.16,31.16,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-11-25,33.23,33.23,33.23,0.0,0.0,33.76,33.76,33.76,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2018-12-02,31.05,31.05,31.05,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.65,30.65,30.65,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2018-12-09,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-12-16,28.02,28.02,28.02,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2018-12-23,29.72,29.72,29.72,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-12-30,29.89,29.89,29.89,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.89,29.89,29.89,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-01-06,30.46,30.46,30.46,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2019-01-13,31.81,31.81,31.81,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-01-20,31.42,31.42,31.42,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-01-27,32.19,32.19,32.19,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-02-03,32.44,32.44,32.44,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-02-10,33.12,33.12,33.12,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-02-17,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-02-24,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-03-03,32.81,32.81,32.81,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-03-10,33.76,33.76,33.76,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-03-17,33.45,33.45,33.45,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-03-24,34.09,34.09,34.09,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-03-31,34.17,34.17,34.17,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-04-07,34.45,34.45,34.45,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-04-14,34.22,34.22,34.22,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-04-21,35.05,35.05,35.05,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-04-28,34.51,34.51,34.51,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-05-05,33.78,33.78,33.78,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-05-12,34.27,34.27,34.27,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-05-19,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-05-26,33.71,33.71,33.71,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-06-02,35.4,35.4,35.4,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-06-09,35.39,35.39,35.39,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2019-06-16,35.8,35.8,35.8,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2019-06-23,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-06-30,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2019-07-07,36.58,36.58,36.58,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-07-14,36.16,36.16,36.16,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2019-07-21,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-07-28,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-08-04,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-08-11,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-08-18,34.92,34.92,34.92,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-08-25,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2019-09-01,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-09-08,35.21,35.21,35.21,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-09-15,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-09-22,34.81,34.81,34.81,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-09-29,34.97,34.97,34.97,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.91,34.91,34.91,0.0,0.0
2019-10-06,34.86,34.86,34.86,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2019-10-13,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-10-20,34.88,34.88,34.88,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-10-27,35.21,35.21,35.21,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2019-11-03,34.86,34.86,34.86,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-11-10,35.56,35.56,35.56,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-11-17,35.52,35.52,35.52,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-11-24,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-12-01,36.16,36.16,36.16,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-12-08,36.29,36.29,36.29,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-12-15,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-12-22,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2019-12-29,36.67,36.67,36.67,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.92,36.92,36.92,0.0,0.0
