Date,PowerShares DWA Consumer Staples Momentum Portfoli_Open_average,PowerShares DWA Consumer Staples Momentum Portfoli_Open_max,PowerShares DWA Consumer Staples Momentum Portfoli_Open_min,PowerShares DWA Consumer Staples Momentum Portfoli_Open_volatility,PowerShares DWA Consumer Staples Momentum Portfoli_Open_change,PowerShares DWA Consumer Staples Momentum Portfoli_High_average,PowerShares DWA Consumer Staples Momentum Portfoli_High_max,PowerShares DWA Consumer Staples Momentum Portfoli_High_min,PowerShares DWA Consumer Staples Momentum Portfoli_High_volatility,PowerShares DWA Consumer Staples Momentum Portfoli_High_change,PowerShares DWA Consumer Staples Momentum Portfoli_Low_average,PowerShares DWA Consumer Staples Momentum Portfoli_Low_max,PowerShares DWA Consumer Staples Momentum Portfoli_Low_min,PowerShares DWA Consumer Staples Momentum Portfoli_Low_volatility,PowerShares DWA Consumer Staples Momentum Portfoli_Low_change,PowerShares DWA Consumer Staples Momentum Portfoli_Close_average,PowerShares DWA Consumer Staples Momentum Portfoli_Close_max,PowerShares DWA Consumer Staples Momentum Portfoli_Close_min,PowerShares DWA Consumer Staples Momentum Portfoli_Close_volatility,PowerShares DWA Consumer Staples Momentum Portfoli_Close_change
2018-06-17,70.86,70.86,70.86,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2018-06-24,70.23,70.23,70.23,0.0,0.0,70.55,70.55,70.55,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.55,70.55,70.55,0.0,0.0
2018-07-01,72.42,72.42,72.42,0.0,0.0,72.42,72.42,72.42,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2018-07-08,71.64,71.64,71.64,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.44,71.44,71.44,0.0,0.0
2018-07-15,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2018-07-22,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2018-07-29,71.96,71.96,71.96,0.0,0.0,72.44,72.44,72.44,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2018-08-05,71.75,71.75,71.75,0.0,0.0,71.75,71.75,71.75,0.0,0.0,70.8,70.8,70.8,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2018-08-12,72.46,72.46,72.46,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-08-19,72.61,72.61,72.61,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2018-08-26,71.96,71.96,71.96,0.0,0.0,72.59,72.59,72.59,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2018-09-02,72.78,72.78,72.78,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2018-09-09,73.62,73.62,73.62,0.0,0.0,73.62,73.62,73.62,0.0,0.0,72.73,72.73,72.73,0.0,0.0,72.73,72.73,72.73,0.0,0.0
2018-09-16,72.7,72.7,72.7,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2018-09-23,72.43,72.43,72.43,0.0,0.0,72.43,72.43,72.43,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2018-09-30,71.22,71.22,71.22,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.65,70.65,70.65,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2018-10-07,68.86,68.86,68.86,0.0,0.0,69.53,69.53,69.53,0.0,0.0,68.33,68.33,68.33,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2018-10-14,70.87,70.87,70.87,0.0,0.0,70.91,70.91,70.91,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2018-10-21,70.02,70.02,70.02,0.0,0.0,70.72,70.72,70.72,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2018-10-28,72.71,72.71,72.71,0.0,0.0,72.71,72.71,72.71,0.0,0.0,71.62,71.62,71.62,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-11-04,73.19,73.19,73.19,0.0,0.0,73.34,73.34,73.34,0.0,0.0,72.61,72.61,72.61,0.0,0.0,72.8,72.8,72.8,0.0,0.0
2018-11-11,73.04,73.04,73.04,0.0,0.0,73.04,73.04,73.04,0.0,0.0,71.14,71.14,71.14,0.0,0.0,71.46,71.46,71.46,0.0,0.0
2018-11-18,71.49,71.49,71.49,0.0,0.0,71.49,71.49,71.49,0.0,0.0,70.9,70.9,70.9,0.0,0.0,71.18,71.18,71.18,0.0,0.0
2018-11-25,73.04,73.04,73.04,0.0,0.0,73.04,73.04,73.04,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2018-12-02,70.16,70.16,70.16,0.0,0.0,70.16,70.16,70.16,0.0,0.0,68.93,68.93,68.93,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2018-12-09,69.9,69.9,69.9,0.0,0.0,69.9,69.9,69.9,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2018-12-16,64.54,64.54,64.54,0.0,0.0,64.54,64.54,64.54,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2018-12-23,65.39,65.39,65.39,0.0,0.0,65.39,65.39,65.39,0.0,0.0,64.83,64.83,64.83,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2018-12-30,66.05,66.05,66.05,0.0,0.0,66.49,66.49,66.49,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2019-01-06,67.38,67.38,67.38,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-01-13,67.9,67.9,67.9,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.6,67.6,67.6,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2019-01-20,66.29,66.29,66.29,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-01-27,67.38,67.38,67.38,0.0,0.0,68.24,68.24,68.24,0.0,0.0,67.38,67.38,67.38,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2019-02-03,67.71,67.71,67.71,0.0,0.0,67.98,67.98,67.98,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2019-02-10,69.09,69.09,69.09,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.81,68.81,68.81,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-02-17,70.08,70.08,70.08,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2019-02-24,70.98,70.98,70.98,0.0,0.0,70.98,70.98,70.98,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.39,70.39,70.39,0.0,0.0
2019-03-03,69.41,69.41,69.41,0.0,0.0,70.27,70.27,70.27,0.0,0.0,69.34,69.34,69.34,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2019-03-10,70.04,70.04,70.04,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.04,70.04,70.04,0.0,0.0,70.11,70.11,70.11,0.0,0.0
2019-03-17,69.28,69.28,69.28,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.66,69.66,69.66,0.0,0.0
2019-03-24,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.88,70.88,70.88,0.0,0.0
2019-03-31,70.78,70.78,70.78,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.78,70.78,70.78,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2019-04-07,71.62,71.62,71.62,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2019-04-14,72.1,72.1,72.1,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-04-21,72.82,72.82,72.82,0.0,0.0,72.88,72.88,72.88,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2019-04-28,71.8,71.8,71.8,0.0,0.0,72.57,72.57,72.57,0.0,0.0,71.8,71.8,71.8,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2019-05-05,71.5,71.5,71.5,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.52,71.52,71.52,0.0,0.0
2019-05-12,71.64,71.64,71.64,0.0,0.0,71.86,71.86,71.86,0.0,0.0,71.46,71.46,71.46,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2019-05-19,71.0,71.0,71.0,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.41,71.41,71.41,0.0,0.0
2019-05-26,69.61,69.61,69.61,0.0,0.0,69.99,69.99,69.99,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.92,69.92,69.92,0.0,0.0
2019-06-02,72.8,72.8,72.8,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2019-06-09,72.44,72.44,72.44,0.0,0.0,72.44,72.44,72.44,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2019-06-16,72.36,72.36,72.36,0.0,0.0,72.36,72.36,72.36,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.64,71.64,71.64,0.0,0.0
2019-06-23,73.01,73.01,73.01,0.0,0.0,73.01,73.01,73.01,0.0,0.0,71.91,71.91,71.91,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2019-06-30,73.44,73.44,73.44,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.64,73.64,73.64,0.0,0.0
2019-07-07,74.07,74.07,74.07,0.0,0.0,74.07,74.07,74.07,0.0,0.0,73.89,73.89,73.89,0.0,0.0,74.02,74.02,74.02,0.0,0.0
2019-07-14,74.26,74.26,74.26,0.0,0.0,74.26,74.26,74.26,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.65,73.65,73.65,0.0,0.0
2019-07-21,73.69,73.69,73.69,0.0,0.0,74.32,74.32,74.32,0.0,0.0,73.69,73.69,73.69,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2019-07-28,72.0,72.0,72.0,0.0,0.0,72.0,72.0,72.0,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2019-08-04,73.42,73.42,73.42,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.38,73.38,73.38,0.0,0.0
2019-08-11,75.03,75.03,75.03,0.0,0.0,75.65,75.65,75.65,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2019-08-18,75.25,75.25,75.25,0.0,0.0,75.25,75.25,75.25,0.0,0.0,74.9,74.9,74.9,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2019-08-25,75.75,75.75,75.75,0.0,0.0,76.25,76.25,76.25,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2019-09-01,75.09,75.09,75.09,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2019-09-08,73.81,73.81,73.81,0.0,0.0,73.81,73.81,73.81,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.34,73.34,73.34,0.0,0.0
2019-09-15,72.47,72.47,72.47,0.0,0.0,72.93,72.93,72.93,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.68,72.68,72.68,0.0,0.0
2019-09-22,71.74,71.74,71.74,0.0,0.0,72.17,72.17,72.17,0.0,0.0,71.53,71.53,71.53,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2019-09-29,72.04,72.04,72.04,0.0,0.0,72.67,72.67,72.67,0.0,0.0,71.83,71.83,71.83,0.0,0.0,72.67,72.67,72.67,0.0,0.0
2019-10-06,71.06,71.06,71.06,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.92,70.92,70.92,0.0,0.0,70.92,70.92,70.92,0.0,0.0
2019-10-13,71.34,71.34,71.34,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2019-10-20,70.08,70.08,70.08,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.08,70.08,70.08,0.0,0.0,70.42,70.42,70.42,0.0,0.0
2019-10-27,71.27,71.27,71.27,0.0,0.0,71.27,71.27,71.27,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.19,70.19,70.19,0.0,0.0
2019-11-03,69.62,69.62,69.62,0.0,0.0,69.98,69.98,69.98,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2019-11-10,70.76,70.76,70.76,0.0,0.0,71.42,71.42,71.42,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-11-17,71.6,71.6,71.6,0.0,0.0,72.25,72.25,72.25,0.0,0.0,71.6,71.6,71.6,0.0,0.0,72.25,72.25,72.25,0.0,0.0
2019-11-24,72.62,72.62,72.62,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2019-12-01,73.29,73.29,73.29,0.0,0.0,73.29,73.29,73.29,0.0,0.0,72.94,72.94,72.94,0.0,0.0,73.08,73.08,73.08,0.0,0.0
2019-12-08,72.68,72.68,72.68,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.66,72.66,72.66,0.0,0.0,72.88,72.88,72.88,0.0,0.0
2019-12-15,74.59,74.59,74.59,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.13,74.13,74.13,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-12-22,74.34,74.34,74.34,0.0,0.0,74.34,74.34,74.34,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2019-12-29,73.36,73.36,73.36,0.0,0.0,74.29,74.29,74.29,0.0,0.0,73.36,73.36,73.36,0.0,0.0,74.15,74.15,74.15,0.0,0.0
