Date,iShares US Real Estate_etf_Open_average,iShares US Real Estate_etf_Open_max,iShares US Real Estate_etf_Open_min,iShares US Real Estate_etf_Open_volatility,iShares US Real Estate_etf_Open_change,iShares US Real Estate_etf_High_average,iShares US Real Estate_etf_High_max,iShares US Real Estate_etf_High_min,iShares US Real Estate_etf_High_volatility,iShares US Real Estate_etf_High_change,iShares US Real Estate_etf_Low_average,iShares US Real Estate_etf_Low_max,iShares US Real Estate_etf_Low_min,iShares US Real Estate_etf_Low_volatility,iShares US Real Estate_etf_Low_change,iShares US Real Estate_etf_Close_average,iShares US Real Estate_etf_Close_max,iShares US Real Estate_etf_Close_min,iShares US Real Estate_etf_Close_volatility,iShares US Real Estate_etf_Close_change
2018-06-10,79.02,79.02,79.02,0.0,0.0,79.49,79.49,79.49,0.0,0.0,78.81,78.81,78.81,0.0,0.0,79.09,79.09,79.09,0.0,0.0
2018-06-17,80.23,80.23,80.23,0.0,0.0,80.74,80.74,80.74,0.0,0.0,79.92,79.92,79.92,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2018-06-24,80.2,80.2,80.2,0.0,0.0,80.9,80.9,80.9,0.0,0.0,79.76,79.76,79.76,0.0,0.0,80.58,80.58,80.58,0.0,0.0
2018-07-01,81.93,81.93,81.93,0.0,0.0,82.17,82.17,82.17,0.0,0.0,81.75,81.75,81.75,0.0,0.0,82.09,82.09,82.09,0.0,0.0
2018-07-08,81.75,81.75,81.75,0.0,0.0,81.95,81.95,81.95,0.0,0.0,81.3,81.3,81.3,0.0,0.0,81.32,81.32,81.32,0.0,0.0
2018-07-15,80.69,80.69,80.69,0.0,0.0,80.83,80.83,80.83,0.0,0.0,79.97,79.97,79.97,0.0,0.0,80.27,80.27,80.27,0.0,0.0
2018-07-22,80.72,80.72,80.72,0.0,0.0,80.78,80.78,80.78,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.77,79.77,79.77,0.0,0.0
2018-07-29,81.51,81.51,81.51,0.0,0.0,82.26,82.26,82.26,0.0,0.0,81.32,81.32,81.32,0.0,0.0,82.21,82.21,82.21,0.0,0.0
2018-08-05,81.3,81.3,81.3,0.0,0.0,81.59,81.59,81.59,0.0,0.0,80.75,80.75,80.75,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2018-08-12,82.32,82.32,82.32,0.0,0.0,83.17,83.17,83.17,0.0,0.0,82.32,82.32,82.32,0.0,0.0,83.16,83.16,83.16,0.0,0.0
2018-08-19,81.91,81.91,81.91,0.0,0.0,82.51,82.51,82.51,0.0,0.0,81.88,81.88,81.88,0.0,0.0,82.51,82.51,82.51,0.0,0.0
2018-08-26,82.9,82.9,82.9,0.0,0.0,83.31,83.31,83.31,0.0,0.0,82.81,82.81,82.81,0.0,0.0,83.18,83.18,83.18,0.0,0.0
2018-09-02,82.52,82.52,82.52,0.0,0.0,82.61,82.61,82.61,0.0,0.0,81.94,81.94,81.94,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2018-09-09,82.62,82.62,82.62,0.0,0.0,82.68,82.68,82.68,0.0,0.0,81.73,81.73,81.73,0.0,0.0,82.23,82.23,82.23,0.0,0.0
2018-09-16,81.77,81.77,81.77,0.0,0.0,82.31,82.31,82.31,0.0,0.0,81.68,81.68,81.68,0.0,0.0,81.91,81.91,81.91,0.0,0.0
2018-09-23,79.13,79.13,79.13,0.0,0.0,80.13,80.13,80.13,0.0,0.0,79.13,79.13,79.13,0.0,0.0,80.02,80.02,80.02,0.0,0.0
2018-09-30,77.89,77.89,77.89,0.0,0.0,78.37,78.37,78.37,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.81,77.81,77.81,0.0,0.0
2018-10-07,76.63,76.63,76.63,0.0,0.0,76.7,76.7,76.7,0.0,0.0,75.15,75.15,75.15,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2018-10-14,77.12,77.12,77.12,0.0,0.0,78.08,78.08,78.08,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2018-10-21,78.39,78.39,78.39,0.0,0.0,78.47,78.47,78.47,0.0,0.0,76.39,76.39,76.39,0.0,0.0,76.87,76.87,76.87,0.0,0.0
2018-10-28,78.51,78.51,78.51,0.0,0.0,78.51,78.51,78.51,0.0,0.0,76.88,76.88,76.88,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2018-11-04,80.05,80.05,80.05,0.0,0.0,80.48,80.48,80.48,0.0,0.0,79.83,79.83,79.83,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2018-11-11,79.54,79.54,79.54,0.0,0.0,80.65,80.65,80.65,0.0,0.0,79.4,79.4,79.4,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2018-11-18,79.78,79.78,79.78,0.0,0.0,80.02,80.02,80.02,0.0,0.0,79.21,79.21,79.21,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2018-11-25,81.01,81.01,81.01,0.0,0.0,81.78,81.78,81.78,0.0,0.0,80.83,80.83,80.83,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2018-12-02,82.6,82.6,82.6,0.0,0.0,82.85,82.85,82.85,0.0,0.0,81.53,81.53,81.53,0.0,0.0,81.75,81.75,81.75,0.0,0.0
2018-12-09,80.24,80.24,80.24,0.0,0.0,80.69,80.69,80.69,0.0,0.0,79.93,79.93,79.93,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2018-12-16,75.86,75.86,75.86,0.0,0.0,77.23,77.23,77.23,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.69,74.69,74.69,0.0,0.0
2018-12-23,75.17,75.17,75.17,0.0,0.0,75.51,75.51,75.51,0.0,0.0,74.18,74.18,74.18,0.0,0.0,74.71,74.71,74.71,0.0,0.0
2018-12-30,74.27,74.27,74.27,0.0,0.0,75.29,75.29,75.29,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2019-01-06,77.6,77.6,77.6,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.93,77.93,77.93,0.0,0.0
2019-01-13,79.6,79.6,79.6,0.0,0.0,79.66,79.66,79.66,0.0,0.0,79.03,79.03,79.03,0.0,0.0,79.66,79.66,79.66,0.0,0.0
2019-01-20,79.96,79.96,79.96,0.0,0.0,80.69,80.69,80.69,0.0,0.0,79.67,79.67,79.67,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2019-01-27,83.5,83.5,83.5,0.0,0.0,83.8,83.8,83.8,0.0,0.0,81.86,81.86,81.86,0.0,0.0,82.97,82.97,82.97,0.0,0.0
2019-02-03,83.88,83.88,83.88,0.0,0.0,84.42,84.42,84.42,0.0,0.0,83.65,83.65,83.65,0.0,0.0,84.12,84.12,84.12,0.0,0.0
2019-02-10,84.61,84.61,84.61,0.0,0.0,85.06,85.06,85.06,0.0,0.0,84.52,84.52,84.52,0.0,0.0,85.05,85.05,85.05,0.0,0.0
2019-02-17,84.64,84.64,84.64,0.0,0.0,85.33,85.33,85.33,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.99,84.99,84.99,0.0,0.0
2019-02-24,83.89,83.89,83.89,0.0,0.0,84.25,84.25,84.25,0.0,0.0,83.04,83.04,83.04,0.0,0.0,83.97,83.97,83.97,0.0,0.0
2019-03-03,83.74,83.74,83.74,0.0,0.0,84.39,84.39,84.39,0.0,0.0,83.73,83.73,83.73,0.0,0.0,84.1,84.1,84.1,0.0,0.0
2019-03-10,86.3,86.3,86.3,0.0,0.0,86.39,86.39,86.39,0.0,0.0,85.8,85.8,85.8,0.0,0.0,86.01,86.01,86.01,0.0,0.0
2019-03-17,86.48,86.48,86.48,0.0,0.0,86.99,86.99,86.99,0.0,0.0,85.76,85.76,85.76,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2019-03-24,87.06,87.06,87.06,0.0,0.0,87.25,87.25,87.25,0.0,0.0,86.71,86.71,86.71,0.0,0.0,87.04,87.04,87.04,0.0,0.0
2019-03-31,87.45,87.45,87.45,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.22,87.22,87.22,0.0,0.0,87.95,87.95,87.95,0.0,0.0
2019-04-07,87.65,87.65,87.65,0.0,0.0,88.19,88.19,88.19,0.0,0.0,87.07,87.07,87.07,0.0,0.0,88.17,88.17,88.17,0.0,0.0
2019-04-14,85.34,85.34,85.34,0.0,0.0,85.86,85.86,85.86,0.0,0.0,84.8,84.8,84.8,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2019-04-21,86.5,86.5,86.5,0.0,0.0,87.0,87.0,87.0,0.0,0.0,86.26,86.26,86.26,0.0,0.0,86.85,86.85,86.85,0.0,0.0
2019-04-28,87.22,87.22,87.22,0.0,0.0,87.75,87.75,87.75,0.0,0.0,86.99,86.99,86.99,0.0,0.0,87.66,87.66,87.66,0.0,0.0
2019-05-05,85.86,85.86,85.86,0.0,0.0,87.14,87.14,87.14,0.0,0.0,85.76,85.76,85.76,0.0,0.0,86.88,86.88,86.88,0.0,0.0
2019-05-12,87.83,87.83,87.83,0.0,0.0,88.17,88.17,88.17,0.0,0.0,87.54,87.54,87.54,0.0,0.0,87.98,87.98,87.98,0.0,0.0
2019-05-19,88.25,88.25,88.25,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.02,88.02,88.02,0.0,0.0,88.13,88.13,88.13,0.0,0.0
2019-05-26,86.16,86.16,86.16,0.0,0.0,87.38,87.38,87.38,0.0,0.0,85.93,85.93,85.93,0.0,0.0,86.87,86.87,86.87,0.0,0.0
2019-06-02,89.38,89.38,89.38,0.0,0.0,89.64,89.64,89.64,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.15,89.15,89.15,0.0,0.0
2019-06-09,89.64,89.64,89.64,0.0,0.0,90.18,90.18,90.18,0.0,0.0,89.48,89.48,89.48,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2019-06-16,90.48,90.48,90.48,0.0,0.0,90.55,90.55,90.55,0.0,0.0,89.38,89.38,89.38,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2019-06-23,87.5,87.5,87.5,0.0,0.0,88.22,88.22,88.22,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.31,87.31,87.31,0.0,0.0
2019-06-30,89.3,89.3,89.3,0.0,0.0,90.13,90.13,90.13,0.0,0.0,88.51,88.51,88.51,0.0,0.0,89.75,89.75,89.75,0.0,0.0
2019-07-07,90.02,90.02,90.02,0.0,0.0,90.13,90.13,90.13,0.0,0.0,89.46,89.46,89.46,0.0,0.0,89.78,89.78,89.78,0.0,0.0
2019-07-14,89.39,89.39,89.39,0.0,0.0,89.51,89.51,89.51,0.0,0.0,87.76,87.76,87.76,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2019-07-21,88.52,88.52,88.52,0.0,0.0,88.96,88.96,88.96,0.0,0.0,88.16,88.16,88.16,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2019-07-28,89.38,89.38,89.38,0.0,0.0,90.23,90.23,90.23,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.7,89.7,89.7,0.0,0.0
2019-08-04,91.18,91.18,91.18,0.0,0.0,91.7,91.7,91.7,0.0,0.0,90.5,90.5,90.5,0.0,0.0,91.45,91.45,91.45,0.0,0.0
2019-08-11,90.92,90.92,90.92,0.0,0.0,91.72,91.72,91.72,0.0,0.0,90.75,90.75,90.75,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-08-18,92.23,92.23,92.23,0.0,0.0,92.88,92.88,92.88,0.0,0.0,90.75,90.75,90.75,0.0,0.0,91.08,91.08,91.08,0.0,0.0
2019-08-25,92.53,92.53,92.53,0.0,0.0,92.68,92.68,92.68,0.0,0.0,91.99,91.99,91.99,0.0,0.0,92.46,92.46,92.46,0.0,0.0
2019-09-01,93.64,93.64,93.64,0.0,0.0,93.95,93.95,93.95,0.0,0.0,93.38,93.38,93.38,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2019-09-08,92.12,92.12,92.12,0.0,0.0,92.95,92.95,92.95,0.0,0.0,91.37,91.37,91.37,0.0,0.0,91.54,91.54,91.54,0.0,0.0
2019-09-15,93.74,93.74,93.74,0.0,0.0,94.01,94.01,94.01,0.0,0.0,93.3,93.3,93.3,0.0,0.0,93.57,93.57,93.57,0.0,0.0
2019-09-22,93.97,93.97,93.97,0.0,0.0,94.04,94.04,94.04,0.0,0.0,92.59,92.59,92.59,0.0,0.0,93.19,93.19,93.19,0.0,0.0
2019-09-29,93.27,93.27,93.27,0.0,0.0,93.64,93.64,93.64,0.0,0.0,93.13,93.13,93.13,0.0,0.0,93.59,93.59,93.59,0.0,0.0
2019-10-06,93.52,93.52,93.52,0.0,0.0,94.03,94.03,94.03,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.26,93.26,93.26,0.0,0.0
2019-10-13,93.85,93.85,93.85,0.0,0.0,94.8,94.8,94.8,0.0,0.0,93.81,93.81,93.81,0.0,0.0,94.67,94.67,94.67,0.0,0.0
2019-10-20,94.71,94.71,94.71,0.0,0.0,94.85,94.85,94.85,0.0,0.0,93.91,93.91,93.91,0.0,0.0,94.09,94.09,94.09,0.0,0.0
2019-10-27,94.37,94.37,94.37,0.0,0.0,94.73,94.73,94.73,0.0,0.0,93.4,93.4,93.4,0.0,0.0,94.19,94.19,94.19,0.0,0.0
2019-11-03,91.19,91.19,91.19,0.0,0.0,91.71,91.71,91.71,0.0,0.0,90.95,90.95,90.95,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-11-10,92.28,92.28,92.28,0.0,0.0,92.71,92.71,92.71,0.0,0.0,92.07,92.07,92.07,0.0,0.0,92.69,92.69,92.69,0.0,0.0
2019-11-17,92.25,92.25,92.25,0.0,0.0,92.26,92.26,92.26,0.0,0.0,91.22,91.22,91.22,0.0,0.0,91.69,91.69,91.69,0.0,0.0
2019-11-24,93.55,93.55,93.55,0.0,0.0,93.97,93.97,93.97,0.0,0.0,93.17,93.17,93.17,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2019-12-01,92.75,92.75,92.75,0.0,0.0,93.46,93.46,93.46,0.0,0.0,92.73,92.73,92.73,0.0,0.0,92.98,92.98,92.98,0.0,0.0
2019-12-08,90.66,90.66,90.66,0.0,0.0,90.98,90.98,90.98,0.0,0.0,89.92,89.92,89.92,0.0,0.0,90.6,90.6,90.6,0.0,0.0
2019-12-15,91.71,91.71,91.71,0.0,0.0,92.33,92.33,92.33,0.0,0.0,91.54,91.54,91.54,0.0,0.0,92.0,92.0,92.0,0.0,0.0
2019-12-22,92.3,92.3,92.3,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.16,92.16,92.16,0.0,0.0,92.47,92.47,92.47,0.0,0.0
2019-12-29,91.8,91.8,91.8,0.0,0.0,92.93,92.93,92.93,0.0,0.0,91.55,91.55,91.55,0.0,0.0,92.71,92.71,92.71,0.0,0.0
