Date,AMRS_stock_Open_average,AMRS_stock_Open_max,AMRS_stock_Open_min,AMRS_stock_Open_volatility,AMRS_stock_Open_change,AMRS_stock_High_average,AMRS_stock_High_max,AMRS_stock_High_min,AMRS_stock_High_volatility,AMRS_stock_High_change,AMRS_stock_Low_average,AMRS_stock_Low_max,AMRS_stock_Low_min,AMRS_stock_Low_volatility,AMRS_stock_Low_change,AMRS_stock_Close_average,AMRS_stock_Close_max,AMRS_stock_Close_min,AMRS_stock_Close_volatility,AMRS_stock_Close_change,AMRS_stock_Volume_average,AMRS_stock_Volume_max,AMRS_stock_Volume_min,AMRS_stock_Volume_volatility,AMRS_stock_Volume_change
2019-10-13,3.556,3.77,3.44,0.33000000000000007,0.18999999999999995,3.6872000000000003,3.8360000000000003,3.545,0.29100000000000037,0.19600000000000017,3.446,3.58,3.35,0.22999999999999998,0.1499999999999999,3.564,3.76,3.46,0.2999999999999998,0.08000000000000007,539530,655495,404599,250896,-5096
2019-10-20,3.678,3.79,3.58,0.20999999999999996,0.1200000000000001,3.81,3.86,3.77,0.08999999999999986,-0.054999999999999716,3.6184,3.66,3.54,0.1200000000000001,0.07199999999999962,3.7279999999999998,3.8,3.69,0.10999999999999988,-0.10999999999999988,555174,753745,332025,421720,-245164
2019-10-27,3.5660000000000003,3.7,3.33,0.3700000000000001,-0.3500000000000001,3.674,3.78,3.45,0.3299999999999996,-0.1299999999999999,3.4524,3.67,3.28,0.3900000000000001,-0.3780000000000001,3.551,3.7,3.315,0.38500000000000023,-0.06000000000000005,448412,692569,275993,416576,17716
2019-11-03,4.064,4.5,3.66,0.8399999999999999,0.8399999999999999,4.2459999999999996,4.52,4.03,0.4899999999999993,0.4899999999999993,3.9036,4.06,3.633,0.4269999999999996,0.4269999999999996,4.131,4.52,3.96,0.5599999999999996,0.5,879648,2224563,394882,1829681,1577876
2019-11-10,4.104,4.52,3.67,0.8499999999999996,-0.6299999999999994,4.165,4.52,3.92,0.5999999999999996,-0.5999999999999996,3.854,4.31,3.5,0.8099999999999996,-0.8099999999999996,4.016,4.44,3.71,0.7300000000000004,-0.5800000000000005,911994,1212341,763499,448842,4523
2019-11-17,3.766,3.9,3.68,0.21999999999999975,-0.1599999999999997,3.874,3.95,3.79,0.16000000000000014,-0.08000000000000007,3.6750000000000003,3.74,3.62,0.1200000000000001,-0.08000000000000007,3.742,3.77,3.71,0.06000000000000005,-0.009999999999999787,695147,1028468,419855,608613,608613
2019-11-24,3.9225,4.0,3.75,0.25,0.25,4.03375,4.065,3.99,0.07500000000000018,0.07500000000000018,3.8075,3.91,3.7,0.20999999999999996,0.20999999999999996,3.965,4.02,3.9,0.11999999999999966,0.11999999999999966,955566,1371130,487166,883964,-669511
2019-12-01,3.792,4.0,3.48,0.52,-0.52,3.8689999999999998,4.06,3.5,0.5599999999999996,-0.5599999999999996,3.549,3.865,3.21,0.6550000000000002,-0.6550000000000002,3.626,3.94,3.24,0.6999999999999997,-0.6599999999999997,1304343,1864153,614061,1250092,1003916
2019-12-08,3.36,3.61,3.1,0.5099999999999998,0.31000000000000005,3.4699999999999998,3.65,3.3,0.3500000000000001,0.29000000000000004,3.1584,3.27,3.01,0.26000000000000023,0.20199999999999996,3.297,3.495,3.15,0.3450000000000002,0.10999999999999988,1540209,2746679,1071624,1675055,121396
2019-12-15,3.348,3.42,3.26,0.16000000000000014,-0.03000000000000025,3.457,3.6,3.4,0.20000000000000018,-0.004999999999999893,3.216,3.3,3.06,0.23999999999999977,-0.18000000000000016,3.35,3.44,3.24,0.19999999999999973,-0.020000000000000018,1622840,4232783,781520,3451263,3311490
2019-12-22,3.3075,3.44,3.19,0.25,0.1200000000000001,3.3575,3.5,3.27,0.22999999999999998,0.1200000000000001,3.175,3.26,3.12,0.13999999999999968,0.13999999999999968,3.2375,3.27,3.19,0.08000000000000007,0.029999999999999805,869319,1356035,416319,939716,241384
2019-12-29,3.1625,3.25,3.08,0.16999999999999993,-0.16999999999999993,3.213,3.3,3.162,0.1379999999999999,-0.125,3.058,3.14,3.02,0.1200000000000001,-0.08800000000000008,3.12,3.17,3.07,0.10000000000000009,-0.020000000000000018,1461483,2638940,890309,1748631,1779
