Date,ProShares UltraShort Bloomberg Crude Oil_Open_average,ProShares UltraShort Bloomberg Crude Oil_Open_max,ProShares UltraShort Bloomberg Crude Oil_Open_min,ProShares UltraShort Bloomberg Crude Oil_Open_volatility,ProShares UltraShort Bloomberg Crude Oil_Open_change,ProShares UltraShort Bloomberg Crude Oil_High_average,ProShares UltraShort Bloomberg Crude Oil_High_max,ProShares UltraShort Bloomberg Crude Oil_High_min,ProShares UltraShort Bloomberg Crude Oil_High_volatility,ProShares UltraShort Bloomberg Crude Oil_High_change,ProShares UltraShort Bloomberg Crude Oil_Low_average,ProShares UltraShort Bloomberg Crude Oil_Low_max,ProShares UltraShort Bloomberg Crude Oil_Low_min,ProShares UltraShort Bloomberg Crude Oil_Low_volatility,ProShares UltraShort Bloomberg Crude Oil_Low_change,ProShares UltraShort Bloomberg Crude Oil_Close_average,ProShares UltraShort Bloomberg Crude Oil_Close_max,ProShares UltraShort Bloomberg Crude Oil_Close_min,ProShares UltraShort Bloomberg Crude Oil_Close_volatility,ProShares UltraShort Bloomberg Crude Oil_Close_change
2018-05-20,17.14,17.14,17.14,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2018-05-27,18.62,18.62,18.62,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.56,18.56,18.56,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-06-03,18.99,18.99,18.99,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-06-10,19.01,19.01,19.01,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2018-06-17,17.28,17.28,17.28,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-06-24,15.03,15.03,15.03,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2018-07-01,15.22,15.22,15.22,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2018-07-08,16.58,16.58,16.58,0.0,0.0,17.33,17.33,17.33,0.0,0.0,16.53,16.53,16.53,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2018-07-15,16.24,16.24,16.24,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2018-07-22,15.62,15.62,15.62,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2018-07-29,15.99,15.99,15.99,0.0,0.0,16.22,16.22,16.22,0.0,0.0,15.7,15.7,15.7,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2018-08-05,16.86,16.86,16.86,0.0,0.0,17.61,17.61,17.61,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2018-08-12,17.59,17.59,17.59,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2018-08-19,15.7,15.7,15.7,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2018-08-26,15.19,15.19,15.19,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2018-09-02,15.81,15.81,15.81,0.0,0.0,16.28,16.28,16.28,0.0,0.0,15.75,15.75,15.75,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2018-09-09,15.3,15.3,15.3,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2018-09-16,14.04,14.04,14.04,0.0,0.0,14.16,14.16,14.16,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2018-09-23,13.54,13.54,13.54,0.0,0.0,13.65,13.65,13.65,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.75,12.75,12.75,0.0,0.0
2018-09-30,13.37,13.37,13.37,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2018-10-07,14.1,14.1,14.1,0.0,0.0,14.37,14.37,14.37,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2018-10-14,14.96,14.96,14.96,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2018-10-21,15.64,15.64,15.64,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2018-10-28,17.39,17.39,17.39,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-11-04,19.1,19.1,19.1,0.0,0.0,20.41,20.41,20.41,0.0,0.0,18.78,18.78,18.78,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2018-11-11,22.13,22.13,22.13,0.0,0.0,22.76,22.76,22.76,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-11-18,25.2,25.2,25.2,0.0,0.0,25.48,25.48,25.48,0.0,0.0,24.65,24.65,24.65,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-11-25,23.59,23.59,23.59,0.0,0.0,24.76,24.76,24.76,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-12-02,25.21,25.21,25.21,0.0,0.0,25.96,25.96,25.96,0.0,0.0,24.52,24.52,24.52,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-12-09,24.91,24.91,24.91,0.0,0.0,27.09,27.09,27.09,0.0,0.0,24.83,24.83,24.83,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-12-16,31.84,31.84,31.84,0.0,0.0,33.2,33.2,33.2,0.0,0.0,31.67,31.67,31.67,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-12-23,29.54,29.54,29.54,0.0,0.0,30.68,30.68,30.68,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-12-30,25.8,25.8,25.8,0.0,0.0,26.09,26.09,26.09,0.0,0.0,24.61,24.61,24.61,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2019-01-06,23.11,23.11,23.11,0.0,0.0,23.84,23.84,23.84,0.0,0.0,22.64,22.64,22.64,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-01-13,21.73,21.73,21.73,0.0,0.0,22.06,22.06,22.06,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-01-20,22.37,22.37,22.37,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-01-27,20.5,20.5,20.5,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-02-03,22.52,22.52,22.52,0.0,0.0,22.8,22.8,22.8,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2019-02-10,19.64,19.64,19.64,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2019-02-17,19.28,19.28,19.28,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-02-24,18.88,18.88,18.88,0.0,0.0,19.39,19.39,19.39,0.0,0.0,18.65,18.65,18.65,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2019-03-03,18.8,18.8,18.8,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2019-03-10,17.7,17.7,17.7,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2019-03-17,17.79,17.79,17.79,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2019-03-24,16.58,16.58,16.58,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2019-03-31,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-04-07,14.99,14.99,14.99,0.0,0.0,15.14,15.14,15.14,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-04-14,14.15,14.15,14.15,0.0,0.0,14.2,14.2,14.2,0.0,0.0,13.94,13.94,13.94,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-04-21,15.09,15.09,15.09,0.0,0.0,15.3,15.3,15.3,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-04-28,15.88,15.88,15.88,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2019-05-05,15.06,15.06,15.06,0.0,0.0,16.27,16.27,16.27,0.0,0.0,14.92,14.92,14.92,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2019-05-12,15.12,15.12,15.12,0.0,0.0,15.31,15.31,15.31,0.0,0.0,14.9,14.9,14.9,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-05-19,17.21,17.21,17.21,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0
2019-05-26,19.85,19.85,19.85,0.0,0.0,21.14,21.14,21.14,0.0,0.0,19.79,19.79,19.79,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-06-02,20.0,20.0,20.0,0.0,0.0,20.68,20.68,20.68,0.0,0.0,19.6,19.6,19.6,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-06-09,21.33,21.33,21.33,0.0,0.0,21.73,21.73,21.73,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-06-16,17.45,17.45,17.45,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-06-23,16.02,16.02,16.02,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2019-06-30,17.12,17.12,17.12,0.0,0.0,17.34,17.34,17.34,0.0,0.0,16.69,16.69,16.69,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2019-07-07,15.38,15.38,15.38,0.0,0.0,16.17,16.17,16.17,0.0,0.0,15.38,15.38,15.38,0.0,0.0,16.12,16.12,16.12,0.0,0.0
2019-07-14,18.04,18.04,18.04,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2019-07-21,17.55,17.55,17.55,0.0,0.0,18.13,18.13,18.13,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-07-28,18.58,18.58,18.58,0.0,0.0,18.61,18.61,18.61,0.0,0.0,17.88,17.88,17.88,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2019-08-04,18.17,18.17,18.17,0.0,0.0,18.5,18.5,18.5,0.0,0.0,17.94,17.94,17.94,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2019-08-11,17.38,17.38,17.38,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2019-08-18,17.65,17.65,17.65,0.0,0.0,18.6,18.6,18.6,0.0,0.0,17.52,17.52,17.52,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-08-25,16.76,16.76,16.76,0.0,0.0,17.86,17.86,17.86,0.0,0.0,16.73,16.73,16.73,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2019-09-01,16.02,16.02,16.02,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-09-08,14.14,14.14,14.14,0.0,0.0,14.26,14.26,14.26,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-09-15,14.23,14.23,14.23,0.0,0.0,14.47,14.47,14.47,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-09-22,15.79,15.79,15.79,0.0,0.0,16.44,16.44,16.44,0.0,0.0,15.55,15.55,15.55,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-09-29,16.8,16.8,16.8,0.0,0.0,17.28,17.28,17.28,0.0,0.0,16.35,16.35,16.35,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-10-06,16.59,16.59,16.59,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2019-10-13,16.91,16.91,16.91,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-10-20,14.64,14.64,14.64,0.0,0.0,15.23,15.23,15.23,0.0,0.0,14.55,14.55,14.55,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2019-10-27,14.37,14.37,14.37,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.65,14.65,14.65,0.0,0.0
2019-11-03,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2019-11-10,14.21,14.21,14.21,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2019-11-17,13.97,13.97,13.97,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2019-11-24,14.44,14.44,14.44,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2019-12-01,13.3,13.3,13.3,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-12-08,12.61,12.61,12.61,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2019-12-15,12.52,12.52,12.52,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2019-12-22,11.72,11.72,11.72,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2019-12-29,11.28,11.28,11.28,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.4,11.4,11.4,0.0,0.0
