Date,PowerShares DWA Utilities Momentum Portfolio_Open_average,PowerShares DWA Utilities Momentum Portfolio_Open_max,PowerShares DWA Utilities Momentum Portfolio_Open_min,PowerShares DWA Utilities Momentum Portfolio_Open_volatility,PowerShares DWA Utilities Momentum Portfolio_Open_change,PowerShares DWA Utilities Momentum Portfolio_High_average,PowerShares DWA Utilities Momentum Portfolio_High_max,PowerShares DWA Utilities Momentum Portfolio_High_min,PowerShares DWA Utilities Momentum Portfolio_High_volatility,PowerShares DWA Utilities Momentum Portfolio_High_change,PowerShares DWA Utilities Momentum Portfolio_Low_average,PowerShares DWA Utilities Momentum Portfolio_Low_max,PowerShares DWA Utilities Momentum Portfolio_Low_min,PowerShares DWA Utilities Momentum Portfolio_Low_volatility,PowerShares DWA Utilities Momentum Portfolio_Low_change,PowerShares DWA Utilities Momentum Portfolio_Close_average,PowerShares DWA Utilities Momentum Portfolio_Close_max,PowerShares DWA Utilities Momentum Portfolio_Close_min,PowerShares DWA Utilities Momentum Portfolio_Close_volatility,PowerShares DWA Utilities Momentum Portfolio_Close_change
2018-03-25,26.34,26.34,26.34,0.0,0.0,26.4,26.4,26.4,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-04-01,26.27,26.27,26.27,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-04-08,26.08,26.08,26.08,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-04-15,26.31,26.31,26.31,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2018-04-22,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-04-29,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-05-06,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-05-13,26.49,26.49,26.49,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-05-20,27.03,27.03,27.03,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-05-27,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2018-06-03,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2018-06-10,26.32,26.32,26.32,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-06-17,27.42,27.42,27.42,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-06-24,27.71,27.71,27.71,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-07-01,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-07-08,27.9,27.9,27.9,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.82,27.82,27.82,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-07-15,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-07-22,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-07-29,28.26,28.26,28.26,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-08-05,28.46,28.46,28.46,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-08-12,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2018-08-19,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-08-26,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-09-02,28.85,28.85,28.85,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-09-09,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-09-16,28.69,28.69,28.69,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-09-23,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-09-30,28.91,28.91,28.91,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-10-07,28.52,28.52,28.52,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-10-14,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-10-21,28.76,28.76,28.76,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2018-10-28,28.65,28.65,28.65,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-11-04,29.64,29.64,29.64,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-11-11,30.33,30.33,30.33,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-11-18,29.92,29.92,29.92,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.72,29.72,29.72,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-11-25,30.26,30.26,30.26,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-12-02,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.39,30.39,30.39,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-12-09,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-12-16,29.29,29.29,29.29,0.0,0.0,29.46,29.46,29.46,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-12-23,28.84,28.84,28.84,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-12-30,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-01-06,29.21,29.21,29.21,0.0,0.0,29.71,29.71,29.71,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-01-13,29.73,29.73,29.73,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-01-20,29.83,29.83,29.83,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-01-27,30.42,30.42,30.42,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-02-03,30.76,30.76,30.76,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-02-10,30.83,30.83,30.83,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-02-17,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-02-24,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-03-03,31.87,31.87,31.87,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-03-10,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-03-17,32.52,32.52,32.52,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-03-24,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-03-31,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2019-04-07,31.98,31.98,31.98,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-04-14,31.46,31.46,31.46,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-04-21,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-04-28,32.05,32.05,32.05,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-05-05,31.76,31.76,31.76,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-05-12,32.42,32.42,32.42,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-05-19,32.61,32.61,32.61,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-05-26,31.98,31.98,31.98,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-06-02,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2019-06-09,33.03,33.03,33.03,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-06-16,33.26,33.26,33.26,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2019-06-23,32.51,32.51,32.51,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-06-30,33.01,33.01,33.01,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.85,32.85,32.85,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-07-07,32.98,32.98,32.98,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-07-14,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-07-21,32.9,32.9,32.9,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-07-28,32.84,32.84,32.84,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-08-04,33.15,33.15,33.15,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-08-11,33.64,33.64,33.64,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2019-08-18,33.67,33.67,33.67,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-08-25,34.15,34.15,34.15,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-09-01,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-09-08,34.2,34.2,34.2,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-09-15,34.63,34.63,34.63,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-09-22,35.03,35.03,35.03,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-09-29,34.87,34.87,34.87,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-10-06,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-10-13,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-10-20,34.43,34.43,34.43,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-10-27,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-11-03,32.9,32.9,32.9,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-11-10,33.53,33.53,33.53,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-11-17,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-11-24,33.49,33.49,33.49,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-12-01,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-12-08,33.66,33.66,33.66,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-12-15,34.55,34.55,34.55,0.0,0.0,34.55,34.55,34.55,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-12-22,34.14,34.14,34.14,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-12-29,33.74,33.74,33.74,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.91,33.91,33.91,0.0,0.0
