Date,ValueShares Int Quantitative Value_Open_average,ValueShares Int Quantitative Value_Open_max,ValueShares Int Quantitative Value_Open_min,ValueShares Int Quantitative Value_Open_volatility,ValueShares Int Quantitative Value_Open_change,ValueShares Int Quantitative Value_High_average,ValueShares Int Quantitative Value_High_max,ValueShares Int Quantitative Value_High_min,ValueShares Int Quantitative Value_High_volatility,ValueShares Int Quantitative Value_High_change,ValueShares Int Quantitative Value_Low_average,ValueShares Int Quantitative Value_Low_max,ValueShares Int Quantitative Value_Low_min,ValueShares Int Quantitative Value_Low_volatility,ValueShares Int Quantitative Value_Low_change,ValueShares Int Quantitative Value_Close_average,ValueShares Int Quantitative Value_Close_max,ValueShares Int Quantitative Value_Close_min,ValueShares Int Quantitative Value_Close_volatility,ValueShares Int Quantitative Value_Close_change
2018-03-25,32.37,32.37,32.37,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-04-01,32.59,32.59,32.59,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-04-08,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-04-15,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-04-22,32.97,32.97,32.97,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-04-29,32.72,32.72,32.72,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-05-06,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2018-05-13,33.01,33.01,33.01,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-05-20,32.08,32.08,32.08,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-05-27,32.31,32.31,32.31,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-06-03,32.64,32.64,32.64,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2018-06-10,31.41,31.41,31.41,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-06-17,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-06-24,30.31,30.31,30.31,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-07-01,31.0,31.0,31.0,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-07-08,30.71,30.71,30.71,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-07-15,30.83,30.83,30.83,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-07-22,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-07-29,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-08-05,30.35,30.35,30.35,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-08-12,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-08-19,30.7,30.7,30.7,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-08-26,30.59,30.59,30.59,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-09-02,29.66,29.66,29.66,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-09-09,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-09-16,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-09-23,30.88,30.88,30.88,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2018-09-30,29.64,29.64,29.64,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-10-07,28.8,28.8,28.8,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2018-10-14,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-10-21,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-10-28,28.19,28.19,28.19,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2018-11-04,27.4,27.4,27.4,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-11-11,26.99,26.99,26.99,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-11-18,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2018-11-25,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-12-02,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-12-09,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-12-16,24.43,24.43,24.43,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2018-12-23,25.0,25.0,25.0,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-12-30,25.84,25.84,25.84,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2019-01-06,26.27,26.27,26.27,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-01-13,27.33,27.33,27.33,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-01-20,27.51,27.51,27.51,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-01-27,28.0,28.0,28.0,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-02-03,27.17,27.17,27.17,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-02-10,28.03,28.03,28.03,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-02-17,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2019-02-24,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-03-03,27.56,27.56,27.56,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-03-10,28.04,28.04,28.04,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-03-17,27.64,27.64,27.64,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-03-24,28.48,28.48,28.48,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-03-31,29.16,29.16,29.16,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-04-07,29.34,29.34,29.34,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-04-14,29.76,29.76,29.76,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-04-21,29.21,29.21,29.21,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-04-28,28.5,28.5,28.5,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-05-05,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-05-12,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-05-19,26.26,26.26,26.26,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-05-26,25.67,25.67,25.67,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-06-02,26.77,26.77,26.77,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-06-09,25.97,25.97,25.97,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-06-16,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-06-23,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-06-30,26.9,26.9,26.9,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-07-07,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-07-14,26.92,26.92,26.92,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-07-21,26.7,26.7,26.7,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-07-28,25.01,25.01,25.01,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-08-04,24.82,24.82,24.82,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-08-11,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-08-18,24.9,24.9,24.9,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-08-25,25.37,25.37,25.37,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-09-01,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-09-08,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-09-15,26.94,26.94,26.94,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-09-22,26.77,26.77,26.77,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-09-29,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-10-06,27.18,27.18,27.18,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-10-13,28.09,28.09,28.09,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-10-20,28.79,28.79,28.79,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-10-27,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-11-03,28.95,28.95,28.95,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-11-10,28.92,28.92,28.92,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2019-11-17,29.0,29.0,29.0,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-11-24,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-12-01,29.33,29.33,29.33,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-12-08,30.19,30.19,30.19,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2019-12-15,29.69,29.69,29.69,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-12-22,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-12-29,29.43,29.43,29.43,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
