Date,Direxion All Cap Insider Sentiment Shares_Open_average,Direxion All Cap Insider Sentiment Shares_Open_max,Direxion All Cap Insider Sentiment Shares_Open_min,Direxion All Cap Insider Sentiment Shares_Open_volatility,Direxion All Cap Insider Sentiment Shares_Open_change,Direxion All Cap Insider Sentiment Shares_High_average,Direxion All Cap Insider Sentiment Shares_High_max,Direxion All Cap Insider Sentiment Shares_High_min,Direxion All Cap Insider Sentiment Shares_High_volatility,Direxion All Cap Insider Sentiment Shares_High_change,Direxion All Cap Insider Sentiment Shares_Low_average,Direxion All Cap Insider Sentiment Shares_Low_max,Direxion All Cap Insider Sentiment Shares_Low_min,Direxion All Cap Insider Sentiment Shares_Low_volatility,Direxion All Cap Insider Sentiment Shares_Low_change,Direxion All Cap Insider Sentiment Shares_Close_average,Direxion All Cap Insider Sentiment Shares_Close_max,Direxion All Cap Insider Sentiment Shares_Close_min,Direxion All Cap Insider Sentiment Shares_Close_volatility,Direxion All Cap Insider Sentiment Shares_Close_change
2018-06-17,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2018-06-24,40.98,40.98,40.98,0.0,0.0,41.43,41.43,41.43,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2018-07-01,42.19,42.19,42.19,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2018-07-08,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2018-07-15,42.11,42.11,42.11,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-07-22,42.07,42.07,42.07,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2018-07-29,42.28,42.28,42.28,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-08-05,42.31,42.31,42.31,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2018-08-12,42.72,42.72,42.72,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2018-08-19,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-08-26,42.96,42.96,42.96,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.9,42.9,42.9,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2018-09-02,42.62,42.62,42.62,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-09-09,42.64,42.64,42.64,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2018-09-16,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-09-23,41.33,41.33,41.33,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-09-30,40.18,40.18,40.18,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-10-07,38.59,38.59,38.59,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2018-10-14,38.29,38.29,38.29,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2018-10-21,37.41,37.41,37.41,0.0,0.0,37.77,37.77,37.77,0.0,0.0,36.81,36.81,36.81,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-10-28,38.43,38.43,38.43,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2018-11-04,38.84,38.84,38.84,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-11-11,38.27,38.27,38.27,0.0,0.0,38.57,38.57,38.57,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-11-18,37.81,37.81,37.81,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-11-25,39.0,39.0,39.0,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.78,38.78,38.78,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2018-12-02,36.74,36.74,36.74,0.0,0.0,36.74,36.74,36.74,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-12-09,35.22,35.22,35.22,0.0,0.0,35.5,35.5,35.5,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-12-16,32.6,32.6,32.6,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2018-12-23,33.58,33.58,33.58,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-12-30,34.77,34.77,34.77,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.58,34.58,34.58,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-01-06,35.9,35.9,35.9,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-01-13,36.97,36.97,36.97,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-01-20,37.15,37.15,37.15,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-01-27,37.7,37.7,37.7,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.6,37.6,37.6,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-02-03,38.05,38.05,38.05,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-02-10,38.6,38.6,38.6,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-02-17,39.68,39.68,39.68,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-02-24,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-03-03,38.2,38.2,38.2,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-03-10,39.16,39.16,39.16,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-03-17,37.53,37.53,37.53,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-03-24,38.64,38.64,38.64,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-03-31,39.42,39.42,39.42,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-04-07,39.69,39.69,39.69,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-04-14,39.41,39.41,39.41,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-04-21,39.89,39.89,39.89,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2019-04-28,39.92,39.92,39.92,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-05-05,38.69,38.69,38.69,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-05-12,38.66,38.66,38.66,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-05-19,38.19,38.19,38.19,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-05-26,36.76,36.76,36.76,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.76,36.76,36.76,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-06-02,38.38,38.38,38.38,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-06-09,38.62,38.62,38.62,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-06-16,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2019-06-23,39.22,39.22,39.22,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-06-30,39.44,39.44,39.44,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-07-07,39.44,39.44,39.44,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-07-14,39.21,39.21,39.21,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2019-07-21,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-07-28,37.88,37.88,37.88,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-08-04,37.72,37.72,37.72,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2019-08-11,37.68,37.68,37.68,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-08-18,36.87,36.87,36.87,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.87,36.87,36.87,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2019-08-25,37.54,37.54,37.54,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-09-01,38.02,38.02,38.02,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-09-08,38.85,38.85,38.85,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-09-15,38.82,38.82,38.82,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-09-22,38.29,38.29,38.29,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-09-29,37.6,37.6,37.6,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-10-06,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-10-13,38.04,38.04,38.04,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-10-20,38.68,38.68,38.68,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2019-10-27,38.53,38.53,38.53,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-11-03,38.38,38.38,38.38,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-11-10,38.61,38.61,38.61,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2019-11-17,38.55,38.55,38.55,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-11-24,39.09,39.09,39.09,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-12-01,39.03,39.03,39.03,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.03,39.03,39.03,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-12-08,39.29,39.29,39.29,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-12-15,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-12-22,39.33,39.33,39.33,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-12-29,39.11,39.11,39.11,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.35,39.35,39.35,0.0,0.0
